Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
HR_foot_contact_link,-0.00013123546544902,1.07253594894274E-10,0.000744241578675364,0,0,0,0.0375461809577811,7.27488396317036E-06,1.3738644897257E-12,-1.43066245065784E-07,1.07021805734215E-05,-5.74911366256934E-13,8.0610289821307E-06,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/HR_foot_contact_link.STL,1,1,1,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/HR_foot_contact_link.STL,,SK01-HL-P27-2,HR-Link5 Coordinate,HR-J5,HR_foot_contact_joint,fixed,0.0277837084267087,0,-0.157569240481953,0,0,0,HR_foot_link,0,0,0,,,,,,,,,,,,
FB_waist_link,0.21128,1.2507E-05,0.12655,0,0,0,9.5,0.0076887,4.3897E-06,-6.6503E-06,0.018424,3.3751E-10,0.019743,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FB_waist_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FB_waist_link.STL,,SK01-HL-A00-3;waist 2-1;bat 36V 20Ah-1;bat 36V 20Ah-3,Global Coordinate,Global Z,FB_waist_joint,revolute,0,0,0,0,0,0,Base,0,0,1,84,29.6,-0.7854,0.7854,,,,,,,,
FL_hip_link,-0.044964,0.03664,4.8852E-05,0,0,0,1.3,0.00055198,-2.2357E-06,2.7997E-09,0.00081827,1.4339E-09,0.00046473,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FL_hip_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FL_hip_link.STL,,SK01-HL-A20-2,FL-Link1 Coordinate,FL-J1,FL_hip_joint,revolute,0.299,0.0225,0,0,0,0,FB_waist_link,1,0,0,84,29.6,-0.6109,0.6109,,,,,,,,
FL_thigh_link,-0.053568,0.00079281,-0.078186,0,0,0,3.1,0.0033746,-3.0906E-07,-0.0014143,0.005605,-5.6396E-07,0.0023345,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FL_thigh_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FL_thigh_link.STL,,SK01-HL-A30-3,FL-Link2 Coordinate,FL-J2,FL_thigh_joint,revolute,0,0.115,0,0,0,0,FL_hip_link,0,1,0,84,29.6,-2.443,1.047,,,,,,,,
FL_calf_link,0.0381147216895666,0.275124046397054,-0.0876662333394647,0,0,0,0.595203860957436,0.00193281872702427,4.83630238964291E-10,0.000833907916443472,0.00243272817359186,-3.38641681689136E-10,0.000525779509372111,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FL_calf_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FL_calf_link.STL,,SK01-HL-A40-M-2,FR-Link3 Coordinate,FL-J3,FL_calf_joint,revolute,-0.13192,-0.275,-0.1884,0,0,0,FL_thigh_link,0,1,0,126,19.7,-1.221,0.785,,,,,,,,
FL_foot_link,0.0165092240082387,-1.18802745419089E-11,-0.0285948146586671,0,0,0,0.135769436998252,5.87372529607946E-05,-4.70321770197009E-10,2.1706687720024E-05,8.92406433921768E-05,-2.71450385580599E-10,3.36725293281321E-05,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FL_foot_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FL_foot_link.STL,,SK01-HL-A60-1,FL-Link4 Coordinate,FL-J4,FL_foot_joint,revolute,0.10354,0.275,-0.22205,0,0,0,FL_calf_link,0,1,0,126,19.7,-1.309,0.785,,,,,,,,
FL_foot_contact_link,-0.00627718744635586,-9.99836690377676E-05,0.00215514101067893,0,0,0,0.091737705848693,2.27177135106569E-05,1.26204280466767E-10,-2.68905759070414E-06,4.39469331729374E-05,4.76569447336122E-11,4.29680411391368E-05,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FL_foot_contact_link.STL,1,1,1,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FL_foot_contact_link.STL,,SK01-HL-P27 - F-1,FL-Link5 Coordinate,FL-J5,FL_foot_contact_joint,fixed,0.0790640325542337,0,-0.0871429214352082,0,0,0,FL_foot_link,0,0,0,,,,,,,,,,,,
FR_hip_link,-0.026196,-0.039035,-5.8825E-05,0,0,0,1.4,0.0005559,1.3767E-05,-2.7997E-09,0.00078767,1.4339E-09,0.00044966,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FR_hip_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FR_hip_link.STL,,SK01-HL-A10-2,FR-Link1 Coordinate,FR-J1,FR_hip_joint,revolute,0.299,-0.0225,0,0,0,0,FB_waist_link,1,0,0,84,29.6,-0.6109,0.6109,,,,,,,,
FR_thigh_link,-0.055149,-0.00079282,-0.077079,0,0,0,3.1,0.0033652,4.2424E-07,-0.0014177,0.005605,4.8329E-07,0.0023439,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FR_thigh_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FR_thigh_link.STL,,SK01-HL-A30-4,FR-Link2 Coordinate,FR-J2,FR_thigh_joint,revolute,0,-0.115,0,0,0,0,FR_hip_link,0,1,0,84,29.6,-2.443,1.047,,,,,,,,
FR_calf_link,0.0381147216895665,-0.000126753699127596,-0.0876662333394645,0,0,0,0.595203860957434,0.00193281872702426,-4.83630485029506E-10,0.000833907916443464,0.00243272817359184,3.38641568452337E-10,0.000525779509372111,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FR_calf_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FR_calf_link.STL,,SK01-HL-A40-2,FR-Link3 Coordinate,FR-J3,FR_calf_joint,revolute,-0.13192,0,-0.1884,0,0,0,FR_thigh_link,0,1,0,126,19.7,-1.221,0.785,,,,,,,,
FR_foot_link,0.0165092240082365,-1.18803855642113E-11,-0.028594814658668,0,0,0,0.135769436998252,5.87372529607978E-05,-4.70321770211579E-10,2.17066877200212E-05,8.92406433921863E-05,-2.71450385580637E-10,3.36725293281384E-05,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FR_foot_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FR_foot_link.STL,,SK01-HL-A60-2,FR-Link4 Coordinate,FR-J4,FR_foot_joint,revolute,0.10354,0,-0.22205,0,0,0,FR_calf_link,0,1,0,126,19.7,-1.309,0.785,,,,,,,,
FR_foot_contact_link,-0.00627718744635591,-9.99836690379896E-05,0.00215514101067904,0,0,0,0.0917377058486932,2.27177135106571E-05,1.26204280397871E-10,-2.68905759070412E-06,4.39469331729375E-05,4.76569447148043E-11,4.29680411391367E-05,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FR_foot_contact_link.STL,1,1,1,1,0,0,0,0,0,0,package://02_Leg_UFDF_260703_2/meshes/FR_foot_contact_link.STL,,SK01-HL-P27 - F-2,FR-Link5 Coordinate,FR-J5,FR_foot_contact_joint,fixed,0.0790640325542319,0,-0.0871429214352093,0,0,0,FR_foot_link,0,0,0,,,,,,,,,,,,
