order,leg,stone_idx,cx,cy,top_z
0,FR,15,1.012582083,0.01158363061,0.1658628946
1,FL,15,1.012582083,0.01158363061,0.1658628946
2,HR,15,1.012582083,0.01158363061,0.1658628946
3,FR,1,1.231269654,-0.2695128198,0.1623829893
4,HL,15,1.012582083,0.01158363061,0.1658628946
5,FL,16,1.251735359,0.2717635118,0.16101711
6,HR,1,1.231269654,-0.2695128198,0.1623829893
7,FR,2,1.489254267,-0.001718928033,0.150744616
8,HL,16,1.251735359,0.2717635118,0.16101711
9,FL,2,1.489254267,-0.001718928033,0.150744616
10,HR,2,1.489254267,-0.001718928033,0.150744616
11,FR,19,1.850316898,-0.01187226246,0.1776438541
12,HL,2,1.489254267,-0.001718928033,0.150744616
13,FL,19,1.850316898,-0.01187226246,0.1776438541
14,HR,19,1.850316898,-0.01187226246,0.1776438541
15,FR,4,1.94381387,0.01034786621,0.1840913234
16,HL,19,1.850316898,-0.01187226246,0.1776438541
17,FL,4,1.94381387,0.01034786621,0.1840913234
18,HR,4,1.94381387,0.01034786621,0.1840913234
19,FR,21,2.258838126,0.02010265818,0.2035897393
20,HL,4,1.94381387,0.01034786621,0.1840913234
21,FL,21,2.258838126,0.02010265818,0.2035897393
22,HR,21,2.258838126,0.02010265818,0.2035897393
23,FR,6,2.367079995,0.002036895692,0.2088408141
24,HL,21,2.258838126,0.02010265818,0.2035897393
25,FL,6,2.367079995,0.002036895692,0.2088408141
26,HR,6,2.367079995,0.002036895692,0.2088408141
27,FR,23,2.699706288,0.02054297116,0.2173598222
28,HL,6,2.367079995,0.002036895692,0.2088408141
29,FL,23,2.699706288,0.02054297116,0.2173598222
30,HR,23,2.699706288,0.02054297116,0.2173598222
31,FR,8,2.838260554,0.001200094442,0.2187964793
32,HL,23,2.699706288,0.02054297116,0.2173598222
33,FL,8,2.838260554,0.001200094442,0.2187964793
34,HR,8,2.838260554,0.001200094442,0.2187964793
35,FR,25,3.083166672,-0.01972054761,0.2385916205
36,HL,8,2.838260554,0.001200094442,0.2187964793
37,FL,25,3.083166672,-0.01972054761,0.2385916205
38,HR,25,3.083166672,-0.01972054761,0.2385916205
39,FR,10,3.230497258,-0.004661930592,0.2470279396
40,HL,25,3.083166672,-0.01972054761,0.2385916205
41,FL,10,3.230497258,-0.004661930592,0.2470279396
42,HR,10,3.230497258,-0.004661930592,0.2470279396
43,FR,27,3.466815209,-0.02883058337,0.2360131242
44,HL,10,3.230497258,-0.004661930592,0.2470279396
45,FL,27,3.466815209,-0.02883058337,0.2360131242
46,HR,27,3.466815209,-0.02883058337,0.2360131242
47,FR,12,3.653730415,0.001833884872,0.2368028682
48,HL,27,3.466815209,-0.02883058337,0.2360131242
49,FL,12,3.653730415,0.001833884872,0.2368028682
50,HR,12,3.653730415,0.001833884872,0.2368028682
51,FR,29,3.881644449,0.02134254934,0.2470570904
52,HL,12,3.653730415,0.001833884872,0.2368028682
53,FL,29,3.881644449,0.02134254934,0.2470570904
54,HR,29,3.881644449,0.02134254934,0.2470570904
55,FR,14,4.022393874,0.001664119363,0.2352397618
56,HL,29,3.881644449,0.02134254934,0.2470570904
57,FL,14,4.022393874,0.001664119363,0.2352397618
