cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
0,HR,-0.1842,-0.1419,strip,-1,-1,-1,-0.1842,-0.1419,0.1500,,,0,0
0,FR,0.2409,-0.1415,strip,-1,-1,-1,0.2409,-0.1415,0.1500,,,0,0
0,HL,-0.0739,0.1424,strip,-1,-1,-1,-0.0739,0.1424,0.1500,,,0,0
0,FL,0.4094,0.1412,strip,-1,-1,-1,0.4094,0.1412,0.1500,,,0,0
1,HR,0.0558,-0.1419,strip,-1,-1,-1,0.0558,-0.1419,0.1500,,,0,0
1,FR,0.4809,-0.1415,strip,-1,-1,-1,0.4809,-0.1415,0.1500,,,0,0
1,HL,0.1661,0.1424,strip,-1,-1,-1,0.1661,0.1424,0.1500,,,0,0
1,FL,0.6494,0.1412,strip,-1,-1,-1,0.6494,0.1412,0.1500,,,0,0
2,HR,0.2958,-0.1419,strip,-1,-1,-1,0.2958,-0.1419,0.1500,,,0,0
2,FR,0.7209,-0.1415,strip,-1,-1,-1,0.7209,-0.1415,0.1500,,,0,0
2,HL,0.4061,0.1424,strip,-1,-1,-1,0.4061,0.1424,0.1500,,,0,0
2,FL,0.8894,0.1412,stone,14,0,1,0.9913,0.2602,0.1702,path,0.0202,0,0
3,HR,0.5358,-0.1419,strip,-1,-1,-1,0.5358,-0.1419,0.1500,,,0,0
3,FR,0.9609,-0.1415,stone,0,0,0,1.0346,-0.0377,0.1738,path,0.0238,0,0
3,HL,0.6461,0.1424,strip,-1,-1,-1,0.6461,0.1424,0.1500,,,0,0
3,FL,1.1294,0.1412,stone,15,1,1,1.1893,0.0116,0.1774,path,0.0072,0,0
4,HR,0.7758,-0.1419,stone,0,0,0,1.0346,-0.0377,0.1738,path,0.0238,0,0
4,FR,1.2009,-0.1415,stone,1,1,0,1.2777,-0.2717,0.1755,path,0.0017,0,0
4,HL,0.8861,0.1424,stone,14,0,1,0.9913,0.2602,0.1702,path,0.0202,0,0
4,FL,1.3694,0.1412,stone,16,2,1,1.4183,0.2477,0.1726,path,-0.0048,0,0
5,HR,1.0158,-0.1419,stone,0,0,0,1.0346,-0.0377,0.1738,path,0.0000,0,0
5,FR,1.4409,-0.1415,stone,2,2,0,1.5158,-0.0339,0.1785,path,0.0030,0,0
5,HL,1.1261,0.1424,stone,15,1,1,1.1893,0.0116,0.1774,path,0.0072,0,0
5,FL,1.6094,0.1412,stone,17,3,1,1.5999,0.0264,0.1869,path,0.0143,0,0
6,HR,1.2558,-0.1419,stone,1,1,0,1.2777,-0.2717,0.1755,path,0.0017,0,0
6,FR,1.6809,-0.1415,stone,3,3,0,1.7519,-0.2737,0.2020,path,0.0235,0,0
6,HL,1.3661,0.1424,stone,16,2,1,1.4183,0.2477,0.1726,path,-0.0048,0,0
6,FL,1.8494,0.1412,stone,18,4,1,1.7989,0.2722,0.2067,path,0.0198,0,0
7,HR,1.4958,-0.1419,stone,2,2,0,1.5158,-0.0339,0.1785,path,0.0030,0,0
7,FR,1.9209,-0.1415,stone,4,4,0,1.9417,-0.0244,0.2067,path,0.0047,0,0
7,HL,1.6061,0.1424,stone,17,3,1,1.5999,0.0264,0.1869,path,0.0143,0,0
7,FL,2.0894,0.1412,stone,19,5,1,2.0102,0.0148,0.2067,path,-0.0000,0,0
8,HR,1.7358,-0.1419,stone,3,3,0,1.7519,-0.2737,0.2020,path,0.0235,0,0
8,FR,2.1609,-0.1415,stone,5,5,0,2.1668,-0.2459,0.2083,path,0.0016,0,0
8,HL,1.8461,0.1424,stone,18,4,1,1.7989,0.2722,0.2067,path,0.0198,0,0
8,FL,2.3294,0.1412,stone,20,6,1,2.2354,0.2622,0.2155,path,0.0088,0,0
9,HR,1.9758,-0.1419,stone,4,4,0,1.9417,-0.0244,0.2067,path,0.0047,0,0
9,FR,2.4009,-0.1415,stone,6,6,0,2.3940,-0.0175,0.2321,path,0.0237,0,0
9,HL,2.0861,0.1424,stone,19,5,1,2.0102,0.0148,0.2067,path,-0.0000,0,0
9,FL,2.5694,0.1412,stone,21,7,1,2.4748,0.0313,0.2405,path,0.0250,0,0
10,HR,2.2158,-0.1419,stone,5,5,0,2.1668,-0.2459,0.2083,path,0.0016,0,0
10,FR,2.6409,-0.1415,stone,7,7,0,2.5773,-0.2653,0.2420,path,0.0100,0,0
