level,leg,footfall_order,s,x,y,z
9,FL,0,0,0.1934,0.142,0.15
9,FL,0,0.1,0.2838101581,0.1278978427,0.175
9,FL,0,0.2,0.3742203162,0.1137956853,0.1781600002
9,FL,0,0.3,0.4646304743,0.09969352797,0.2018400003
9,FL,0,0.4,0.5550406324,0.08559137062,0.2216800004
9,FL,0,0.5,0.6454507905,0.07148921328,0.2300000005
9,FL,0,0.6,0.7358609486,0.05738705593,0.221040939
9,FL,0,0.7,0.8262711067,0.04328489859,0.1996770232
9,FL,0,0.8,0.9166812648,0.02918274124,0.174178156
9,FL,0,0.9,1.007091423,0.0150805839,0.1697042011
9,FL,0,1,1.097501581,0.0009784265554,0.1438551787
9,FL,1,0,1.097501581,0.0009784265554,0.1438551787
9,FL,1,0.1,1.119716231,0.03222941073,0.1857598691
9,FL,1,0.2,1.141930881,0.0634803949,0.237366248
9,FL,1,0.3,1.164145532,0.09473137908,0.3160005563
9,FL,1,0.4,1.186360182,0.1259823633,0.3818833551
9,FL,1,0.5,1.208574832,0.1572333474,0.4095116256
9,FL,1,0.6,1.230789482,0.1884843316,0.3803864421
9,FL,1,0.7,1.253004132,0.2197353158,0.3109340816
9,FL,1,0.8,1.275218783,0.2509863,0.2280393286
9,FL,1,0.9,1.297433433,0.2822372841,0.1585869681
9,FL,1,1,1.319648083,0.3134882683,0.1294617846
9,FL,2,0,1.319648083,0.3134882683,0.1294617846
9,FL,2,0.1,1.340199497,0.2833652932,0.1585107795
9,FL,2,0.2,1.360750911,0.2532423181,0.2277814598
9,FL,2,0.3,1.381302325,0.223119343,0.3104593684
9,FL,2,0.4,1.401853739,0.1929963678,0.3797300487
9,FL,2,0.5,1.422405153,0.1628733927,0.4087790436
9,FL,2,0.6,1.442956566,0.1327504176,0.3785930138
9,FL,2,0.7,1.46350798,0.1026274425,0.3066109426
9,FL,2,0.8,1.484059394,0.07250446738,0.2206968577
9,FL,2,0.9,1.504610808,0.04238149226,0.1487147865
9,FL,2,1,1.525162222,0.01225851715,0.1185287567
9,FL,3,0,1.525162222,0.01225851715,0.1185287567
