cycle,leg,foot_x,foot_y,foot_z_solver,foot_z_snap,support_idx,naive_idx,nom_x,nom_y,solver_ok,init_snap
10,HR,2.380394488,-0.1441283583,0.1333605425,0.15,13,13,2.236623999,-0.1420123764,1,0
10,FR,2.770902267,-0.1442252382,0.142794089,0.15,17,17,2.682835861,-0.1425971862,1,0
10,HL,2.380488364,0.1397929908,0.1333269886,0.15,14,14,2.354807788,0.1402761731,1,0
10,FL,2.770926034,0.139770097,0.1427876639,0.15,18,18,2.800231118,0.1391093914,1,0
11,HR,2.6228992,-0.1443738941,0.1500001683,0.15,17,17,2.472822324,-0.1422996044,1,0
11,FR,3.009699242,-0.1443970991,0.1499703852,0.15,21,21,2.919715029,-0.1430245497,1,0
11,HL,2.622916258,0.139626071,0.1500001724,0.15,18,18,2.592897553,0.140094153,1,0
11,FL,3.009716259,0.139602899,0.1499704285,0.15,22,22,3.039701554,0.1390828897,1,0
12,HR,2.862974007,-0.1458957738,0.1212523108,0.15,21,17,2.712927108,-0.142223934,1,0
12,FR,3.249741587,-0.1458980445,0.1263025289,0.15,21,21,3.159754425,-0.1432912304,1,0
12,HL,2.862975607,0.1381042255,0.1212525136,0.15,22,18,2.832951211,0.1390115181,1,0
12,FL,3.249743107,0.138101955,0.126301974,0.15,22,26,3.279754772,0.1371428878,1,0
13,HR,3.102947645,-0.1437310759,0.149996691,0.15,21,21,2.952951957,-0.1421167114,1,0
13,FR,3.489747645,-0.1437441344,0.1500000002,0.15,25,25,3.399752688,-0.1426180889,1,0
13,HL,3.102957233,0.1402689239,0.1499966866,0.15,22,22,3.072952569,0.1406360613,1,0
13,FL,3.489757233,0.1402558655,0.1499999998,0.15,26,26,3.519752479,0.1398795753,1,0
14,HR,3.336862295,-0.1432380978,0.1408325626,0.15,25,21,3.192952977,-0.1419990226,1,0
14,FR,3.725332696,-0.1434572507,0.1297933884,0.15,29,25,3.639370778,-0.1424386081,1,0
14,HL,3.337106822,0.1405406821,0.1409180666,0.15,26,26,3.311671739,0.1406980469,1,0
14,FL,3.725350826,0.1405301852,0.1297974668,0.15,30,30,3.757447523,0.1398134556,1,0
15,HR,3.579796106,-0.1431747564,0.1493866558,0.15,25,25,3.42991742,-0.1420875995,1,0
15,FR,3.966596012,-0.1431782472,0.1499495992,0.15,29,29,3.876554129,-0.1424102415,1,0
15,HL,3.57979866,0.1408252356,0.1493865414,0.15,26,26,3.549778428,0.1410928652,1,0
15,FL,3.966598586,0.1408217477,0.1499495824,0.15,30,30,3.996598179,0.1405280731,1,0
