cycle,leg,foot_x,foot_y,foot_z_solver,foot_z_snap,support_idx,naive_idx,nom_x,nom_y,solver_ok,init_snap
9,HL,2.069862077,0.1422259601,0.1078399875,0.1372628347,27,27,2.04638506,0.1404830493,1,1
9,FL,2.449948595,0.1335226568,0.06871782618,0.1895823585,33,33,2.470511152,0.1335660414,1,1
10,HR,2.164056667,-0.1167744308,0.03933968261,0.1371438976,26,26,2.126843852,-0.1420460467,1,1
10,FR,2.615739216,-0.1702702697,0.09781437573,0.1601746406,38,38,2.557795198,-0.1397351222,1,1
10,HL,2.291731331,0.1720075252,0.04567975191,0.1895823585,33,27,2.215835957,0.1484876263,1,1
10,FL,2.659430153,0.1140481017,0.08204094422,0.1084955192,39,39,2.686511117,0.1204323283,1,1
11,HR,2.438638666,-0.143837451,0.05337603147,0.114410216,32,32,2.355492065,-0.1408929647,1,0
11,FR,2.891066452,-0.1499439457,0.05979683552,0.1252143036,44,38,2.790231117,-0.140735239,1,0
11,HL,2.452304854,0.1456685058,0.05962268957,0.1895823585,33,33,2.452644422,0.1415159126,1,0
11,FL,2.896149422,0.138291033,0.06541939858,0.1280614394,45,45,2.902511117,0.1354364631,1,0
12,HR,2.691609039,-0.1431218912,0.1202571407,0.1601746406,38,38,2.575575447,-0.1418912027,1,0
12,FR,3.03306401,-0.147848168,0.06595327206,0.1252143036,44,44,3.021583591,-0.1421689715,1,0
12,HL,2.689967044,0.1457852648,0.08911070185,0.1084955192,39,39,2.693332324,0.1410790909,1,0
12,FL,3.032851336,0.1466387088,0.0670522432,0.1280614394,45,51,3.138537606,0.1403145118,1,0
13,HR,2.945911826,-0.1475248899,0.09370480884,0.1252143036,44,38,2.808615093,-0.14201504,1,0
13,FR,3.331017135,-0.1470904113,0.0778203426,0.1921561078,50,50,3.250045459,-0.1432742423,1,0
13,HL,2.94547711,0.1364617161,0.09341891754,0.1280614394,45,45,2.917780834,0.1381571411,1,0
13,FL,3.330596522,0.1371717932,0.07752014754,0.1935862224,51,51,3.360464515,0.1351901859,1,0
14,HR,3.196572945,-0.1226050057,0.09636035426,0.1921561078,50,44,3.032529592,-0.1410705118,1,1
14,FR,3.582596891,-0.09484764485,0.1059407512,0.1935030913,56,56,3.481094048,-0.1336985641,1,1
14,HL,3.17794007,0.1596146118,0.07171661344,0.1935862224,51,51,3.155776025,0.16547584,1,1
14,FL,3.562861222,0.1865179522,0.08064466247,0.111360374,57,57,3.604000739,0.1830519872,1,1
15,HR,3.329799434,-0.1494016025,0.0998350751,0.1921561078,50,50,3.277148719,-0.1419944942,1,1
15,FR,3.833227603,-0.1498371726,0.104050039,0.1274278387,62,62,3.723221997,-0.1424747136,1,1
15,HL,3.330063874,0.1498414703,0.1001223348,0.1935862224,51,51,3.394960666,0.1405836614,1,1
15,FL,3.82764792,0.1454954549,0.1237236048,0.1647430327,63,63,3.840196835,0.1396177174,1,1
