cycle,leg,foot_x,foot_y,foot_z_solver,foot_z_snap,support_idx,naive_idx,nom_x,nom_y,solver_ok,init_snap
9,HL,2.189417589,0.2500486506,0.08090339075,0.1435257719,23,18,2.110255641,0.1876187802,1,0
9,FL,2.559114642,0.1331324574,0.0636412294,0.1707028142,27,28,2.556367877,0.2139288458,1,0
10,HR,2.338941957,-0.1078122607,0.08613242194,0.1400009528,22,22,2.224904148,-0.1410116704,1,0
10,FR,2.713143565,-0.1100333989,0.08380448097,0.1707028142,27,27,2.659730246,-0.1381939168,1,0
10,HL,2.343867564,0.1260518439,0.06237728752,0.1400009528,22,22,2.318475188,0.1499452129,1,0
10,FL,2.720927364,0.1235257396,0.06084425316,0.1707028142,27,27,2.772367877,0.1446492435,1,0
11,HR,2.604348433,-0.1112557929,0.1015369833,0.1707028142,27,22,2.447219672,-0.1414881922,1,0
11,FR,2.990036463,-0.1146523341,0.09143263122,0.1604160154,32,32,2.896848156,-0.137993642,1,0
11,HL,2.603577981,0.1295913657,0.07183407931,0.1707028142,27,27,2.572101874,0.150828145,1,0
11,FL,2.988956128,0.1354352545,0.0615019742,0.1604160154,32,32,3.021029825,0.151437184,1,0
12,HR,2.755939097,-0.04,0.07668954028,0.1707028142,27,27,2.692919104,-0.1354749851,1,0
12,FR,3.215050511,-0.09818351231,0.05934477387,0.1340728876,37,32,3.13743577,-0.1192799208,1,0
12,HL,2.894286674,0.2553781174,0.08608308664,0.134194871,33,33,2.808455634,0.1899562465,1,0
12,FL,3.257605257,0.1332611268,0.05381569263,0.1340728876,37,38,3.254305847,0.2181442703,1,0
13,HR,3.040160521,-0.1136700658,0.0891584057,0.1604160154,32,32,2.922834582,-0.1419143017,1,0
13,FR,3.419785087,-0.1251686841,0.04709780691,0.1340728876,37,37,3.357693552,-0.1418952242,1,0
13,HL,3.039675739,0.1099820798,0.09459318861,0.1604160154,32,32,3.017337643,0.1420969193,1,0
13,FL,3.418545546,0.1204999846,0.05226287633,0.1340728876,37,37,3.470305847,0.1338320108,1,0
14,HR,3.29374259,-0.107331016,0.08985898955,0.1340728876,37,32,3.144287662,-0.1426802253,1,1
14,FR,3.684025424,-0.111922991,0.08745959528,0.1430094434,42,42,3.592624179,-0.1438991404,1,1
14,HL,3.299314601,0.1085426638,0.08686030676,0.1340728876,37,37,3.267710384,0.1390120531,1,1
14,FL,3.684202915,0.1098525943,0.08981104413,0.1430094434,42,42,3.716660147,0.1376827333,1,1
15,HR,3.452249768,-0.04,0.06075590198,0.1340728876,37,37,3.385274608,-0.1384952878,1,1
15,FR,3.878995967,-0.1082994608,0.04077559352,0.1287517698,47,42,3.823688666,-0.125929826,1,1
15,HL,3.564696471,0.2501115634,0.08485301644,0.1479764125,43,43,3.487819494,0.1842749808,1,1
15,FL,3.931221606,0.1363523346,0.04763209491,0.1287517698,47,48,3.920909165,0.2183146625,1,1
16,HR,3.687085608,-0.1289330181,0.06382167178,0.1430094434,42,42,3.571404226,-0.1468152533,1,1
16,FR,4.072027759,-0.2094272889,0.06114726422,0.1702142003,46,47,4.008067712,-0.1575937166,1,1
16,HL,3.721149626,0.1070226217,0.08566949434,0.1430094434,42,42,3.675438112,0.1120559466,1,1
16,FL,4.099378618,0.07179262551,0.07933371743,0.1287517698,47,47,4.127660147,0.09037324829,1,1
