cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,HL,2.3261,0.1424,stone,20,-1,2,2.1761,0.1424,0.3281,trap,0.0000,0,0
10,FL,2.8094,0.1412,stone,23,-1,2,2.6543,0.2260,0.4996,trap,0.0000,0,0
11,HR,2.4558,-0.1419,stone,22,-1,2,2.5618,-0.2480,0.5018,trap,0.1885,1,1
11,FR,2.8809,-0.1415,stone,24,-1,2,2.8158,-0.1419,0.4901,trap,0.3655,1,1
11,HL,2.5661,0.1424,stone,23,-1,2,2.6543,0.2260,0.4996,trap,0.1716,1,1
11,FL,3.0494,0.1412,stone,25,-1,2,3.0461,0.1424,0.3293,trap,-0.1703,1,1
12,HR,2.6958,-0.1419,stone,24,-1,2,2.8158,-0.1419,0.4901,trap,-0.0117,0,0
12,FR,3.1209,-0.1415,stone,26,-1,2,3.0558,-0.1419,0.3233,trap,-0.1668,1,1
12,HL,2.8061,0.1424,stone,23,-1,2,2.6543,0.2260,0.4996,trap,0.0000,0,0
12,FL,3.2894,0.1412,stone,7,7,0,3.2972,0.0069,0.1193,path,-0.2100,1,1
13,HR,2.9358,-0.1419,stone,26,-1,2,3.0558,-0.1419,0.3233,trap,-0.1668,1,1
13,FR,3.3609,-0.1415,stone,27,-1,2,3.3609,-0.2315,0.5108,trap,0.1874,1,1
13,HL,3.0461,0.1424,stone,25,-1,2,3.0461,0.1424,0.3293,trap,-0.1703,1,1
13,FL,3.5294,0.1412,stone,16,6,1,3.6374,0.0359,0.1368,path,0.0175,0,0
14,HR,3.1758,-0.1419,stone,26,-1,2,3.0558,-0.1419,0.3233,trap,0.0000,0,0
14,FR,3.6009,-0.1415,stone,16,6,1,3.6374,0.0359,0.1368,path,-0.3740,1,1
14,HL,3.2861,0.1424,stone,7,7,0,3.2972,0.0069,0.1193,path,-0.2100,1,1
14,FL,3.7694,0.1412,stone,16,6,1,3.6374,0.0359,0.1368,path,0.0000,0,0
15,HR,3.4158,-0.1419,stone,27,-1,2,3.3609,-0.2315,0.5108,trap,0.1874,1,1
15,FR,3.8409,-0.1415,stone,9,9,0,3.9607,-0.0148,0.1646,path,0.0278,0,0
15,HL,3.5261,0.1424,stone,16,6,1,3.6374,0.0359,0.1368,path,0.0175,0,0
15,FL,4.0094,0.1412,stone,9,9,0,3.9607,-0.0148,0.1646,path,0.0278,0,0
16,HR,3.6558,-0.1419,stone,16,6,1,3.6374,0.0359,0.1368,path,-0.3740,1,1
16,FR,4.0809,-0.1415,stone,28,-1,2,4.0809,-0.2615,0.3629,trap,0.1983,1,1
16,HL,3.7661,0.1424,stone,16,6,1,3.6374,0.0359,0.1368,path,0.0000,0,0
16,FL,4.2494,0.1412,stone,9,9,0,3.9607,-0.0148,0.1646,path,0.0000,0,0
17,HR,3.8958,-0.1419,stone,9,9,0,3.9607,-0.0148,0.1646,path,0.0278,0,0
17,HL,4.0061,0.1424,stone,9,9,0,3.9607,-0.0148,0.1646,path,0.0278,0,0
18,HR,4.1358,-0.1419,stone,28,-1,2,4.0809,-0.2615,0.3629,trap,0.1983,1,1
18,HL,4.2461,0.1424,stone,9,9,0,3.9607,-0.0148,0.1646,path,0.0000,0,0
