cycle,leg,foot_x,foot_y,foot_z_solver,foot_z_snap,support_idx,naive_idx,nom_x,nom_y,solver_ok,init_snap
9,HL,2.088729012,0.1480351428,0.0991567207,0.1500441461,17,17,2.058717922,0.1505164851,1,0
9,FL,2.475212619,0.1469482856,0.08960073471,0.1339731066,22,22,2.506392424,0.154901501,1,0
10,HR,2.337769352,-0.1100629435,0.09949391922,0.1339731066,22,17,2.18163621,-0.1405202398,1,0
10,FR,2.724929181,-0.1140901215,0.1065420775,0.1476256234,27,27,2.63213509,-0.1332881126,1,0
10,HL,2.342508311,0.1659996372,0.0699210944,0.1339731066,22,22,2.308427172,0.1627115592,1,0
10,FL,2.72857958,0.1622059602,0.07940532982,0.1476256234,27,27,2.757113589,0.1720290628,1,0
11,HR,2.551470679,-0.110112015,0.09049477661,0.1339731066,22,22,2.430257531,-0.1415529899,1,0
11,FR,2.923806382,-0.1101555979,0.08738303091,0.1476256234,27,27,2.875955648,-0.1413895074,1,0
11,HL,2.553524925,0.1220390249,0.09440764977,0.1339731066,22,22,2.546796087,0.1421032256,1,0
11,FL,2.924540979,0.1209154552,0.09204933306,0.1476256234,27,32,2.990898561,0.1416014638,1,0
12,HR,2.811819786,-0.1306721695,0.08946955305,0.1476256234,27,27,2.662654427,-0.1420939941,1,0
12,FR,3.198620108,-0.1303968784,0.09255258809,0.1524775083,32,32,3.109050724,-0.1395840288,1,0
12,HL,2.811615433,0.1529283954,0.09085109713,0.1476256234,27,27,2.781583138,0.1503099309,1,0
12,FL,3.198395606,0.1532410073,0.09398295939,0.1524775083,32,32,3.22956167,0.1558738965,1,0
13,HR,2.969338661,-0.04381115071,0.06885011146,0.1476256234,27,27,2.899074845,-0.138303866,1,0
13,FR,3.390522833,-0.110065405,0.06295417474,0.1455853957,37,32,3.33631628,-0.1252270538,1,0
13,HL,3.067643033,0.2469134311,0.09530237891,0.155106694,33,32,3.000253155,0.1857573941,1,0
13,FL,3.445556735,0.1507588567,0.08503307912,0.1455853957,37,38,3.44556167,0.2178949146,1,0
14,HR,3.262109781,-0.1173375336,0.1089784564,0.1524775083,32,32,3.118994679,-0.1417025401,1,0
14,FR,3.642313188,-0.1138757621,0.1025923893,0.1455853957,37,37,3.565699471,-0.1415215983,1,0
14,HL,3.263072614,0.1304132812,0.1168574485,0.1524775083,32,32,3.238080546,0.1422942964,1,0
14,FL,3.642420484,0.127069901,0.1087168044,0.1455853957,37,37,3.683807429,0.1420849705,1,0
15,HR,3.50685101,-0.1163353603,0.1059349301,0.1455853957,37,32,3.356457164,-0.1402460568,1,0
15,FR,3.893607045,-0.1147367912,0.1013573082,0.1366742296,42,42,3.803195376,-0.1333507023,1,0
15,HL,3.505173286,0.1615858638,0.0820667068,0.1455853957,37,37,3.47591094,0.1609467527,1,0
15,FL,3.891932023,0.1637617855,0.07725711276,0.1366742296,42,42,3.923825661,0.1696034228,1,0
