order,leg,stone_idx,cx,cy,top_z
0,FR,0,1.096862883,0.07848703154,0.1468249588
1,FL,0,1.096862883,0.07848703154,0.1468249588
2,HR,0,1.096862883,0.07848703154,0.1468249588
3,FR,10,1.351717314,0.0002710552494,0.166688476
4,HL,0,1.096862883,0.07848703154,0.1468249588
5,FL,10,1.351717314,0.0002710552494,0.166688476
6,HR,10,1.351717314,0.0002710552494,0.166688476
7,FR,2,1.766848838,-0.000125583269,0.2090742023
8,HL,10,1.351717314,0.0002710552494,0.166688476
9,FL,2,1.766848838,-0.000125583269,0.2090742023
10,HR,2,1.766848838,-0.000125583269,0.2090742023
11,FR,12,2.016045671,0.01989474725,0.2365048837
12,HL,2,1.766848838,-0.000125583269,0.2090742023
13,FL,12,2.016045671,0.01989474725,0.2365048837
14,HR,12,2.016045671,0.01989474725,0.2365048837
15,FR,4,2.461641479,0.0302008702,0.258959638
16,HL,12,2.016045671,0.01989474725,0.2365048837
17,FL,4,2.461641479,0.0302008702,0.258959638
18,HR,4,2.461641479,0.0302008702,0.258959638
19,FR,14,2.73504522,0.03720895022,0.2385509268
20,HL,4,2.461641479,0.0302008702,0.258959638
21,FL,14,2.73504522,0.03720895022,0.2385509268
22,HR,14,2.73504522,0.03720895022,0.2385509268
23,FR,6,3.207056349,0.007462576443,0.1963801211
24,HL,14,2.73504522,0.03720895022,0.2385509268
25,FL,6,3.207056349,0.007462576443,0.1963801211
26,HR,6,3.207056349,0.007462576443,0.1963801211
27,FR,17,3.682127564,0.0408523736,0.2082702607
28,HL,6,3.207056349,0.007462576443,0.1963801211
29,FL,17,3.682127564,0.0408523736,0.2082702607
30,HR,17,3.682127564,0.0408523736,0.2082702607
31,FR,8,3.919067692,0.02926489767,0.2060305765
32,HL,17,3.682127564,0.0408523736,0.2082702607
33,FL,8,3.919067692,0.02926489767,0.2060305765
