order,leg,stone_idx,cx,cy,top_z
0,FR,0,0.8830018201,-0.002937519627,0.1619828429
1,FL,0,0.8830018201,-0.002937519627,0.1619828429
2,HR,0,0.8830018201,-0.002937519627,0.1619828429
3,FR,18,1.206415114,0.006113770447,0.1861741351
4,HL,0,0.8830018201,-0.002937519627,0.1619828429
5,FL,18,1.206415114,0.006113770447,0.1861741351
6,HR,18,1.206415114,0.006113770447,0.1861741351
7,FR,2,1.26910867,-0.01171191252,0.1889082048
8,HL,18,1.206415114,0.006113770447,0.1861741351
9,FL,2,1.26910867,-0.01171191252,0.1889082048
10,HR,2,1.26910867,-0.01171191252,0.1889082048
11,FR,20,1.594847813,0.02152636637,0.212884429
12,HL,2,1.26910867,-0.01171191252,0.1889082048
13,FL,20,1.594847813,0.02152636637,0.212884429
14,HR,20,1.594847813,0.02152636637,0.212884429
15,FR,4,1.644205392,-0.007639657134,0.2183663354
16,HL,20,1.594847813,0.02152636637,0.212884429
17,FL,21,1.802159086,0.288231203,0.2357717381
18,HR,4,1.644205392,-0.007639657134,0.2183663354
19,FR,5,1.82883383,-0.2903229382,0.2370325645
20,HL,21,1.802159086,0.288231203,0.2357717381
21,FL,22,1.99168522,0.00893647457,0.2447300078
22,HR,5,1.82883383,-0.2903229382,0.2370325645
23,FR,6,2.016514245,-0.00490756524,0.2459035931
24,HL,22,1.99168522,0.00893647457,0.2447300078
25,FL,23,2.20412062,0.280371347,0.253036181
26,HR,6,2.016514245,-0.00490756524,0.2459035931
27,FR,7,2.204045048,-0.2656042498,0.2530350316
28,HL,23,2.20412062,0.280371347,0.253036181
29,FL,24,2.395377995,-0.005446674849,0.2559451557
30,HR,7,2.204045048,-0.2656042498,0.2530350316
31,FR,8,2.386782219,-0.01972912164,0.2558144162
32,HL,24,2.395377995,-0.005446674849,0.2559451557
33,FL,25,2.583947978,0.2725847112,0.2569441021
34,HR,8,2.386782219,-0.01972912164,0.2558144162
35,FR,9,2.574265833,-0.2848895047,0.2570124181
36,HL,25,2.583947978,0.2725847112,0.2569441021
37,FL,10,2.769992356,-0.001563486441,0.2556313952
38,HR,9,2.574265833,-0.2848895047,0.2570124181
39,FR,26,2.765979532,-0.007851133048,0.2556597092
40,HL,10,2.769992356,-0.001563486441,0.2556313952
41,FL,27,2.947504359,0.2729211782,0.2473770454
42,HR,26,2.765979532,-0.007851133048,0.2556597092
43,FR,11,2.968254579,-0.2783105716,0.2457405486
44,HL,27,2.947504359,0.2729211782,0.2473770454
45,FL,28,3.143870322,0.01322772978,0.2318903534
46,HR,11,2.968254579,-0.2783105716,0.2457405486
47,FR,12,3.178674195,-0.003657814847,0.2291454946
48,HL,28,3.143870322,0.01322772978,0.2318903534
49,FL,29,3.336724612,0.2859622384,0.2149883608
50,HR,12,3.178674195,-0.003657814847,0.2291454946
51,FR,13,3.361579139,-0.2641823076,0.2127205449
52,HL,29,3.336724612,0.2859622384,0.2149883608
53,FL,14,3.542481579,0.007956222738,0.1962143592
54,HR,13,3.361579139,-0.2641823076,0.2127205449
55,FR,30,3.532166367,0.002432264496,0.1971555561
56,HL,14,3.542481579,0.007956222738,0.1962143592
57,FL,31,3.727305419,0.2877300294,0.1889275348
58,HR,30,3.532166367,0.002432264496,0.1971555561
59,FR,15,3.726820866,-0.2757540496,0.188945574
60,HL,31,3.727305419,0.2877300294,0.1889275348
61,FL,32,3.915243438,-0.001481610838,0.1831801701
62,HR,15,3.726820866,-0.2757540496,0.188945574
63,FR,16,3.930629652,-0.004798693727,0.1838683534
64,HL,32,3.915243438,-0.001481610838,0.1831801701
