order,leg,stone_idx,cx,cy,top_z
0,FR,0,0.9314712655,-0.05937369345,0.1524989479
1,FL,15,1.059356599,0.04410484944,0.1542599914
2,HR,0,0.9314712655,-0.05937369345,0.1524989479
3,FR,1,1.207098325,-0.2184218036,0.159949725
4,HL,15,1.059356599,0.04410484944,0.1542599914
5,FL,16,1.266989324,0.2208272662,0.1628185287
6,HR,1,1.207098325,-0.2184218036,0.159949725
7,FR,2,1.428028609,-0.06723798529,0.1705323772
8,HL,16,1.266989324,0.2208272662,0.1628185287
9,FL,17,1.541231012,0.07415556582,0.1812890978
10,HR,2,1.428028609,-0.06723798529,0.1705323772
11,FR,17,1.541231012,0.07415556582,0.1812890978
12,HL,17,1.541231012,0.07415556582,0.1812890978
13,FL,4,1.824936274,-0.058306514,0.2086323699
14,HR,17,1.541231012,0.07415556582,0.1812890978
15,FR,4,1.824936274,-0.058306514,0.2086323699
16,HL,4,1.824936274,-0.058306514,0.2086323699
17,FL,19,2.012577285,0.06762973156,0.2072621278
18,HR,4,1.824936274,-0.058306514,0.2086323699
19,FR,19,2.012577285,0.06762973156,0.2072621278
20,HL,19,2.012577285,0.06762973156,0.2072621278
21,FL,6,2.251685294,-0.06787186591,0.1964082364
22,HR,19,2.012577285,0.06762973156,0.2072621278
23,FR,6,2.251685294,-0.06787186591,0.1964082364
24,HL,6,2.251685294,-0.06787186591,0.1964082364
25,FL,21,2.460060746,0.07151050146,0.1762226762
26,HR,6,2.251685294,-0.06787186591,0.1964082364
27,FR,21,2.460060746,0.07151050146,0.1762226762
28,HL,21,2.460060746,0.07151050146,0.1762226762
29,FL,8,2.711716327,-0.04572141568,0.1538683619
30,HR,21,2.460060746,0.07151050146,0.1762226762
31,FR,8,2.711716327,-0.04572141568,0.1538683619
32,HL,8,2.711716327,-0.04572141568,0.1538683619
33,FL,23,2.865743731,0.07126709821,0.1400242333
34,HR,8,2.711716327,-0.04572141568,0.1538683619
35,FR,23,2.865743731,0.07126709821,0.1400242333
36,HL,23,2.865743731,0.07126709821,0.1400242333
37,FL,10,3.106729332,-0.05730040155,0.1129263833
38,HR,23,2.865743731,0.07126709821,0.1400242333
39,FR,10,3.106729332,-0.05730040155,0.1129263833
40,HL,10,3.106729332,-0.05730040155,0.1129263833
41,FL,25,3.399057394,0.06898513826,0.1065093214
42,HR,10,3.106729332,-0.05730040155,0.1129263833
43,FR,25,3.399057394,0.06898513826,0.1065093214
44,HL,25,3.399057394,0.06898513826,0.1065093214
45,FL,26,3.635450522,0.2320878952,0.1135374879
46,HR,25,3.399057394,0.06898513826,0.1065093214
47,FR,12,3.525443391,-0.04344638728,0.1090939921
48,HL,26,3.635450522,0.2320878952,0.1135374879
49,FL,27,3.858024881,0.08093831295,0.1238034511
50,HR,12,3.525443391,-0.04344638728,0.1090939921
51,FR,13,3.741503082,-0.2181950448,0.1184290292
52,HL,27,3.858024881,0.08093831295,0.1238034511
53,HR,13,3.741503082,-0.2181950448,0.1184290292
54,FR,14,3.964665446,-0.04773618237,0.1226775871
