cycle,leg,foot_x,foot_y,foot_z_solver,foot_z_snap,support_idx,naive_idx,nom_x,nom_y,solver_ok,init_snap
9,HL,2.087997153,0.1118100111,0.08972468185,0.1282984037,17,17,2.075969557,0.1384951576,1,0
9,FL,2.462952721,0.1104332763,0.08395104794,0.1301927995,22,22,2.520164749,0.1363286632,1,0
10,HR,2.342121776,-0.1208366265,0.09093171117,0.1301927995,22,22,2.192628249,-0.1417086679,1,0
10,FR,2.728706225,-0.1208670891,0.09958802283,0.1431267414,27,27,2.639514121,-0.1383937381,1,0
10,HL,2.343326198,0.1462908027,0.06276144435,0.1301927995,22,22,2.312651724,0.151822518,1,0
10,FL,2.729947586,0.1448000688,0.07128505376,0.1431267414,27,27,2.759478453,0.1557296099,1,0
11,HR,2.493171294,-0.043306851,0.06319604735,0.1301927995,22,22,2.426865131,-0.1374179717,1,0
11,FR,2.927503354,-0.1111458392,0.04435805042,0.1553990401,32,27,2.866801975,-0.1270509325,1,0
11,HL,2.609425481,0.2497914768,0.09707515232,0.1690258353,28,23,2.533061419,0.1830872162,1,0
11,FL,2.980559264,0.1392467982,0.06989143359,0.1553990401,32,33,2.976805357,0.2175764636,1,0
12,HR,2.784927175,-0.1159855402,0.1014784273,0.1431267414,27,27,2.64998074,-0.1422500832,1,0
12,FR,3.163287863,-0.1154289295,0.1007114284,0.1553990401,32,32,3.096074189,-0.1433158416,1,0
12,HL,2.786208445,0.1132945004,0.1036152188,0.1431267414,27,27,2.767733751,0.1391028988,1,0
12,FL,3.164358656,0.1121639987,0.1030306884,0.1553990401,32,32,3.212752768,0.1375104371,1,0
13,HR,3.038499097,-0.1247262626,0.101810911,0.1553990401,32,27,2.886079926,-0.1417663485,1,0
13,FR,3.425132113,-0.1246852032,0.1002018213,0.1515836801,37,37,3.333820529,-0.138881296,1,0
13,HL,3.03815334,0.1459355896,0.07389278435,0.1553990401,32,32,3.007833094,0.1505620102,1,0
13,FL,3.424835128,0.1462798226,0.07224628703,0.1515836801,37,37,3.455049027,0.1537725056,1,0
14,HR,3.201943545,-0.04990383086,0.08165445676,0.1553990401,32,32,3.125452918,-0.1375053805,1,0
14,FR,3.583030484,-0.1103376168,0.0446222797,0.1515836801,37,37,3.564509545,-0.1244310322,1,0
14,HL,3.312009585,0.2489943209,0.07714183736,0.1539959989,38,33,3.227759368,0.1827747089,1,0
14,FL,3.6786949,0.13929612,0.05322274404,0.1371041666,42,43,3.671049027,0.2060233355,1,0
15,HR,3.48528292,-0.1191128225,0.1070346708,0.1515836801,37,37,3.344277225,-0.1424805126,1,0
15,FR,3.866020692,-0.1144019728,0.09791497393,0.1371041666,42,42,3.790540876,-0.143984861,1,0
15,HL,3.486320529,0.1153557542,0.1106428679,0.1515836801,37,37,3.462509662,0.1380058692,1,0
15,FL,3.866841927,0.1100020553,0.101355296,0.1371041666,42,42,3.907883863,0.1359609717,1,0
