level,leg,footfall_order,s,x,y,z
4,FL,0,0,0.1934,0.142,0.15
4,FL,0,0.1,0.2800060485,0.1574809075,0.175
4,FL,0,0.2,0.366612097,0.1729618149,0.205459662
4,FL,0,0.3,0.4532181455,0.1884427224,0.2435881796
4,FL,0,0.4,0.539824194,0.2039236298,0.260919324
4,FL,0,0.5,0.6264302425,0.2194045373,0.2549933981
4,FL,0,0.6,0.713036291,0.2348854448,0.2401785833
4,FL,0,0.7,0.7996423395,0.2503663522,0.220919324
4,FL,0,0.8,0.886248388,0.2658472597,0.2016600647
4,FL,0,0.9,0.9728544365,0.2813281671,0.205919324
4,FL,0,1,1.059460485,0.2968090746,0.180919324
4,FL,1,0,1.059460485,0.2968090746,0.180919324
4,FL,1,0.1,1.080376525,0.2687845945,0.205919324
4,FL,1,0.2,1.101292564,0.2407601144,0.2338280011
4,FL,1,0.3,1.122208604,0.2127356343,0.2702027167
4,FL,1,0.4,1.143124643,0.1847111542,0.2867366783
4,FL,1,0.5,1.164040683,0.1566866741,0.2804434093
4,FL,1,0.6,1.184956722,0.128662194,0.2647102368
4,FL,1,0.7,1.205872762,0.1006377139,0.2442571125
4,FL,1,0.8,1.226788801,0.07261323378,0.2317366783
4,FL,1,0.9,1.24770484,0.04458875367,0.2317366783
4,FL,1,1,1.26862088,0.01656427357,0.2017775467
4,FL,2,0,1.26862088,0.01656427357,0.2017775467
4,FL,2,0.1,1.290248103,0.04427096705,0.2317366783
4,FL,2,0.2,1.311875326,0.07197766054,0.2356860135
4,FL,2,0.3,1.333502549,0.09968435402,0.2641999516
4,FL,2,0.4,1.355129772,0.1273910475,0.2880900077
4,FL,2,0.5,1.376756996,0.155097741,0.2981084184
4,FL,2,0.6,1.398384219,0.1828044345,0.2897884184
4,FL,2,0.7,1.420011442,0.210511128,0.2699484184
4,FL,2,0.8,1.441638665,0.2382178214,0.2462684184
4,FL,2,0.9,1.463265888,0.2659245149,0.2431084184
4,FL,2,1,1.484893111,0.2936312084,0.2181084184
