order,leg,stone_idx,cx,cy,top_z
0,FR,0,1.085012012,0.005210054386,0.1754317619
1,FL,0,1.085012012,0.005210054386,0.1754317619
2,HR,0,1.085012012,0.005210054386,0.1754317619
3,FR,10,1.40883786,-0.01816344627,0.1944197883
4,HL,0,1.085012012,0.005210054386,0.1754317619
5,FL,10,1.40883786,-0.01816344627,0.1944197883
6,HR,10,1.40883786,-0.01816344627,0.1944197883
7,FR,2,1.735438379,-0.01027644821,0.2169761768
8,HL,10,1.40883786,-0.01816344627,0.1944197883
9,FL,2,1.735438379,-0.01027644821,0.2169761768
10,HR,2,1.735438379,-0.01027644821,0.2169761768
11,FR,12,2.213858742,-0.01792035817,0.2580092345
12,HL,2,1.735438379,-0.01027644821,0.2169761768
13,FL,12,2.213858742,-0.01792035817,0.2580092345
14,HR,12,2.213858742,-0.01792035817,0.2580092345
15,FR,4,2.430830416,0.01700277107,0.2565014368
16,HL,12,2.213858742,-0.01792035817,0.2580092345
17,FL,4,2.430830416,0.01700277107,0.2565014368
18,HR,4,2.430830416,0.01700277107,0.2565014368
19,FR,5,2.765748739,-0.2460117093,0.2405751006
20,HL,4,2.430830416,0.01700277107,0.2565014368
21,FL,14,2.898395987,0.03606255116,0.2385174541
22,HR,5,2.765748739,-0.2460117093,0.2405751006
23,FR,49,3.20769029,-0.3968784561,0.2681092766
24,HL,14,2.898395987,0.03606255116,0.2385174541
25,FL,6,3.19890953,-0.02417018857,0.2561470448
26,HR,49,3.20769029,-0.3968784561,0.2681092766
27,FR,7,3.500321486,-0.3853855877,0.2456445206
28,HL,6,3.19890953,-0.02417018857,0.2561470448
29,FL,16,3.485911206,0.01979858495,0.2461515312
30,HR,7,3.500321486,-0.3853855877,0.2456445206
31,FR,8,3.974863179,-0.223189588,0.2428861525
32,HL,16,3.485911206,0.01979858495,0.2461515312
33,FL,17,3.933707583,0.2666323051,0.2429777748
