cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,FR,2.6409,-0.1415,stone,31,-1,2,2.6409,-0.1415,0.4232,trap,-0.1268,1,0
10,HL,2.3261,0.1424,stone,29,-1,2,2.3261,0.1124,0.4166,trap,-0.0018,0,0
10,FL,2.8094,0.1412,stone,32,-1,2,2.7849,0.1636,0.4294,trap,0.0195,0,0
11,HR,2.4558,-0.1419,stone,31,-1,2,2.6409,-0.1415,0.4232,trap,-0.1268,1,0
11,FR,2.8809,-0.1415,stone,33,-1,2,2.9358,-0.1419,0.5500,trap,0.1268,1,0
11,HL,2.5661,0.1424,stone,30,-1,2,2.6085,0.1848,0.4099,trap,-0.0067,0,0
11,FL,3.0494,0.1412,stone,34,-1,2,3.0461,0.1424,0.3921,trap,-0.0373,0,0
12,HR,2.6958,-0.1419,stone,31,-1,2,2.6409,-0.1415,0.4232,trap,0.0000,0,0
12,FR,3.1209,-0.1415,stone,6,6,0,3.2159,-0.0050,0.1320,path,-0.4180,1,1
12,HL,2.8061,0.1424,stone,32,-1,2,2.7849,0.1636,0.4294,trap,0.0195,0,0
12,FL,3.2894,0.1412,stone,35,-1,2,3.2861,0.1424,0.3898,trap,-0.0024,0,0
13,HR,2.9358,-0.1419,stone,33,-1,2,2.9358,-0.1419,0.5500,trap,0.1268,1,0
13,FR,3.3609,-0.1415,stone,36,-1,2,3.3733,-0.1843,0.3480,trap,0.2161,1,1
13,HL,3.0461,0.1424,stone,34,-1,2,3.0461,0.1424,0.3921,trap,-0.0373,0,0
13,FL,3.5294,0.1412,stone,37,-1,2,3.5261,0.1424,0.5211,trap,0.1313,1,0
14,HR,3.1758,-0.1419,stone,6,6,0,3.2159,-0.0050,0.1320,path,-0.4180,1,1
14,FR,3.6009,-0.1415,stone,38,-1,2,3.6009,-0.1115,0.5117,trap,0.1636,1,1
14,HL,3.2861,0.1424,stone,35,-1,2,3.2861,0.1424,0.3898,trap,-0.0024,0,0
14,FL,3.7694,0.1412,stone,39,-1,2,3.7661,0.1424,0.3159,trap,-0.2052,1,1
15,HR,3.4158,-0.1419,stone,36,-1,2,3.3733,-0.1843,0.3480,trap,0.2161,1,1
15,FR,3.8409,-0.1415,stone,40,-1,2,3.8197,-0.1628,0.3320,trap,-0.1797,1,1
15,HL,3.5261,0.1424,stone,37,-1,2,3.5261,0.1424,0.5211,trap,0.1313,1,0
15,FL,4.0094,0.1412,stone,41,-1,2,4.0061,0.1424,0.4954,trap,0.1795,1,1
16,HR,3.6558,-0.1419,stone,38,-1,2,3.6009,-0.1115,0.5117,trap,0.1636,1,1
16,FR,4.0809,-0.1415,stone,42,-1,2,4.0385,-0.1840,0.3214,trap,-0.0106,0,0
16,HL,3.7661,0.1424,stone,39,-1,2,3.7661,0.1424,0.3159,trap,-0.2052,1,1
16,FL,4.2494,0.1412,stone,43,-1,2,4.1894,0.1412,0.4884,trap,-0.0070,0,0
17,HR,3.8958,-0.1419,stone,40,-1,2,3.8197,-0.1628,0.3320,trap,-0.1797,1,1
17,HL,4.0061,0.1424,stone,41,-1,2,4.0061,0.1424,0.4954,trap,0.1795,1,1
18,HR,4.1358,-0.1419,stone,42,-1,2,4.0385,-0.1840,0.3214,trap,-0.0106,0,0
18,HL,4.2461,0.1424,stone,43,-1,2,4.1894,0.1412,0.4884,trap,-0.0070,0,0
