order,leg,stone_idx,cx,cy,top_z
0,FR,0,1.016029541,-0.272809759,0.1432542466
1,FL,9,0.9614432956,0.3894256883,0.1446383987
2,HR,0,1.016029541,-0.272809759,0.1432542466
3,FR,1,1.433786086,-0.0002360815241,0.1144378514
4,HL,9,0.9614432956,0.3894256883,0.1446383987
5,FL,10,1.253060009,0.3490657926,0.1288874131
6,HR,1,1.433786086,-0.0002360815241,0.1144378514
7,FR,12,1.82819563,0.03083505744,0.1157457505
8,HL,10,1.253060009,0.3490657926,0.1288874131
9,FL,11,1.531839191,0.3171215511,0.1130900796
10,HR,12,1.82819563,0.03083505744,0.1157457505
11,FR,3,2.249046836,0.06340416843,0.1573801012
12,HL,11,1.531839191,0.3171215511,0.1130900796
13,FL,12,1.82819563,0.03083505744,0.1157457505
14,HR,3,2.249046836,0.06340416843,0.1573801012
15,FR,14,2.534272622,-0.01379396848,0.1810102494
16,HL,12,1.82819563,0.03083505744,0.1157457505
17,FL,3,2.249046836,0.06340416843,0.1573801012
18,HR,14,2.534272622,-0.01379396848,0.1810102494
19,FR,5,2.84040047,-0.02451989873,0.1793144656
20,HL,3,2.249046836,0.06340416843,0.1573801012
21,FL,14,2.534272622,-0.01379396848,0.1810102494
22,HR,5,2.84040047,-0.02451989873,0.1793144656
23,FR,16,3.242650851,0.01864255639,0.1713187737
24,HL,14,2.534272622,-0.01379396848,0.1810102494
25,FL,5,2.84040047,-0.02451989873,0.1793144656
26,HR,16,3.242650851,0.01864255639,0.1713187737
27,FR,7,3.551080559,-0.03497049339,0.1830076641
28,HL,5,2.84040047,-0.02451989873,0.1793144656
29,FL,16,3.242650851,0.01864255639,0.1713187737
30,HR,7,3.551080559,-0.03497049339,0.1830076641
31,FR,18,4.028311224,-0.01991962986,0.2040017577
32,HL,16,3.242650851,0.01864255639,0.1713187737
33,FL,7,3.551080559,-0.03497049339,0.1830076641
34,HR,18,4.028311224,-0.01991962986,0.2040017577
35,HL,7,3.551080559,-0.03497049339,0.1830076641
36,FL,18,4.028311224,-0.01991962986,0.2040017577
