order,leg,stone_idx,cx,cy,top_z
0,FR,0,0.9261858523,-0.2449409901,0.1700247341
1,FL,15,0.98347417,0.2478485982,0.1765359455
2,HR,0,0.9261858523,-0.2449409901,0.1700247341
3,FR,1,1.177395571,-0.04648082139,0.1973797476
4,HL,15,0.98347417,0.2478485982,0.1765359455
5,FL,16,1.191093958,0.03349294754,0.1987248574
6,HR,1,1.177395571,-0.04648082139,0.1973797476
7,FR,2,1.363464527,-0.25191542,0.2156507451
8,HL,16,1.191093958,0.03349294754,0.1987248574
9,FL,17,1.444548836,0.2372325269,0.2236127998
10,HR,2,1.363464527,-0.25191542,0.2156507451
11,FR,3,1.623488631,-0.06023330148,0.2069457739
12,HL,17,1.444548836,0.2372325269,0.2236127998
13,FL,18,1.631688175,0.05743620436,0.2061327463
14,HR,3,1.623488631,-0.06023330148,0.2069457739
15,FR,4,1.808306567,-0.2568389426,0.1894513276
16,HL,18,1.631688175,0.05743620436,0.2061327463
17,FL,19,1.880585022,0.2537981712,0.1895172465
18,HR,4,1.808306567,-0.2568389426,0.1894513276
19,FR,5,2.021085214,-0.0460803217,0.1896453846
20,HL,19,1.880585022,0.2537981712,0.1895172465
21,FL,20,2.118670742,0.03923353157,0.1897343839
22,HR,5,2.021085214,-0.0460803217,0.1896453846
23,FR,20,2.118670742,0.03923353157,0.1897343839
24,HL,20,2.118670742,0.03923353157,0.1897343839
25,FL,7,2.430971334,-0.02619280915,0.1746780356
26,HR,20,2.118670742,0.03923353157,0.1897343839
27,FR,7,2.430971334,-0.02619280915,0.1746780356
28,HL,7,2.430971334,-0.02619280915,0.1746780356
29,FL,22,2.53314715,0.02550213492,0.1704131012
30,HR,7,2.430971334,-0.02619280915,0.1746780356
31,FR,22,2.53314715,0.02550213492,0.1704131012
32,HL,22,2.53314715,0.02550213492,0.1704131012
33,FL,9,2.829752435,-0.03016182724,0.1654120684
34,HR,22,2.53314715,0.02550213492,0.1704131012
35,FR,9,2.829752435,-0.03016182724,0.1654120684
36,HL,9,2.829752435,-0.03016182724,0.1654120684
37,FL,24,2.970983018,0.02593663671,0.1607819952
38,HR,9,2.829752435,-0.03016182724,0.1654120684
39,FR,24,2.970983018,0.02593663671,0.1607819952
40,HL,24,2.970983018,0.02593663671,0.1607819952
41,FL,11,3.27658843,-0.03338670244,0.1523423397
42,HR,24,2.970983018,0.02593663671,0.1607819952
43,FR,11,3.27658843,-0.03338670244,0.1523423397
44,HL,11,3.27658843,-0.03338670244,0.1523423397
45,FL,26,3.358863144,0.05327397189,0.151997164
46,HR,11,3.27658843,-0.03338670244,0.1523423397
47,FR,12,3.536577087,-0.2221517394,0.1512515821
48,HL,26,3.358863144,0.05327397189,0.151997164
49,FL,27,3.547220977,0.2315696739,0.1512069266
50,HR,12,3.536577087,-0.2221517394,0.1512515821
51,FR,13,3.737668792,-0.03292447626,0.131928153
52,HL,27,3.547220977,0.2315696739,0.1512069266
53,FL,28,3.812656413,0.05299227736,0.1242295096
54,HR,13,3.737668792,-0.03292447626,0.131928153
55,FR,14,3.966948824,-0.229520445,0.1126862606
56,HL,28,3.812656413,0.05299227736,0.1242295096
57,FL,29,4.065763775,0.2429595292,0.1088840335
