cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
0,HR,-0.1842,-0.1419,strip,-1,-1,-1,-0.1842,-0.1419,0.1500,,,0,0
0,FR,0.2409,-0.1415,strip,-1,-1,-1,0.2409,-0.1415,0.1500,,,0,0
0,HL,-0.0739,0.1424,strip,-1,-1,-1,-0.0739,0.1424,0.1500,,,0,0
0,FL,0.4094,0.1412,strip,-1,-1,-1,0.4094,0.1412,0.1500,,,0,0
1,HR,0.0558,-0.1419,strip,-1,-1,-1,0.0558,-0.1419,0.1500,,,0,0
1,FR,0.4809,-0.1415,strip,-1,-1,-1,0.4809,-0.1415,0.1500,,,0,0
1,HL,0.1661,0.1424,strip,-1,-1,-1,0.1661,0.1424,0.1500,,,0,0
1,FL,0.6494,0.1412,strip,-1,-1,-1,0.6494,0.1412,0.1500,,,0,0
2,HR,0.2958,-0.1419,strip,-1,-1,-1,0.2958,-0.1419,0.1500,,,0,0
2,FR,0.7209,-0.1415,strip,-1,-1,-1,0.7209,-0.1415,0.1500,,,0,0
2,HL,0.4061,0.1424,strip,-1,-1,-1,0.4061,0.1424,0.1500,,,0,0
2,FL,0.8894,0.1412,stone,0,0,0,0.8830,-0.0029,0.1620,path,0.0120,0,0
3,HR,0.5358,-0.1419,strip,-1,-1,-1,0.5358,-0.1419,0.1500,,,0,0
3,FR,0.9609,-0.1415,stone,0,0,0,0.8830,-0.0029,0.1620,path,0.0120,0,0
3,HL,0.6461,0.1424,strip,-1,-1,-1,0.6461,0.1424,0.1500,,,0,0
3,FL,1.1294,0.1412,stone,18,1,1,1.2064,0.0061,0.1862,path,0.0242,0,0
4,HR,0.7758,-0.1419,stone,0,0,0,0.8830,-0.0029,0.1620,path,0.0120,0,0
4,FR,1.2009,-0.1415,stone,2,2,0,1.2691,-0.0117,0.1889,path,0.0269,0,0
4,HL,0.8861,0.1424,stone,0,0,0,0.8830,-0.0029,0.1620,path,0.0120,0,0
4,FL,1.3694,0.1412,stone,19,2,1,1.3877,0.2773,0.1941,path,0.0079,0,0
5,HR,1.0158,-0.1419,stone,1,1,0,1.0652,-0.2635,0.1784,path,0.0164,0,0
5,FR,1.4409,-0.1415,stone,3,3,0,1.4619,-0.2725,0.1981,path,0.0092,0,0
5,HL,1.1261,0.1424,stone,18,1,1,1.2064,0.0061,0.1862,path,0.0242,0,0
5,FL,1.6094,0.1412,stone,20,3,1,1.5948,0.0215,0.2129,path,0.0188,0,0
6,HR,1.2558,-0.1419,stone,2,2,0,1.2691,-0.0117,0.1889,path,0.0105,0,0
6,FR,1.6809,-0.1415,stone,4,4,0,1.6442,-0.0076,0.2184,path,0.0203,0,0
6,HL,1.3661,0.1424,stone,19,2,1,1.3877,0.2773,0.1941,path,0.0079,0,0
6,FL,1.8494,0.1412,stone,21,4,1,1.8022,0.2882,0.2358,path,0.0229,0,0
7,HR,1.4958,-0.1419,stone,3,3,0,1.4619,-0.2725,0.1981,path,0.0092,0,0
7,FR,1.9209,-0.1415,stone,22,5,1,1.9917,0.0089,0.2447,path,0.0264,0,0
7,HL,1.6061,0.1424,stone,20,3,1,1.5948,0.0215,0.2129,path,0.0188,0,0
7,FL,2.0894,0.1412,stone,6,6,0,2.0165,-0.0049,0.2459,path,0.0101,0,0
8,HR,1.7358,-0.1419,stone,4,4,0,1.6442,-0.0076,0.2184,path,0.0203,0,0
8,FR,2.1609,-0.1415,stone,7,7,0,2.2040,-0.2656,0.2530,path,0.0083,0,0
8,HL,1.8461,0.1424,stone,21,4,1,1.8022,0.2882,0.2358,path,0.0229,0,0
8,FL,2.3294,0.1412,stone,24,7,1,2.3954,-0.0054,0.2559,path,0.0100,0,0
9,HR,1.9758,-0.1419,stone,6,6,0,2.0165,-0.0049,0.2459,path,0.0275,0,0
9,FR,2.4009,-0.1415,stone,8,8,0,2.3868,-0.0197,0.2558,path,0.0028,0,0
9,HL,2.0861,0.1424,stone,6,6,0,2.0165,-0.0049,0.2459,path,0.0101,0,0
9,FL,2.5694,0.1412,stone,25,8,1,2.5839,0.2726,0.2569,path,0.0010,0,0
10,HR,2.2158,-0.1419,stone,7,7,0,2.2040,-0.2656,0.2530,path,0.0071,0,0
10,FR,2.6409,-0.1415,stone,9,9,0,2.5743,-0.2849,0.2570,path,0.0012,0,0
