cycle,leg,foot_x,foot_y,foot_z_solver,foot_z_snap,support_idx,naive_idx,nom_x,nom_y,solver_ok,init_snap
9,HL,2.116792922,0.1538175977,0.09106312292,0.1751003497,27,21,2.053060848,0.130125299,1,0
9,FL,2.493672686,0.09325823226,0.1132279916,0.1699468392,33,33,2.504119311,0.113264478,1,0
10,HR,2.282418494,-0.146033238,0.1401692672,0.1818330093,26,26,2.176998258,-0.142043939,1,0
10,FR,2.639463577,-0.1483076372,0.1165567885,0.1794251803,32,32,2.622513342,-0.1426305602,1,0
10,HL,2.281932799,0.1446355293,0.136276691,0.1751003497,27,27,2.293603207,0.140309934,1,0
10,FL,2.63854674,0.1459157858,0.1125636121,0.1699468392,33,39,2.738098769,0.1392324066,1,0
11,HR,2.564890569,-0.164546809,0.1719806058,0.1794251803,32,32,2.409194465,-0.1427536237,1,0
11,FR,2.945116239,-0.149716681,0.1065329132,0.1578584461,38,38,2.854065552,-0.1467367958,1,0
11,HL,2.550864454,0.1185532655,0.1548058429,0.1699468392,33,33,2.525487284,0.1303042853,1,0
11,FL,2.931753756,0.133580235,0.09013896699,0.1175491239,39,39,2.971551918,0.1225053556,1,0
12,HR,2.785865299,-0.1549417536,0.09060260713,0.1578584461,38,32,2.644103918,-0.1437632088,1,1
12,FR,3.166060048,-0.1747213321,0.1404514214,0.149826091,44,44,3.089324319,-0.1502672607,1,1
12,HL,2.800062469,0.128756986,0.07958833931,0.1175491239,39,39,2.76032505,0.1239848088,1,1
12,FL,3.180749086,0.1070007018,0.1363757825,0.1592981678,45,45,3.202241619,0.1127025043,1,1
13,HR,2.978510601,-0.1491715334,0.06715239231,0.1578584461,38,38,2.870246948,-0.1431974858,1,1
13,FR,3.431091113,-0.1500000728,0.08227498998,0.1507545988,50,44,3.313749547,-0.1445658478,1,1
13,HL,2.987538237,0.1370566463,0.04236865576,0.1175491239,39,39,2.983498942,0.1378892567,1,1
13,FL,3.425421703,0.1367870688,0.06382613693,0.1316211353,51,51,3.43040771,0.1328179889,1,1
14,HR,3.235729914,-0.1440851863,0.1387871915,0.149826091,44,44,3.103377597,-0.1420757413,1,0
14,FR,3.591595189,-0.1476334398,0.1155079231,0.1507545988,50,50,3.549291262,-0.1426469649,1,0
14,HL,3.237751734,0.140745142,0.1447747411,0.1592981678,45,45,3.221056183,0.1403934814,1,0
14,FL,3.589063639,0.1451870605,0.1058729362,0.1316211353,51,51,3.666297477,0.1394311019,1,0
15,HR,3.485889004,-0.1342739079,0.1320284391,0.1507545988,50,44,3.339049347,-0.142397823,1,0
15,FR,3.870778304,-0.1441167687,0.169143911,0.1771036999,56,56,3.785895131,-0.1418954174,1,0
15,HL,3.494209161,0.1493890159,0.1209751111,0.1316211353,51,51,3.459090849,0.1438499137,1,0
15,FL,3.879098161,0.1395462282,0.1580897455,0.1682698222,57,57,3.905890326,0.1453600028,1,0
