cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
0,HR,-0.1842,-0.1419,strip,-1,-1,-1,-0.1842,-0.1419,0.1500,,,0,0
0,FR,0.2409,-0.1415,strip,-1,-1,-1,0.2409,-0.1415,0.1500,,,0,0
0,HL,-0.0739,0.1424,strip,-1,-1,-1,-0.0739,0.1424,0.1500,,,0,0
0,FL,0.4094,0.1412,strip,-1,-1,-1,0.4094,0.1412,0.1500,,,0,0
1,HR,0.0558,-0.1419,strip,-1,-1,-1,0.0558,-0.1419,0.1500,,,0,0
1,FR,0.4809,-0.1415,strip,-1,-1,-1,0.4809,-0.1415,0.1500,,,0,0
1,HL,0.1661,0.1424,strip,-1,-1,-1,0.1661,0.1424,0.1500,,,0,0
1,FL,0.6494,0.1412,strip,-1,-1,-1,0.6494,0.1412,0.1500,,,0,0
2,HR,0.2958,-0.1419,strip,-1,-1,-1,0.2958,-0.1419,0.1500,,,0,0
2,FR,0.7209,-0.1415,strip,-1,-1,-1,0.7209,-0.1415,0.1500,,,0,0
2,HL,0.4061,0.1424,strip,-1,-1,-1,0.4061,0.1424,0.1500,,,0,0
2,FL,0.8894,0.1412,stone,0,0,0,0.8752,0.0234,0.1625,path,0.0125,0,0
3,HR,0.5358,-0.1419,strip,-1,-1,-1,0.5358,-0.1419,0.1500,,,0,0
3,FR,0.9609,-0.1415,stone,1,1,0,1.0687,-0.2628,0.1818,path,0.0318,0,0
3,HL,0.6461,0.1424,strip,-1,-1,-1,0.6461,0.1424,0.1500,,,0,0
3,FL,1.1294,0.1412,stone,16,0,1,1.0595,0.2968,0.1809,path,0.0184,0,0
4,HR,0.7758,-0.1419,stone,0,0,0,0.8752,0.0234,0.1625,path,0.0125,0,0
4,FR,1.2009,-0.1415,stone,17,1,1,1.2686,0.0166,0.2018,path,0.0199,0,0
4,HL,0.8861,0.1424,stone,0,0,0,0.8752,0.0234,0.1625,path,0.0125,0,0
4,FL,1.3694,0.1412,stone,2,2,0,1.3184,-0.0105,0.2067,path,0.0258,0,0
5,HR,1.0158,-0.1419,stone,1,1,0,1.0687,-0.2628,0.1818,path,0.0193,0,0
5,FR,1.4409,-0.1415,stone,3,3,0,1.5213,-0.2791,0.2163,path,0.0145,0,0
5,HL,1.1261,0.1424,stone,16,0,1,1.0595,0.2968,0.1809,path,0.0184,0,0
5,FL,1.6094,0.1412,stone,19,3,1,1.6911,0.0098,0.2078,path,0.0010,0,0
6,HR,1.2558,-0.1419,stone,2,2,0,1.3184,-0.0105,0.2067,path,0.0249,0,0
6,FR,1.6809,-0.1415,stone,19,3,1,1.6911,0.0098,0.2078,path,-0.0085,0,0
6,HL,1.3661,0.1424,stone,17,1,1,1.2686,0.0166,0.2018,path,0.0209,0,0
6,FL,1.8494,0.1412,stone,20,4,1,1.8873,0.2926,0.2081,path,0.0004,0,0
7,HR,1.4958,-0.1419,stone,3,3,0,1.5213,-0.2791,0.2163,path,0.0095,0,0
7,FR,1.9209,-0.1415,stone,5,5,0,1.9220,-0.2660,0.2104,path,0.0027,0,0
7,HL,1.6061,0.1424,stone,19,3,1,1.6911,0.0098,0.2078,path,0.0060,0,0
7,FL,2.0894,0.1412,stone,35,-1,2,2.0894,0.2212,0.4445,trap,0.2364,1,1
8,HR,1.7358,-0.1419,stone,4,4,0,1.7174,0.0103,0.2065,path,-0.0098,0,0
8,FR,2.1609,-0.1415,stone,37,-1,2,2.1309,-0.2267,0.5500,trap,0.3396,1,1
8,HL,1.8461,0.1424,stone,20,4,1,1.8873,0.2926,0.2081,path,0.0004,0,0
8,FL,2.3294,0.1412,stone,22,6,1,2.3065,0.2723,0.2311,path,-0.2133,1,1
9,HR,1.9758,-0.1419,stone,5,5,0,1.9220,-0.2660,0.2104,path,0.0040,0,0
9,FR,2.4009,-0.1415,stone,7,7,0,2.3566,-0.2736,0.2329,path,-0.3171,1,1
9,HL,2.0861,0.1424,stone,35,-1,2,2.0894,0.2212,0.4445,trap,0.2364,1,1
9,FL,2.5694,0.1412,stone,8,8,0,2.5475,0.0246,0.2409,path,0.0097,0,0
10,HR,2.2158,-0.1419,stone,37,-1,2,2.1309,-0.2267,0.5500,trap,0.3396,1,1
10,FR,2.6409,-0.1415,stone,9,9,0,2.7441,-0.2625,0.2530,path,0.0200,0,0
