cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,FR,2.6409,-0.1415,stone,5,5,0,2.6885,-0.2921,0.1698,path,-0.3800,1,1
10,HL,2.3261,0.1424,stone,4,4,0,2.3964,0.0354,0.1754,path,-0.2144,1,1
10,FL,2.8094,0.1412,stone,14,5,1,2.7677,0.0338,0.1648,path,-0.0106,0,0
11,HR,2.4558,-0.1419,stone,23,-1,2,2.4009,-0.2015,0.5498,trap,0.0220,0,0
11,FR,2.8809,-0.1415,stone,14,5,1,2.7677,0.0338,0.1648,path,-0.0050,0,0
11,HL,2.5661,0.1424,stone,4,4,0,2.3964,0.0354,0.1754,path,0.0000,0,0
11,FL,3.0494,0.1412,stone,6,6,0,3.0883,0.0138,0.1340,path,-0.0308,0,0
12,HR,2.6958,-0.1419,stone,5,5,0,2.6885,-0.2921,0.1698,path,-0.3800,1,1
12,FR,3.1209,-0.1415,stone,24,-1,2,3.1209,-0.2015,0.5257,trap,0.3608,1,1
12,HL,2.8061,0.1424,stone,14,5,1,2.7677,0.0338,0.1648,path,-0.0106,0,0
12,FL,3.2894,0.1412,stone,25,-1,2,3.3921,0.2484,0.3528,trap,0.2188,1,1
13,HR,2.9358,-0.1419,stone,24,-1,2,3.1209,-0.2015,0.5257,trap,0.3559,1,1
13,FR,3.3609,-0.1415,stone,7,7,0,3.4680,-0.2932,0.1071,path,-0.4186,1,1
13,HL,3.0461,0.1424,stone,6,6,0,3.0883,0.0138,0.1340,path,-0.0308,0,0
13,FL,3.5294,0.1412,stone,16,7,1,3.4583,0.0224,0.1076,path,-0.2451,1,1
14,HR,3.1758,-0.1419,stone,24,-1,2,3.1209,-0.2015,0.5257,trap,0.0000,0,0
14,FR,3.6009,-0.1415,stone,26,-1,2,3.6858,-0.1419,0.4974,trap,0.3903,1,1
14,HL,3.2861,0.1424,stone,25,-1,2,3.3921,0.2484,0.3528,trap,0.2188,1,1
14,FL,3.7694,0.1412,stone,27,-1,2,3.6845,0.0563,0.3241,trap,0.2165,1,1
15,HR,3.4158,-0.1419,stone,7,7,0,3.4680,-0.2932,0.1071,path,-0.4186,1,1
15,FR,3.8409,-0.1415,stone,28,-1,2,3.8409,-0.2315,0.4904,trap,-0.0070,0,0
15,HL,3.5261,0.1424,stone,16,7,1,3.4583,0.0224,0.1076,path,-0.2451,1,1
15,FL,4.0094,0.1412,stone,29,-1,2,4.1261,0.1424,0.4937,trap,0.1696,1,1
16,HR,3.6558,-0.1419,stone,26,-1,2,3.6858,-0.1419,0.4974,trap,0.3903,1,1
16,FR,4.0809,-0.1415,stone,30,-1,2,4.1109,-0.1415,0.3334,trap,-0.1570,1,1
16,HL,3.7661,0.1424,stone,27,-1,2,3.6845,0.0563,0.3241,trap,0.2165,1,1
16,FL,4.2494,0.1412,stone,29,-1,2,4.1261,0.1424,0.4937,trap,0.0000,0,0
17,HR,3.8958,-0.1419,stone,28,-1,2,3.8409,-0.2315,0.4904,trap,-0.0070,0,0
17,HL,4.0061,0.1424,stone,29,-1,2,4.1261,0.1424,0.4937,trap,0.1696,1,1
18,HR,4.1358,-0.1419,stone,30,-1,2,4.1109,-0.1415,0.3334,trap,-0.1570,1,1
18,HL,4.2461,0.1424,stone,29,-1,2,4.1261,0.1424,0.4937,trap,0.0000,0,0
