order,cycle,leg,stone_idx,stone_cx,stone_cy,stone_top_z,foot_x,foot_y,foot_z,naive_idx,differs
0,2,FR,2,0.9288888889,0,0.1663611581,0.8649606062,-0.1381266418,0.1663611581,2,0
1,2,FL,2,0.9288888889,0,0.1663611581,0.8644231344,0.1379069349,0.1663611581,2,0
2,4,HR,2,0.9288888889,0,0.1663611581,0.9488870129,-0.1353006017,0.1663611581,2,0
3,4,FR,7,1.286666667,0,0.1636586204,1.335076137,-0.1353285381,0.1636586204,7,0
4,4,HL,2,0.9288888889,0,0.1663611581,0.9489369282,0.1350359991,0.1663611581,2,0
5,4,FL,7,1.286666667,0,0.1636586204,1.335166885,0.1348302315,0.1636586204,7,0
6,5,HR,7,1.286666667,0,0.1636586204,1.209053047,-0.1205867405,0.1636586204,2,1
7,5,FR,12,1.644444444,0,0.1479352303,1.596037894,-0.123932839,0.1479352303,12,0
8,5,HL,7,1.286666667,0,0.1636586204,1.21081448,0.1451593894,0.1636586204,7,0
9,5,FL,12,1.644444444,0,0.1479352303,1.596354791,0.146525925,0.1479352303,12,0
10,7,HR,12,1.644444444,0,0.1479352303,1.651531847,-0.1335016161,0.1479352303,12,0
11,7,FR,17,2.002222222,0,0.1282984037,2.038308379,-0.1372853638,0.1282984037,17,0
12,7,HL,12,1.644444444,0,0.1479352303,1.653506492,0.1273378432,0.1479352303,12,0
13,7,FL,17,2.002222222,0,0.1282984037,2.039343107,0.1281907349,0.1282984037,17,0
14,8,FR,22,2.36,0,0.1301927995,2.251007502,-0.1101987371,0.1301927995,17,1
15,8,HL,18,2.002222222,0.3577777778,0.1437768029,1.906230768,0.2331319682,0.1437768029,17,1
16,8,FL,22,2.36,0,0.1301927995,2.286018439,0.129856554,0.1301927995,23,1
17,9,HR,17,2.002222222,0,0.1282984037,2.085454057,-0.1161475704,0.1282984037,17,0
18,9,HL,17,2.002222222,0,0.1282984037,2.087997153,0.1118100111,0.1282984037,17,0
19,10,HR,22,2.36,0,0.1301927995,2.342121776,-0.1208366265,0.1301927995,22,0
20,10,FR,27,2.717777778,0,0.1431267414,2.728706225,-0.1208670891,0.1431267414,27,0
21,10,HL,22,2.36,0,0.1301927995,2.343326198,0.1462908027,0.1301927995,22,0
22,10,FL,27,2.717777778,0,0.1431267414,2.729947586,0.1448000688,0.1431267414,27,0
23,11,FR,32,3.075555556,0,0.1553990401,2.927503354,-0.1111458392,0.1553990401,27,1
24,11,HL,28,2.717777778,0.3577777778,0.1690258353,2.609425481,0.2497914768,0.1690258353,23,1
25,11,FL,32,3.075555556,0,0.1553990401,2.980559264,0.1392467982,0.1553990401,33,1
26,12,HR,27,2.717777778,0,0.1431267414,2.784927175,-0.1159855402,0.1431267414,27,0
27,12,HL,27,2.717777778,0,0.1431267414,2.786208445,0.1132945004,0.1431267414,27,0
28,13,HR,32,3.075555556,0,0.1553990401,3.038499097,-0.1247262626,0.1553990401,27,1
29,13,FR,37,3.433333333,0,0.1515836801,3.425132113,-0.1246852032,0.1515836801,37,0
30,13,HL,32,3.075555556,0,0.1553990401,3.03815334,0.1459355896,0.1553990401,32,0
31,13,FL,37,3.433333333,0,0.1515836801,3.424835128,0.1462798226,0.1515836801,37,0
32,14,HL,38,3.433333333,0.3577777778,0.1539959989,3.312009585,0.2489943209,0.1539959989,33,1
33,14,FL,42,3.791111111,0,0.1371041666,3.6786949,0.13929612,0.1371041666,43,1
34,15,HR,37,3.433333333,0,0.1515836801,3.48528292,-0.1191128225,0.1515836801,37,0
35,15,FR,42,3.791111111,0,0.1371041666,3.866020692,-0.1144019728,0.1371041666,42,0
36,15,HL,37,3.433333333,0,0.1515836801,3.486320529,0.1153557542,0.1515836801,37,0
