cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,FR,2.6409,-0.1415,stone,9,9,0,2.5862,-0.2621,0.1903,path,-0.2228,1,1
10,HL,2.3261,0.1424,stone,46,-1,2,2.3643,0.2348,0.4171,trap,0.2440,1,1
10,FL,2.8094,0.1412,stone,10,10,0,2.7794,0.0359,0.2114,path,-0.3386,1,1
11,HR,2.4558,-0.1419,stone,38,-1,2,2.4022,-0.2712,0.4131,trap,0.2386,1,1
11,FR,2.8809,-0.1415,stone,41,-1,2,2.7665,-0.2126,0.4266,trap,0.2363,1,1
11,HL,2.5661,0.1424,stone,40,-1,2,2.5924,0.0857,0.5500,trap,0.1329,1,0
11,FL,3.0494,0.1412,stone,36,-1,2,3.1754,0.1959,0.4215,trap,0.2101,1,1
12,HR,2.6958,-0.1419,stone,41,-1,2,2.7665,-0.2126,0.4266,trap,0.0135,0,0
12,FR,3.1209,-0.1415,stone,12,12,0,3.1623,-0.0163,0.2383,path,-0.1883,1,1
12,HL,2.8061,0.1424,stone,10,10,0,2.7794,0.0359,0.2114,path,-0.3386,1,1
12,FL,3.2894,0.1412,stone,36,-1,2,3.1754,0.1959,0.4215,trap,0.0000,0,0
13,HR,2.9358,-0.1419,stone,11,11,0,2.9749,-0.2695,0.2268,path,-0.1998,1,1
13,FR,3.3609,-0.1415,stone,13,13,0,3.3540,-0.3197,0.2246,path,-0.0137,0,0
13,HL,3.0461,0.1424,stone,36,-1,2,3.1754,0.1959,0.4215,trap,0.2101,1,1
13,FL,3.5294,0.1412,stone,47,-1,2,3.5567,0.2163,0.4261,trap,0.0046,0,0
14,HR,3.1758,-0.1419,stone,12,12,0,3.1623,-0.0163,0.2383,path,0.0115,0,0
14,FR,3.6009,-0.1415,stone,14,14,0,3.5349,-0.0132,0.2058,path,-0.0188,0,0
14,HL,3.2861,0.1424,stone,36,-1,2,3.1754,0.1959,0.4215,trap,0.0000,0,0
14,FL,3.7694,0.1412,stone,31,14,1,3.7641,0.3079,0.2223,path,-0.2038,1,1
15,HR,3.4158,-0.1419,stone,14,14,0,3.5349,-0.0132,0.2058,path,-0.0325,0,0
15,FR,3.8409,-0.1415,stone,42,-1,2,3.9258,-0.2264,0.5500,trap,0.3442,1,1
15,HL,3.5261,0.1424,stone,47,-1,2,3.5567,0.2163,0.4261,trap,0.0046,0,0
15,FL,4.0094,0.1412,stone,43,-1,2,4.0094,0.2012,0.4123,trap,0.1900,1,1
16,HR,3.6558,-0.1419,stone,14,14,0,3.5349,-0.0132,0.2058,path,0.0000,0,0
16,FR,4.0809,-0.1415,stone,34,-1,2,4.1358,-0.1419,0.0206,trap,-0.5294,1,1
16,HL,3.7661,0.1424,stone,31,14,1,3.7641,0.3079,0.2223,path,-0.2038,1,1
16,FL,4.2494,0.1412,stone,33,-1,2,4.1894,0.1412,0.4216,trap,0.0093,0,0
17,HR,3.8958,-0.1419,stone,42,-1,2,3.9258,-0.2264,0.5500,trap,0.3442,1,1
17,HL,4.0061,0.1424,stone,43,-1,2,4.0094,0.2012,0.4123,trap,0.1900,1,1
18,HR,4.1358,-0.1419,stone,34,-1,2,4.1358,-0.1419,0.0206,trap,-0.5294,1,1
18,HL,4.2461,0.1424,stone,33,-1,2,4.1894,0.1412,0.4216,trap,0.0093,0,0
