cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,FR,2.6409,-0.1415,stone,31,-1,2,2.7806,-0.2267,0.3646,trap,-0.1699,1,1
10,HL,2.3261,0.1424,stone,3,3,0,2.2490,0.0634,0.1574,path,-0.3926,1,1
10,FL,2.8094,0.1412,stone,15,6,1,2.8340,0.2454,0.1793,path,-0.1871,1,1
11,HR,2.4558,-0.1419,stone,29,-1,2,2.3358,-0.1419,0.5345,trap,0.0000,0,0
11,FR,2.8809,-0.1415,stone,32,-1,2,2.9358,-0.2319,0.5315,trap,0.1669,1,1
11,HL,2.5661,0.1424,stone,30,-1,2,2.5270,0.1836,0.3665,trap,0.2091,1,1
11,FL,3.0494,0.1412,stone,33,-1,2,3.0494,0.1412,0.5338,trap,0.3544,1,1
12,HR,2.6958,-0.1419,stone,31,-1,2,2.7806,-0.2267,0.3646,trap,-0.1699,1,1
12,FR,3.1209,-0.1415,stone,34,-1,2,3.0361,-0.0567,0.5486,trap,0.0171,0,0
12,HL,2.8061,0.1424,stone,15,6,1,2.8340,0.2454,0.1793,path,-0.1871,1,1
12,FL,3.2894,0.1412,stone,16,7,1,3.2427,0.0186,0.1713,path,-0.3625,1,1
13,HR,2.9358,-0.1419,stone,32,-1,2,2.9358,-0.2319,0.5315,trap,0.1669,1,1
13,FR,3.3609,-0.1415,stone,35,-1,2,3.4158,-0.2319,0.3996,trap,-0.1490,1,1
13,HL,3.0461,0.1424,stone,33,-1,2,3.0494,0.1412,0.5338,trap,0.3544,1,1
13,FL,3.5294,0.1412,stone,17,8,1,3.5957,0.2599,0.1849,path,0.0136,0,0
14,HR,3.1758,-0.1419,stone,34,-1,2,3.0361,-0.0567,0.5486,trap,0.0171,0,0
14,FR,3.6009,-0.1415,stone,36,-1,2,3.6009,-0.2315,0.4025,trap,0.0029,0,0
14,HL,3.2861,0.1424,stone,16,7,1,3.2427,0.0186,0.1713,path,-0.3625,1,1
14,FL,3.7694,0.1412,stone,37,-1,2,3.7961,0.1424,0.5500,trap,0.3651,1,1
15,HR,3.4158,-0.1419,stone,35,-1,2,3.4158,-0.2319,0.3996,trap,-0.1490,1,1
15,FR,3.8409,-0.1415,stone,38,-1,2,3.8358,-0.1419,0.4012,trap,-0.0014,0,0
15,HL,3.5261,0.1424,stone,17,8,1,3.5957,0.2599,0.1849,path,0.0136,0,0
15,FL,4.0094,0.1412,stone,18,9,1,4.0283,-0.0199,0.2040,path,-0.3460,1,1
16,HR,3.6558,-0.1419,stone,36,-1,2,3.6009,-0.2315,0.4025,trap,0.0029,0,0
16,FR,4.0809,-0.1415,stone,39,-1,2,4.1358,-0.2319,0.3982,trap,-0.0030,0,0
16,HL,3.7661,0.1424,stone,37,-1,2,3.7961,0.1424,0.5500,trap,0.3651,1,1
16,FL,4.2494,0.1412,stone,40,-1,2,4.1824,0.2060,0.3914,trap,0.1874,1,1
17,HR,3.8958,-0.1419,stone,38,-1,2,3.8358,-0.1419,0.4012,trap,-0.0014,0,0
17,HL,4.0061,0.1424,stone,18,9,1,4.0283,-0.0199,0.2040,path,-0.3460,1,1
18,HR,4.1358,-0.1419,stone,39,-1,2,4.1358,-0.2319,0.3982,trap,-0.0030,0,0
18,HL,4.2461,0.1424,stone,40,-1,2,4.1824,0.2060,0.3914,trap,0.1874,1,1
