cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,HL,2.3261,0.1424,stone,39,5,4,2.2900,0.2800,0.4592,trap,-0.0239,0,0
10,FL,2.8094,0.1412,stone,53,7,4,2.8500,0.2800,0.4243,trap,-0.0512,0,0
11,HR,2.4558,-0.1419,stone,44,6,2,2.5700,-0.2800,0.1902,path,-0.0459,0,0
11,FR,2.8809,-0.1415,stone,51,7,2,2.8500,-0.2800,0.1871,path,-0.0031,0,0
11,HL,2.5661,0.1424,stone,46,6,4,2.5700,0.2800,0.4755,trap,0.0163,0,0
11,FL,3.0494,0.1412,stone,60,8,4,3.1300,0.2800,0.4140,trap,-0.0104,0,0
12,HR,2.6958,-0.1419,stone,44,6,2,2.5700,-0.2800,0.1902,path,0.0000,0,0
12,FR,3.1209,-0.1415,stone,58,8,2,3.1300,-0.2800,0.1434,path,-0.0437,0,0
12,HL,2.8061,0.1424,stone,53,7,4,2.8500,0.2800,0.4243,trap,-0.0512,0,0
12,FL,3.2894,0.1412,stone,67,9,4,3.4100,0.2800,0.3950,trap,-0.0189,0,0
13,HR,2.9358,-0.1419,stone,51,7,2,2.8500,-0.2800,0.1871,path,-0.0031,0,0
13,FR,3.3609,-0.1415,stone,65,9,2,3.4100,-0.2800,0.1582,path,0.0149,0,0
13,HL,3.0461,0.1424,stone,60,8,4,3.1300,0.2800,0.4140,trap,-0.0104,0,0
13,FL,3.5294,0.1412,stone,67,9,4,3.4100,0.2800,0.3950,trap,0.0000,0,0
14,HR,3.1758,-0.1419,stone,58,8,2,3.1300,-0.2800,0.1434,path,-0.0437,0,0
14,FR,3.6009,-0.1415,stone,72,10,2,3.6900,-0.2800,0.1491,path,-0.0091,0,0
14,HL,3.2861,0.1424,stone,67,9,4,3.4100,0.2800,0.3950,trap,-0.0189,0,0
14,FL,3.7694,0.1412,stone,74,10,4,3.6900,0.2800,0.3847,trap,-0.0104,0,0
15,HR,3.4158,-0.1419,stone,65,9,2,3.4100,-0.2800,0.1582,path,0.0149,0,0
15,FR,3.8409,-0.1415,stone,79,11,2,3.9700,-0.2800,0.1080,path,-0.0411,0,0
15,HL,3.5261,0.1424,stone,67,9,4,3.4100,0.2800,0.3950,trap,0.0000,0,0
15,FL,4.0094,0.1412,stone,81,11,4,3.9700,0.2800,0.3814,trap,-0.0032,0,0
16,HR,3.6558,-0.1419,stone,72,10,2,3.6900,-0.2800,0.1491,path,-0.0091,0,0
16,FR,4.0809,-0.1415,stone,79,11,2,3.9700,-0.2800,0.1080,path,0.0000,0,0
16,HL,3.7661,0.1424,stone,74,10,4,3.6900,0.2800,0.3847,trap,-0.0104,0,0
16,FL,4.2494,0.1412,stone,81,11,4,3.9700,0.2800,0.3814,trap,0.0000,0,0
17,HR,3.8958,-0.1419,stone,79,11,2,3.9700,-0.2800,0.1080,path,-0.0411,0,0
17,HL,4.0061,0.1424,stone,81,11,4,3.9700,0.2800,0.3814,trap,-0.0032,0,0
18,HR,4.1358,-0.1419,stone,79,11,2,3.9700,-0.2800,0.1080,path,0.0000,0,0
18,HL,4.2461,0.1424,stone,81,11,4,3.9700,0.2800,0.3814,trap,0.0000,0,0
