order,cycle,leg,stone_idx,stone_cx,stone_cy,stone_top_z,foot_x,foot_y,foot_z,naive_idx,differs
0,2,FR,2,0.9211111111,0,0.1348563682,0.8677011182,-0.1153172687,0.1348563682,2,0
1,2,FL,2,0.9211111111,0,0.1348563682,0.8672845256,0.1138381845,0.1348563682,2,0
2,4,HR,2,0.9211111111,0,0.1348563682,0.9595731703,-0.09940531454,0.1348563682,2,0
3,4,FR,7,1.263333333,0,0.1609079716,1.344590408,-0.1100226795,0.1609079716,7,0
4,4,HL,2,0.9211111111,0,0.1348563682,0.9686632098,0.1360212113,0.1348563682,2,0
5,4,FL,7,1.263333333,0,0.1609079716,1.349324481,0.1351103738,0.1609079716,7,0
6,5,HR,7,1.263333333,0,0.1609079716,1.246453574,-0.1086340796,0.1609079716,7,0
7,5,FR,12,1.605555556,0,0.1599662652,1.630815554,-0.1084018512,0.1599662652,12,0
8,5,HL,7,1.263333333,0,0.1609079716,1.246450679,0.107421567,0.1609079716,7,0
9,5,FL,12,1.605555556,0,0.1599662652,1.630895789,0.107196207,0.1599662652,12,0
10,6,HR,12,1.605555556,0,0.1599662652,1.511671668,-0.04202327574,0.1599662652,7,1
11,6,FR,17,1.947777778,0,0.1342720547,1.872426845,-0.1083165128,0.1342720547,17,0
12,6,HL,13,1.605555556,0.3422222222,0.1474276025,1.540378103,0.2405312726,0.1474276025,13,0
13,7,HL,12,1.605555556,0,0.1599662652,1.650786982,0.113372822,0.1599662652,12,0
14,7,FL,17,1.947777778,0,0.1342720547,2.031256293,0.1208987869,0.1342720547,17,0
15,8,HR,17,1.947777778,0,0.1342720547,1.897201484,-0.1002719714,0.1342720547,12,1
16,8,FR,22,2.29,0,0.1400009528,2.289321388,-0.1167057707,0.1400009528,22,0
17,8,HL,17,1.947777778,0,0.1342720547,1.910563516,0.1194104341,0.1342720547,17,0
18,8,FL,22,2.29,0,0.1400009528,2.291961418,0.1195190623,0.1400009528,22,0
19,9,FR,27,2.632222222,0,0.1707028142,2.513020541,-0.1037387896,0.1707028142,22,1
20,9,HL,23,2.29,0.3422222222,0.1435257719,2.189417589,0.2500486506,0.1435257719,18,1
21,9,FL,27,2.632222222,0,0.1707028142,2.559114642,0.1331324574,0.1707028142,28,1
22,10,HR,22,2.29,0,0.1400009528,2.338941957,-0.1078122607,0.1400009528,22,0
23,10,HL,22,2.29,0,0.1400009528,2.343867564,0.1260518439,0.1400009528,22,0
24,11,HR,27,2.632222222,0,0.1707028142,2.604348433,-0.1112557929,0.1707028142,22,1
25,11,FR,32,2.974444444,0,0.1604160154,2.990036463,-0.1146523341,0.1604160154,32,0
26,11,HL,27,2.632222222,0,0.1707028142,2.603577981,0.1295913657,0.1707028142,27,0
27,11,FL,32,2.974444444,0,0.1604160154,2.988956128,0.1354352545,0.1604160154,32,0
28,12,FR,37,3.316666667,0,0.1340728876,3.215050511,-0.09818351231,0.1340728876,32,1
29,12,HL,33,2.974444444,0.3422222222,0.134194871,2.894286674,0.2553781174,0.134194871,33,0
30,12,FL,37,3.316666667,0,0.1340728876,3.257605257,0.1332611268,0.1340728876,38,1
31,13,HR,32,2.974444444,0,0.1604160154,3.040160521,-0.1136700658,0.1604160154,32,0
32,13,HL,32,2.974444444,0,0.1604160154,3.039675739,0.1099820798,0.1604160154,32,0
33,14,HR,37,3.316666667,0,0.1340728876,3.29374259,-0.107331016,0.1340728876,32,1
34,14,FR,42,3.658888889,0,0.1430094434,3.684025424,-0.111922991,0.1430094434,42,0
35,14,HL,37,3.316666667,0,0.1340728876,3.299314601,0.1085426638,0.1340728876,37,0
36,14,FL,42,3.658888889,0,0.1430094434,3.684202915,0.1098525943,0.1430094434,42,0
37,15,FR,47,4.001111111,0,0.1287517698,3.878995967,-0.1082994608,0.1287517698,42,1
38,15,HL,43,3.658888889,0.3422222222,0.1479764125,3.564696471,0.2501115634,0.1479764125,43,0
39,15,FL,47,4.001111111,0,0.1287517698,3.931221606,0.1363523346,0.1287517698,48,1
40,16,HR,42,3.658888889,0,0.1430094434,3.687085608,-0.1289330181,0.1430094434,42,0
41,16,FR,46,4.001111111,-0.3422222222,0.1702142003,4.072027759,-0.2094272889,0.1702142003,47,1
42,16,HL,42,3.658888889,0,0.1430094434,3.721149626,0.1070226217,0.1430094434,42,0
