level,leg,footfall_order,s,x,y,z
1,FL,0,0,0.1934,0.142,0.15
1,FL,0,0.1,0.2055954098,0.1404615357,0.175
1,FL,0,0.2,0.2177908196,0.1389230714,0.17816
1,FL,0,0.3,0.2299862293,0.1373846071,0.20184
1,FL,0,0.4,0.2421816391,0.1358461428,0.22168
1,FL,0,0.5,0.2543770489,0.1343076785,0.23
1,FL,0,0.6,0.2665724587,0.1327692143,0.22168
1,FL,0,0.7,0.2787678685,0.13123075,0.20184
1,FL,0,0.8,0.2909632782,0.1296922857,0.17816
1,FL,0,0.9,0.303158688,0.1281538214,0.175
1,FL,0,1,0.3153540978,0.1266153571,0.15
1,FL,1,0,0.3153540978,0.1266153571,0.15
1,FL,1,0.1,0.3457411932,0.1280298324,0.175
1,FL,1,0.2,0.3761282887,0.1294443076,0.17816
1,FL,1,0.3,0.4065153841,0.1308587829,0.20184
1,FL,1,0.4,0.4369024796,0.1322732581,0.22168
1,FL,1,0.5,0.467289575,0.1336877334,0.23
1,FL,1,0.6,0.4976766704,0.1351022087,0.22168
1,FL,1,0.7,0.5280637659,0.1365166839,0.20184
1,FL,1,0.8,0.5584508613,0.1379311592,0.17816
1,FL,1,0.9,0.5888379568,0.1393456344,0.175
1,FL,1,1,0.6192250522,0.1407601097,0.15
1,FL,2,0,0.6192250522,0.1407601097,0.15
1,FL,2,0.1,0.6433220235,0.1408927355,0.175
1,FL,2,0.2,0.6674189948,0.1410253612,0.17816
1,FL,2,0.3,0.691515966,0.141157987,0.20184
1,FL,2,0.4,0.7156129373,0.1412906128,0.22168
1,FL,2,0.5,0.7397099086,0.1414232385,0.23
1,FL,2,0.6,0.7638068799,0.1415558643,0.2211239349
1,FL,2,0.7,0.7879038512,0.1416884901,0.1999579334
1,FL,2,0.8,0.8120008224,0.1418211159,0.1746952866
1,FL,2,0.9,0.8360977937,0.1419537416,0.1699292011
1,FL,2,1,0.860194765,0.1420863674,0.14465322
1,FL,3,0,0.860194765,0.1420863674,0.14465322
1,FL,3,0.1,0.8830198563,0.1418872,0.1696687861
1,FL,3,0.2,0.9058449476,0.1416880327,0.172835646
1,FL,3,0.3,0.9286700389,0.1414888653,0.1965345043
1,FL,3,0.4,0.9514951302,0.1412896979,0.2163903044
1,FL,3,0.5,0.9743202215,0.1410905305,0.2247169303
1,FL,3,0.6,0.9971453128,0.1408913632,0.2163903044
1,FL,3,0.7,1.019970404,0.1406921958,0.1965345043
1,FL,3,0.8,1.042795495,0.1404930284,0.172835646
1,FL,3,0.9,1.065620587,0.1402938611,0.16965322
1,FL,3,1,1.088445678,0.1400946937,0.14465322
1,FL,4,0,1.088445678,0.1400946937,0.14465322
1,FL,4,0.1,1.113163652,0.1400268487,0.16965322
1,FL,4,0.2,1.137881626,0.1399590036,0.1764308346
1,FL,4,0.3,1.162599601,0.1398911586,0.2031529196
1,FL,4,0.4,1.187317575,0.1398233135,0.2255416935
1,FL,4,0.5,1.212035549,0.1397554685,0.2349305342
1,FL,4,0.6,1.236753523,0.1396876234,0.2266105342
1,FL,4,0.7,1.261471497,0.1396197784,0.2067705342
1,FL,4,0.8,1.286189472,0.1395519333,0.1830905342
1,FL,4,0.9,1.310907446,0.1394840882,0.1799305342
1,FL,4,1,1.33562542,0.1394162432,0.1549305342
1,FL,5,0,1.33562542,0.1394162432,0.1549305342
1,FL,5,0.1,1.360049137,0.1392133507,0.1799305342
1,FL,5,0.2,1.384472854,0.1390104583,0.1830905342
1,FL,5,0.3,1.408896571,0.1388075658,0.2067705342
1,FL,5,0.4,1.433320288,0.1386046734,0.2266105342
1,FL,5,0.5,1.457744005,0.1384017809,0.2349305342
1,FL,5,0.6,1.482167722,0.1381988884,0.2263261325
1,FL,5,0.7,1.506591439,0.137995996,0.2058079437
1,FL,5,0.8,1.531015156,0.1377931035,0.1813184927
1,FL,5,0.9,1.555438873,0.1375902111,0.1789453456
1,FL,5,1,1.57986259,0.1373873186,0.1521959022
1,FL,6,0,1.57986259,0.1373873186,0.1521959022
1,FL,6,0.1,1.603786948,0.1370430633,0.1777460335
1,FL,6,0.2,1.627711306,0.136698808,0.1807423713
1,FL,6,0.3,1.651635664,0.1363545527,0.2047473566
1,FL,6,0.4,1.675560022,0.1360102974,0.2248596416
1,FL,6,0.5,1.69948438,0.135666042,0.2332938257
1,FL,6,0.6,1.723408739,0.1353217867,0.2248596416
1,FL,6,0.7,1.747333097,0.1349775314,0.2047473566
1,FL,6,0.8,1.771257455,0.1346332761,0.1807423713
1,FL,6,0.9,1.795181813,0.1342890208,0.1771959022
1,FL,6,1,1.819106171,0.1339447655,0.1521959022
1,FL,7,0,1.819106171,0.1339447655,0.1521959022
1,FL,7,0.1,1.842806732,0.1346771137,0.1771959022
1,FL,7,0.2,1.866507293,0.1354094619,0.1803559022
1,FL,7,0.3,1.890207853,0.1361418101,0.2040359022
1,FL,7,0.4,1.913908414,0.1368741583,0.2238759022
1,FL,7,0.5,1.937608975,0.1376065065,0.2321959022
1,FL,7,0.6,1.961309536,0.1383388547,0.2233128593
1,FL,7,0.7,1.985010097,0.1390712029,0.2021302187
1,FL,7,0.8,2.008710657,0.1398035511,0.176847712
1,FL,7,0.9,2.032411218,0.1405358993,0.1717820285
1,FL,7,1,2.056111779,0.1412682475,0.1467820285
1,FL,8,0,2.056111779,0.1412682475,0.1467820285
1,FL,8,0.1,2.079876907,0.1413977961,0.1717820285
1,FL,8,0.2,2.103642036,0.1415273446,0.1749428622
1,FL,8,0.3,2.127407164,0.1416568932,0.1986235633
1,FL,8,0.4,2.151172292,0.1417864418,0.2184641507
1,FL,8,0.5,2.174937421,0.1419159903,0.2267843971
1,FL,8,0.6,2.198702549,0.1420455389,0.2184641507
1,FL,8,0.7,2.222467677,0.1421750875,0.1986235633
1,FL,8,0.8,2.246232805,0.1423046361,0.1749428622
1,FL,8,0.9,2.269997934,0.1424341846,0.1717820285
1,FL,8,1,2.293763062,0.1425637332,0.1467820285
1,FL,9,0,2.293763062,0.1425637332,0.1467820285
1,FL,9,0.1,2.317990079,0.1423038655,0.1717820285
1,FL,9,0.2,2.342217096,0.1420439977,0.1763493018
1,FL,9,0.3,2.366444113,0.14178413,0.2012126908
1,FL,9,0.4,2.39067113,0.1415242622,0.2220441788
1,FL,9,0.5,2.414898147,0.1412643945,0.2307799641
