level,leg,footfall_order,s,x,y,z
7,FL,0,0,0.1934,0.142,0.15
7,FL,0,0.1,0.2055954098,0.1404615357,0.175
7,FL,0,0.2,0.2177908196,0.1389230714,0.17816
7,FL,0,0.3,0.2299862293,0.1373846071,0.20184
7,FL,0,0.4,0.2421816391,0.1358461428,0.22168
7,FL,0,0.5,0.2543770489,0.1343076785,0.23
7,FL,0,0.6,0.2665724587,0.1327692143,0.22168
7,FL,0,0.7,0.2787678685,0.13123075,0.20184
7,FL,0,0.8,0.2909632782,0.1296922857,0.17816
7,FL,0,0.9,0.303158688,0.1281538214,0.175
7,FL,0,1,0.3153540978,0.1266153571,0.15
7,FL,1,0,0.3153540978,0.1266153571,0.15
7,FL,1,0.1,0.3457043365,0.1280298435,0.175
7,FL,1,0.2,0.3760545753,0.1294443299,0.17816
7,FL,1,0.3,0.4064048141,0.1308588163,0.20184
7,FL,1,0.4,0.4367550528,0.1322733027,0.22168
7,FL,1,0.5,0.4671052916,0.1336877891,0.23
7,FL,1,0.6,0.4974555303,0.1351022754,0.22168
7,FL,1,0.7,0.527805769,0.1365167618,0.20184
7,FL,1,0.8,0.5581560078,0.1379312482,0.17816
7,FL,1,0.9,0.5885062466,0.1393457346,0.175
7,FL,1,1,0.6188564853,0.140760221,0.15
7,FL,2,0,0.6188564853,0.140760221,0.15
7,FL,2,0.1,0.6441140081,0.1411950621,0.175
7,FL,2,0.2,0.6693715309,0.1416299032,0.175
7,FL,2,0.3,0.6946290537,0.1420647443,0.19
7,FL,2,0.4,0.7198865765,0.1424995854,0.2092592593
7,FL,2,0.5,0.7451440994,0.1429344265,0.2240740741
7,FL,2,0.6,0.7704016222,0.1433692676,0.23
7,FL,2,0.7,0.795659145,0.1438041087,0.2120728998
7,FL,2,0.8,0.8209166678,0.1442389498,0.1726332793
7,FL,2,0.9,0.8461741906,0.1446737909,0.1402665586
7,FL,2,1,0.8714317134,0.145108632,0.1152665586
7,FL,3,0,0.8714317134,0.145108632,0.1152665586
7,FL,3,0.1,0.8850987909,0.1455552119,0.1402665586
7,FL,3,0.2,0.8987658683,0.1460017918,0.1434265586
7,FL,3,0.3,0.9124329458,0.1464483717,0.1671065586
7,FL,3,0.4,0.9261000232,0.1468949516,0.1869465586
7,FL,3,0.5,0.9397671007,0.1473415315,0.1952665586
7,FL,3,0.6,0.9534341782,0.1477881113,0.1869465586
7,FL,3,0.7,0.9671012556,0.1482346912,0.1671065586
7,FL,3,0.8,0.9807683331,0.1486812711,0.1434265586
7,FL,3,0.9,0.9944354105,0.149127851,0.1235865586
7,FL,3,1,1.008102488,0.1495744309,0.1152665586
7,FL,4,0,1.008102488,0.1495744309,0.1152665586
7,FL,4,0.1,1.03830073,0.1492168116,0.123879181
7,FL,4,0.2,1.068498971,0.1488591923,0.144416973
7,FL,4,0.3,1.098697213,0.148501573,0.1689298216
7,FL,4,0.4,1.128895455,0.1481439537,0.1894676136
7,FL,4,0.5,1.159093697,0.1477863343,0.198080236
7,FL,4,0.6,1.189291938,0.147428715,0.189760236
7,FL,4,0.7,1.21949018,0.1470710957,0.169920236
7,FL,4,0.8,1.249688422,0.1467134764,0.146240236
7,FL,4,0.9,1.279886663,0.1463558571,0.143080236
7,FL,4,1,1.310084905,0.1459982378,0.118080236
7,FL,5,0,1.310084905,0.1459982378,0.118080236
7,FL,5,0.1,1.334970666,0.1460344264,0.1383269176
7,FL,5,0.2,1.359856427,0.146070615,0.1828696171
7,FL,5,0.3,1.384742187,0.1461068035,0.2274123166
7,FL,5,0.4,1.409627948,0.1461429921,0.2476589982
7,FL,5,0.5,1.434513709,0.1461791807,0.2417330723
7,FL,5,0.6,1.45939947,0.1462153693,0.2269182575
7,FL,5,0.7,1.484285231,0.1462515579,0.2076589982
7,FL,5,0.8,1.509170991,0.1462877464,0.1926589982
7,FL,5,0.9,1.534056752,0.146323935,0.1926589982
7,FL,5,1,1.558942513,0.1463601236,0.1676589982
7,FL,6,0,1.558942513,0.1463601236,0.1676589982
7,FL,6,0.1,1.583241894,0.1424549043,0.1926589982
7,FL,6,0.2,1.607541276,0.138549685,0.1926589982
7,FL,6,0.3,1.631840657,0.1346444657,0.2076589982
7,FL,6,0.4,1.656140039,0.1307392464,0.2269182575
7,FL,6,0.5,1.68043942,0.1268340272,0.2417330723
7,FL,6,0.6,1.704738801,0.1229288079,0.2476589982
7,FL,6,0.7,1.729038183,0.1190235886,0.2318667658
7,FL,6,0.8,1.753337564,0.1151183693,0.1971238545
7,FL,6,0.9,1.777636946,0.11121315,0.1715887108
7,FL,6,1,1.801936327,0.1073079307,0.1465887108
7,FL,7,0,1.801936327,0.1073079307,0.1465887108
