cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,FR,2.6409,-0.1415,stone,33,-1,2,2.6409,-0.1415,0.5500,trap,0.0977,0,0
10,HL,2.3261,0.1424,stone,30,-1,2,2.2961,0.1424,0.4568,trap,-0.0932,0,0
10,FL,2.8094,0.1412,stone,34,-1,2,2.8061,0.2024,0.4381,trap,-0.0170,0,0
11,HR,2.4558,-0.1419,stone,31,-1,2,2.4009,-0.1415,0.4523,trap,0.0021,0,0
11,FR,2.8809,-0.1415,stone,5,5,0,2.8491,-0.2568,0.2282,path,-0.3218,1,1
11,HL,2.5661,0.1424,stone,32,-1,2,2.5661,0.2024,0.4552,trap,-0.0016,0,0
11,FL,3.0494,0.1412,stone,35,-1,2,3.0461,0.1724,0.4427,trap,0.0045,0,0
12,HR,2.6958,-0.1419,stone,33,-1,2,2.6409,-0.1415,0.5500,trap,0.0977,0,0
12,FR,3.1209,-0.1415,stone,36,-1,2,3.0997,-0.1628,0.4552,trap,0.2270,1,1
12,HL,2.8061,0.1424,stone,34,-1,2,2.8061,0.2024,0.4381,trap,-0.0170,0,0
12,FL,3.2894,0.1412,stone,37,-1,2,3.3761,0.1424,0.5500,trap,0.1073,1,0
13,HR,2.9358,-0.1419,stone,5,5,0,2.8491,-0.2568,0.2282,path,-0.3218,1,1
13,FR,3.3609,-0.1415,stone,38,-1,2,3.3821,-0.1628,0.4265,trap,-0.0286,0,0
13,HL,3.0461,0.1424,stone,35,-1,2,3.0461,0.1724,0.4427,trap,0.0045,0,0
13,FL,3.5294,0.1412,stone,37,-1,2,3.3761,0.1424,0.5500,trap,0.0000,0,0
14,HR,3.1758,-0.1419,stone,36,-1,2,3.0997,-0.1628,0.4552,trap,0.2270,1,1
14,FR,3.6009,-0.1415,stone,39,-1,2,3.7458,-0.1419,0.4064,trap,-0.0201,0,0
14,HL,3.2861,0.1424,stone,37,-1,2,3.3761,0.1424,0.5500,trap,0.1073,1,0
14,FL,3.7694,0.1412,stone,40,-1,2,3.7661,0.2324,0.3883,trap,-0.1617,1,1
15,HR,3.4158,-0.1419,stone,38,-1,2,3.3821,-0.1628,0.4265,trap,-0.0286,0,0
15,FR,3.8409,-0.1415,stone,39,-1,2,3.7458,-0.1419,0.4064,trap,0.0000,0,0
15,HL,3.5261,0.1424,stone,37,-1,2,3.3761,0.1424,0.5500,trap,0.0000,0,0
15,FL,4.0094,0.1412,stone,41,-1,2,4.0909,0.0575,0.5500,trap,0.1617,1,1
16,HR,3.6558,-0.1419,stone,39,-1,2,3.7458,-0.1419,0.4064,trap,-0.0201,0,0
16,FR,4.0809,-0.1415,stone,41,-1,2,4.0909,0.0575,0.5500,trap,0.1436,1,1
16,HL,3.7661,0.1424,stone,40,-1,2,3.7661,0.2324,0.3883,trap,-0.1617,1,1
16,FL,4.2494,0.1412,stone,41,-1,2,4.0909,0.0575,0.5500,trap,0.0000,0,0
17,HR,3.8958,-0.1419,stone,39,-1,2,3.7458,-0.1419,0.4064,trap,0.0000,0,0
17,HL,4.0061,0.1424,stone,41,-1,2,4.0909,0.0575,0.5500,trap,0.1617,1,1
18,HR,4.1358,-0.1419,stone,41,-1,2,4.0909,0.0575,0.5500,trap,0.1436,1,1
18,HL,4.2461,0.1424,stone,41,-1,2,4.0909,0.0575,0.5500,trap,0.0000,0,0
