cycle,leg,foot_x,foot_y,foot_z_solver,foot_z_snap,support_idx,naive_idx,nom_x,nom_y,solver_ok,init_snap
9,HL,2.086169098,0.1300249748,0.1032748127,0.1724424287,27,27,2.058581037,0.1376253904,1,1
9,FL,2.471697443,0.1431529835,0.1257726209,0.1401854663,33,33,2.508882774,0.1358569241,1,1
10,HR,2.240627302,-0.1498492015,0.06718085984,0.1252006304,26,26,2.18204999,-0.1418149393,1,1
10,FR,2.732602057,-0.1497177419,0.1174204026,0.1468776798,38,38,2.627838181,-0.1421663196,1,1
10,HL,2.239216541,0.1495461544,0.08613466963,0.1724424287,27,27,2.298914323,0.1407799484,1,1
10,FL,2.739160912,0.1497324787,0.09986114805,0.1145809568,39,39,2.743389616,0.1396780584,1,1
11,HR,2.54457099,-0.1499917366,0.0742477743,0.1312884217,32,32,2.417638936,-0.1437364735,1,1
11,FR,3.001521327,-0.1499690206,0.06657032798,0.1560311182,44,38,2.868560889,-0.1457049686,1,1
11,HL,2.55624732,0.1410971246,0.06071942237,0.1401854663,33,33,2.547010694,0.1379788729,1,1
11,FL,2.992397743,0.1393998131,0.06022340181,0.1857337043,45,45,3.004236765,0.135511977,1,1
12,HR,2.803903747,-0.1479250305,0.1251283287,0.1468776798,38,38,2.677355048,-0.1419904281,1,0
12,FR,3.155100409,-0.1498680836,0.1045580912,0.1560311182,44,44,3.123411168,-0.1425324714,1,0
12,HL,2.801024225,0.149775518,0.1044626943,0.1145809568,39,39,2.795104475,0.1403973181,1,0
12,FL,3.158677684,0.1499665887,0.1154312926,0.1857337043,45,51,3.240221359,0.1393174024,1,0
13,HR,3.066386526,-0.1599901672,0.1364983593,0.1560311182,44,38,2.913084481,-0.1427711367,1,0
13,FR,3.452563419,-0.1513213056,0.1163421174,0.1528138051,50,50,3.359884114,-0.1464699586,1,0
13,HL,3.060405941,0.1238480589,0.1439906636,0.1857337043,45,45,3.033084511,0.1314573944,1,0
13,FL,3.446582905,0.1325169364,0.1238342703,0.1641083064,51,51,3.479884431,0.1248623733,1,0
14,HR,3.182807133,-0.1498858391,0.06729443187,0.1560311182,44,44,3.152767229,-0.1420220338,1,1
14,FR,3.691891053,-0.1500172402,0.1169390439,0.125665736,56,56,3.597397708,-0.1431042801,1,1
14,HL,3.1802401,0.1499239058,0.0789870005,0.1857337043,45,51,3.266609628,0.1388335316,1,1
14,FL,3.681698006,0.1371698699,0.1495202867,0.1814209743,57,57,3.709134795,0.136711792,1,1
15,HR,3.480992814,-0.1471709816,0.06914022921,0.1528138051,50,50,3.377836265,-0.142353032,1,1
15,FR,3.932419673,-0.149991525,0.07823263436,0.1674352606,62,56,3.819584574,-0.1421903999,1,1
15,HL,3.489049541,0.1447574759,0.06135898211,0.1641083064,51,51,3.487316527,0.1414361281,1,1
15,FL,3.933003136,0.1418940505,0.06678701084,0.1421464139,63,63,3.934075991,0.1361010233,1,1
16,HR,3.725072161,-0.1493427579,0.1159233554,0.125665736,56,56,3.607169481,-0.1419709179,1,0
16,FR,4.080008639,-0.1501020128,0.1183530071,0.1674352606,62,62,4.053396783,-0.1422504805,1,0
16,HL,3.728707424,0.1405354528,0.1520213715,0.1814209743,57,57,3.725562613,0.1411456329,1,0
16,FL,4.07810383,0.1500381503,0.1058894769,0.1421464139,63,63,4.17122509,0.1405355954,1,0
