cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,FR,2.6409,-0.1415,stone,38,-1,2,2.6409,-0.1415,0.5500,trap,0.1513,1,1
10,HL,2.3261,0.1424,stone,6,6,0,2.3441,0.0320,0.1311,path,-0.3923,1,1
10,FL,2.8094,0.1412,stone,8,8,0,2.7384,0.0449,0.1650,path,-0.2210,1,1
11,HR,2.4558,-0.1419,stone,44,-1,2,2.4558,-0.1419,0.3987,trap,0.0368,0,0
11,FR,2.8809,-0.1415,stone,52,-1,2,2.8255,-0.1645,0.4054,trap,-0.1446,1,1
11,HL,2.5661,0.1424,stone,57,-1,2,2.5835,0.1270,0.3860,trap,0.2550,1,1
11,FL,3.0494,0.1412,stone,37,-1,2,3.0461,0.1424,0.4301,trap,0.2651,1,1
12,HR,2.6958,-0.1419,stone,38,-1,2,2.6409,-0.1415,0.5500,trap,0.1513,1,1
12,FR,3.1209,-0.1415,stone,56,-1,2,3.1209,-0.1415,0.4164,trap,0.0110,0,0
12,HL,2.8061,0.1424,stone,8,8,0,2.7384,0.0449,0.1650,path,-0.2210,1,1
12,FL,3.2894,0.1412,stone,46,-1,2,3.2971,0.1596,0.4416,trap,0.0115,0,0
13,HR,2.9358,-0.1419,stone,52,-1,2,2.8255,-0.1645,0.4054,trap,-0.1446,1,1
13,FR,3.3609,-0.1415,stone,35,-1,2,3.3609,-0.1415,0.5500,trap,0.1336,1,0
13,HL,3.0461,0.1424,stone,37,-1,2,3.0461,0.1424,0.4301,trap,0.2651,1,1
13,FL,3.5294,0.1412,stone,54,-1,2,3.5261,0.1424,0.4351,trap,-0.0065,0,0
14,HR,3.1758,-0.1419,stone,56,-1,2,3.1209,-0.1415,0.4164,trap,0.0110,0,0
14,FR,3.6009,-0.1415,stone,43,-1,2,3.6634,-0.1234,0.4363,trap,-0.1137,1,0
14,HL,3.2861,0.1424,stone,46,-1,2,3.2971,0.1596,0.4416,trap,0.0115,0,0
14,FL,3.7694,0.1412,stone,34,-1,2,3.7694,0.1412,0.4195,trap,-0.0155,0,0
15,HR,3.4158,-0.1419,stone,35,-1,2,3.3609,-0.1415,0.5500,trap,0.1336,1,0
15,FR,3.8409,-0.1415,stone,47,-1,2,3.9099,-0.1560,0.4310,trap,-0.0054,0,0
15,HL,3.5261,0.1424,stone,54,-1,2,3.5261,0.1424,0.4351,trap,-0.0065,0,0
15,FL,4.0094,0.1412,stone,14,14,0,3.9844,0.0431,0.2419,path,-0.1776,1,1
16,HR,3.6558,-0.1419,stone,43,-1,2,3.6634,-0.1234,0.4363,trap,-0.1137,1,0
16,FR,4.0809,-0.1415,stone,33,-1,2,4.1358,-0.1419,0.5500,trap,0.1190,1,0
16,HL,3.7661,0.1424,stone,34,-1,2,3.7694,0.1412,0.4195,trap,-0.0155,0,0
16,FL,4.2494,0.1412,stone,32,-1,2,4.1940,0.1182,0.0379,trap,-0.2040,1,1
17,HR,3.8958,-0.1419,stone,47,-1,2,3.9099,-0.1560,0.4310,trap,-0.0054,0,0
17,HL,4.0061,0.1424,stone,14,14,0,3.9844,0.0431,0.2419,path,-0.1776,1,1
18,HR,4.1358,-0.1419,stone,33,-1,2,4.1358,-0.1419,0.5500,trap,0.1190,1,0
18,HL,4.2461,0.1424,stone,32,-1,2,4.1940,0.1182,0.0379,trap,-0.2040,1,1
