level,leg,footfall_order,s,x,y,z
8,FL,0,0,0.1934,0.142,0.15
8,FL,0,0.1,0.2055954098,0.1404615357,0.175
8,FL,0,0.2,0.2177908196,0.1389230714,0.17816
8,FL,0,0.3,0.2299862293,0.1373846071,0.20184
8,FL,0,0.4,0.2421816391,0.1358461428,0.22168
8,FL,0,0.5,0.2543770489,0.1343076785,0.23
8,FL,0,0.6,0.2665724587,0.1327692143,0.22168
8,FL,0,0.7,0.2787678685,0.13123075,0.20184
8,FL,0,0.8,0.2909632782,0.1296922857,0.17816
8,FL,0,0.9,0.303158688,0.1281538214,0.175
8,FL,0,1,0.3153540978,0.1266153571,0.15
8,FL,1,0,0.3153540978,0.1266153571,0.15
8,FL,1,0.1,0.3457043365,0.1280298435,0.175
8,FL,1,0.2,0.3760545753,0.1294443299,0.17816
8,FL,1,0.3,0.4064048141,0.1308588163,0.20184
8,FL,1,0.4,0.4367550528,0.1322733027,0.22168
8,FL,1,0.5,0.4671052916,0.1336877891,0.23
8,FL,1,0.6,0.4974555303,0.1351022754,0.22168
8,FL,1,0.7,0.527805769,0.1365167618,0.20184
8,FL,1,0.8,0.5581560078,0.1379312482,0.17816
8,FL,1,0.9,0.5885062466,0.1393457346,0.175
8,FL,1,1,0.6188564853,0.140760221,0.15
8,FL,2,0,0.6188564853,0.140760221,0.15
8,FL,2,0.1,0.6439807399,0.1410899067,0.175
8,FL,2,0.2,0.6691049944,0.1414195923,0.1824171992
8,FL,2,0.3,0.694229249,0.141749278,0.2096771168
8,FL,2,0.4,0.7193535035,0.1420789636,0.2325165071
8,FL,2,0.5,0.7444777581,0.1424086493,0.242094316
8,FL,2,0.6,0.7696020127,0.142738335,0.233774316
8,FL,2,0.7,0.7947262672,0.1430680206,0.213934316
8,FL,2,0.8,0.8198505218,0.1433977063,0.190254316
8,FL,2,0.9,0.8449747763,0.1437273919,0.187094316
8,FL,2,1,0.8700990309,0.1440570776,0.162094316
8,FL,3,0,0.8700990309,0.1440570776,0.162094316
8,FL,3,0.1,0.895617561,0.1443045434,0.187094316
8,FL,3,0.2,0.9211360911,0.1445520091,0.190254316
8,FL,3,0.3,0.9466546212,0.1447994748,0.213934316
8,FL,3,0.4,0.9721731513,0.1450469406,0.233774316
8,FL,3,0.5,0.9976916815,0.1452944064,0.242094316
8,FL,3,0.6,1.023210212,0.1455418721,0.2333576052
8,FL,3,0.7,1.048728742,0.1457893379,0.2125239102
8,FL,3,0.8,1.074247272,0.1460368036,0.1876578872
8,FL,3,0.9,1.099765802,0.1462842693,0.1668241922
8,FL,3,1,1.125284332,0.1465317351,0.1580874814
8,FL,4,0,1.125284332,0.1465317351,0.1580874814
8,FL,4,0.1,1.138898375,0.1466208409,0.1830874814
8,FL,4,0.2,1.152512417,0.1467099467,0.1862474814
8,FL,4,0.3,1.16612646,0.1467990525,0.2099274814
8,FL,4,0.4,1.179740502,0.1468881583,0.2297674814
8,FL,4,0.5,1.193354545,0.1469772641,0.2380874814
8,FL,4,0.6,1.206968587,0.1470663699,0.2297674814
8,FL,4,0.7,1.220582629,0.1471554757,0.2099274814
8,FL,4,0.8,1.234196672,0.1472445815,0.1862474814
8,FL,4,0.9,1.247810714,0.1473336873,0.1830874814
8,FL,4,1,1.261424757,0.1474227931,0.1580874814
8,FL,5,0,1.261424757,0.1474227931,0.1580874814
8,FL,5,0.1,1.291347193,0.1476753212,0.1750021974
8,FL,5,0.2,1.32126963,0.1479278492,0.2122145727
8,FL,5,0.3,1.351192066,0.1481803772,0.2494269479
8,FL,5,0.4,1.381114502,0.1484329053,0.2663416639
8,FL,5,0.5,1.411036938,0.1486854334,0.260415738
8,FL,5,0.6,1.440959375,0.1489379614,0.2456009232
8,FL,5,0.7,1.470881811,0.1491904895,0.2263416639
8,FL,5,0.8,1.500804247,0.1494430175,0.2113416639
8,FL,5,0.9,1.530726684,0.1496955456,0.2113416639
8,FL,5,1,1.56064912,0.1499480736,0.1863416639
8,FL,6,0,1.56064912,0.1499480736,0.1863416639
8,FL,6,0.1,1.586683108,0.148310025,0.1922675898
8,FL,6,0.2,1.612717097,0.1466719764,0.2070824046
8,FL,6,0.3,1.638751085,0.1450339278,0.2263416639
8,FL,6,0.4,1.664785073,0.1433958792,0.2456009232
8,FL,6,0.5,1.690819062,0.1417578306,0.260415738
