cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,HL,2.3261,0.1424,stone,21,6,1,2.3302,0.2468,0.1801,path,-0.0096,0,0
10,FL,2.8094,0.1412,stone,23,8,1,2.7296,0.2389,0.1671,path,-0.0033,0,0
11,HR,2.4558,-0.1419,stone,7,7,0,2.4310,-0.0262,0.1747,path,-0.0108,0,0
11,FR,2.8809,-0.1415,stone,9,9,0,2.8298,-0.0302,0.1654,path,-0.0031,0,0
11,HL,2.5661,0.1424,stone,22,7,1,2.5331,0.0255,0.1704,path,-0.0097,0,0
11,FL,3.0494,0.1412,stone,24,9,1,2.9710,0.0259,0.1608,path,-0.0063,0,0
12,HR,2.6958,-0.1419,stone,8,8,0,2.6484,-0.2270,0.1685,path,-0.0062,0,0
12,FR,3.1209,-0.1415,stone,10,10,0,3.0171,-0.2342,0.1591,path,-0.0063,0,0
12,HL,2.8061,0.1424,stone,23,8,1,2.7296,0.2389,0.1671,path,-0.0033,0,0
12,FL,3.2894,0.1412,stone,26,11,1,3.3589,0.0533,0.1520,path,-0.0088,0,0
13,HR,2.9358,-0.1419,stone,10,10,0,3.0171,-0.2342,0.1591,path,-0.0093,0,0
13,FR,3.3609,-0.1415,stone,11,11,0,3.2766,-0.0334,0.1523,path,-0.0068,0,0
13,HL,3.0461,0.1424,stone,24,9,1,2.9710,0.0259,0.1608,path,-0.0063,0,0
13,FL,3.5294,0.1412,stone,27,12,1,3.5472,0.2316,0.1512,path,-0.0008,0,0
14,HR,3.1758,-0.1419,stone,11,11,0,3.2766,-0.0334,0.1523,path,-0.0068,0,0
14,FR,3.6009,-0.1415,stone,12,12,0,3.5366,-0.2222,0.1513,path,-0.0011,0,0
14,HL,3.2861,0.1424,stone,26,11,1,3.3589,0.0533,0.1520,path,-0.0088,0,0
14,FL,3.7694,0.1412,stone,28,13,1,3.8127,0.0530,0.1242,path,-0.0270,0,0
15,HR,3.4158,-0.1419,stone,12,12,0,3.5366,-0.2222,0.1513,path,-0.0011,0,0
15,FR,3.8409,-0.1415,stone,13,13,0,3.7377,-0.0329,0.1319,path,-0.0193,0,0
15,HL,3.5261,0.1424,stone,27,12,1,3.5472,0.2316,0.1512,path,-0.0008,0,0
15,FL,4.0094,0.1412,stone,29,14,1,4.0658,0.2430,0.1089,path,-0.0153,0,0
16,HR,3.6558,-0.1419,stone,13,13,0,3.7377,-0.0329,0.1319,path,-0.0193,0,0
16,FR,4.0809,-0.1415,stone,14,14,0,3.9669,-0.2295,0.1127,path,-0.0192,0,0
16,HL,3.7661,0.1424,stone,28,13,1,3.8127,0.0530,0.1242,path,-0.0270,0,0
16,FL,4.2494,0.1412,stone,29,14,1,4.0658,0.2430,0.1089,path,0.0000,0,0
17,HR,3.8958,-0.1419,stone,14,14,0,3.9669,-0.2295,0.1127,path,-0.0192,0,0
17,HL,4.0061,0.1424,stone,29,14,1,4.0658,0.2430,0.1089,path,-0.0153,0,0
18,HR,4.1358,-0.1419,stone,14,14,0,3.9669,-0.2295,0.1127,path,0.0000,0,0
18,HL,4.2461,0.1424,stone,29,14,1,4.0658,0.2430,0.1089,path,0.0000,0,0
