cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,HL,2.3261,0.1424,stone,20,5,1,2.2497,0.2385,0.1966,path,-0.0107,0,0
10,FL,2.8094,0.1412,stone,23,8,1,2.8657,0.0713,0.1400,path,-0.0362,0,0
11,HR,2.4558,-0.1419,stone,7,7,0,2.4630,-0.2310,0.1759,path,-0.0205,0,0
11,FR,2.8809,-0.1415,stone,9,9,0,2.9217,-0.2319,0.1337,path,-0.0201,0,0
11,HL,2.5661,0.1424,stone,21,6,1,2.4601,0.0715,0.1762,path,-0.0204,0,0
11,FL,3.0494,0.1412,stone,24,9,1,3.1251,0.2060,0.1109,path,-0.0292,0,0
12,HR,2.6958,-0.1419,stone,8,8,0,2.7117,-0.0457,0.1539,path,-0.0221,0,0
12,FR,3.1209,-0.1415,stone,10,10,0,3.1067,-0.0573,0.1129,path,-0.0208,0,0
12,HL,2.8061,0.1424,stone,23,8,1,2.8657,0.0713,0.1400,path,-0.0362,0,0
12,FL,3.2894,0.1412,stone,25,10,1,3.3991,0.0690,0.1065,path,-0.0044,0,0
13,HR,2.9358,-0.1419,stone,9,9,0,2.9217,-0.2319,0.1337,path,-0.0201,0,0
13,FR,3.3609,-0.1415,stone,11,11,0,3.3422,-0.2332,0.1053,path,-0.0076,0,0
13,HL,3.0461,0.1424,stone,24,9,1,3.1251,0.2060,0.1109,path,-0.0292,0,0
13,FL,3.5294,0.1412,stone,26,11,1,3.6355,0.2321,0.1135,path,0.0070,0,0
14,HR,3.1758,-0.1419,stone,10,10,0,3.1067,-0.0573,0.1129,path,-0.0208,0,0
14,FR,3.6009,-0.1415,stone,12,12,0,3.5254,-0.0434,0.1091,path,0.0037,0,0
14,HL,3.2861,0.1424,stone,25,10,1,3.3991,0.0690,0.1065,path,-0.0044,0,0
14,FL,3.7694,0.1412,stone,27,12,1,3.8580,0.0809,0.1238,path,0.0103,0,0
15,HR,3.4158,-0.1419,stone,11,11,0,3.3422,-0.2332,0.1053,path,-0.0076,0,0
15,FR,3.8409,-0.1415,stone,13,13,0,3.7415,-0.2182,0.1184,path,0.0093,0,0
15,HL,3.5261,0.1424,stone,26,11,1,3.6355,0.2321,0.1135,path,0.0070,0,0
15,FL,4.0094,0.1412,stone,27,12,1,3.8580,0.0809,0.1238,path,0.0000,0,0
16,HR,3.6558,-0.1419,stone,13,13,0,3.7415,-0.2182,0.1184,path,0.0131,0,0
16,FR,4.0809,-0.1415,stone,14,14,0,3.9647,-0.0477,0.1227,path,0.0042,0,0
16,HL,3.7661,0.1424,stone,27,12,1,3.8580,0.0809,0.1238,path,0.0103,0,0
16,FL,4.2494,0.1412,stone,14,14,0,3.9647,-0.0477,0.1227,path,-0.0011,0,0
17,HR,3.8958,-0.1419,stone,14,14,0,3.9647,-0.0477,0.1227,path,0.0042,0,0
17,HL,4.0061,0.1424,stone,27,12,1,3.8580,0.0809,0.1238,path,0.0000,0,0
18,HR,4.1358,-0.1419,stone,14,14,0,3.9647,-0.0477,0.1227,path,0.0000,0,0
18,HL,4.2461,0.1424,stone,14,14,0,3.9647,-0.0477,0.1227,path,-0.0011,0,0
