order,leg,stone_idx,cx,cy,top_z
0,FR,0,0.9686577734,0.04170198595,0.1626291047
1,FL,0,0.9686577734,0.04170198595,0.1626291047
2,HR,0,0.9686577734,0.04170198595,0.1626291047
3,FR,10,1.397098444,0.03687797285,0.204034849
4,HL,0,0.9686577734,0.04170198595,0.1626291047
5,FL,10,1.397098444,0.03687797285,0.204034849
6,HR,10,1.397098444,0.03687797285,0.204034849
7,FR,2,1.703132789,-0.006896998408,0.1817128907
8,HL,10,1.397098444,0.03687797285,0.204034849
9,FL,2,1.703132789,-0.006896998408,0.1817128907
10,HR,2,1.703132789,-0.006896998408,0.1817128907
11,FR,12,2.111486747,0.001735581241,0.1617537663
12,HL,2,1.703132789,-0.006896998408,0.1817128907
13,FL,12,2.111486747,0.001735581241,0.1617537663
14,HR,12,2.111486747,0.001735581241,0.1617537663
15,FR,4,2.396414847,0.03544165747,0.175373664
16,HL,12,2.111486747,0.001735581241,0.1617537663
17,FL,4,2.396414847,0.03544165747,0.175373664
18,HR,4,2.396414847,0.03544165747,0.175373664
19,FR,14,2.767678452,0.03376314648,0.1648204466
20,HL,4,2.396414847,0.03544165747,0.175373664
21,FL,14,2.767678452,0.03376314648,0.1648204466
22,HR,14,2.767678452,0.03376314648,0.1648204466
23,FR,6,3.088297529,0.0137683233,0.1339758837
24,HL,14,2.767678452,0.03376314648,0.1648204466
25,FL,6,3.088297529,0.0137683233,0.1339758837
26,HR,6,3.088297529,0.0137683233,0.1339758837
27,FR,16,3.458321903,0.02243042832,0.1076408818
28,HL,6,3.088297529,0.0137683233,0.1339758837
29,FL,16,3.458321903,0.02243042832,0.1076408818
30,HR,16,3.458321903,0.02243042832,0.1076408818
31,FR,8,3.898925593,-0.02262629434,0.134767025
32,HL,16,3.458321903,0.02243042832,0.1076408818
33,FL,8,3.898925593,-0.02262629434,0.134767025
