cycle,leg,nom_x,nom_y,on,stone_idx,ix,iy,cx,cy,top_z,role,dz_prev,marginal,infeasible
10,FR,2.6409,-0.1415,stone,41,-1,2,2.6958,-0.1819,0.4293,trap,0.0115,0,0
10,HL,2.3261,0.1424,stone,23,7,1,2.3237,0.2644,0.1927,path,-0.2160,1,1
10,FL,2.8094,0.1412,stone,38,-1,2,2.8648,0.1641,0.4277,trap,-0.1223,1,0
11,HR,2.4558,-0.1419,stone,49,-1,2,2.3585,-0.1840,0.4178,trap,-0.0065,0,0
11,FR,2.8809,-0.1415,stone,26,10,1,2.9189,-0.0151,0.2300,path,-0.1993,1,1
11,HL,2.5661,0.1424,stone,39,-1,2,2.5461,0.1424,0.5500,trap,0.3573,1,1
11,FL,3.0494,0.1412,stone,51,-1,2,2.9661,0.1424,0.4269,trap,-0.0007,0,0
12,HR,2.6958,-0.1419,stone,41,-1,2,2.6958,-0.1819,0.4293,trap,0.0115,0,0
12,FR,3.1209,-0.1415,stone,47,-1,2,3.1209,-0.1215,0.4268,trap,0.1968,1,1
12,HL,2.8061,0.1424,stone,38,-1,2,2.8648,0.1641,0.4277,trap,-0.1223,1,0
12,FL,3.2894,0.1412,stone,54,-1,2,3.2861,0.1824,0.4074,trap,-0.0196,0,0
13,HR,2.9358,-0.1419,stone,10,10,0,2.9665,-0.0219,0.2261,path,-0.2032,1,1
13,FR,3.3609,-0.1415,stone,44,-1,2,3.3788,-0.1572,0.4120,trap,-0.0148,0,0
13,HL,3.0461,0.1424,stone,51,-1,2,2.9661,0.1424,0.4269,trap,-0.0007,0,0
13,FL,3.5294,0.1412,stone,40,-1,2,3.5294,0.1412,0.5500,trap,0.1426,1,1
14,HR,3.1758,-0.1419,stone,47,-1,2,3.1209,-0.1215,0.4268,trap,0.2007,1,1
14,FR,3.6009,-0.1415,stone,36,-1,2,3.6558,-0.1419,0.4294,trap,0.0174,0,0
14,HL,3.2861,0.1424,stone,54,-1,2,3.2861,0.1824,0.4074,trap,-0.0196,0,0
14,FL,3.7694,0.1412,stone,14,14,0,3.7365,0.0285,0.2098,path,-0.3402,1,1
15,HR,3.4158,-0.1419,stone,44,-1,2,3.3788,-0.1572,0.4120,trap,-0.0148,0,0
15,FR,3.8409,-0.1415,stone,48,-1,2,3.8964,-0.1186,0.4098,trap,-0.0196,0,0
15,HL,3.5261,0.1424,stone,40,-1,2,3.5294,0.1412,0.5500,trap,0.1426,1,1
15,FL,4.0094,0.1412,stone,32,-1,2,4.1940,0.1641,0.4113,trap,0.2015,1,1
16,HR,3.6558,-0.1419,stone,36,-1,2,3.6558,-0.1419,0.4294,trap,0.0174,0,0
16,FR,4.0809,-0.1415,stone,33,-1,2,4.1358,-0.1419,0.5500,trap,0.1402,1,1
16,HL,3.7661,0.1424,stone,14,14,0,3.7365,0.0285,0.2098,path,-0.3402,1,1
16,FL,4.2494,0.1412,stone,32,-1,2,4.1940,0.1641,0.4113,trap,0.0000,0,0
17,HR,3.8958,-0.1419,stone,48,-1,2,3.8964,-0.1186,0.4098,trap,-0.0196,0,0
17,HL,4.0061,0.1424,stone,32,-1,2,4.1940,0.1641,0.4113,trap,0.2015,1,1
18,HR,4.1358,-0.1419,stone,33,-1,2,4.1358,-0.1419,0.5500,trap,0.1402,1,1
18,HL,4.2461,0.1424,stone,32,-1,2,4.1940,0.1641,0.4113,trap,0.0000,0,0
