t,q0,dq0,tau0,cmd0,q1,dq1,tau1,cmd1,q2,dq2,tau2,cmd2,q3,dq3,tau3,cmd3,q4,dq4,tau4,cmd4,q5,dq5,tau5,cmd5,q6,dq6,tau6,cmd6,q7,dq7,tau7,cmd7,q8,dq8,tau8,cmd8,q9,dq9,tau9,cmd9
0.8458,2.639,1.7,-1.771,2.629,4.746,-0.0,0.596,4.746,23.047,0.1,7.961,23.062,97.625,-5.1,-1.468,97.625,-2.131,-2.7,1.744,-2.131,-6.984,1.4,-1.031,-6.980,-39.250,0.2,-8.656,-39.250,-101.125,2.3,1.816,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8478,2.639,1.4,-1.765,2.639,4.754,3.0,0.392,4.746,23.062,4.4,8.047,23.047,97.625,-1.5,-1.329,97.625,-2.121,2.1,1.581,-2.131,-6.984,0.0,-1.151,-6.984,-39.281,-0.6,-8.797,-39.250,-101.062,1.7,1.880,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8498,2.639,1.6,-1.675,2.639,4.750,0.6,0.302,4.754,23.062,0.7,7.879,23.062,97.625,-3.1,-1.314,97.625,-2.125,-0.4,1.506,-2.121,-6.980,3.3,-1.205,-6.984,-39.250,1.5,-8.586,-39.281,-101.125,-1.8,1.853,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8518,2.645,4.8,-1.706,2.639,4.746,-2.8,0.512,4.750,23.078,1.7,8.195,23.062,97.625,-3.5,-1.557,97.625,-2.127,-0.8,1.624,-2.125,-6.988,-0.6,-0.972,-6.980,-39.281,-1.8,-8.273,-39.250,-101.062,-0.1,1.790,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8538,2.643,3.5,-1.921,2.645,4.754,1.4,0.710,4.746,23.078,3.1,8.391,23.078,97.625,-1.3,-1.588,97.625,-2.127,-0.7,1.397,-2.127,-6.984,1.7,-0.823,-6.988,-39.250,1.7,-8.375,-39.281,-101.062,1.1,1.744,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8558,2.637,0.9,-1.777,2.643,4.754,1.8,0.761,4.754,23.094,4.0,8.219,23.078,97.625,-1.9,-1.617,97.625,-2.135,-3.8,1.384,-2.127,-6.984,1.9,-0.843,-6.984,-39.250,1.7,-8.273,-39.250,-101.125,-2.1,1.706,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8581,2.637,0.9,-1.846,2.637,4.758,2.4,0.738,4.754,23.078,-1.4,8.328,23.094,97.562,-4.8,-1.596,97.625,-2.137,-4.2,1.564,-2.135,-6.984,0.9,-0.819,-6.984,-39.250,1.7,-8.156,-39.250,-101.125,-1.7,1.721,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8600,2.639,1.9,-1.951,2.637,4.766,4.9,0.851,4.758,23.094,2.8,8.383,23.078,97.562,-5.4,-1.619,97.562,-2.131,-1.1,1.515,-2.137,-6.980,1.3,-0.833,-6.984,-39.250,1.9,-8.195,-39.250,-101.125,-2.4,1.722,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8620,2.629,-1.6,-1.731,2.639,4.758,0.3,0.696,4.766,23.109,5.7,8.273,23.094,97.562,-8.6,-1.621,97.562,-2.131,-1.2,1.385,-2.131,-6.980,2.3,-0.788,-6.980,-39.250,0.9,-8.172,-39.250,-101.125,-2.6,1.703,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8642,2.633,0.4,-1.816,2.629,4.762,-0.0,0.695,4.758,23.125,5.4,8.328,23.109,97.562,-7.1,-1.538,97.562,-2.131,-0.2,1.601,-2.131,-6.992,-4.2,-0.772,-6.980,-39.281,-2.1,-8.117,-39.250,-101.125,-2.6,1.688,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8662,2.633,-0.1,-2.031,2.633,4.766,1.0,0.747,4.762,23.125,2.1,8.383,23.125,97.562,-5.8,-1.636,97.562,-2.127,1.4,1.422,-2.131,-6.984,-1.1,-0.695,-6.992,-39.281,-1.3,-8.000,-39.281,-101.125,-1.7,1.530,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8678,2.639,2.9,-2.016,2.633,4.773,3.3,0.955,4.766,23.141,6.1,8.336,23.125,97.500,-7.4,-1.606,97.562,-2.125,2.7,1.383,-2.127,-6.980,-0.1,-0.802,-6.984,-39.281,-4.3,-8.141,-39.281,-101.125,-1.9,1.713,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8698,2.639,2.3,-1.887,2.639,4.773,3.1,0.961,4.773,23.141,1.2,8.695,23.141,97.500,-8.5,-1.654,97.500,-2.131,0.3,1.418,-2.125,-6.980,0.2,-0.642,-6.980,-39.250,3.0,-7.996,-39.281,-101.125,1.0,1.611,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8718,2.637,0.6,-1.942,2.639,4.781,5.1,1.053,4.773,23.156,3.5,8.852,23.141,97.500,-7.5,-1.807,97.500,-2.127,1.8,1.307,-2.131,-6.992,-3.3,-0.484,-6.980,-39.250,0.4,-7.875,-39.250,-101.125,-1.6,1.507,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8738,2.629,-1.8,-1.981,2.637,4.766,-2.6,1.031,4.781,23.172,3.7,8.688,23.156,97.500,-6.9,-1.693,97.500,-2.141,-3.5,1.428,-2.127,-6.980,2.8,-0.739,-6.992,-39.250,-0.4,-8.164,-39.250,-101.125,-0.2,1.530,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8758,2.623,-4.0,-1.816,2.629,4.781,2.6,0.999,4.766,23.172,2.8,8.430,23.172,97.500,-6.3,-1.601,97.500,-2.137,-2.3,1.356,-2.141,-6.984,-0.8,-0.767,-6.980,-39.250,1.3,-8.133,-39.250,-101.125,3.8,1.616,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8778,2.633,0.6,-1.949,2.623,4.773,-0.4,0.909,4.781,23.188,1.4,8.750,23.172,97.438,-9.3,-1.706,97.500,-2.135,-0.2,1.440,-2.137,-6.980,2.3,-0.657,-6.984,-39.281,-1.4,-7.898,-39.250,-101.125,-4.2,1.557,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8798,2.637,1.0,-1.961,2.633,4.781,1.7,1.086,4.773,23.203,5.9,8.719,23.188,97.438,-11.4,-1.708,97.438,-2.135,-0.6,1.339,-2.135,-6.988,-2.2,-0.665,-6.980,-39.281,-4.4,-8.102,-39.281,-101.125,2.0,1.594,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8818,2.639,2.2,-2.033,2.637,4.773,-1.7,1.133,4.781,23.203,5.0,8.781,23.203,97.438,-8.8,-1.731,97.438,-2.135,-0.6,1.396,-2.135,-6.988,-1.4,-0.643,-6.988,-39.250,0.7,-8.195,-39.281,-101.125,8.3,1.576,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8838,2.627,-3.5,-1.990,2.639,4.777,-0.1,1.035,4.773,23.203,4.9,8.586,23.203,97.375,-6.5,-1.614,97.438,-2.131,1.2,1.419,-2.135,-6.980,1.8,-0.774,-6.988,-39.281,-0.6,-8.414,-39.250,-101.125,1.7,1.793,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8859,2.633,-0.8,-1.950,2.627,4.777,-0.2,0.871,4.777,23.203,1.7,8.719,23.203,97.375,-9.6,-1.448,97.375,-2.135,-0.3,1.354,-2.131,-6.980,2.1,-0.812,-6.980,-39.281,-2.5,-7.938,-39.281,-101.125,-2.8,1.621,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8881,2.637,0.6,-2.008,2.633,4.781,1.7,1.116,4.777,23.203,0.9,8.852,23.203,97.375,-8.2,-1.578,97.375,-2.127,2.0,1.256,-2.135,-6.988,-0.6,-0.727,-6.980,-39.250,1.9,-8.336,-39.281,-101.125,0.5,1.736,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8904,2.633,-1.3,-1.960,2.637,4.777,-0.1,1.032,4.781,23.203,-3.8,8.672,23.203,97.312,-12.6,-1.648,97.375,-2.125,2.8,1.337,-2.127,-6.996,-3.0,-0.824,-6.988,-39.281,-1.3,-8.562,-39.250,-101.125,3.0,1.925,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8923,2.643,3.0,-1.939,2.633,4.777,0.3,1.074,4.777,23.203,0.8,8.773,23.203,97.312,-7.7,-1.585,97.312,-2.127,1.9,1.548,-2.125,-6.992,-1.7,-0.910,-6.996,-39.281,0.7,-8.414,-39.281,-101.125,0.2,1.995,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8939,2.637,-0.5,-1.908,2.643,4.766,-4.2,0.890,4.777,23.219,1.7,8.742,23.203,97.312,-9.9,-1.542,97.312,-2.135,-0.2,1.444,-2.127,-6.992,-0.9,-0.697,-6.992,-39.281,-1.7,-8.289,-39.281,-101.125,3.6,1.730,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8958,2.633,-2.2,-2.016,2.637,4.773,-1.6,0.930,4.766,23.203,-1.7,8.953,23.219,97.250,-8.9,-1.629,97.312,-2.135,0.1,1.390,-2.135,-6.988,0.9,-0.666,-6.992,-39.281,-0.5,-8.094,-39.281,-101.125,1.6,1.686,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8978,2.639,0.4,-2.021,2.633,4.781,2.6,1.196,4.773,23.203,-3.7,8.773,23.203,97.250,-8.1,-1.689,97.250,-2.127,1.8,1.233,-2.135,-6.984,2.1,-0.743,-6.988,-39.281,-2.1,-8.117,-39.281,-101.125,-2.8,1.703,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.8998,2.645,3.5,-2.000,2.639,4.773,-0.5,1.001,4.781,23.219,-0.3,8.648,23.203,97.250,-8.2,-1.647,97.250,-2.127,1.3,1.396,-2.127,-6.992,-1.8,-0.977,-6.984,-39.281,-0.3,-8.492,-39.281,-101.125,-1.6,1.849,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9018,2.633,-2.6,-1.790,2.645,4.773,-0.5,0.984,4.773,23.219,5.3,8.945,23.219,97.188,-7.4,-1.656,97.250,-2.135,-1.6,1.413,-2.127,-6.992,-1.5,-0.824,-6.992,-39.281,-1.3,-8.266,-39.281,-101.125,1.4,1.788,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9038,2.633,-2.5,-1.928,2.633,4.773,-0.9,0.956,4.773,23.219,0.2,8.797,23.219,97.188,-8.0,-1.748,97.188,-2.131,0.9,1.442,-2.135,-6.996,-2.3,-0.767,-6.992,-39.281,0.2,-8.398,-39.281,-101.125,-0.0,1.871,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9058,2.652,6.5,-1.982,2.633,4.773,-1.7,0.850,4.773,23.219,-1.9,8.672,23.219,97.188,-10.4,-1.653,97.188,-2.135,-1.1,1.393,-2.131,-6.992,-0.4,-0.870,-6.996,-39.281,-1.8,-8.406,-39.281,-101.125,0.0,1.796,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9078,2.639,-0.1,-2.055,2.652,4.773,-1.0,1.046,4.773,23.219,1.8,8.797,23.219,97.188,-6.2,-1.539,97.188,-2.135,0.1,1.528,-2.135,-6.984,2.5,-0.807,-6.992,-39.281,-1.4,-8.203,-39.281,-101.125,1.4,1.788,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9098,2.643,0.8,-1.938,2.639,4.789,7.1,1.132,4.773,23.219,2.9,8.750,23.219,97.188,-5.3,-1.755,97.188,-2.135,-1.0,1.335,-2.135,-6.996,-1.5,-0.803,-6.984,-39.281,-3.7,-8.242,-39.281,-101.125,-0.5,1.779,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9120,2.633,-3.9,-1.918,2.643,4.781,2.2,1.011,4.789,23.219,3.4,8.883,23.219,97.125,-9.3,-1.802,97.188,-2.135,-1.2,1.407,-2.135,-7.000,-2.9,-0.886,-6.996,-39.281,2.0,-8.336,-39.281,-101.125,-0.1,1.895,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9139,2.633,-3.4,-1.974,2.633,4.777,1.0,0.968,4.781,23.219,-1.4,8.867,23.219,97.125,-0.6,-1.672,97.125,-2.127,0.9,1.334,-2.135,-6.988,1.9,-0.899,-7.000,-39.312,-3.8,-8.305,-39.281,-101.125,2.4,1.881,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9159,2.637,-1.2,-1.764,2.633,4.777,0.5,0.876,4.777,23.219,-1.1,8.781,23.219,97.125,-5.5,-1.818,97.125,-2.131,0.8,1.532,-2.127,-6.992,-0.9,-0.902,-6.988,-39.281,1.2,-8.445,-39.312,-101.125,0.4,1.924,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9188,2.643,2.2,-1.813,2.637,4.773,-0.7,0.947,4.777,23.234,4.0,8.734,23.219,97.125,-1.1,-1.755,97.125,-2.127,3.1,1.460,-2.131,-6.984,2.2,-0.845,-6.992,-39.312,-5.2,-8.430,-39.281,-101.125,-0.7,1.918,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9204,2.639,-0.8,-1.904,2.643,4.773,-1.1,0.945,4.773,23.219,-0.7,8.953,23.234,97.125,-4.1,-1.781,97.125,-2.135,-1.2,1.233,-2.127,-6.996,-2.8,-0.899,-6.984,-39.312,0.5,-8.578,-39.312,-101.125,2.1,1.902,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9218,2.637,-2.8,-2.090,2.639,4.773,-1.6,1.006,4.773,23.234,2.8,9.188,23.219,97.125,-5.6,-1.973,97.125,-2.127,1.9,1.281,-2.135,-7.000,-3.8,-0.749,-6.996,-39.312,-2.8,-8.102,-39.312,-101.125,2.3,1.872,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9238,2.639,-0.7,-1.842,2.637,4.770,-2.3,1.101,4.773,23.219,-1.8,8.180,23.234,97.125,-4.9,-1.484,97.125,-2.137,-3.1,1.455,-2.127,-6.996,-2.4,-1.177,-7.000,-39.312,-1.2,-9.141,-39.312,-101.125,-0.4,2.234,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9258,2.645,2.7,-1.821,2.639,4.777,0.9,0.731,4.770,23.219,-1.7,8.805,23.219,97.125,-3.5,-1.703,97.125,-2.131,0.4,1.546,-2.137,-6.992,0.1,-0.966,-6.996,-39.312,-1.5,-8.297,-39.312,-101.125,-1.1,1.978,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9278,2.637,-1.8,-1.791,2.645,4.773,-0.0,0.975,4.777,23.219,-1.2,8.625,23.219,97.125,-3.6,-1.766,97.125,-2.131,0.2,1.641,-2.131,-6.988,0.9,-1.124,-6.992,-39.312,-0.1,-8.477,-39.312,-101.125,0.5,1.977,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9298,2.639,0.2,-1.731,2.637,4.777,2.3,0.891,4.773,23.219,-2.2,8.648,23.219,97.125,-1.6,-1.810,97.125,-2.131,-0.2,1.371,-2.131,-6.988,1.4,-1.056,-6.988,-39.344,-3.4,-8.562,-39.312,-101.125,2.0,2.037,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9318,2.639,-0.9,-1.945,2.639,4.773,1.4,1.000,4.777,23.219,-0.8,8.508,23.219,97.125,1.7,-1.818,97.125,-2.127,0.7,1.303,-2.131,-6.996,-1.1,-1.051,-6.988,-39.344,-2.4,-8.555,-39.344,-101.125,0.5,2.033,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9338,2.643,0.8,-1.879,2.639,4.766,-3.2,0.763,4.773,23.219,-0.7,8.562,23.219,97.125,1.3,-1.765,97.125,-2.127,0.1,1.400,-2.127,-6.988,2.2,-1.138,-6.996,-39.344,-1.2,-8.555,-39.344,-101.062,1.0,1.981,-101.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9358,2.645,1.8,-1.745,2.643,4.781,4.2,0.667,4.766,23.234,3.3,8.625,23.219,97.125,0.8,-1.768,97.125,-2.127,1.0,1.581,-2.127,-6.988,2.0,-1.142,-6.988,-39.344,-0.5,-8.586,-39.344,-101.062,-0.8,2.035,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9378,2.648,2.7,-1.965,2.645,4.773,1.2,0.779,4.781,23.219,-0.4,8.359,23.234,97.125,0.7,-1.804,97.125,-2.135,-2.0,1.609,-2.127,-6.996,-0.4,-1.146,-6.988,-39.344,-2.9,-8.633,-39.344,-101.062,1.9,2.145,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9399,2.637,-2.1,-1.664,2.648,4.766,-2.0,0.649,4.773,23.234,3.2,8.297,23.219,97.125,-0.5,-1.560,97.125,-2.135,-2.0,1.613,-2.135,-6.992,1.6,-1.242,-6.996,-39.344,0.8,-8.914,-39.344,-101.062,-0.5,2.209,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9420,2.639,-1.0,-1.788,2.637,4.770,-1.7,0.525,4.766,23.219,-0.6,8.398,23.234,97.125,0.4,-1.576,97.125,-2.127,1.0,1.629,-2.135,-6.988,3.3,-1.207,-6.992,-39.344,-1.4,-8.852,-39.344,-101.062,-0.1,2.152,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9442,2.645,2.1,-1.691,2.639,4.766,-2.2,0.638,4.770,23.203,-5.5,8.453,23.219,97.125,2.0,-1.586,97.125,-2.125,1.7,1.498,-2.127,-6.996,0.3,-1.188,-6.988,-39.375,-2.1,-8.703,-39.344,-101.062,-0.2,2.113,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9462,2.648,2.8,-1.784,2.645,4.762,-4.4,0.637,4.766,23.219,-1.7,8.711,23.203,97.125,-2.5,-1.729,97.125,-2.125,1.1,1.558,-2.125,-7.000,-0.8,-1.021,-6.996,-39.375,-3.8,-8.484,-39.375,-101.062,-0.7,1.996,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9478,2.654,4.8,-1.783,2.648,4.770,0.5,0.835,4.762,23.234,2.2,8.234,23.219,97.125,1.9,-1.612,97.125,-2.127,-0.0,1.639,-2.125,-6.992,2.1,-1.237,-7.000,-39.375,-3.2,-8.984,-39.375,-101.062,0.9,2.221,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9498,2.643,-1.3,-1.812,2.654,4.773,2.4,0.719,4.770,23.234,4.0,8.703,23.234,97.125,1.5,-1.827,97.125,-2.135,-3.3,1.389,-2.127,-6.992,2.2,-1.052,-6.992,-39.375,-0.2,-8.344,-39.375,-101.062,1.5,2.023,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9518,2.643,-1.3,-1.759,2.643,4.773,1.7,0.729,4.773,23.219,-2.8,8.344,23.234,97.125,-1.6,-1.619,97.125,-2.131,-1.4,1.477,-2.135,-7.000,-1.4,-1.112,-6.992,-39.375,0.3,-8.836,-39.375,-101.062,-1.3,2.104,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9538,2.643,-0.6,-1.667,2.643,4.766,-1.5,0.644,4.773,23.234,6.6,8.148,23.219,97.125,3.4,-1.447,97.125,-2.121,2.7,1.626,-2.131,-6.996,0.8,-1.284,-7.000,-39.375,-1.8,-9.023,-39.375,-101.062,2.0,2.201,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9558,2.643,-0.8,-1.743,2.643,4.773,0.9,0.513,4.766,23.234,0.8,8.586,23.234,97.125,-1.3,-1.707,97.125,-2.135,-2.8,1.684,-2.121,-7.000,-1.2,-1.193,-6.996,-39.406,-4.6,-8.773,-39.375,-101.062,1.8,2.154,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9578,2.654,5.2,-1.715,2.643,4.766,-4.4,0.656,4.773,23.234,1.2,8.594,23.234,97.125,1.0,-1.632,97.125,-2.125,1.9,1.533,-2.135,-7.004,-3.3,-1.034,-7.000,-39.406,-0.9,-8.789,-39.406,-101.062,3.5,2.150,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9598,2.645,-0.8,-1.973,2.654,4.770,-0.2,0.913,4.766,23.234,1.8,8.461,23.234,97.125,-0.5,-1.743,97.125,-2.127,-0.5,1.388,-2.125,-7.004,-3.4,-1.175,-7.004,-39.406,0.7,-8.672,-39.406,-101.062,-0.3,2.121,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9618,2.639,-5.3,-1.875,2.645,4.781,5.5,0.761,4.770,23.234,0.9,8.523,23.234,97.125,3.6,-1.703,97.125,-2.131,-0.9,1.734,-2.127,-6.992,2.7,-1.180,-7.004,-39.406,1.3,-8.688,-39.406,-101.062,0.8,2.189,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9638,2.637,-4.9,-1.722,2.639,4.777,1.6,0.688,4.781,23.234,-0.2,8.445,23.234,97.125,0.4,-1.695,97.125,-2.135,-1.8,1.512,-2.131,-7.000,-0.3,-1.311,-6.992,-39.406,0.6,-8.742,-39.406,-101.062,1.6,2.299,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9659,2.639,-3.6,-1.939,2.637,4.770,-0.8,0.799,4.777,23.234,0.7,8.539,23.234,97.125,-1.8,-1.655,97.125,-2.131,-0.5,1.537,-2.135,-7.000,-0.5,-1.386,-7.000,-39.406,-2.3,-8.984,-39.406,-101.062,-1.2,2.350,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9681,2.639,-3.2,-1.646,2.639,4.777,2.6,0.686,4.770,23.234,-0.5,8.656,23.234,97.125,1.1,-1.728,97.125,-2.127,0.2,1.461,-2.131,-7.000,-1.6,-1.172,-7.000,-39.406,-4.3,-8.977,-39.406,-101.062,2.1,2.166,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9711,2.648,1.5,-1.820,2.639,4.773,0.1,0.897,4.777,23.234,-1.7,8.477,23.234,97.125,-0.4,-1.680,97.125,-2.125,0.6,1.411,-2.127,-7.000,0.9,-1.265,-7.000,-39.406,2.1,-9.039,-39.406,-101.062,1.0,2.291,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9734,2.645,0.3,-1.837,2.648,4.773,0.1,0.803,4.773,23.234,0.3,8.320,23.234,97.125,-4.7,-1.681,97.125,-2.135,-2.6,1.649,-2.125,-7.004,-1.2,-1.240,-7.000,-39.406,1.2,-8.836,-39.406,-101.062,1.2,2.293,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9752,2.645,-0.6,-1.940,2.645,4.770,-2.7,0.713,4.773,23.234,-0.7,8.320,23.234,97.125,-2.6,-1.742,97.125,-2.135,-1.8,1.591,-2.135,-7.000,1.0,-1.373,-7.004,-39.438,-4.4,-8.984,-39.406,-101.062,2.6,2.244,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9765,2.645,-0.3,-1.830,2.645,4.766,-3.5,0.782,4.770,23.250,2.7,8.539,23.234,97.125,-1.4,-1.828,97.125,-2.127,1.4,1.490,-2.135,-7.008,-3.6,-1.245,-7.000,-39.438,-2.3,-8.883,-39.438,-101.062,1.4,2.301,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9778,2.645,0.1,-1.725,2.645,4.770,-3.0,0.655,4.766,23.250,0.1,8.242,23.250,97.125,0.1,-1.802,97.125,-2.125,2.5,1.484,-2.127,-7.012,-5.4,-1.518,-7.008,-39.438,-2.4,-8.758,-39.438,-101.062,2.0,2.396,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9798,2.637,-2.8,-1.540,2.645,4.781,2.0,0.573,4.770,23.250,-2.0,8.164,23.250,97.125,-2.7,-1.586,97.125,-2.131,-0.8,1.566,-2.125,-7.008,-2.3,-1.435,-7.012,-39.438,-2.8,-9.203,-39.438,-101.062,-1.3,2.486,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9818,2.643,-0.5,-1.779,2.637,4.766,-2.7,0.714,4.781,23.250,1.0,8.914,23.250,97.125,0.1,-1.847,97.125,-2.127,0.3,1.428,-2.131,-7.008,-2.1,-1.260,-7.008,-39.438,-2.2,-8.609,-39.438,-101.062,3.8,2.244,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9838,2.648,2.6,-1.887,2.643,4.766,-2.8,0.884,4.766,23.250,-0.7,8.586,23.250,97.125,-2.2,-2.004,97.125,-2.125,1.7,1.364,-2.127,-7.012,-1.6,-1.171,-7.008,-39.469,-3.6,-8.695,-39.438,-101.062,1.7,2.332,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9858,2.645,0.1,-1.947,2.648,4.777,1.6,0.644,4.766,23.250,0.3,8.555,23.250,97.125,0.2,-1.786,97.125,-2.131,-1.2,1.479,-2.125,-7.004,0.9,-1.385,-7.012,-39.469,-2.4,-8.766,-39.469,-101.000,2.7,2.258,-101.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9878,2.643,-1.4,-1.657,2.645,4.773,0.2,0.629,4.777,23.266,4.6,8.547,23.250,97.125,0.8,-1.741,97.125,-2.137,-4.2,1.503,-2.131,-7.004,1.2,-1.301,-7.004,-39.469,-4.0,-8.961,-39.469,-101.000,2.4,2.252,-101.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9899,2.643,-1.4,-1.894,2.643,4.777,1.1,0.907,4.773,23.266,3.7,8.438,23.266,97.125,-0.5,-1.823,97.125,-2.127,0.3,1.502,-2.137,-7.008,-0.7,-1.423,-7.004,-39.469,-4.0,-8.836,-39.469,-101.000,3.9,2.332,-101.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9921,2.645,-0.1,-1.758,2.643,4.777,0.6,0.557,4.777,23.266,-1.3,8.359,23.266,97.125,-1.1,-1.771,97.125,-2.131,-0.5,1.558,-2.127,-7.008,-0.2,-1.389,-7.008,-39.500,-6.1,-8.984,-39.469,-101.000,5.4,2.406,-101.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9942,2.639,-3.4,-1.677,2.645,4.766,-4.4,0.696,4.777,23.266,0.7,8.555,23.266,97.125,2.2,-1.855,97.125,-2.131,-1.1,1.493,-2.131,-7.012,-0.5,-1.269,-7.008,-39.469,-2.6,-8.984,-39.500,-101.000,4.3,2.312,-101.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.9964,2.645,-0.2,-1.680,2.639,4.770,-1.3,0.772,4.766,23.266,-2.2,8.680,23.266,97.125,0.1,-1.833,97.125,-2.131,-1.6,1.418,-2.131,-7.004,2.3,-1.283,-7.012,-39.500,-2.1,-9.000,-39.469,-101.000,3.0,2.314,-101.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
