t,q0,dq0,tau0,cmd0,q1,dq1,tau1,cmd1,q2,dq2,tau2,cmd2,q3,dq3,tau3,cmd3,q4,dq4,tau4,cmd4,q5,dq5,tau5,cmd5,q6,dq6,tau6,cmd6,q7,dq7,tau7,cmd7,q8,dq8,tau8,cmd8,q9,dq9,tau9,cmd9
0.0000,1.531,-0.3,-3.848,-0.630,4.691,6.0,-0.562,4.012,26.844,0.5,8.336,32.739,98.312,0.9,-0.498,97.398,-1.387,-1.1,4.121,1.060,-7.043,-0.0,0.600,-6.332,-43.031,-3.5,-7.535,-48.469,-102.062,-2.8,1.002,-100.068,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0498,1.528,-1.2,-3.594,1.531,4.672,-3.2,-0.567,4.691,26.828,-0.6,8.297,26.844,98.375,2.1,-0.485,98.312,-1.381,2.1,4.000,-1.387,-7.039,-0.0,0.557,-7.043,-43.031,-2.4,-7.617,-43.031,-102.000,-1.0,1.076,-102.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0518,1.541,3.3,-3.924,1.528,4.676,-1.6,-0.593,4.672,26.844,1.0,8.219,26.828,98.375,2.2,-0.524,98.375,-1.381,2.9,4.129,-1.381,-7.043,-1.4,0.677,-7.039,-43.031,-3.2,-7.617,-43.031,-102.062,-1.8,1.045,-102.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0538,1.528,-1.9,-3.643,1.541,4.684,1.7,-0.604,4.676,26.844,1.6,8.227,26.844,98.312,-0.6,-0.540,98.375,-1.384,1.6,4.457,-1.381,-7.047,-3.5,0.676,-7.043,-43.031,-1.1,-7.559,-43.031,-102.062,-3.4,1.040,-102.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0558,1.534,1.1,-3.617,1.528,4.676,-1.1,-0.587,4.684,26.828,-2.5,8.133,26.844,98.375,3.6,-0.513,98.312,-1.384,1.5,4.219,-1.384,-7.043,-0.9,0.604,-7.047,-43.031,-0.1,-7.574,-43.031,-102.000,2.7,0.988,-102.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0578,1.528,-2.0,-2.740,1.534,4.680,-0.7,-0.267,4.676,26.812,-6.4,1.052,26.828,98.312,1.2,-0.114,98.375,-1.387,-0.2,0.772,-1.384,-7.035,2.7,0.178,-7.043,-43.031,5.7,-0.750,-43.031,-102.062,-2.0,0.151,-102.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0598,1.550,7.0,-0.670,1.528,4.680,-1.1,-0.082,4.680,26.766,-21.7,1.430,26.812,98.312,0.0,-0.104,98.312,-1.412,-7.9,1.020,-1.387,-7.047,-2.0,0.016,-7.035,-43.000,15.0,-1.108,-43.031,-102.062,-2.1,0.166,-102.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0618,1.575,12.6,-1.031,1.550,4.695,6.2,-0.028,4.680,26.672,-35.4,2.330,26.766,98.312,-0.8,-0.101,98.312,-1.440,-11.0,1.529,-1.412,-7.047,-0.2,0.147,-7.047,-42.906,27.6,-1.986,-43.000,-102.062,-7.4,0.177,-102.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0638,1.610,16.2,-1.720,1.575,4.691,2.8,-0.043,4.695,26.578,-45.6,3.271,26.672,98.375,2.2,-0.120,98.312,-1.500,-21.9,2.246,-1.440,-7.055,-3.4,0.125,-7.047,-42.844,37.2,-2.748,-42.906,-102.062,-6.7,0.274,-102.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0658,1.650,18.7,-2.113,1.610,4.699,4.4,-0.234,4.691,26.469,-49.8,3.752,26.578,98.375,-1.5,-0.128,98.375,-1.554,-26.2,2.598,-1.500,-7.062,-5.6,0.183,-7.055,-42.719,42.4,-3.338,-42.844,-102.062,-6.1,0.370,-102.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0678,1.688,18.2,-2.168,1.650,4.711,5.5,-0.228,4.699,26.344,-57.5,4.113,26.469,98.375,0.9,-0.106,98.375,-1.601,-26.1,2.873,-1.554,-7.078,-8.7,0.168,-7.062,-42.625,52.5,-3.791,-42.719,-102.125,-10.9,0.332,-102.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0704,1.710,19.3,-2.324,1.688,4.715,4.8,-0.283,4.711,26.266,-62.9,4.375,26.344,98.375,1.2,-0.124,98.375,-1.619,-22.8,3.131,-1.601,-7.062,0.8,0.255,-7.078,-42.562,52.0,-3.963,-42.625,-102.125,-6.4,0.362,-102.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0727,1.782,18.7,-2.186,1.710,4.727,4.4,-0.189,4.715,26.047,-56.0,4.430,26.266,98.375,2.1,-0.148,98.375,-1.714,-20.9,3.104,-1.619,-7.074,0.3,0.248,-7.062,-42.344,51.2,-3.982,-42.562,-102.188,-11.9,0.452,-102.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0749,1.805,12.3,-2.354,1.782,4.727,3.1,-0.083,4.727,25.938,-55.7,4.520,26.047,98.375,2.9,-0.095,98.375,-1.754,-19.1,2.863,-1.714,-7.086,-3.5,0.202,-7.074,-42.250,50.4,-4.105,-42.344,-102.188,-7.7,0.430,-102.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0768,1.836,12.2,-2.414,1.805,4.719,-1.8,-0.182,4.727,25.844,-51.8,4.344,25.938,98.375,-0.2,-0.135,98.375,-1.798,-20.1,2.744,-1.754,-7.078,1.1,0.166,-7.086,-42.156,47.8,-4.137,-42.250,-102.188,-6.8,0.438,-102.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0782,1.854,13.9,-2.215,1.836,4.734,4.6,-0.142,4.719,25.812,-44.7,4.375,25.844,98.375,3.9,-0.050,98.375,-1.817,-19.5,2.768,-1.798,-7.078,3.2,0.114,-7.078,-42.094,45.3,-3.979,-42.156,-102.188,-11.1,0.460,-102.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0798,1.896,17.8,-2.410,1.854,4.719,-2.5,-0.024,4.734,25.750,-36.3,4.020,25.812,98.375,2.4,-0.069,98.375,-1.849,-16.1,2.740,-1.817,-7.086,-1.7,0.016,-7.078,-42.031,42.9,-4.055,-42.094,-102.250,-8.9,0.511,-102.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0818,1.921,12.6,-2.590,1.896,4.719,-2.0,0.042,4.719,25.656,-39.9,3.926,25.750,98.375,2.1,-0.039,98.375,-1.890,-19.6,2.463,-1.849,-7.094,-4.0,0.037,-7.086,-41.938,42.0,-3.953,-42.031,-102.250,-12.1,0.441,-102.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0838,1.961,18.3,-2.307,1.921,4.723,0.6,0.024,4.719,25.578,-38.6,3.814,25.656,98.375,0.4,-0.034,98.375,-1.914,-16.8,2.482,-1.890,-7.078,4.0,0.102,-7.094,-41.875,37.7,-3.779,-41.938,-102.250,-9.9,0.456,-102.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0858,1.986,15.1,-2.393,1.961,4.719,0.2,0.102,4.723,25.531,-34.1,3.814,25.578,98.375,-3.2,-0.039,98.375,-1.945,-17.0,2.480,-1.914,-7.078,2.3,-0.085,-7.078,-41.812,32.5,-3.793,-41.875,-102.312,-7.0,0.437,-102.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0878,2.008,12.4,-2.184,1.986,4.727,3.6,0.012,4.719,25.484,-23.7,3.742,25.531,98.375,1.1,0.016,98.375,-1.968,-14.1,2.381,-1.945,-7.078,-0.3,-0.084,-7.078,-41.750,32.0,-3.967,-41.812,-102.312,-7.3,0.336,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0898,2.027,10.0,-2.047,2.008,4.715,-2.0,-0.116,4.727,25.422,-28.9,3.744,25.484,98.375,-2.2,0.023,98.375,-1.983,-10.3,2.211,-1.968,-7.078,0.3,-0.093,-7.078,-41.656,36.8,-4.121,-41.750,-102.312,-6.6,0.345,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0918,2.043,8.5,-1.745,2.027,4.727,2.7,-0.017,4.715,25.359,-31.6,3.551,25.422,98.375,2.0,0.025,98.375,-2.016,-14.5,2.189,-1.983,-7.074,2.8,0.074,-7.078,-41.594,37.9,-4.152,-41.656,-102.312,-2.3,0.307,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0939,2.059,6.4,-1.902,2.043,4.730,2.6,-0.134,4.727,25.312,-26.5,3.721,25.359,98.375,-4.0,-0.037,98.375,-2.023,-10.2,2.111,-2.016,-7.070,3.6,0.027,-7.074,-41.531,34.1,-4.340,-41.594,-102.312,-2.7,0.192,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0958,2.084,9.3,-1.907,2.059,4.723,-0.6,-0.046,4.730,25.266,-24.1,3.992,25.312,98.375,-1.5,0.039,98.375,-2.033,-7.2,1.870,-2.023,-7.078,-1.7,0.007,-7.070,-41.438,39.5,-4.684,-41.531,-102.312,-2.9,0.171,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0978,2.104,8.8,-1.981,2.084,4.719,-2.4,-0.043,4.723,25.203,-28.1,4.320,25.266,98.375,-2.9,0.027,98.375,-2.047,-7.1,1.854,-2.033,-7.074,1.8,0.026,-7.078,-41.344,44.2,-4.828,-41.438,-102.312,0.1,0.178,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0998,2.121,9.2,-1.996,2.104,4.723,-0.7,-0.088,4.719,25.125,-33.3,4.527,25.203,98.375,-2.1,-0.069,98.375,-2.059,-6.6,1.816,-2.047,-7.070,3.8,0.031,-7.074,-41.281,43.6,-5.258,-41.344,-102.312,-2.1,0.166,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1018,2.150,12.8,-2.240,2.121,4.719,-2.0,0.018,4.723,25.047,-38.2,4.840,25.125,98.375,-2.5,-0.054,98.375,-2.062,-3.2,1.682,-2.059,-7.070,4.2,0.018,-7.070,-41.188,46.6,-5.398,-41.281,-102.312,-0.0,0.168,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1038,2.172,12.8,-2.125,2.150,4.723,0.1,0.083,4.719,24.969,-39.5,5.055,25.047,98.375,0.0,-0.055,98.375,-2.074,-4.6,1.806,-2.062,-7.078,0.7,-0.153,-7.070,-41.094,49.1,-5.516,-41.188,-102.312,4.6,0.164,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1058,2.188,9.9,-2.309,2.172,4.727,1.6,-0.047,4.723,24.875,-44.5,5.293,24.969,98.375,4.1,-0.121,98.375,-2.080,-4.5,1.585,-2.074,-7.066,3.6,-0.209,-7.078,-41.000,47.6,-5.781,-41.094,-102.312,5.9,0.095,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1078,2.203,7.7,-2.238,2.188,4.715,-4.2,-0.068,4.727,24.781,-49.1,5.660,24.875,98.375,-1.9,-0.027,98.375,-2.086,-4.5,1.518,-2.080,-7.062,1.5,-0.357,-7.066,-40.875,50.6,-6.141,-41.000,-102.312,3.0,0.161,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1098,2.230,12.5,-2.125,2.203,4.727,1.8,-0.007,4.715,24.688,-47.4,6.020,24.781,98.375,-1.7,-0.039,98.375,-2.080,0.9,1.540,-2.086,-7.039,7.5,-0.542,-7.062,-40.781,50.2,-6.277,-40.875,-102.312,6.6,0.068,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1118,2.230,6.2,-1.890,2.230,4.715,-3.3,0.084,4.727,24.594,-48.3,6.137,24.688,98.375,1.1,-0.031,98.375,-2.080,2.1,1.324,-2.080,-7.027,6.9,-0.573,-7.039,-40.688,54.6,-6.336,-40.781,-102.312,3.3,0.124,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1138,2.244,5.5,-1.956,2.230,4.723,2.1,0.076,4.715,24.484,-52.0,6.309,24.594,98.375,0.8,-0.013,98.375,-2.080,3.1,1.302,-2.080,-7.004,8.7,-0.607,-7.027,-40.594,49.4,-6.547,-40.688,-102.312,1.1,0.136,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1158,2.256,5.3,-1.928,2.244,4.715,-0.5,0.129,4.723,24.391,-53.5,6.516,24.484,98.312,-2.9,-0.009,98.375,-2.100,-4.8,1.329,-2.080,-6.996,6.1,-0.521,-7.004,-40.469,50.6,-6.824,-40.594,-102.312,1.8,0.105,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1178,2.271,7.6,-1.886,2.256,4.707,-4.1,0.095,4.715,24.297,-50.3,6.645,24.391,98.375,1.7,-0.034,98.312,-2.094,-0.3,1.356,-2.100,-6.980,6.6,-0.542,-6.996,-40.375,49.1,-6.695,-40.469,-102.312,-6.0,0.142,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1200,2.281,6.1,-1.982,2.271,4.715,0.5,0.065,4.707,24.188,-55.0,6.746,24.297,98.375,1.2,-0.037,98.375,-2.096,-0.7,1.412,-2.094,-6.973,4.4,-0.417,-6.980,-40.281,45.6,-6.844,-40.375,-102.312,0.6,0.158,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1221,2.291,4.9,-2.066,2.281,4.703,-2.1,0.216,4.715,24.094,-48.9,6.680,24.188,98.312,-3.2,0.003,98.375,-2.096,-0.9,1.173,-2.096,-6.965,2.8,-0.352,-6.973,-40.188,47.0,-6.754,-40.281,-102.312,-0.0,0.196,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1241,2.312,9.6,-2.102,2.291,4.695,-5.0,0.166,4.703,24.016,-46.1,6.691,24.094,98.312,-1.6,-0.003,98.312,-2.096,-0.7,1.273,-2.096,-6.965,2.5,-0.188,-6.965,-40.094,45.1,-6.777,-40.188,-102.312,1.9,0.217,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1262,2.322,8.3,-2.084,2.312,4.699,0.6,0.139,4.695,23.922,-41.1,6.855,24.016,98.312,-3.6,0.033,98.312,-2.094,0.9,1.207,-2.096,-6.965,1.4,-0.174,-6.965,-40.031,40.6,-6.691,-40.094,-102.312,1.6,0.182,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1278,2.338,10.4,-2.039,2.322,4.699,0.8,0.081,4.699,23.844,-42.1,6.824,23.922,98.312,-0.4,-0.082,98.312,-2.100,-1.2,1.319,-2.094,-6.965,-0.6,-0.157,-6.965,-39.969,38.4,-6.492,-40.031,-102.312,-2.7,0.199,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1298,2.342,6.0,-2.164,2.338,4.684,-3.3,0.033,4.699,23.766,-37.6,6.746,23.844,98.312,-2.6,-0.026,98.312,-2.100,-1.3,1.248,-2.100,-6.961,1.6,-0.184,-6.965,-39.906,31.6,-6.258,-39.969,-102.312,0.7,0.146,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1318,2.357,7.3,-2.137,2.342,4.691,1.7,0.167,4.684,23.688,-42.7,6.770,23.766,98.312,2.3,-0.083,98.312,-2.105,-3.6,1.312,-2.100,-6.957,1.9,-0.250,-6.961,-39.844,28.6,-6.355,-39.906,-102.312,0.2,0.239,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1338,2.373,7.2,-2.309,2.357,4.684,-2.4,0.086,4.691,23.609,-39.3,6.773,23.688,98.312,1.6,-0.058,98.312,-2.094,2.6,1.279,-2.105,-6.945,5.2,-0.314,-6.957,-39.781,31.6,-6.305,-39.844,-102.312,-1.4,0.175,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1358,2.385,7.0,-2.146,2.373,4.688,1.6,0.065,4.684,23.547,-34.2,6.758,23.609,98.312,-1.0,-0.082,98.312,-2.105,-2.6,1.427,-2.094,-6.949,0.2,-0.310,-6.945,-39.750,25.0,-6.355,-39.781,-102.312,-2.1,0.113,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1378,2.395,5.7,-2.068,2.385,4.684,-0.1,0.060,4.688,23.484,-34.0,6.707,23.547,98.312,-0.8,-0.071,98.312,-2.096,2.1,1.292,-2.105,-6.938,3.1,-0.364,-6.949,-39.688,24.8,-6.258,-39.750,-102.312,-0.6,0.180,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1398,2.406,5.9,-2.082,2.395,4.684,-1.8,-0.029,4.684,23.438,-29.7,6.668,23.484,98.312,-2.1,-0.032,98.312,-2.104,-1.1,1.251,-2.096,-6.930,3.5,-0.465,-6.938,-39.625,25.2,-6.344,-39.688,-102.312,-2.6,0.192,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1418,2.422,8.9,-1.976,2.406,4.680,-1.5,0.123,4.684,23.391,-23.8,6.734,23.438,98.312,0.9,-0.070,98.312,-2.100,1.3,1.287,-2.104,-6.926,1.6,-0.425,-6.930,-39.594,25.9,-6.430,-39.625,-102.312,4.2,0.172,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1438,2.426,4.6,-2.123,2.422,4.676,-3.0,0.019,4.680,23.328,-25.3,6.578,23.391,98.312,1.0,-0.037,98.312,-2.111,-2.5,1.457,-2.100,-6.910,5.1,-0.445,-6.926,-39.531,21.2,-6.352,-39.594,-102.312,-2.1,0.190,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1458,2.436,5.7,-2.012,2.426,4.684,0.4,0.043,4.676,23.281,-26.3,6.605,23.328,98.312,0.9,-0.039,98.312,-2.105,1.7,1.457,-2.111,-6.914,0.4,-0.427,-6.910,-39.500,21.7,-6.250,-39.531,-102.312,0.6,0.179,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1478,2.430,-0.9,-1.931,2.436,4.676,-2.6,0.014,4.684,23.234,-22.5,6.551,23.281,98.312,3.0,-0.051,98.312,-2.111,-1.6,1.341,-2.105,-6.902,3.1,-0.285,-6.914,-39.469,18.1,-6.277,-39.500,-102.312,1.3,0.167,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1502,2.438,0.6,-1.958,2.430,4.680,-0.2,0.081,4.676,23.188,-23.6,6.504,23.234,98.312,-0.5,-0.103,98.312,-2.109,0.7,1.412,-2.111,-6.902,2.9,-0.198,-6.902,-39.406,19.4,-6.297,-39.469,-102.312,-2.2,0.197,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1529,2.447,2.5,-1.825,2.438,4.676,-1.6,0.031,4.680,23.141,-19.8,6.324,23.188,98.312,-0.5,-0.072,98.312,-2.119,-1.5,1.502,-2.109,-6.898,2.3,-0.218,-6.902,-39.344,21.8,-6.316,-39.406,-102.312,-0.0,0.225,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1550,2.445,-1.4,-1.857,2.447,4.680,-0.4,-0.052,4.676,23.094,-18.0,6.379,23.141,98.312,3.1,-0.067,98.312,-2.125,-3.3,1.438,-2.119,-6.898,2.2,-0.169,-6.898,-39.312,18.3,-6.480,-39.344,-102.312,1.0,0.202,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1569,2.453,2.2,-1.681,2.445,4.676,-1.7,-0.044,4.680,23.078,-12.9,6.227,23.094,98.312,1.3,-0.058,98.312,-2.121,-1.0,1.378,-2.125,-6.902,-0.0,-0.200,-6.898,-39.312,15.7,-6.328,-39.312,-102.312,0.4,0.256,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1581,2.451,0.2,-1.672,2.453,4.676,-1.6,0.032,4.676,23.062,-10.6,6.266,23.078,98.312,1.2,-0.062,98.312,-2.111,4.5,1.484,-2.121,-6.902,-1.3,-0.165,-6.902,-39.281,18.9,-6.340,-39.312,-102.312,-1.4,0.233,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1598,2.453,1.0,-1.667,2.451,4.676,-2.4,0.031,4.676,23.031,-18.2,6.285,23.062,98.312,2.8,-0.097,98.312,-2.127,-2.6,1.369,-2.111,-6.906,-1.7,-0.096,-6.902,-39.250,15.9,-6.426,-39.281,-102.312,1.8,0.205,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1618,2.463,4.4,-1.771,2.453,4.688,3.7,0.004,4.676,23.016,-12.9,6.070,23.031,98.312,1.3,-0.091,98.312,-2.125,0.2,1.436,-2.127,-6.902,0.8,-0.036,-6.906,-39.219,13.9,-6.293,-39.250,-102.312,2.5,0.251,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1638,2.461,1.1,-1.730,2.463,4.680,-1.0,0.028,4.688,23.000,-9.9,6.121,23.016,98.312,-3.0,-0.075,98.312,-2.135,-2.8,1.478,-2.125,-6.902,1.5,-0.213,-6.902,-39.219,9.5,-6.242,-39.219,-102.312,-1.4,0.212,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1658,2.467,2.4,-1.870,2.461,4.680,-1.6,-0.056,4.680,22.984,-8.1,6.141,23.000,98.312,-0.4,-0.102,98.312,-2.135,-1.9,1.396,-2.135,-6.902,0.9,-0.188,-6.902,-39.188,10.7,-6.344,-39.219,-102.312,1.8,0.188,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1678,2.467,-0.3,-1.782,2.467,4.684,-0.2,0.060,4.680,22.953,-10.6,5.980,22.984,98.312,0.9,-0.068,98.312,-2.135,-1.6,1.254,-2.135,-6.906,0.1,-0.083,-6.902,-39.156,13.8,-6.238,-39.188,-102.312,-0.6,0.180,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1698,2.479,3.8,-1.942,2.467,4.684,-1.0,-0.013,4.684,22.953,-10.0,5.891,22.953,98.312,-0.1,-0.142,98.312,-2.143,-4.7,1.442,-2.135,-6.910,-0.9,-0.167,-6.906,-39.125,9.8,-6.316,-39.156,-102.312,2.3,0.180,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1718,2.482,2.7,-2.008,2.479,4.684,-1.1,0.065,4.684,22.938,-4.9,5.945,22.953,98.312,0.2,-0.105,98.312,-2.137,-1.3,1.421,-2.143,-6.914,-1.5,-0.130,-6.910,-39.094,15.2,-6.223,-39.125,-102.312,-2.0,0.210,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1738,2.488,3.6,-1.940,2.482,4.703,8.0,-0.010,4.684,22.938,-4.0,5.988,22.938,98.312,1.6,-0.051,98.312,-2.137,-1.2,1.384,-2.137,-6.906,1.5,-0.198,-6.914,-39.094,8.8,-6.293,-39.094,-102.312,0.6,0.201,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1761,2.488,1.2,-1.966,2.488,4.691,2.1,0.072,4.703,22.922,-2.2,6.000,22.938,98.312,-1.6,-0.131,98.312,-2.135,1.2,1.413,-2.137,-6.914,-0.8,-0.151,-6.906,-39.062,7.7,-6.266,-39.094,-102.312,-0.6,0.197,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1783,2.494,1.2,-2.064,2.488,4.688,-1.8,-0.156,4.691,22.922,-3.7,5.914,22.922,98.312,-2.9,-0.113,98.312,-2.137,-0.4,1.282,-2.135,-6.914,-0.2,-0.110,-6.914,-39.031,12.9,-6.164,-39.062,-102.312,1.9,0.224,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1804,2.508,3.0,-2.012,2.494,4.699,2.0,-0.030,4.688,22.906,-4.6,5.844,22.922,98.312,0.9,-0.104,98.312,-2.137,-0.8,1.378,-2.137,-6.918,-0.7,-0.185,-6.914,-39.031,7.4,-6.203,-39.031,-102.312,3.5,0.223,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1822,2.514,3.9,-2.146,2.508,4.695,0.6,0.053,4.699,22.906,-3.8,5.988,22.906,98.312,5.2,-0.083,98.312,-2.143,-3.6,1.355,-2.137,-6.922,-2.7,-0.010,-6.918,-39.031,6.7,-6.230,-39.031,-102.312,0.4,0.179,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1838,2.518,2.5,-2.096,2.514,4.695,0.5,-0.042,4.695,22.891,-6.2,5.824,22.906,98.312,-1.2,-0.103,98.312,-2.131,2.8,1.318,-2.143,-6.918,0.4,-0.154,-6.922,-39.000,6.6,-6.305,-39.031,-102.312,2.7,0.176,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1858,2.529,4.9,-2.172,2.518,4.688,-2.5,0.034,4.695,22.875,-7.2,5.898,22.891,98.312,0.8,-0.115,98.312,-2.135,1.7,1.420,-2.131,-6.906,5.3,-0.153,-6.918,-39.000,5.2,-6.145,-39.000,-102.312,1.9,0.215,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1878,2.539,6.2,-2.119,2.529,4.699,1.5,0.004,4.688,22.875,-1.8,5.941,22.875,98.312,-0.5,-0.124,98.312,-2.135,0.7,1.156,-2.135,-6.922,-1.9,-0.139,-6.906,-38.969,5.3,-6.105,-39.000,-102.312,0.4,0.236,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1898,2.541,4.5,-2.049,2.539,4.695,-0.7,-0.040,4.699,22.875,-4.1,6.039,22.875,98.312,0.8,-0.137,98.312,-2.137,-0.5,1.329,-2.135,-6.922,-1.2,-0.075,-6.922,-38.969,1.6,-6.043,-38.969,-102.312,-2.6,0.266,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1918,2.551,5.9,-2.055,2.541,4.699,-0.0,-0.006,4.695,22.859,-2.4,6.000,22.875,98.312,-2.9,-0.143,98.312,-2.135,1.1,1.394,-2.137,-6.918,1.0,-0.093,-6.922,-38.969,4.1,-6.102,-38.969,-102.312,0.2,0.264,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1938,2.545,-0.5,-2.168,2.551,4.695,-2.5,-0.210,4.699,22.859,-4.6,5.883,22.859,98.312,0.6,-0.118,98.312,-2.137,-0.1,1.447,-2.135,-6.918,1.0,-0.114,-6.918,-38.969,2.2,-5.996,-38.969,-102.312,-2.5,0.243,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1958,2.561,4.1,-2.121,2.545,4.699,-0.8,0.079,4.695,22.859,-3.6,5.781,22.859,98.312,1.9,-0.110,98.312,-2.135,1.5,1.392,-2.137,-6.926,-1.1,-0.046,-6.918,-38.969,-6.4,-6.070,-38.969,-102.312,-1.2,0.278,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1978,2.564,1.8,-2.277,2.561,4.703,1.4,0.051,4.699,22.859,0.0,5.879,22.859,98.312,2.1,-0.104,98.312,-2.135,0.5,1.252,-2.135,-6.926,-1.0,-0.115,-6.926,-38.969,-0.4,-6.016,-38.969,-102.312,-0.9,0.268,-102.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
