t,q0,dq0,tau0,cur0,cmd0,q1,dq1,tau1,cur1,cmd1,q2,dq2,tau2,cur2,cmd2,q3,dq3,tau3,cur3,cmd3,q4,dq4,tau4,cur4,cmd4,q5,dq5,tau5,cur5,cmd5,q6,dq6,tau6,cur6,cmd6,q7,dq7,tau7,cur7,cmd7,q8,dq8,tau8,cur8,cmd8,q9,dq9,tau9,cur9,cmd9
3068.3282,1.823,46.7,0.209,0.209,-0.630,1.409,27.5,6.492,6.492,4.012,25.859,3.5,11.133,11.133,32.739,94.062,43.9,-0.391,-0.391,97.398,2.080,-35.3,-4.984,-4.984,1.060,-12.383,9.8,-0.960,-0.960,-6.332,-51.750,33.3,-5.141,-5.141,-48.469,-106.062,-68.8,2.010,2.010,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3302,1.952,56.0,-2.613,-2.613,-0.630,1.513,43.3,6.723,6.723,4.012,25.922,21.5,11.047,11.047,32.739,94.188,47.6,-0.603,-0.603,97.398,1.917,-65.1,-1.235,-1.235,1.060,-12.305,28.6,-0.170,-0.170,-6.332,-51.688,44.2,-4.090,-4.090,-48.469,-106.250,-81.4,2.922,2.922,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3322,2.053,50.8,-6.453,-6.453,-0.630,1.629,52.6,6.531,6.531,4.012,26.000,31.9,11.219,11.219,32.739,94.250,43.8,-1.717,-1.717,97.398,1.735,-81.3,3.471,3.471,1.060,-12.227,36.7,-0.220,-0.220,-6.332,-51.531,57.8,-3.611,-3.611,-48.469,-106.375,-84.8,3.258,3.258,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3342,2.119,37.7,-6.641,-6.641,-0.630,1.732,51.9,6.480,6.480,4.012,26.094,43.2,11.352,11.352,32.739,94.312,37.2,-9.258,-9.258,97.398,1.575,-78.8,8.914,8.914,1.060,-12.133,44.0,0.559,0.559,-6.332,-51.375,68.4,-2.340,-2.340,-48.469,-106.562,-85.2,5.406,5.406,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3362,2.119,12.4,-13.055,-13.055,-0.630,1.813,45.5,4.965,4.965,4.012,26.219,50.0,11.195,11.195,32.739,94.312,13.1,-10.656,-10.656,97.398,1.462,-63.5,13.570,13.570,1.060,-12.062,39.0,0.967,0.967,-6.332,-51.219,82.0,-2.170,-2.170,-48.469,-106.750,-80.8,5.414,5.414,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3382,2.016,-30.5,-12.914,-12.914,-0.630,1.849,28.1,5.133,5.133,4.012,26.328,57.5,10.539,10.539,32.739,94.250,-14.1,-10.969,-10.969,97.398,1.438,-32.5,13.242,13.242,1.060,-11.969,42.0,0.677,0.677,-6.332,-51.000,91.8,-2.133,-2.133,-48.469,-106.875,-71.2,5.508,5.508,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3402,1.839,-69.9,-9.859,-9.859,-0.630,1.836,5.2,4.809,4.809,4.012,26.453,59.0,10.305,10.305,32.739,94.125,-50.2,-10.484,-10.484,97.398,1.506,8.9,10.414,10.414,1.060,-11.891,41.8,0.186,0.186,-6.332,-50.812,93.4,-2.104,-2.104,-48.469,-107.000,-61.5,5.320,5.320,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3422,1.622,-94.8,-6.754,-6.754,-0.630,1.802,-9.9,4.980,4.980,4.012,26.578,58.6,10.258,10.258,32.739,93.938,-83.2,-10.422,-10.422,97.398,1.626,41.7,7.590,7.590,1.060,-11.812,37.2,-0.029,-0.029,-6.332,-50.625,97.1,-2.143,-2.143,-48.469,-107.062,-50.8,5.152,5.152,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3444,1.381,-110.1,-4.266,-4.266,-0.630,1.785,-9.3,4.930,4.930,4.012,26.688,60.2,10.852,10.852,32.739,93.688,-109.7,-10.445,-10.445,97.398,1.761,56.0,4.125,4.125,1.060,-11.734,38.2,0.133,0.133,-6.332,-50.438,100.8,-2.541,-2.541,-48.469,-107.125,-42.2,4.750,4.750,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3469,1.183,-101.7,-2.965,-2.965,-0.630,1.754,-13.1,5.855,5.855,4.012,26.797,58.1,11.477,11.477,32.739,93.375,-139.5,-9.656,-9.656,97.398,1.908,66.8,2.066,2.066,1.060,-11.664,38.2,0.150,0.150,-6.332,-50.250,90.8,-2.871,-2.871,-48.469,-107.188,-32.7,4.387,4.387,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3489,1.039,-81.9,-2.229,-2.229,-0.630,1.764,-3.2,6.820,6.820,4.012,26.922,58.4,12.586,12.586,32.739,93.000,-162.0,-9.281,-9.281,97.398,2.016,58.5,-0.364,-0.364,1.060,-11.609,30.9,-0.038,-0.038,-6.332,-50.094,81.2,-2.488,-2.488,-48.469,-107.250,-23.4,3.961,3.961,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3507,0.951,-57.1,-1.194,-1.194,-0.630,1.798,9.9,8.844,8.844,4.012,27.062,66.0,12.727,12.727,32.739,92.625,-181.0,-8.523,-8.523,97.398,2.074,38.4,-1.885,-1.885,1.060,-11.562,26.5,0.277,0.277,-6.332,-49.938,75.6,-2.400,-2.400,-48.469,-107.250,-13.0,3.672,3.672,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3522,0.913,-31.4,8.211,8.211,-0.630,1.857,23.3,7.270,7.270,4.012,27.172,59.4,2.455,2.455,32.739,92.188,-198.1,1.353,1.353,97.398,2.109,22.5,-10.328,-10.328,1.060,-11.547,15.4,-3.564,-3.564,-6.332,-49.844,60.7,-12.664,-12.664,-48.469,-107.188,7.2,12.930,12.930,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3542,0.957,4.8,5.004,5.004,-0.630,1.908,23.9,2.930,2.930,4.012,27.234,39.2,0.771,0.771,32.739,91.875,-183.1,5.383,5.383,97.398,2.053,-9.9,-0.980,-0.980,1.060,-11.570,-1.5,-4.000,-4.000,-6.332,-49.812,33.8,-14.734,-14.734,-48.469,-107.125,38.9,15.031,15.031,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3562,1.052,31.5,5.805,5.805,-0.630,1.896,3.0,1.467,1.467,4.012,27.219,10.0,4.738,4.738,32.739,91.562,-158.8,2.520,2.520,97.398,1.965,-31.5,-4.363,-4.363,1.060,-11.625,-16.7,-0.706,-0.706,-6.332,-49.844,-5.3,-11.344,-11.344,-48.469,-106.938,73.6,11.258,11.258,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3582,1.199,58.8,2.914,2.914,-0.630,1.846,-15.9,4.078,4.078,4.012,27.172,-11.0,7.883,7.883,32.739,91.312,-130.9,1.161,1.161,97.398,1.833,-53.5,-1.411,-1.411,1.060,-11.680,-23.2,0.140,0.140,-6.332,-49.969,-31.1,-10.305,-10.305,-48.469,-106.688,105.2,9.883,9.883,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3602,1.347,67.5,0.576,0.576,-0.630,1.779,-25.3,5.816,5.816,4.012,27.109,-23.8,11.750,11.750,32.739,91.125,-104.8,0.098,0.098,97.398,1.663,-74.1,1.277,1.277,1.060,-11.711,-17.5,-0.808,-0.808,-6.332,-50.094,-58.2,-11.297,-11.297,-48.469,-106.375,128.8,8.328,8.328,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3622,1.513,79.2,-1.434,-1.434,-0.630,1.714,-27.5,7.957,7.957,4.012,27.047,-28.8,15.398,15.398,32.739,91.000,-90.3,-2.551,-2.551,97.398,1.513,-75.2,3.447,3.447,1.060,-11.758,-21.1,-0.910,-0.910,-6.332,-50.281,-75.6,-9.078,-9.078,-48.469,-106.125,143.1,5.539,5.539,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3642,1.650,71.3,-4.125,-4.125,-0.630,1.673,-21.3,9.102,9.102,4.012,27.000,-24.1,17.516,17.516,32.739,90.875,-72.2,-4.504,-4.504,97.398,1.358,-76.7,4.812,4.812,1.060,-11.789,-17.0,-0.762,-0.762,-6.332,-50.469,-86.0,-6.594,-6.594,-48.469,-105.812,155.6,3.006,3.006,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3662,1.764,62.2,-5.449,-5.449,-0.630,1.657,-11.5,8.320,8.320,4.012,27.016,-3.2,15.219,15.219,32.739,90.750,-57.7,-2.500,-2.500,97.398,1.243,-64.8,6.012,6.012,1.060,-11.828,-19.8,-1.958,-1.958,-6.332,-50.656,-91.9,-8.219,-8.219,-48.469,-105.500,152.4,4.625,4.625,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3682,1.817,39.7,-5.621,-5.621,-0.630,1.663,-3.6,4.332,4.332,4.012,27.047,7.7,8.383,8.383,32.739,90.688,-45.3,3.150,3.150,97.398,1.143,-55.4,11.469,11.469,1.060,-11.891,-27.6,-5.129,-5.129,-6.332,-50.844,-93.2,-8.070,-8.070,-48.469,-105.188,142.5,2.568,2.568,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3702,1.817,39.7,-5.621,-5.621,-0.630,1.663,-3.6,4.332,4.332,4.012,27.047,7.7,8.383,8.383,32.739,90.688,-45.3,3.150,3.150,97.398,1.143,-55.4,11.469,11.469,1.060,-11.891,-27.6,-5.129,-5.129,-6.332,-50.844,-93.2,-8.070,-8.070,-48.469,-105.188,142.5,2.568,2.568,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3722,1.741,-21.7,-11.016,-11.016,-0.630,1.629,-11.7,2.020,2.020,4.012,26.984,-14.1,9.781,9.781,32.739,90.750,12.4,3.447,3.447,97.398,1.255,29.2,12.430,12.430,1.060,-12.047,-42.7,-7.953,-7.953,-6.332,-51.281,-110.9,-11.930,-11.930,-48.469,-104.750,110.7,-7.090,-7.090,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3742,1.622,-43.7,-7.297,-7.297,-0.630,1.606,-10.1,1.731,1.731,4.012,26.938,-21.4,10.281,10.281,32.739,90.875,42.2,2.426,2.426,97.398,1.425,65.8,7.898,7.898,1.060,-12.133,-42.0,-8.031,-8.031,-6.332,-51.531,-115.9,-10.281,-10.281,-48.469,-104.625,72.1,-6.305,-6.305,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3762,1.494,-55.3,-6.211,-6.211,-0.630,1.554,-18.6,1.947,1.947,4.012,26.906,-20.1,9.617,9.617,32.739,91.062,73.0,1.367,1.367,97.398,1.613,83.0,4.844,4.844,1.060,-12.227,-44.7,-7.707,-7.707,-6.332,-51.781,-123.1,-9.375,-9.375,-48.469,-104.625,25.6,-4.527,-4.527,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3782,1.406,-46.8,-5.359,-5.359,-0.630,1.525,-15.5,1.676,1.676,4.012,26.859,-17.8,8.992,8.992,32.739,91.250,98.0,0.688,0.688,97.398,1.833,99.9,2.213,2.213,1.060,-12.289,-39.1,-7.160,-7.160,-6.332,-52.000,-115.2,-8.898,-8.898,-48.469,-104.688,-15.9,-3.176,-3.176,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3802,1.340,-38.9,-6.578,-6.578,-0.630,1.497,-12.9,1.635,1.635,4.012,26.844,-11.1,8.953,8.953,32.739,91.500,112.9,0.112,0.112,97.398,2.043,103.4,1.735,1.735,1.060,-12.367,-37.5,-7.469,-7.469,-6.332,-52.219,-109.6,-9.438,-9.438,-48.469,-104.812,-47.5,-2.070,-2.070,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3822,1.321,-20.7,-3.414,-3.414,-0.630,1.497,-2.6,1.326,1.326,4.012,26.828,-9.2,7.168,7.168,32.739,91.750,124.4,-1.201,-1.201,97.398,2.240,101.1,-3.529,-3.529,1.060,-12.430,-33.2,-6.203,-6.203,-6.332,-52.406,-89.2,-6.711,-6.711,-48.469,-105.000,-77.1,-0.461,-0.461,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3842,1.318,-7.1,-2.475,-2.475,-0.630,1.503,2.8,1.273,1.273,4.012,26.828,-4.5,5.441,5.441,32.739,92.062,128.5,-2.408,-2.408,97.398,2.383,82.4,-4.598,-4.598,1.060,-12.461,-22.3,-6.562,-6.562,-6.332,-52.531,-68.3,-6.109,-6.109,-48.469,-105.250,-108.0,0.987,0.987,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3862,1.347,6.2,-2.693,-2.693,-0.630,1.513,3.9,0.738,0.738,4.012,26.828,-1.2,8.344,8.344,32.739,92.312,132.9,-3.969,-3.969,97.398,2.467,56.6,-8.273,-8.273,1.060,-12.477,-11.9,0.744,0.744,-6.332,-52.594,-47.6,-6.105,-6.105,-48.469,-105.500,-122.1,3.994,3.994,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3882,1.428,29.2,1.462,1.462,-0.630,1.544,11.2,7.492,7.492,4.012,26.812,-2.0,4.879,4.879,32.739,92.562,133.2,-4.797,-4.797,97.398,2.461,16.6,-10.195,-10.195,1.060,-12.438,9.3,0.812,0.812,-6.332,-52.594,-10.7,0.762,0.762,-48.469,-105.750,-122.5,5.793,5.793,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3902,1.516,39.8,1.749,1.749,-0.630,1.591,17.8,1.449,1.449,4.012,26.812,-5.0,2.943,2.943,32.739,92.812,120.4,-5.191,-5.191,97.398,2.363,-24.7,-5.188,-5.188,1.060,-12.367,27.0,-0.051,-0.051,-6.332,-52.500,23.4,-1.982,-1.982,-48.469,-106.000,-121.9,6.309,6.309,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3922,1.638,52.3,0.661,0.661,-0.630,1.653,26.1,0.610,0.610,4.012,26.766,-14.4,3.270,3.270,32.739,93.000,111.2,-5.371,-5.371,97.398,2.213,-55.3,-1.153,-1.153,1.060,-12.258,41.7,-1.253,-1.253,-6.332,-52.375,53.5,-3.730,-3.730,-48.469,-106.250,-115.2,6.746,6.746,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3942,1.761,57.7,-1.623,-1.623,-0.630,1.657,10.2,2.182,2.182,4.012,26.703,-27.1,2.643,2.643,32.739,93.188,101.5,-5.445,-5.445,97.398,2.018,-82.1,1.592,1.592,1.060,-12.164,47.3,-0.489,-0.489,-6.332,-52.219,67.1,-3.182,-3.182,-48.469,-106.438,-102.0,6.574,6.574,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3962,1.864,54.7,-1.887,-1.887,-0.630,1.650,0.1,3.148,3.148,4.012,26.625,-37.7,4.918,4.918,32.739,93.375,86.9,-5.293,-5.293,97.398,1.842,-86.2,4.555,4.555,1.060,-12.086,42.9,-1.849,-1.849,-6.332,-52.031,77.8,-4.496,-4.496,-48.469,-106.625,-96.4,6.957,6.957,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.3988,1.949,47.5,-5.449,-5.449,-0.630,1.626,-7.9,4.430,4.430,4.012,26.531,-40.2,7.074,7.074,32.739,93.500,73.7,-4.918,-4.918,97.398,1.682,-80.6,7.523,7.523,1.060,-12.023,36.0,0.184,0.184,-6.332,-51.875,86.4,-2.938,-2.938,-48.469,-106.750,-84.2,6.625,6.625,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4009,1.986,30.5,-7.113,-7.113,-0.630,1.616,-4.2,6.398,6.398,4.012,26.422,-46.2,7.562,7.562,32.739,93.625,59.2,-4.207,-4.207,97.398,1.560,-66.9,8.000,8.000,1.060,-11.953,33.9,1.918,1.918,-6.332,-51.688,82.9,-1.611,-1.611,-48.469,-106.875,-69.1,6.297,6.297,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4029,1.952,-4.2,-5.492,-5.492,-0.630,1.626,1.6,5.168,5.168,4.012,26.344,-31.8,5.891,5.891,32.739,93.750,46.0,-3.424,-3.424,97.398,1.453,-39.5,7.117,7.117,1.060,-11.844,36.9,0.572,0.572,-6.332,-51.438,84.4,-3.578,-3.578,-48.469,-107.000,-51.1,5.301,5.301,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4043,1.917,-16.5,-4.395,-4.395,-0.630,1.650,10.7,3.887,3.887,4.012,26.312,-28.9,5.801,5.801,32.739,93.750,40.0,-3.352,-3.352,97.398,1.443,-28.1,6.066,6.066,1.060,-11.797,38.3,0.312,0.312,-6.332,-51.344,84.9,-3.557,-3.557,-48.469,-107.062,-47.5,5.066,5.066,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4062,1.846,-29.4,-2.424,-2.424,-0.630,1.682,14.4,3.389,3.389,4.012,26.281,-22.4,5.551,5.551,32.739,93.812,35.1,-2.656,-2.656,97.398,1.435,-13.4,4.418,4.418,1.060,-11.719,40.3,-0.374,-0.374,-6.332,-51.219,75.6,-3.355,-3.355,-48.469,-107.125,-35.8,4.797,4.797,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4082,1.754,-40.0,-1.535,-1.535,-0.630,1.726,18.9,2.625,2.625,4.012,26.250,-17.8,5.461,5.461,32.739,93.875,23.7,-2.537,-2.537,97.398,1.446,-1.1,3.049,3.049,1.060,-11.672,31.1,-0.540,-0.540,-6.332,-51.094,66.3,-3.277,-3.277,-48.469,-107.188,-23.4,4.188,4.188,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4102,1.666,-42.6,0.906,0.906,-0.630,1.754,17.3,2.623,2.623,4.012,26.266,-2.6,4.805,4.805,32.739,93.875,14.3,-2.014,-2.014,97.398,1.459,4.1,1.252,1.252,1.060,-11.617,28.4,-1.691,-1.691,-6.332,-50.969,63.2,-5.285,-5.285,-48.469,-107.188,-14.2,3.988,3.988,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4122,1.585,-41.0,3.398,3.398,-0.630,1.779,15.5,2.842,2.842,4.012,26.281,6.4,5.461,5.461,32.739,93.938,12.3,-2.939,-2.939,97.398,1.456,-0.2,-1.293,-1.293,1.060,-11.586,18.8,-1.583,-1.583,-6.332,-50.906,44.0,-5.586,-5.586,-48.469,-107.188,-5.0,5.867,5.867,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4142,1.550,-24.5,3.787,3.787,-0.630,1.782,6.4,3.541,3.541,4.012,26.312,12.8,4.496,4.496,32.739,93.875,3.8,-3.498,-3.498,97.398,1.443,-5.2,-1.945,-1.945,1.060,-11.562,13.5,-1.750,-1.750,-6.332,-50.844,35.8,-5.613,-5.613,-48.469,-107.125,4.8,6.668,6.668,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4162,1.554,-7.0,3.457,3.457,-0.630,1.798,7.6,3.258,3.258,4.012,26.375,22.9,4.660,4.660,32.739,93.875,-6.9,-3.270,-3.270,97.398,1.406,-12.0,-1.829,-1.829,1.060,-11.555,5.9,-2.375,-2.375,-6.332,-50.812,19.5,-6.773,-6.773,-48.469,-107.125,17.7,7.461,7.461,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4182,1.606,13.7,2.551,2.551,-0.630,1.795,3.4,3.260,3.260,4.012,26.422,23.6,5.574,5.574,32.739,93.875,-12.2,-3.531,-3.531,97.398,1.327,-28.9,-1.534,-1.534,1.060,-11.547,3.1,-2.557,-2.557,-6.332,-50.812,8.6,-7.711,-7.711,-48.469,-107.000,39.2,8.594,8.594,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4202,1.701,34.4,1.204,1.204,-0.630,1.770,-7.2,3.732,3.732,4.012,26.484,29.7,5.426,5.426,32.739,93.812,-23.0,-5.059,-5.059,97.398,1.252,-34.6,-0.713,-0.713,1.060,-11.570,-6.0,-1.962,-1.962,-6.332,-50.844,-4.9,-7.133,-7.133,-48.469,-106.875,54.4,7.773,7.773,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4222,1.802,44.6,0.263,0.263,-0.630,1.751,-10.5,3.859,3.859,4.012,26.531,27.1,6.172,6.172,32.739,93.750,-31.9,-3.775,-3.775,97.398,1.164,-38.8,0.420,0.420,1.060,-11.609,-12.5,-2.137,-2.137,-6.332,-50.875,-16.7,-7.781,-7.781,-48.469,-106.750,67.4,7.164,7.164,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4242,1.908,50.6,-0.977,-0.977,-0.630,1.729,-11.1,4.223,4.223,4.012,26.594,30.0,7.340,7.340,32.739,93.625,-37.2,-3.857,-3.857,97.398,1.048,-50.5,1.356,1.356,1.060,-11.656,-20.8,-1.654,-1.654,-6.332,-50.969,-29.4,-7.508,-7.508,-48.469,-106.562,77.9,6.688,6.688,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4262,2.006,49.8,-2.316,-2.316,-0.630,1.688,-18.4,4.723,4.723,4.012,26.625,25.0,6.719,6.719,32.739,93.500,-47.6,-3.979,-3.979,97.398,0.951,-50.3,2.965,2.965,1.060,-11.703,-22.6,-1.345,-1.345,-6.332,-51.031,-33.3,-7.676,-7.676,-48.469,-106.375,88.6,6.207,6.207,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4282,2.080,40.5,-3.660,-3.660,-0.630,1.657,-17.5,4.207,4.207,4.012,26.656,18.9,6.984,6.984,32.739,93.438,-53.1,-2.252,-2.252,97.398,0.882,-39.7,4.629,4.629,1.060,-11.758,-24.7,-1.803,-1.803,-6.332,-51.125,-41.9,-9.211,-9.211,-48.469,-106.188,100.6,6.211,6.211,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4303,2.137,31.8,-4.070,-4.070,-0.630,1.606,-21.7,4.555,4.555,4.012,26.672,12.5,6.969,6.969,32.739,93.312,-56.1,-2.061,-2.061,97.398,0.841,-25.1,5.262,5.262,1.060,-11.820,-26.7,-2.057,-2.057,-6.332,-51.219,-46.1,-9.602,-9.602,-48.469,-105.938,106.2,6.266,6.266,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4322,2.152,15.9,-3.543,-3.543,-0.630,1.566,-21.1,3.672,3.672,4.012,26.672,2.0,7.402,7.402,32.739,93.188,-50.3,-1.059,-1.059,97.398,0.819,-13.6,4.375,4.375,1.060,-11.859,-21.0,-3.049,-3.049,-6.332,-51.312,-50.7,-10.406,-10.406,-48.469,-105.750,110.0,6.137,6.137,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4342,2.152,5.6,-3.150,-3.150,-0.630,1.516,-23.1,3.725,3.725,4.012,26.641,-9.6,7.391,7.391,32.739,93.125,-45.6,-0.282,-0.282,97.398,0.838,2.8,4.367,4.367,1.060,-11.883,-14.6,-5.000,-5.000,-6.332,-51.438,-54.2,-11.305,-11.305,-48.469,-105.500,114.3,6.559,6.559,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4362,2.150,1.2,-4.832,-4.832,-0.630,1.466,-25.0,2.549,2.549,4.012,26.609,-16.8,7.828,7.828,32.739,93.062,-37.8,0.768,0.768,97.398,0.875,13.6,5.801,5.801,1.060,-11.883,-5.4,-7.371,-7.371,-6.332,-51.531,-55.1,-11.297,-11.297,-48.469,-105.250,118.7,6.719,6.719,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4382,2.121,-7.8,-8.195,-8.195,-0.630,1.409,-28.8,1.214,1.214,4.012,26.562,-20.8,6.781,6.781,32.739,93.000,-30.0,2.740,2.740,97.398,0.954,30.3,9.227,9.227,1.060,-11.891,-4.3,-7.086,-7.086,-6.332,-51.656,-56.7,-13.633,-13.633,-48.469,-105.000,118.0,4.672,4.672,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4402,2.074,-17.7,-7.387,-7.387,-0.630,1.362,-26.0,2.881,2.881,4.012,26.500,-25.3,7.535,7.535,32.739,93.000,-9.8,2.836,2.836,97.398,1.086,53.9,5.922,5.922,1.060,-11.883,0.4,-7.535,-7.535,-6.332,-51.781,-58.3,-13.305,-13.305,-48.469,-104.812,115.7,1.003,1.003,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4422,2.021,-23.9,-5.855,-5.855,-0.630,1.324,-20.8,3.062,3.062,4.012,26.422,-34.3,8.195,8.195,32.739,93.000,4.5,2.498,2.498,97.398,1.246,72.6,3.525,3.525,1.060,-11.891,-0.4,-8.336,-8.336,-6.332,-51.875,-54.1,-12.883,-12.883,-48.469,-104.625,96.9,-2.225,-2.225,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4442,1.971,-24.3,-5.125,-5.125,-0.630,1.303,-13.3,2.939,2.939,4.012,26.359,-32.1,8.352,8.352,32.739,93.062,24.8,2.150,2.150,97.398,1.391,71.7,2.006,2.006,1.060,-11.898,-4.0,-9.188,-9.188,-6.332,-51.969,-50.1,-12.711,-12.711,-48.469,-104.500,71.2,-5.094,-5.094,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4462,1.937,-19.8,-5.328,-5.328,-0.630,1.296,-5.8,1.640,1.640,4.012,26.281,-34.1,7.875,7.875,32.739,93.188,37.8,1.670,1.670,97.398,1.538,71.8,1.250,1.250,1.060,-11.922,-8.7,-10.008,-10.008,-6.332,-52.031,-41.4,-12.977,-12.977,-48.469,-104.438,35.5,-3.615,-3.615,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.4482,1.908,-15.1,-4.758,-4.758,-0.630,1.309,2.8,1.317,1.317,4.012,26.250,-24.7,7.098,7.098,32.739,93.250,44.0,1.111,1.111,97.398,1.704,73.0,0.346,0.346,1.060,-11.961,-17.2,-9.625,-9.625,-6.332,-52.062,-21.7,-13.188,-13.188,-48.469,-104.500,-1.0,-2.332,-2.332,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
