t,q0,dq0,tau0,cur0,cmd0,q1,dq1,tau1,cur1,cmd1,q2,dq2,tau2,cur2,cmd2,q3,dq3,tau3,cur3,cmd3,q4,dq4,tau4,cur4,cmd4,q5,dq5,tau5,cur5,cmd5,q6,dq6,tau6,cur6,cmd6,q7,dq7,tau7,cur7,cmd7,q8,dq8,tau8,cur8,cmd8,q9,dq9,tau9,cur9,cmd9
3068.0382,1.811,24.2,-4.422,-4.422,-0.630,1.785,36.9,-0.622,-0.622,4.012,26.797,5.7,4.555,4.555,32.739,93.750,15.0,-1.711,-1.711,97.398,0.722,-21.5,4.910,4.910,1.060,-12.266,5.0,-2.598,-2.598,-6.332,-49.844,-19.7,-6.777,-6.777,-48.469,-106.875,0.1,6.406,6.406,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0402,1.813,11.8,-3.176,-3.176,-0.630,1.798,15.5,1.471,1.471,4.012,26.828,10.6,5.660,5.660,32.739,93.750,9.9,-2.990,-2.990,97.398,0.722,-6.3,4.254,4.254,1.060,-12.242,10.7,-2.617,-2.617,-6.332,-49.906,-22.8,-6.941,-6.941,-48.469,-106.875,9.9,6.938,6.938,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0422,1.776,-7.2,-2.918,-2.918,-0.630,1.789,1.7,2.459,2.459,4.012,26.844,13.7,6.293,6.293,32.739,93.750,5.5,-3.549,-3.549,97.398,0.734,1.2,2.617,2.617,1.060,-12.195,16.4,-3.232,-3.232,-6.332,-49.938,-20.4,-7.621,-7.621,-48.469,-106.812,21.4,7.000,7.000,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0442,1.732,-17.9,-1.130,-1.130,-0.630,1.767,-6.1,2.891,2.891,4.012,26.891,17.3,6.117,6.117,32.739,93.750,-2.2,-3.264,-3.264,97.398,0.753,5.7,1.693,1.693,1.060,-12.156,19.2,-3.877,-3.877,-6.332,-49.969,-13.6,-9.172,-9.172,-48.469,-106.688,39.6,7.082,7.082,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0462,1.694,-17.7,0.416,0.416,-0.630,1.729,-12.6,3.082,3.082,4.012,26.922,20.5,5.051,5.051,32.739,93.750,-8.2,-2.355,-2.355,97.398,0.778,8.5,1.275,1.275,1.060,-12.109,21.0,-4.457,-4.457,-6.332,-50.000,-14.5,-11.039,-11.039,-48.469,-106.625,46.8,6.965,6.965,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0482,1.647,-20.4,1.077,1.077,-0.630,1.686,-18.7,3.188,3.188,4.012,26.938,11.2,4.453,4.453,32.739,93.688,-15.7,-1.545,-1.545,97.398,0.794,6.3,0.471,0.471,1.060,-12.102,13.6,-4.391,-4.391,-6.332,-50.031,-14.2,-11.414,-11.414,-48.469,-106.500,55.2,6.473,6.473,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0502,1.632,-10.8,1.787,1.787,-0.630,1.673,-11.9,3.205,3.205,4.012,26.953,5.9,4.598,4.598,32.739,93.625,-15.6,-1.203,-1.203,97.398,0.807,5.9,0.240,0.240,1.060,-12.094,8.2,-4.766,-4.766,-6.332,-50.062,-17.0,-11.398,-11.398,-48.469,-106.312,62.1,5.832,5.832,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0522,1.622,-5.5,1.870,1.870,-0.630,1.650,-11.0,2.910,2.910,4.012,26.938,-4.2,4.184,4.184,32.739,93.625,-12.3,-0.548,-0.548,97.398,0.794,-2.2,1.762,1.762,1.060,-12.094,2.7,-5.570,-5.570,-6.332,-50.094,-15.1,-12.078,-12.078,-48.469,-106.188,73.2,5.707,5.707,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0544,1.647,7.2,-0.312,-0.312,-0.630,1.635,-9.9,2.250,2.250,4.012,26.922,-7.8,4.230,4.230,32.739,93.625,-10.6,-0.146,-0.146,97.398,0.794,-1.7,3.340,3.340,1.060,-12.094,-0.4,-5.875,-5.875,-6.332,-50.125,-13.1,-12.414,-12.414,-48.469,-106.062,71.2,5.512,5.512,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0564,1.660,9.0,-1.719,-1.719,-0.630,1.622,-7.9,1.775,1.775,4.012,26.891,-13.1,4.398,4.398,32.739,93.562,-6.1,0.431,0.431,97.398,0.803,1.9,7.230,7.230,1.060,-12.102,-3.3,-7.105,-7.105,-6.332,-50.156,-15.8,-12.859,-12.859,-48.469,-105.875,77.5,5.621,5.621,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0583,1.670,5.8,-5.949,-5.949,-0.630,1.598,-10.7,0.784,0.784,4.012,26.844,-18.1,4.082,4.082,32.739,93.562,-2.7,1.076,1.076,97.398,0.857,18.5,6.547,6.547,1.060,-12.109,-4.7,-7.172,-7.172,-6.332,-50.188,-18.4,-13.141,-13.141,-48.469,-105.688,81.5,5.539,5.539,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0602,1.660,-0.6,-6.102,-6.102,-0.630,1.569,-13.8,0.591,0.591,4.012,26.797,-22.9,4.594,4.594,32.739,93.625,3.8,1.015,1.015,97.398,0.941,35.5,6.605,6.605,1.060,-12.133,-6.8,-8.008,-8.008,-6.332,-50.219,-17.3,-13.492,-13.492,-48.469,-105.562,79.2,4.059,4.059,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0622,1.626,-10.8,-6.352,-6.352,-0.630,1.534,-17.2,0.116,0.116,4.012,26.750,-22.4,5.531,5.531,32.739,93.688,13.4,1.023,1.023,97.398,1.055,51.8,5.930,5.930,1.060,-12.156,-10.7,-8.680,-8.680,-6.332,-50.250,-15.9,-13.875,-13.875,-48.469,-105.438,71.1,1.240,1.240,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0642,1.585,-15.3,-6.352,-6.352,-0.630,1.494,-21.2,0.282,0.282,4.012,26.703,-22.5,5.273,5.273,32.739,93.688,23.0,0.940,0.940,97.398,1.183,60.2,4.879,4.879,1.060,-12.203,-17.9,-7.910,-7.910,-6.332,-50.281,-14.2,-14.133,-14.133,-48.469,-105.312,58.9,2.344,2.344,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0662,1.534,-21.1,-6.523,-6.523,-0.630,1.469,-16.9,0.493,0.493,4.012,26.656,-19.8,5.562,5.562,32.739,93.750,27.3,0.908,0.908,97.398,1.318,63.7,3.537,3.537,1.060,-12.258,-24.7,-8.641,-8.641,-6.332,-50.312,-14.1,-14.422,-14.422,-48.469,-105.250,45.0,1.166,1.166,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0682,1.503,-17.5,-5.980,-5.980,-0.630,1.450,-12.2,0.618,0.618,4.012,26.609,-22.8,5.441,5.441,32.739,93.812,28.9,0.641,0.641,97.398,1.481,73.5,2.090,2.090,1.060,-12.312,-27.0,-8.461,-8.461,-6.332,-50.344,-13.6,-14.305,-14.305,-48.469,-105.188,25.1,2.223,2.223,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0702,1.472,-15.2,-4.781,-4.781,-0.630,1.435,-8.7,0.668,0.668,4.012,26.594,-13.4,4.871,4.871,32.739,93.938,38.9,0.399,0.399,97.398,1.629,71.4,-6.637,-6.637,1.060,-12.383,-28.2,-4.484,-4.484,-6.332,-50.344,-7.7,-13.406,-13.406,-48.469,-105.188,6.1,1.268,1.268,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0722,1.469,-3.6,3.709,3.709,-0.630,1.428,-3.2,5.012,5.012,4.012,26.562,-14.5,5.469,5.469,32.739,94.000,38.0,0.222,0.222,97.398,1.720,52.9,-11.773,-11.773,1.060,-12.430,-24.0,-3.146,-3.146,-6.332,-50.406,-14.1,-10.680,-10.680,-48.469,-105.250,-7.1,-0.226,-0.226,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0742,1.516,16.1,5.602,5.602,-0.630,1.453,8.8,6.730,6.730,4.012,26.547,-9.0,7.719,7.719,32.739,94.062,42.2,0.086,0.086,97.398,1.701,10.7,-9.023,-9.023,1.060,-12.430,-10.5,-2.012,-2.012,-6.332,-50.375,-1.6,-8.500,-8.500,-48.469,-105.312,-22.8,-0.164,-0.164,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0762,1.613,37.3,2.104,2.104,-0.630,1.516,23.7,7.281,7.281,4.012,26.562,-0.7,8.820,8.820,32.739,94.125,38.9,0.071,0.071,97.398,1.632,-18.6,-5.418,-5.418,1.060,-12.398,7.1,-1.309,-1.309,-6.332,-50.344,10.0,-6.906,-6.906,-48.469,-105.438,-47.0,0.451,0.451,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0783,1.710,44.4,0.106,0.106,-0.630,1.622,42.2,6.828,6.828,4.012,26.609,13.5,10.008,10.008,32.739,94.250,41.9,-0.097,-0.097,97.398,1.500,-47.0,-2.078,-2.078,1.060,-12.352,17.0,-0.350,-0.350,-6.332,-50.312,20.4,-5.516,-5.516,-48.469,-105.562,-64.3,1.479,1.479,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0803,1.813,47.5,-1.853,-1.853,-0.630,1.745,54.9,7.285,7.285,4.012,26.688,29.6,10.336,10.336,32.739,94.312,38.4,-0.990,-0.990,97.398,1.327,-70.2,0.874,0.874,1.060,-12.289,25.7,-0.707,-0.707,-6.332,-50.219,31.1,-5.445,-5.445,-48.469,-105.750,-74.6,2.414,2.414,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0822,1.893,40.9,-3.568,-3.568,-0.630,1.861,57.5,6.520,6.520,4.012,26.781,41.6,9.758,9.758,32.739,94.375,38.5,-4.070,-4.070,97.398,1.158,-78.9,4.504,4.504,1.060,-12.211,33.3,-0.745,-0.745,-6.332,-50.125,40.9,-5.949,-5.949,-48.469,-105.938,-82.9,4.277,4.277,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0842,1.945,30.7,-3.506,-3.506,-0.630,1.939,45.3,5.555,5.555,4.012,26.875,41.7,8.344,8.344,32.739,94.438,30.8,-5.234,-5.234,97.398,1.014,-73.2,4.773,4.773,1.060,-12.148,29.3,-0.498,-0.498,-6.332,-50.031,42.9,-6.223,-6.223,-48.469,-106.062,-85.5,4.754,4.754,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0862,1.977,21.0,-5.148,-5.148,-0.630,1.980,28.9,6.797,6.797,4.012,26.953,43.8,9.594,9.594,32.739,94.500,15.7,-7.758,-7.758,97.398,0.879,-69.2,7.523,7.523,1.060,-12.086,31.3,0.966,0.966,-6.332,-49.938,44.2,-3.543,-3.543,-48.469,-106.250,-84.2,5.781,5.781,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0882,1.955,-1.4,-11.852,-11.852,-0.630,1.977,10.1,6.996,6.996,4.012,27.031,35.8,11.406,11.406,32.739,94.438,-5.9,-8.516,-8.516,97.398,0.829,-40.4,14.000,14.000,1.060,-12.023,31.5,1.119,1.119,-6.332,-49.844,50.3,-1.250,-1.250,-48.469,-106.375,-82.4,4.953,4.953,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0902,1.870,-32.1,-12.898,-12.898,-0.630,1.949,-4.0,6.535,6.535,4.012,27.125,43.4,11.430,11.430,32.739,94.375,-28.4,-9.672,-9.672,97.398,0.866,-3.0,11.555,11.555,1.060,-11.969,31.0,0.805,0.805,-6.332,-49.719,61.1,-0.976,-0.976,-48.469,-106.500,-69.6,5.281,5.281,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0922,1.704,-67.8,-9.336,-9.336,-0.630,1.905,-14.3,5.926,5.926,4.012,27.234,46.4,10.820,10.820,32.739,94.188,-57.1,-9.492,-9.492,97.398,0.973,34.3,7.219,7.219,1.060,-11.906,29.2,0.895,0.895,-6.332,-49.562,64.1,-1.127,-1.127,-48.469,-106.625,-64.0,5.340,5.340,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0942,1.484,-95.1,-4.695,-4.695,-0.630,1.861,-19.0,5.934,5.934,4.012,27.328,50.6,10.641,10.641,32.739,94.000,-85.2,-9.250,-9.250,97.398,1.083,48.0,4.477,4.477,1.060,-11.852,28.2,1.073,1.073,-6.332,-49.406,71.9,-1.413,-1.413,-48.469,-106.750,-52.5,5.109,5.109,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0962,1.262,-104.5,-3.320,-3.320,-0.630,1.852,-10.8,5.992,5.992,4.012,27.422,47.8,10.852,10.852,32.739,93.750,-109.6,-9.078,-9.078,97.398,1.215,59.3,1.735,1.735,1.060,-11.797,26.3,1.345,1.345,-6.332,-49.250,78.5,-1.597,-1.597,-48.469,-106.812,-44.6,4.988,4.988,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.0982,1.067,-98.2,-1.401,-1.401,-0.630,1.864,0.6,5.914,5.914,4.012,27.516,46.8,10.609,10.609,32.739,93.438,-137.5,-8.805,-8.805,97.398,1.321,55.2,-0.668,-0.668,1.060,-11.734,29.1,1.278,1.278,-6.332,-49.094,79.8,-1.944,-1.944,-48.469,-106.875,-38.5,4.707,4.707,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1002,0.938,-76.1,-0.641,-0.641,-0.630,1.896,11.1,6.086,6.086,4.012,27.609,47.0,11.234,11.234,32.739,93.125,-156.8,-8.469,-8.469,97.398,1.396,41.9,-2.572,-2.572,1.060,-11.664,31.3,0.857,0.857,-6.332,-48.969,74.4,-2.135,-2.135,-48.469,-106.938,-30.3,4.211,4.211,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1022,0.869,-48.8,-0.598,-0.598,-0.630,1.949,22.9,6.883,6.883,4.012,27.719,52.0,11.898,11.898,32.739,92.750,-179.2,-7.051,-7.051,97.398,1.438,27.1,-11.055,-11.055,1.060,-11.617,26.5,0.125,0.125,-6.332,-48.812,71.2,-4.832,-4.832,-48.469,-106.938,-18.1,6.754,6.754,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1042,0.866,-17.3,8.883,8.883,-0.630,1.999,25.4,8.148,8.148,4.012,27.812,49.4,9.531,9.531,32.739,92.312,-193.4,-1.740,-1.740,97.398,1.381,-9.5,-7.145,-7.145,1.060,-11.586,18.8,-3.043,-3.043,-6.332,-48.719,57.7,-13.141,-13.141,-48.469,-106.938,-3.3,14.352,14.352,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1063,0.954,21.8,7.480,7.480,-0.630,2.055,28.2,3.496,3.496,4.012,27.875,35.2,3.203,3.203,32.739,92.000,-185.8,3.152,3.152,97.398,1.268,-39.3,-2.904,-2.904,1.060,-11.609,-1.0,-3.184,-3.184,-6.332,-48.656,39.4,-15.297,-15.297,-48.469,-106.875,29.4,14.625,14.625,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1082,1.096,52.6,4.441,4.441,-0.630,2.031,2.3,3.867,3.867,4.012,27.891,13.2,3.996,3.996,32.739,91.625,-167.8,3.113,3.113,97.398,1.130,-56.7,-0.189,-0.189,1.060,-11.641,-11.0,-2.469,-2.469,-6.332,-48.688,-1.1,-14.422,-14.422,-48.469,-106.688,64.6,13.250,13.250,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1102,1.262,70.8,1.295,1.295,-0.630,1.983,-14.0,5.965,5.965,4.012,27.844,-5.8,6.648,6.648,32.739,91.375,-144.6,2.219,2.219,97.398,0.954,-75.4,1.521,1.521,1.060,-11.695,-18.4,-2.012,-2.012,-6.332,-48.812,-34.4,-12.688,-12.688,-48.469,-106.500,89.9,12.109,12.109,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1122,1.440,83.3,-0.382,-0.382,-0.630,1.908,-29.7,6.594,6.594,4.012,27.781,-24.2,10.555,10.555,32.739,91.188,-119.1,0.184,0.184,97.398,0.797,-77.7,3.146,3.146,1.060,-11.758,-25.1,-1.200,-1.200,-6.332,-48.969,-62.4,-11.141,-11.141,-48.469,-106.250,117.9,9.695,9.695,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1142,1.513,80.0,-1.102,-1.102,-0.630,1.890,-25.2,8.281,8.281,4.012,27.750,-26.6,10.820,10.820,32.739,91.125,-104.8,-1.526,-1.526,97.398,0.728,-73.8,3.990,3.990,1.060,-11.789,-27.9,-0.809,-0.809,-6.332,-49.031,-73.8,-9.094,-9.094,-48.469,-106.062,135.5,6.590,6.590,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1162,1.732,75.1,-5.375,-5.375,-0.630,1.826,-18.3,10.125,10.125,4.012,27.703,-15.5,21.062,21.062,32.739,90.875,-84.5,-8.094,-8.094,97.398,0.527,-67.2,3.852,3.852,1.060,-11.875,-28.8,1.329,1.329,-6.332,-49.312,-82.5,-4.504,-4.504,-48.469,-105.625,143.4,1.319,1.319,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1182,1.823,57.8,-6.699,-6.699,-0.630,1.829,-3.8,11.406,11.406,4.012,27.719,2.4,19.125,19.125,32.739,90.688,-83.0,-3.598,-3.598,97.398,0.424,-57.2,7.746,7.746,1.060,-11.922,-23.3,-0.618,-0.618,-6.332,-49.438,-74.4,-8.734,-8.734,-48.469,-105.312,140.4,4.230,4.230,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1202,1.873,37.4,-6.664,-6.664,-0.630,1.864,9.0,4.754,4.754,4.012,27.797,21.6,14.148,14.148,32.739,90.562,-76.1,-2.111,-2.111,97.398,0.376,-34.4,5.836,5.836,1.060,-11.969,-24.6,-1.416,-1.416,-6.332,-49.594,-72.0,-9.258,-9.258,-48.469,-105.062,127.4,4.965,4.965,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1222,1.880,15.8,-11.648,-11.648,-0.630,1.867,3.2,4.801,4.801,4.012,27.812,15.4,6.246,6.246,32.739,90.500,-53.0,5.258,5.258,97.398,0.398,-1.1,16.922,16.922,1.060,-12.008,-22.1,-6.543,-6.543,-6.332,-49.750,-80.1,-15.219,-15.219,-48.469,-104.875,114.3,-2.160,-2.160,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1242,1.805,-20.0,-11.047,-11.047,-0.630,1.846,-6.5,2.730,2.730,4.012,27.828,8.9,8.070,8.070,32.739,90.500,-18.2,4.559,4.559,97.398,0.515,39.1,11.469,11.469,1.060,-12.078,-29.0,-6.512,-6.512,-6.332,-49.938,-86.2,-13.305,-13.305,-48.469,-104.688,91.4,-3.566,-3.566,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1262,1.670,-51.9,-7.223,-7.223,-0.630,1.779,-23.6,2.738,2.738,4.012,27.797,-8.5,8.703,8.703,32.739,90.562,20.1,3.502,3.502,97.398,0.700,72.3,6.676,6.676,1.060,-12.164,-34.8,-7.262,-7.262,-6.332,-50.156,-106.6,-12.375,-12.375,-48.469,-104.625,58.9,-3.402,-3.402,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1284,1.519,-65.6,-4.789,-4.789,-0.630,1.726,-26.2,3.271,3.271,4.012,27.734,-20.3,8.781,8.781,32.739,90.688,50.2,2.137,2.137,97.398,0.917,95.1,2.896,2.896,1.060,-12.234,-35.3,-6.613,-6.613,-6.332,-50.406,-114.6,-11.078,-11.078,-48.469,-104.625,22.9,1.144,1.144,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1304,1.402,-59.5,-3.518,-3.518,-0.630,1.682,-23.2,2.566,2.566,4.012,27.672,-27.3,8.531,8.531,32.739,90.875,77.8,1.180,1.180,97.398,1.117,98.2,0.492,0.492,1.060,-12.305,-32.8,-6.234,-6.234,-6.332,-50.625,-113.6,-9.250,-9.250,-48.469,-104.625,0.7,-1.096,-1.096,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1324,1.340,-40.1,-3.410,-3.410,-0.630,1.642,-20.4,2.439,2.439,4.012,27.625,-25.1,8.305,8.305,32.739,91.062,101.8,0.046,0.046,97.398,1.309,96.8,-2.287,-2.287,1.060,-12.352,-28.1,-6.902,-6.902,-6.332,-50.844,-111.3,-7.156,-7.156,-48.469,-104.750,-27.1,-1.573,-1.573,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1344,1.318,-20.5,-2.092,-2.092,-0.630,1.626,-12.7,1.923,1.923,4.012,27.578,-22.8,7.203,7.203,32.739,91.312,117.1,-0.830,-0.830,97.398,1.481,91.0,-2.502,-2.502,1.060,-12.398,-25.2,-6.602,-6.602,-6.332,-51.031,-96.7,-7.812,-7.812,-48.469,-104.875,-53.6,-0.856,-0.856,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1362,1.340,-0.1,-2.188,-2.188,-0.630,1.645,2.6,1.361,1.361,4.012,27.531,-19.1,5.973,5.973,32.739,91.625,128.0,-2.232,-2.232,97.398,1.604,72.9,-4.195,-4.195,1.060,-12.430,-18.7,-6.066,-6.066,-6.332,-51.156,-74.7,-6.609,-6.609,-48.469,-105.062,-78.0,0.622,0.622,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1382,1.396,19.0,-2.229,-2.229,-0.630,1.650,3.2,0.905,0.905,4.012,27.484,-21.1,4.570,4.570,32.739,91.875,130.9,-3.654,-3.654,97.398,1.670,47.4,-3.207,-3.207,1.060,-12.445,-8.8,-6.000,-6.000,-6.332,-51.219,-49.5,-6.062,-6.062,-48.469,-105.250,-90.8,2.133,2.133,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1402,1.435,19.2,-3.707,-3.707,-0.630,1.666,5.3,0.204,0.204,4.012,27.453,-19.9,3.727,3.727,32.739,92.125,133.1,-4.609,-4.609,97.398,1.710,32.2,0.422,0.422,1.060,-12.445,-1.9,-7.461,-7.461,-6.332,-51.250,-26.2,-6.762,-6.762,-48.469,-105.500,-110.5,3.316,3.316,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1422,1.510,31.6,-5.398,-5.398,-0.630,1.676,4.6,-0.490,-0.490,4.012,27.391,-26.2,2.502,2.502,32.739,92.375,128.6,-5.566,-5.566,97.398,1.723,16.9,4.227,4.227,1.060,-12.445,0.4,-7.809,-7.809,-6.332,-51.250,-3.2,-5.898,-5.898,-48.469,-105.750,-112.5,6.043,6.043,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1442,1.516,15.3,-5.816,-5.816,-0.630,1.666,-0.6,-2.367,-2.367,4.012,27.297,-36.8,1.979,1.979,32.739,92.625,115.4,-5.961,-5.961,97.398,1.745,14.1,6.035,6.035,1.060,-12.477,-7.6,-7.559,-7.559,-6.332,-51.219,8.2,-5.684,-5.684,-48.469,-105.938,-111.0,6.820,6.820,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1462,1.497,-2.3,-5.887,-5.887,-0.630,1.632,-10.9,-3.631,-3.631,4.012,27.172,-51.2,1.772,1.772,32.739,92.812,108.6,-5.617,-5.617,97.398,1.776,15.1,7.109,7.109,1.060,-12.500,-11.3,-6.941,-6.941,-6.332,-51.125,25.7,-5.836,-5.836,-48.469,-106.125,-106.2,7.203,7.203,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1482,1.472,-9.9,-5.797,-5.797,-0.630,1.572,-22.6,-3.561,-3.561,4.012,27.062,-58.0,1.893,1.893,32.739,93.000,98.1,-5.543,-5.543,97.398,1.829,21.1,-2.729,-2.729,1.060,-12.539,-15.8,-6.242,-6.242,-6.332,-51.062,31.5,-4.863,-4.863,-48.469,-106.312,-96.9,5.969,5.969,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1502,1.415,-21.2,4.285,4.285,-0.630,1.494,-33.9,1.846,1.846,4.012,26.906,-68.6,2.996,2.996,32.739,93.188,86.5,-5.191,-5.191,97.398,1.846,10.9,-3.014,-3.014,1.060,-12.547,-7.0,-0.157,-0.157,-6.332,-51.000,32.9,-3.770,-3.770,-48.469,-106.500,-86.9,6.137,6.137,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1522,1.422,-7.5,1.782,1.782,-0.630,1.443,-27.9,3.828,3.828,4.012,26.750,-73.3,4.781,4.781,32.739,93.312,68.9,-4.469,-4.469,97.398,1.826,-1.6,-1.996,-1.996,1.060,-12.516,8.7,0.054,0.054,-6.332,-50.906,39.9,-3.686,-3.686,-48.469,-106.625,-72.1,5.754,5.754,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1542,1.438,1.2,1.570,1.570,-0.630,1.428,-23.2,3.438,3.438,4.012,26.688,-68.5,5.816,5.816,32.739,93.375,64.9,-4.227,-4.227,97.398,1.789,-15.3,-1.398,-1.398,1.060,-12.500,12.7,-0.021,-0.021,-6.332,-50.875,40.2,-3.803,-3.803,-48.469,-106.688,-70.6,5.523,5.523,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1562,1.497,18.0,1.451,1.451,-0.630,1.438,1.5,3.578,3.578,4.012,26.516,-57.2,5.203,5.203,32.739,93.500,47.0,-3.324,-3.324,97.398,1.679,-32.8,-0.786,-0.786,1.060,-12.398,25.8,-1.515,-1.515,-6.332,-50.750,41.4,-5.559,-5.559,-48.469,-106.812,-51.4,4.629,4.629,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
3068.1582,1.547,24.1,2.039,2.039,-0.630,1.450,4.7,2.789,2.789,4.012,26.438,-49.9,4.676,4.676,32.739,93.562,44.2,-2.701,-2.701,97.398,1.560,-49.0,0.122,0.122,1.060,-12.328,30.2,-2.607,-2.607,-6.332,-50.656,38.3,-6.996,-6.996,-48.469,-106.938,-46.0,4.238,4.238,-100.068,0.000,0.0,0.000,0.000,0.000,0.000,0.0,0.000,0.000,0.000
