t,q0,dq0,tau0,cmd0,kp0,kd0,q1,dq1,tau1,cmd1,kp1,kd1,q2,dq2,tau2,cmd2,kp2,kd2,q3,dq3,tau3,cmd3,kp3,kd3,q4,dq4,tau4,cmd4,kp4,kd4,q5,dq5,tau5,cmd5,kp5,kd5,q6,dq6,tau6,cmd6,kp6,kd6,q7,dq7,tau7,cmd7,kp7,kd7,q8,dq8,tau8,cmd8,kp8,kd8,q9,dq9,tau9,cmd9,kp9,kd9
0.5380,11.102,-2.1,-1.818,9.988,100.00,6.00,35.531,-13.1,-0.759,33.245,50.00,4.00,69.062,-19.6,-1.188,67.200,80.00,3.50,81.875,1.0,0.816,83.706,30.00,2.00,-14.773,11.5,0.565,-13.871,100.00,6.00,-35.125,14.1,0.854,-32.954,50.00,4.00,-76.500,11.1,1.312,-74.809,80.00,3.50,-85.250,-2.1,-0.807,-87.042,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5400,11.109,1.7,-1.726,9.973,100.00,6.00,35.500,-15.3,-0.753,33.203,50.00,4.00,69.000,-22.5,-1.178,67.152,80.00,3.50,81.875,0.6,0.799,83.725,30.00,2.00,-14.766,7.1,0.487,-13.850,100.00,6.00,-35.094,11.1,0.920,-32.916,50.00,4.00,-76.438,14.2,1.241,-74.772,80.00,3.50,-85.250,-0.3,-0.788,-87.060,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5420,11.102,0.9,-1.827,9.958,100.00,6.00,35.469,-13.4,-0.882,33.162,50.00,4.00,69.000,-21.0,-1.176,67.103,80.00,3.50,81.938,0.9,0.841,83.744,30.00,2.00,-14.750,6.6,0.671,-13.829,100.00,6.00,-35.062,11.6,0.976,-32.879,50.00,4.00,-76.438,14.0,1.230,-74.735,80.00,3.50,-85.250,0.3,-0.823,-87.079,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5440,11.102,0.7,-1.641,9.943,100.00,6.00,35.438,-15.0,-0.931,33.120,50.00,4.00,68.938,-19.0,-1.150,67.054,80.00,3.50,81.938,0.9,0.896,83.764,30.00,2.00,-14.734,5.9,0.602,-13.808,100.00,6.00,-35.062,11.7,0.959,-32.841,50.00,4.00,-76.375,17.4,1.163,-74.697,80.00,3.50,-85.250,-3.9,-0.781,-87.097,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5460,11.102,0.7,-1.859,9.928,100.00,6.00,35.406,-13.7,-0.963,33.079,50.00,4.00,68.938,-20.7,-1.240,67.004,80.00,3.50,81.938,1.4,0.801,83.784,30.00,2.00,-14.711,7.5,0.719,-13.787,100.00,6.00,-35.031,13.9,0.990,-32.803,50.00,4.00,-76.312,17.4,1.161,-74.660,80.00,3.50,-85.250,-1.1,-0.834,-87.116,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5480,11.102,1.2,-1.848,9.912,100.00,6.00,35.375,-9.4,-0.869,33.037,50.00,4.00,68.875,-18.9,-1.202,66.955,80.00,3.50,81.938,2.6,0.907,83.803,30.00,2.00,-14.695,8.3,0.629,-13.765,100.00,6.00,-35.000,11.3,0.995,-32.765,50.00,4.00,-76.312,23.0,1.120,-74.622,80.00,3.50,-85.250,-1.9,-0.818,-87.135,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5500,11.094,-2.6,-1.815,9.897,100.00,6.00,35.344,-19.8,-0.891,32.994,50.00,4.00,68.812,-20.7,-1.131,66.905,80.00,3.50,81.938,-0.8,0.857,83.823,30.00,2.00,-14.672,11.8,0.733,-13.744,100.00,6.00,-34.969,13.5,1.018,-32.726,50.00,4.00,-76.250,16.5,1.037,-74.584,80.00,3.50,-85.312,-2.4,-0.830,-87.154,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5520,11.094,0.5,-1.918,9.882,100.00,6.00,35.312,-15.7,-0.938,32.952,50.00,4.00,68.812,-17.0,-1.091,66.855,80.00,3.50,81.938,4.1,0.831,83.843,30.00,2.00,-14.672,6.8,0.806,-13.722,100.00,6.00,-34.938,16.2,0.978,-32.688,50.00,4.00,-76.250,17.1,1.154,-74.546,80.00,3.50,-85.312,-4.1,-0.815,-87.172,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5540,11.094,-1.9,-2.004,9.866,100.00,6.00,35.281,-12.3,-0.950,32.910,50.00,4.00,68.750,-21.5,-1.044,66.805,80.00,3.50,81.938,0.8,0.911,83.863,30.00,2.00,-14.664,4.7,0.787,-13.700,100.00,6.00,-34.906,16.4,0.838,-32.649,50.00,4.00,-76.188,19.4,1.132,-74.507,80.00,3.50,-85.312,-4.4,-0.871,-87.191,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5560,11.086,-3.3,-2.100,9.851,100.00,6.00,35.281,-12.1,-0.890,32.867,50.00,4.00,68.688,-17.8,-1.168,66.755,80.00,3.50,81.938,6.2,0.902,83.883,30.00,2.00,-14.633,11.2,0.955,-13.678,100.00,6.00,-34.875,17.4,0.916,-32.610,50.00,4.00,-76.188,18.3,1.110,-74.469,80.00,3.50,-85.312,-1.4,-0.873,-87.210,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5580,11.094,-1.3,-1.866,9.835,100.00,6.00,35.219,-13.5,-0.817,32.824,50.00,4.00,68.625,-26.6,-1.076,66.704,80.00,3.50,81.938,1.4,0.878,83.903,30.00,2.00,-14.633,4.4,0.985,-13.657,100.00,6.00,-34.875,11.5,0.894,-32.571,50.00,4.00,-76.125,14.6,1.098,-74.430,80.00,3.50,-85.312,-4.2,-0.846,-87.230,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5600,11.086,-1.7,-1.959,9.819,100.00,6.00,35.188,-14.8,-0.800,32.781,50.00,4.00,68.625,-24.3,-1.073,66.653,80.00,3.50,81.938,-2.1,0.875,83.923,30.00,2.00,-14.617,7.1,0.884,-13.635,100.00,6.00,-34.844,15.9,0.843,-32.532,50.00,4.00,-76.125,20.4,1.044,-74.391,80.00,3.50,-85.312,-4.3,-0.873,-87.249,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5620,11.086,-2.6,-2.059,9.804,100.00,6.00,35.156,-15.9,-0.791,32.738,50.00,4.00,68.562,-25.4,-1.111,66.602,80.00,3.50,81.938,2.0,0.851,83.943,30.00,2.00,-14.602,7.4,0.918,-13.612,100.00,6.00,-34.812,17.0,0.755,-32.492,50.00,4.00,-76.062,17.7,1.245,-74.352,80.00,3.50,-85.312,-0.7,-0.864,-87.268,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5640,11.086,-2.4,-2.164,9.788,100.00,6.00,35.125,-17.5,-0.643,32.694,50.00,4.00,68.500,-21.4,-1.112,66.551,80.00,3.50,82.000,5.5,0.844,83.964,30.00,2.00,-14.594,6.8,0.838,-13.590,100.00,6.00,-34.781,15.2,0.758,-32.453,50.00,4.00,-76.000,16.5,1.009,-74.313,80.00,3.50,-85.312,-4.9,-0.842,-87.287,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5660,11.086,-2.0,-2.195,9.772,100.00,6.00,35.094,-19.1,-0.750,32.651,50.00,4.00,68.500,-22.6,-1.181,66.500,80.00,3.50,82.000,5.9,0.870,83.984,30.00,2.00,-14.570,9.6,0.974,-13.568,100.00,6.00,-34.750,16.5,0.772,-32.413,50.00,4.00,-76.000,17.1,1.125,-74.274,80.00,3.50,-85.312,-4.4,-0.850,-87.307,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5680,11.086,0.1,-2.133,9.756,100.00,6.00,35.062,-17.7,-0.633,32.607,50.00,4.00,68.438,-20.7,-1.186,66.448,80.00,3.50,82.000,6.5,0.896,84.005,30.00,2.00,-14.570,5.5,0.991,-13.546,100.00,6.00,-34.719,15.8,0.785,-32.373,50.00,4.00,-75.938,15.6,1.135,-74.234,80.00,3.50,-85.375,-3.5,-0.897,-87.326,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5700,11.086,0.8,-2.350,9.740,100.00,6.00,35.031,-16.8,-0.748,32.563,50.00,4.00,68.375,-23.8,-1.165,66.396,80.00,3.50,82.000,3.1,0.846,84.025,30.00,2.00,-14.555,6.4,0.930,-13.523,100.00,6.00,-34.656,21.0,0.751,-32.333,50.00,4.00,-75.938,19.4,1.164,-74.195,80.00,3.50,-85.375,-6.1,-0.828,-87.346,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5720,11.086,0.6,-2.188,9.724,100.00,6.00,34.969,-18.5,-0.679,32.518,50.00,4.00,68.312,-20.7,-1.199,66.344,80.00,3.50,82.000,0.7,0.927,84.046,30.00,2.00,-14.539,5.4,0.820,-13.500,100.00,6.00,-34.625,18.9,0.797,-32.293,50.00,4.00,-75.875,19.9,1.140,-74.155,80.00,3.50,-85.375,-5.1,-0.859,-87.366,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5740,11.086,1.6,-2.082,9.708,100.00,6.00,34.938,-18.8,-0.677,32.474,50.00,4.00,68.312,-23.4,-1.148,66.292,80.00,3.50,82.000,2.1,0.914,84.067,30.00,2.00,-14.516,9.6,1.013,-13.478,100.00,6.00,-34.594,16.0,0.783,-32.252,50.00,4.00,-75.875,19.2,1.225,-74.115,80.00,3.50,-85.375,-3.3,-0.840,-87.385,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5760,11.078,0.2,-2.176,9.692,100.00,6.00,34.906,-20.6,-0.808,32.429,50.00,4.00,68.250,-25.0,-1.072,66.239,80.00,3.50,82.000,5.0,0.904,84.088,30.00,2.00,-14.500,10.9,0.843,-13.455,100.00,6.00,-34.562,15.1,0.762,-32.212,50.00,4.00,-75.812,18.4,1.148,-74.075,80.00,3.50,-85.375,-6.5,-0.795,-87.405,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5780,11.070,-4.1,-2.223,9.676,100.00,6.00,34.875,-18.1,-0.826,32.385,50.00,4.00,68.188,-26.6,-1.103,66.186,80.00,3.50,82.000,5.6,0.896,84.109,30.00,2.00,-14.484,11.3,0.948,-13.432,100.00,6.00,-34.531,15.7,0.765,-32.171,50.00,4.00,-75.750,18.1,1.034,-74.034,80.00,3.50,-85.375,-6.1,-0.841,-87.425,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5800,11.070,-3.1,-2.232,9.659,100.00,6.00,34.844,-12.2,-0.848,32.340,50.00,4.00,68.125,-23.2,-1.020,66.133,80.00,3.50,82.062,8.2,0.872,84.130,30.00,2.00,-14.477,8.0,0.873,-13.409,100.00,6.00,-34.500,14.1,0.882,-32.130,50.00,4.00,-75.750,19.7,1.161,-73.994,80.00,3.50,-85.438,-10.1,-0.750,-87.445,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5820,11.078,-0.4,-2.146,9.643,100.00,6.00,34.812,-14.7,-0.839,32.295,50.00,4.00,68.125,-24.7,-1.102,66.080,80.00,3.50,82.062,5.0,0.909,84.151,30.00,2.00,-14.461,7.3,0.989,-13.386,100.00,6.00,-34.469,13.9,0.853,-32.089,50.00,4.00,-75.688,17.5,1.051,-73.953,80.00,3.50,-85.438,-6.2,-0.799,-87.465,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5840,11.078,-0.6,-2.400,9.626,100.00,6.00,34.781,-13.5,-0.976,32.249,50.00,4.00,68.062,-22.1,-1.023,66.027,80.00,3.50,82.062,7.5,0.819,84.172,30.00,2.00,-14.438,10.1,0.885,-13.363,100.00,6.00,-34.438,15.1,0.947,-32.048,50.00,4.00,-75.688,18.1,0.932,-73.913,80.00,3.50,-85.438,-9.2,-0.740,-87.486,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5860,11.078,0.9,-2.285,9.610,100.00,6.00,34.750,-19.3,-0.875,32.204,50.00,4.00,68.000,-23.0,-1.060,65.973,80.00,3.50,82.062,4.9,0.883,84.193,30.00,2.00,-14.430,5.3,0.880,-13.340,100.00,6.00,-34.406,16.2,0.986,-32.006,50.00,4.00,-75.625,18.8,0.970,-73.872,80.00,3.50,-85.438,-9.1,-0.737,-87.506,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5880,11.070,0.1,-2.266,9.593,100.00,6.00,34.719,-15.1,-0.959,32.158,50.00,4.00,67.938,-24.7,-1.037,65.919,80.00,3.50,82.062,7.2,0.850,84.215,30.00,2.00,-14.406,8.9,0.732,-13.316,100.00,6.00,-34.406,10.4,1.026,-31.965,50.00,4.00,-75.562,18.2,0.883,-73.830,80.00,3.50,-85.500,-4.8,-0.740,-87.526,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5900,11.070,0.8,-2.445,9.577,100.00,6.00,34.688,-20.1,-0.889,32.112,50.00,4.00,67.938,-22.6,-1.179,65.865,80.00,3.50,82.062,3.2,0.909,84.236,30.00,2.00,-14.383,10.9,0.811,-13.293,100.00,6.00,-34.375,14.5,0.988,-31.923,50.00,4.00,-75.562,20.7,1.127,-73.789,80.00,3.50,-85.500,-9.2,-0.708,-87.547,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5920,11.070,1.6,-2.371,9.560,100.00,6.00,34.656,-19.8,-0.827,32.066,50.00,4.00,67.875,-26.0,-1.160,65.811,80.00,3.50,82.125,4.4,0.863,84.258,30.00,2.00,-14.367,9.4,0.843,-13.270,100.00,6.00,-34.344,12.8,0.954,-31.881,50.00,4.00,-75.500,21.1,1.017,-73.748,80.00,3.50,-85.500,-6.5,-0.785,-87.567,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5940,11.070,0.3,-2.477,9.543,100.00,6.00,34.625,-14.6,-0.835,32.020,50.00,4.00,67.812,-19.9,-1.040,65.757,80.00,3.50,82.125,4.9,0.897,84.279,30.00,2.00,-14.344,13.5,0.684,-13.246,100.00,6.00,-34.312,15.9,0.883,-31.839,50.00,4.00,-75.438,20.0,1.045,-73.706,80.00,3.50,-85.500,-8.0,-0.763,-87.588,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5960,11.062,-1.7,-2.445,9.526,100.00,6.00,34.562,-17.8,-0.746,31.974,50.00,4.00,67.750,-28.8,-1.116,65.702,80.00,3.50,82.125,3.3,0.873,84.301,30.00,2.00,-14.344,4.2,0.740,-13.222,100.00,6.00,-34.250,17.5,0.789,-31.796,50.00,4.00,-75.438,17.9,1.077,-73.664,80.00,3.50,-85.562,-7.8,-0.790,-87.608,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.5980,11.062,-2.4,-2.498,9.509,100.00,6.00,34.531,-18.9,-0.680,31.927,50.00,4.00,67.688,-23.5,-1.114,65.647,80.00,3.50,82.125,11.2,0.888,84.323,30.00,2.00,-14.312,6.7,0.691,-13.198,100.00,6.00,-34.219,16.1,0.790,-31.754,50.00,4.00,-75.375,17.4,1.112,-73.622,80.00,3.50,-85.562,-7.3,-0.753,-87.629,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6000,11.062,-0.7,-2.566,9.492,100.00,6.00,34.500,-20.9,-0.750,31.880,50.00,4.00,67.688,-24.9,-1.048,65.592,80.00,3.50,82.125,3.3,0.841,84.345,30.00,2.00,-14.289,9.8,0.689,-13.175,100.00,6.00,-34.188,14.8,0.754,-31.712,50.00,4.00,-75.375,19.1,1.108,-73.580,80.00,3.50,-85.562,-9.7,-0.745,-87.650,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6020,11.070,2.4,-2.559,9.475,100.00,6.00,34.438,-21.2,-0.723,31.834,50.00,4.00,67.625,-24.8,-0.992,65.537,80.00,3.50,82.188,6.8,0.792,84.367,30.00,2.00,-14.258,12.7,0.716,-13.151,100.00,6.00,-34.156,12.8,0.790,-31.669,50.00,4.00,-75.312,18.5,1.128,-73.538,80.00,3.50,-85.625,-9.8,-0.798,-87.671,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6040,11.055,-2.3,-2.516,9.458,100.00,6.00,34.406,-18.4,-0.723,31.787,50.00,4.00,67.562,-25.8,-0.995,65.481,80.00,3.50,82.188,9.0,0.836,84.389,30.00,2.00,-14.250,8.7,0.733,-13.127,100.00,6.00,-34.125,19.1,0.771,-31.626,50.00,4.00,-75.250,18.4,1.195,-73.496,80.00,3.50,-85.625,-11.5,-0.709,-87.692,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6060,11.062,0.3,-2.551,9.441,100.00,6.00,34.375,-19.7,-0.753,31.740,50.00,4.00,67.500,-30.8,-1.060,65.426,80.00,3.50,82.188,6.9,0.824,84.411,30.00,2.00,-14.219,12.0,0.699,-13.103,100.00,6.00,-34.094,20.1,0.737,-31.583,50.00,4.00,-75.250,17.2,1.094,-73.453,80.00,3.50,-85.625,-10.1,-0.792,-87.713,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6080,11.047,-5.0,-2.643,9.424,100.00,6.00,34.344,-16.5,-0.776,31.692,50.00,4.00,67.438,-27.3,-0.883,65.370,80.00,3.50,82.250,8.3,0.838,84.433,30.00,2.00,-14.203,8.1,0.764,-13.078,100.00,6.00,-34.031,19.3,0.680,-31.540,50.00,4.00,-75.188,19.4,1.126,-73.410,80.00,3.50,-85.625,-8.3,-0.718,-87.734,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6100,11.055,0.1,-2.697,9.407,100.00,6.00,34.281,-21.2,-0.837,31.644,50.00,4.00,67.375,-25.8,-0.883,65.314,80.00,3.50,82.250,14.8,0.815,84.455,30.00,2.00,-14.180,11.1,0.642,-13.054,100.00,6.00,-34.031,14.9,0.811,-31.497,50.00,4.00,-75.188,19.8,1.100,-73.367,80.00,3.50,-85.688,-11.0,-0.798,-87.755,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6120,11.055,1.4,-2.527,9.389,100.00,6.00,34.250,-19.9,-0.900,31.596,50.00,4.00,67.312,-29.7,-0.803,65.257,80.00,3.50,82.250,14.1,0.743,84.478,30.00,2.00,-14.164,7.9,0.804,-13.030,100.00,6.00,-33.969,17.5,0.812,-31.453,50.00,4.00,-75.125,15.9,1.077,-73.324,80.00,3.50,-85.688,-10.3,-0.798,-87.776,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6140,11.047,-2.5,-2.711,9.372,100.00,6.00,34.219,-18.2,-0.940,31.549,50.00,4.00,67.250,-32.4,-0.849,65.201,80.00,3.50,82.312,13.3,0.724,84.500,30.00,2.00,-14.133,14.1,0.722,-13.005,100.00,6.00,-33.938,18.0,0.842,-31.409,50.00,4.00,-75.062,21.8,1.078,-73.281,80.00,3.50,-85.688,-3.3,-0.703,-87.798,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6160,11.055,2.6,-2.760,9.354,100.00,6.00,34.188,-19.5,-0.971,31.501,50.00,4.00,67.188,-29.4,-1.001,65.144,80.00,3.50,82.312,9.5,0.751,84.523,30.00,2.00,-14.109,14.3,0.751,-12.981,100.00,6.00,-33.906,19.6,0.782,-31.366,50.00,4.00,-75.062,20.3,0.981,-73.238,80.00,3.50,-85.688,-7.8,-0.857,-87.819,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6180,11.047,-1.6,-2.752,9.337,100.00,6.00,34.156,-19.2,-1.003,31.452,50.00,4.00,67.188,-25.9,-0.983,65.087,80.00,3.50,82.312,11.9,0.676,84.545,30.00,2.00,-14.094,9.0,0.546,-12.956,100.00,6.00,-33.875,18.2,0.812,-31.322,50.00,4.00,-75.000,16.8,1.031,-73.194,80.00,3.50,-85.688,-3.7,-0.840,-87.841,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6200,11.047,-2.8,-2.895,9.319,100.00,6.00,34.125,-20.2,-0.909,31.404,50.00,4.00,67.125,-27.8,-1.012,65.030,80.00,3.50,82.375,10.7,0.684,84.568,30.00,2.00,-14.062,13.6,0.763,-12.931,100.00,6.00,-33.844,16.3,0.901,-31.278,50.00,4.00,-74.938,22.4,0.989,-73.151,80.00,3.50,-85.750,-6.4,-0.827,-87.862,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6220,11.047,-1.5,-2.611,9.302,100.00,6.00,34.094,-20.1,-1.067,31.355,50.00,4.00,67.062,-27.5,-1.109,64.973,80.00,3.50,82.375,15.7,0.694,84.591,30.00,2.00,-14.055,7.3,0.663,-12.906,100.00,6.00,-33.781,19.0,0.969,-31.233,50.00,4.00,-74.938,22.2,1.050,-73.107,80.00,3.50,-85.750,-3.3,-0.876,-87.884,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6240,11.039,-1.9,-2.840,9.284,100.00,6.00,34.062,-17.1,-0.957,31.306,50.00,4.00,67.000,-24.4,-1.053,64.915,80.00,3.50,82.375,10.4,0.667,84.614,30.00,2.00,-14.031,9.2,0.720,-12.881,100.00,6.00,-33.781,14.3,0.950,-31.189,50.00,4.00,-74.875,20.2,1.062,-73.063,80.00,3.50,-85.750,-5.9,-0.952,-87.906,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6260,11.039,-2.0,-3.227,9.266,100.00,6.00,34.000,-22.7,-0.828,31.258,50.00,4.00,66.938,-25.2,-1.028,64.858,80.00,3.50,82.438,11.9,0.649,84.637,30.00,2.00,-14.016,8.8,0.873,-12.856,100.00,6.00,-33.750,11.3,0.975,-31.144,50.00,4.00,-74.812,24.9,0.953,-73.019,80.00,3.50,-85.750,-3.5,-0.883,-87.928,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6280,11.047,-0.2,-3.107,9.248,100.00,6.00,33.969,-19.4,-0.829,31.208,50.00,4.00,66.875,-28.7,-1.177,64.800,80.00,3.50,82.438,14.2,0.643,84.660,30.00,2.00,-13.992,8.8,0.834,-12.831,100.00,6.00,-33.719,16.4,0.941,-31.100,50.00,4.00,-74.812,20.5,0.984,-72.975,80.00,3.50,-85.750,-4.0,-0.941,-87.949,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6300,11.039,-1.9,-2.900,9.230,100.00,6.00,33.938,-16.3,-0.949,31.159,50.00,4.00,66.875,-29.1,-1.021,64.742,80.00,3.50,82.500,15.0,0.608,84.683,30.00,2.00,-13.977,8.1,0.826,-12.806,100.00,6.00,-33.656,16.8,0.958,-31.055,50.00,4.00,-74.750,20.1,1.018,-72.930,80.00,3.50,-85.812,-4.4,-0.922,-87.971,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6320,11.039,0.0,-3.119,9.212,100.00,6.00,33.906,-19.4,-1.006,31.110,50.00,4.00,66.812,-24.0,-1.104,64.684,80.00,3.50,82.500,16.7,0.681,84.706,30.00,2.00,-13.953,10.4,0.797,-12.781,100.00,6.00,-33.625,16.8,0.888,-31.010,50.00,4.00,-74.688,22.9,1.070,-72.886,80.00,3.50,-85.812,-5.8,-0.866,-87.993,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6340,11.031,-3.2,-2.916,9.194,100.00,6.00,33.844,-21.7,-0.917,31.060,50.00,4.00,66.750,-25.4,-1.104,64.625,80.00,3.50,82.562,14.8,0.631,84.729,30.00,2.00,-13.930,13.4,0.914,-12.756,100.00,6.00,-33.594,17.6,0.862,-30.965,50.00,4.00,-74.688,21.1,1.138,-72.841,80.00,3.50,-85.812,0.4,-0.907,-88.015,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6360,11.031,-1.6,-3.143,9.176,100.00,6.00,33.812,-19.8,-0.920,31.010,50.00,4.00,66.688,-25.9,-1.160,64.566,80.00,3.50,82.562,13.2,0.700,84.752,30.00,2.00,-13.906,14.1,0.925,-12.730,100.00,6.00,-33.562,18.0,0.884,-30.919,50.00,4.00,-74.625,18.3,1.097,-72.796,80.00,3.50,-85.812,-4.0,-0.925,-88.038,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6380,11.031,-0.8,-2.916,9.158,100.00,6.00,33.781,-20.9,-0.831,30.961,50.00,4.00,66.625,-26.9,-1.133,64.508,80.00,3.50,82.562,13.3,0.670,84.776,30.00,2.00,-13.891,10.3,0.869,-12.705,100.00,6.00,-33.531,18.8,0.745,-30.874,50.00,4.00,-74.562,19.9,1.121,-72.751,80.00,3.50,-85.812,-5.6,-1.015,-88.060,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
0.6400,11.031,0.5,-2.977,9.140,100.00,6.00,33.719,-17.8,-0.806,30.911,50.00,4.00,66.562,-24.4,-1.256,64.449,80.00,3.50,82.625,13.5,0.707,84.799,30.00,2.00,-13.852,12.9,0.755,-12.679,100.00,6.00,-33.469,19.9,0.746,-30.828,50.00,4.00,-74.500,18.9,1.182,-72.706,80.00,3.50,-85.812,-5.9,-0.934,-88.082,30.00,2.00,0.000,0.0,0.000,0.000,50.00,2.50,0.000,0.0,0.000,0.000,50.00,2.50
