t,q0,dq0,tau0,cmd0,q1,dq1,tau1,cmd1,q2,dq2,tau2,cmd2,q3,dq3,tau3,cmd3,q4,dq4,tau4,cmd4,q5,dq5,tau5,cmd5,q6,dq6,tau6,cmd6,q7,dq7,tau7,cmd7,q8,dq8,tau8,cmd8,q9,dq9,tau9,cmd9
1.7080,2.143,9.9,-0.739,2.105,1.977,-7.8,5.207,1.999,28.281,-6.6,8.172,28.312,92.750,-3.9,-2.408,92.750,-1.867,-22.8,1.730,-1.817,-4.059,-6.4,-1.453,-4.035,-43.094,-8.9,-5.352,-43.062,-98.438,-10.0,1.948,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7100,2.193,19.8,-1.594,2.143,1.942,-13.5,4.547,1.977,28.250,-13.4,8.023,28.281,92.750,-4.6,-2.012,92.750,-1.937,-29.7,2.857,-1.867,-4.078,-8.5,-1.822,-4.059,-43.125,-17.8,-5.676,-43.094,-98.438,-5.8,2.156,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7120,2.246,24.0,-2.465,2.193,1.908,-16.0,4.273,1.942,28.203,-17.0,7.926,28.250,92.750,1.9,-1.981,92.750,-2.002,-31.0,3.605,-1.937,-4.113,-14.4,-1.993,-4.078,-43.156,-20.9,-5.582,-43.125,-98.438,4.5,2.525,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7140,2.291,22.6,-2.789,2.246,1.880,-15.3,3.639,1.908,28.172,-18.3,6.902,28.203,92.750,6.0,-1.417,92.750,-2.068,-31.0,4.680,-2.002,-4.168,-22.8,-2.615,-4.113,-43.219,-27.3,-6.738,-43.156,-98.438,7.8,3.135,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7160,2.334,21.0,-2.996,2.291,1.857,-12.8,2.281,1.880,28.125,-24.6,5.867,28.172,92.812,9.1,-0.789,92.750,-2.115,-26.9,5.145,-2.068,-4.230,-28.7,-3.201,-4.168,-43.312,-35.4,-7.977,-43.219,-98.375,19.5,3.912,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7180,2.373,18.5,-5.555,2.334,1.836,-10.4,1.225,1.857,28.047,-32.1,5.090,28.125,92.812,15.8,0.024,92.812,-2.135,-15.4,8.445,-2.115,-4.305,-35.1,-3.777,-4.230,-43.406,-44.4,-8.359,-43.312,-98.312,28.0,4.203,-98.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7200,2.400,15.3,-8.312,2.373,1.798,-13.9,0.553,1.836,27.984,-34.6,4.617,28.047,92.875,18.5,0.179,92.812,-2.109,2.2,10.477,-2.135,-4.383,-37.6,-3.539,-4.305,-43.531,-51.2,-8.758,-43.406,-98.250,33.1,3.072,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7223,2.375,-1.9,-7.664,2.400,1.741,-24.5,0.801,1.798,27.875,-40.8,5.375,27.984,92.938,27.2,0.222,92.875,-2.037,22.9,8.023,-2.109,-4.445,-32.8,-3.877,-4.383,-43.656,-59.2,-8.477,-43.531,-98.125,37.8,2.223,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7245,2.326,-18.4,-6.773,2.375,1.720,-17.4,0.910,1.741,27.781,-45.0,5.969,27.875,93.000,32.7,0.268,92.938,-1.924,44.2,6.691,-2.037,-4.484,-22.8,-5.148,-4.445,-43.781,-62.4,-8.336,-43.656,-98.062,43.2,0.783,-98.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7265,2.281,-22.8,-6.184,2.326,1.691,-15.0,0.932,1.720,27.672,-48.3,6.477,27.781,93.062,40.1,0.212,93.000,-1.802,54.7,5.207,-1.924,-4.492,-11.7,-6.500,-4.484,-43.906,-63.8,-8.273,-43.781,-98.000,40.0,-0.501,-98.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7286,2.250,-17.5,-5.816,2.281,1.670,-13.3,0.739,1.691,27.594,-44.2,6.469,27.672,93.188,41.9,0.114,93.062,-1.660,64.9,3.926,-1.802,-4.500,-7.2,-7.016,-4.492,-44.062,-63.5,-8.453,-43.906,-97.938,29.9,-0.955,-98.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7300,2.203,-20.3,-5.398,2.250,1.676,-2.6,0.396,1.670,27.516,-39.3,6.516,27.594,93.250,46.1,0.021,93.188,-1.538,63.5,2.641,-1.660,-4.496,-2.1,-7.520,-4.500,-44.188,-63.9,-8.273,-44.062,-97.875,22.4,-1.358,-97.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7320,2.182,-13.7,-4.383,2.203,1.670,-1.4,0.252,1.676,27.438,-35.5,6.090,27.516,93.375,51.6,-0.146,93.250,-1.438,54.8,2.174,-1.538,-4.516,-7.3,-7.711,-4.496,-44.281,-55.1,-8.219,-44.188,-97.875,6.6,-1.661,-97.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7340,2.166,-9.6,-4.035,2.182,1.663,-3.2,-0.122,1.670,27.406,-25.7,5.219,27.438,93.500,52.0,-0.459,93.375,-1.343,49.3,2.354,-1.438,-4.539,-11.3,-7.691,-4.516,-44.375,-48.0,-8.367,-44.281,-97.938,-3.9,-1.729,-97.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7360,2.166,-2.4,-4.316,2.166,1.679,3.3,-0.381,1.663,27.375,-18.6,4.500,27.406,93.562,51.7,-0.866,93.500,-1.283,36.1,3.232,-1.343,-4.574,-14.4,-7.402,-4.539,-44.438,-42.8,-8.633,-44.375,-97.938,-14.9,-1.216,-97.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7380,2.172,2.7,-4.707,2.166,1.679,1.3,-0.963,1.679,27.344,-16.4,4.035,27.375,93.688,55.1,-1.287,93.562,-1.227,30.5,4.168,-1.283,-4.613,-17.6,-7.559,-4.574,-44.500,-29.5,-8.852,-44.438,-98.062,-27.0,-0.478,-97.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7400,2.162,-0.2,-4.812,2.172,1.682,1.5,-1.446,1.679,27.312,-11.6,3.602,27.344,93.812,50.8,-1.461,93.688,-1.192,20.3,4.945,-1.227,-4.645,-15.5,-7.375,-4.613,-44.531,-21.1,-8.836,-44.500,-98.125,-33.2,0.069,-98.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7420,2.150,-4.1,-4.473,2.162,1.670,-2.9,-1.350,1.682,27.281,-19.0,3.070,27.312,93.875,45.7,-1.440,93.812,-1.139,24.0,5.160,-1.192,-4.676,-14.6,-6.891,-4.645,-44.531,-8.3,-9.359,-44.531,-98.188,-37.1,2.043,-98.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7440,2.143,-3.4,-4.629,2.150,1.657,-5.3,-1.271,1.670,27.266,-12.7,2.744,27.281,93.938,43.8,-1.510,93.875,-1.102,23.5,5.754,-1.139,-4.691,-9.7,-6.730,-4.676,-44.531,-1.9,-9.938,-44.531,-98.250,-35.9,4.164,-98.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7466,2.127,-5.6,-1.772,2.143,1.632,-9.6,-0.805,1.657,27.203,-18.9,3.262,27.266,94.000,35.2,-1.438,93.938,-1.079,16.8,1.654,-1.102,-4.695,-3.0,-4.926,-4.691,-44.531,-3.0,-9.375,-44.531,-98.312,-26.1,3.754,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7487,2.125,-3.3,-0.003,2.127,1.613,-10.2,0.642,1.632,27.172,-19.8,5.062,27.203,94.125,40.9,-1.404,94.000,-1.096,1.7,0.443,-1.079,-4.691,1.1,-4.645,-4.695,-44.500,4.3,-8.008,-44.531,-98.312,-16.8,3.193,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7508,2.150,7.6,0.291,2.125,1.613,-2.8,1.532,1.613,27.156,-15.3,5.738,27.172,94.188,33.2,-1.686,94.125,-1.143,-16.0,0.556,-1.096,-4.684,2.9,-3.871,-4.691,-44.500,11.3,-7.113,-44.500,-98.312,-7.2,2.332,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7529,2.184,13.8,-0.370,2.150,1.616,2.1,2.070,1.613,27.172,1.9,6.066,27.156,94.188,26.6,-1.782,94.188,-1.205,-27.8,1.633,-1.143,-4.656,9.1,-3.727,-4.684,-44.469,5.9,-6.863,-44.500,-98.312,1.7,2.123,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7543,2.234,22.5,-1.031,2.184,1.635,6.5,2.215,1.616,27.172,2.2,5.320,27.172,94.250,17.6,-1.770,94.188,-1.287,-35.7,3.033,-1.205,-4.645,8.3,-3.709,-4.656,-44.438,19.6,-7.844,-44.469,-98.312,5.8,1.888,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7560,2.275,23.5,-1.091,2.234,1.686,19.4,1.326,1.635,27.203,10.9,4.828,27.172,94.250,14.5,-1.356,94.250,-1.384,-43.6,3.918,-1.287,-4.637,5.2,-4.215,-4.645,-44.406,17.0,-7.949,-44.438,-98.312,6.0,2.273,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7580,2.307,18.4,-1.886,2.275,1.726,22.5,0.614,1.686,27.234,14.4,3.268,27.203,94.250,8.7,-0.525,94.250,-1.472,-44.3,5.980,-1.384,-4.621,6.6,-5.672,-4.637,-44.375,13.5,-9.000,-44.406,-98.312,7.7,2.832,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7600,2.348,18.8,-2.209,2.307,1.779,27.6,-0.592,1.726,27.250,11.3,4.078,27.234,94.250,4.2,-0.830,94.250,-1.541,-38.0,5.465,-1.472,-4.633,-2.3,-4.961,-4.621,-44.375,8.7,-9.469,-44.375,-98.250,12.5,3.131,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7620,2.379,14.9,-3.240,2.348,1.808,21.6,0.089,1.779,27.281,14.9,5.664,27.250,94.250,1.6,-1.623,94.250,-1.601,-33.5,5.281,-1.541,-4.625,1.1,-3.732,-4.633,-44.406,-4.8,-7.977,-44.375,-98.188,17.9,2.627,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7640,2.410,14.4,-3.455,2.379,1.829,15.3,0.922,1.808,27.312,16.9,6.145,27.281,94.250,-5.8,-2.180,94.250,-1.638,-25.2,4.809,-1.601,-4.605,7.4,-3.840,-4.625,-44.406,-2.1,-7.652,-44.406,-98.188,21.8,2.650,-98.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7660,2.426,9.9,-3.066,2.410,1.861,17.2,1.395,1.829,27.344,18.6,6.098,27.312,94.250,-9.3,-2.264,94.250,-1.657,-15.6,3.984,-1.638,-4.586,11.8,-3.951,-4.605,-44.406,-4.9,-7.938,-44.406,-98.125,20.9,2.912,-98.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7680,2.436,5.1,-2.688,2.426,1.867,9.6,1.448,1.861,27.406,25.3,5.445,27.344,94.188,-14.4,-1.874,94.250,-1.679,-11.5,3.617,-1.657,-4.562,11.1,-5.008,-4.586,-44.438,-3.5,-9.000,-44.406,-98.062,25.8,3.588,-98.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7700,2.453,7.9,-2.555,2.436,1.877,6.4,1.123,1.867,27.453,24.2,4.395,27.406,94.188,-18.7,-1.390,94.188,-1.688,-6.2,4.059,-1.679,-4.539,9.3,-5.570,-4.562,-44.438,-6.9,-10.281,-44.438,-98.000,31.8,4.484,-98.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7720,2.467,6.2,-2.309,2.453,1.873,1.3,1.294,1.877,27.484,19.2,5.492,27.453,94.125,-16.4,-1.789,94.188,-1.704,-6.3,2.682,-1.688,-4.535,3.8,-4.797,-4.539,-44.469,-11.4,-9.281,-44.438,-97.938,35.8,3.631,-98.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7741,2.498,11.1,-2.285,2.467,1.867,-1.1,1.921,1.873,27.531,20.9,5.910,27.484,94.062,-22.8,-1.966,94.125,-1.717,-6.0,2.141,-1.704,-4.527,2.3,-4.082,-4.535,-44.500,-11.5,-8.547,-44.469,-97.875,38.8,2.988,-97.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7760,2.539,18.0,-2.418,2.498,1.854,-4.7,2.586,1.867,27.562,19.5,6.949,27.531,94.000,-26.5,-2.389,94.062,-1.741,-11.0,1.821,-1.717,-4.531,-1.1,-3.348,-4.527,-44.469,-1.7,-7.918,-44.500,-97.750,39.7,2.443,-97.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7781,2.574,19.3,-2.717,2.539,1.852,-3.0,2.994,1.854,27.609,21.2,6.711,27.562,93.938,-34.1,-2.176,94.000,-1.764,-12.8,1.938,-1.741,-4.535,-2.6,-3.387,-4.531,-44.469,1.5,-8.438,-44.469,-97.688,38.6,2.520,-97.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7801,2.592,13.0,-2.594,2.574,1.854,-0.2,2.758,1.852,27.641,18.2,5.504,27.609,93.875,-29.0,-1.682,93.938,-1.789,-12.9,2.590,-1.764,-4.516,4.9,-4.188,-4.535,-44.469,6.6,-9.586,-44.469,-97.625,37.0,2.746,-97.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7820,2.621,12.4,-2.090,2.592,1.857,1.1,1.774,1.854,27.688,19.5,6.562,27.641,93.812,-29.8,-1.404,93.875,-1.833,-19.7,2.740,-1.789,-4.523,-0.3,-4.121,-4.516,-44.469,0.4,-9.016,-44.469,-97.562,36.1,2.977,-97.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7840,2.670,20.3,-2.619,2.621,1.852,-2.5,2.184,1.857,27.688,9.9,7.902,27.688,93.750,-32.2,-2.031,93.812,-1.857,-17.2,2.871,-1.833,-4.516,0.9,-3.248,-4.523,-44.469,-0.9,-7.723,-44.469,-97.500,36.8,2.676,-97.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7860,2.684,10.3,-3.445,2.670,1.852,-1.3,3.371,1.852,27.719,10.2,9.578,27.688,93.688,-31.1,-2.830,93.750,-1.873,-11.3,2.490,-1.857,-4.508,4.6,-2.262,-4.516,-44.469,3.5,-6.418,-44.469,-97.438,33.4,2.047,-97.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7880,2.711,12.1,-3.209,2.684,1.839,-5.1,4.492,1.852,27.750,14.6,9.031,27.719,93.625,-37.0,-2.889,93.688,-1.896,-9.9,2.287,-1.873,-4.492,6.2,-2.090,-4.508,-44.469,1.5,-6.512,-44.469,-97.375,24.8,1.655,-97.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7900,2.711,4.1,-2.871,2.711,1.852,1.7,4.109,1.839,27.766,10.9,8.609,27.750,93.562,-40.2,-2.682,93.625,-1.927,-12.5,2.541,-1.896,-4.480,6.0,-2.500,-4.492,-44.438,7.0,-7.266,-44.469,-97.375,20.0,2.207,-97.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7920,2.717,2.4,-2.498,2.711,1.861,4.1,3.430,1.852,27.797,12.1,7.883,27.766,93.438,-38.5,-1.963,93.562,-1.958,-14.9,3.023,-1.927,-4.461,7.0,-3.178,-4.480,-44.438,6.4,-8.039,-44.438,-97.312,16.7,2.779,-97.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7940,2.730,4.5,-2.324,2.717,1.861,0.8,3.227,1.861,27.828,13.1,8.469,27.797,93.375,-43.9,-2.285,93.438,-1.986,-17.8,2.184,-1.958,-4.457,3.8,-2.365,-4.461,-44.406,5.0,-6.949,-44.438,-97.312,8.4,2.398,-97.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7960,2.732,3.7,-3.268,2.730,1.867,1.3,4.113,1.861,27.844,14.8,10.398,27.828,93.312,-42.5,-3.355,93.375,-1.989,-7.4,2.740,-1.986,-4.457,0.1,-1.299,-4.457,-44.406,2.2,-4.914,-44.406,-97.312,6.8,1.620,-97.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7980,2.732,1.6,-4.328,2.732,1.870,1.6,5.012,1.867,27.875,13.6,10.789,27.844,93.188,-40.8,-3.676,93.312,-2.002,-5.4,3.053,-1.989,-4.445,1.8,-0.917,-4.457,-44.375,12.0,-4.195,-44.406,-97.312,2.8,1.056,-97.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8000,2.732,2.2,-4.043,2.732,1.883,3.5,5.051,1.870,27.938,22.8,10.102,27.875,93.125,-42.3,-3.488,93.188,-2.018,-6.0,2.631,-2.002,-4.430,8.1,-0.917,-4.445,-44.344,15.6,-4.512,-44.375,-97.312,-7.7,1.400,-97.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8024,2.711,-5.9,-7.426,2.732,1.901,6.9,5.617,1.883,28.016,30.5,10.773,27.938,93.000,-47.9,-4.125,93.125,-2.016,-1.1,5.852,-2.018,-4.426,4.6,0.504,-4.430,-44.312,18.5,-3.994,-44.344,-97.375,-15.4,0.577,-97.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8046,2.678,-14.7,-7.449,2.711,1.927,9.6,6.547,1.901,28.078,31.5,10.586,28.016,92.938,-53.8,-3.891,93.000,-1.989,6.1,4.168,-2.016,-4.402,7.9,0.487,-4.426,-44.281,21.7,-4.336,-44.312,-97.375,-19.4,0.690,-97.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8066,2.637,-19.1,-7.199,2.678,1.971,18.2,6.309,1.927,28.172,39.7,10.484,28.078,92.812,-54.4,-3.375,92.938,-1.945,16.5,4.879,-1.989,-4.363,15.7,0.414,-4.402,-44.219,27.9,-4.102,-44.281,-97.438,-23.8,0.396,-97.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8086,2.590,-21.5,-7.324,2.637,1.989,11.7,6.426,1.971,28.234,35.7,10.383,28.172,92.688,-54.3,-3.381,92.812,-1.908,16.8,4.121,-1.945,-4.332,15.7,0.301,-4.363,-44.156,29.9,-4.281,-44.219,-97.500,-30.8,0.458,-97.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8100,2.533,-25.2,-7.008,2.590,2.031,16.2,6.691,1.989,28.312,38.5,10.180,28.234,92.562,-54.2,-1.275,92.688,-1.854,22.6,3.928,-1.908,-4.301,14.5,0.099,-4.332,-44.094,28.9,-4.473,-44.156,-97.562,-36.0,0.673,-97.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8120,2.479,-25.6,-6.918,2.533,2.043,8.6,7.484,2.031,28.375,37.3,10.383,28.312,92.500,-50.5,-0.431,92.562,-1.808,23.1,3.615,-1.854,-4.273,13.3,-0.130,-4.301,-44.031,29.4,-4.570,-44.094,-97.688,-39.4,0.726,-97.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8140,2.430,-24.2,-6.523,2.479,2.068,10.2,7.969,2.043,28.438,32.2,10.266,28.375,92.438,-37.6,0.123,92.500,-1.764,21.5,2.908,-1.808,-4.246,13.1,-0.218,-4.273,-43.969,25.2,-4.859,-44.031,-97.750,-43.1,0.832,-97.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8160,2.365,-28.9,-6.102,2.430,2.078,7.4,8.383,2.068,28.500,31.8,10.180,28.438,92.375,-29.2,0.815,92.438,-1.710,25.1,3.242,-1.764,-4.234,8.7,-0.257,-4.246,-43.938,22.1,-4.496,-43.969,-97.875,-46.9,0.881,-97.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8180,2.328,-23.3,-6.184,2.365,2.078,2.1,8.562,2.078,28.547,26.1,10.453,28.500,92.375,-8.3,1.328,92.375,-1.691,15.1,3.322,-1.710,-4.215,7.8,-0.384,-4.234,-43.906,20.4,-4.316,-43.938,-98.000,-49.8,0.984,-97.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8200,2.285,-21.3,-6.098,2.328,2.100,7.9,8.492,2.078,28.578,20.7,10.586,28.547,92.375,7.5,0.881,92.375,-1.650,19.1,3.705,-1.691,-4.199,7.8,-0.318,-4.215,-43.875,18.2,-3.875,-43.906,-98.062,-47.8,1.212,-98.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8220,2.230,-26.3,-6.441,2.285,2.109,8.1,8.359,2.100,28.609,15.1,10.328,28.578,92.438,18.2,-0.490,92.375,-1.632,14.1,3.730,-1.650,-4.191,5.7,-0.012,-4.199,-43.844,12.6,-3.316,-43.875,-98.188,-51.5,1.609,-98.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8240,2.207,-18.3,-6.117,2.230,2.109,3.5,8.227,2.109,28.641,10.8,10.266,28.609,92.500,28.9,-1.440,92.438,-1.616,10.7,3.748,-1.632,-4.180,8.2,0.410,-4.191,-43.812,16.7,-2.969,-43.844,-98.312,-49.7,1.724,-98.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8260,2.162,-20.1,-6.281,2.207,2.119,3.3,7.992,2.109,28.656,7.0,9.930,28.641,92.562,27.2,-3.252,92.500,-1.598,9.8,4.270,-1.616,-4.180,6.9,0.769,-4.180,-43.781,13.9,-2.355,-43.812,-98.375,-45.8,2.002,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8280,2.115,-23.7,-5.270,2.162,2.119,0.2,7.324,2.119,28.656,1.9,9.945,28.656,92.625,30.1,-4.473,92.562,-1.591,5.9,3.309,-1.598,-4.164,6.0,0.308,-4.180,-43.750,11.8,-2.031,-43.781,-98.438,-42.5,1.966,-98.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8300,2.090,-18.0,-5.207,2.115,2.111,-2.7,7.090,2.119,28.641,-5.5,8.680,28.656,92.688,31.7,-3.689,92.625,-1.591,1.8,0.602,-1.591,-4.152,7.4,-0.165,-4.164,-43.719,15.6,-3.201,-43.750,-98.500,-35.6,1.925,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8320,2.080,-8.9,-0.162,2.090,2.104,-4.7,6.004,2.111,28.609,-10.6,7.637,28.641,92.688,17.5,-2.521,92.688,-1.606,-3.5,0.248,-1.591,-4.152,2.7,-1.085,-4.152,-43.719,10.4,-4.199,-43.719,-98.562,-28.8,1.656,-98.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8340,2.090,-0.1,-0.771,2.080,2.080,-8.4,5.773,2.104,28.562,-17.8,7.570,28.609,92.750,20.2,-2.305,92.688,-1.663,-18.8,0.752,-1.606,-4.152,-0.2,-1.675,-4.152,-43.719,2.4,-4.449,-43.719,-98.625,-24.3,1.566,-98.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8360,2.143,17.5,-0.665,2.090,2.049,-13.6,4.848,2.080,28.516,-26.0,6.789,28.562,92.750,18.0,-1.793,92.750,-1.732,-30.6,1.657,-1.663,-4.168,-5.8,-2.521,-4.152,-43.719,-1.9,-5.129,-43.719,-98.625,-20.4,1.802,-98.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8380,2.191,21.7,-1.442,2.143,2.027,-11.2,3.758,2.049,28.453,-30.4,6.137,28.516,92.812,17.3,-1.043,92.750,-1.811,-39.1,3.141,-1.732,-4.199,-12.8,-3.125,-4.168,-43.750,-11.4,-5.781,-43.719,-98.688,-15.9,2.377,-98.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8400,2.250,26.3,-1.991,2.191,1.993,-13.3,2.633,2.027,28.375,-35.5,6.730,28.453,92.875,18.6,-1.053,92.812,-1.873,-35.9,4.215,-1.811,-4.246,-21.2,-2.994,-4.199,-43.812,-19.2,-6.117,-43.750,-98.688,-5.8,2.686,-98.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8420,2.307,27.1,-3.754,2.250,1.949,-18.6,1.993,1.993,28.297,-39.7,5.531,28.375,92.875,23.5,-0.473,92.875,-1.930,-30.8,6.938,-1.873,-4.309,-28.5,-3.971,-4.246,-43.906,-35.2,-7.109,-43.812,-98.688,-0.6,3.820,-98.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8440,2.348,21.8,-6.859,2.307,1.911,-19.5,0.922,1.949,28.188,-45.9,4.742,28.297,92.938,27.0,-0.572,92.875,-1.945,-14.6,9.820,-1.930,-4.398,-37.7,-3.098,-4.309,-44.000,-47.5,-7.695,-43.906,-98.625,10.9,3.961,-98.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8460,2.354,7.1,-9.078,2.348,1.861,-22.9,0.578,1.911,28.078,-56.0,5.020,28.188,93.000,31.2,-0.593,92.938,-1.914,5.7,10.734,-1.945,-4.512,-51.2,-3.092,-4.398,-44.125,-60.3,-7.719,-44.000,-98.562,19.8,3.588,-98.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8480,2.342,-2.2,-8.633,2.354,1.823,-18.9,0.445,1.861,27.953,-58.4,5.637,28.078,93.062,29.1,-0.494,93.000,-1.836,27.4,9.422,-1.914,-4.633,-57.4,-2.885,-4.512,-44.281,-71.1,-7.520,-44.125,-98.500,30.3,2.117,-98.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8500,2.285,-17.7,-7.348,2.342,1.767,-23.9,0.770,1.823,27.844,-56.4,6.086,27.953,93.125,30.2,-0.261,93.062,-1.720,48.6,7.691,-1.836,-4.746,-58.2,-3.434,-4.633,-44.438,-73.9,-7.145,-44.281,-98.438,31.1,0.507,-98.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8520,2.225,-23.8,-6.008,2.285,1.732,-19.1,0.696,1.767,27.750,-50.9,6.594,27.844,93.250,41.2,-0.063,93.125,-1.598,56.7,5.395,-1.720,-4.820,-44.6,-5.535,-4.746,-44.594,-71.8,-7.055,-44.438,-98.375,32.0,-0.931,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8541,2.162,-27.6,-4.625,2.225,1.701,-15.9,0.520,1.732,27.641,-49.4,6.539,27.750,93.312,40.6,-0.068,93.250,-1.459,64.1,3.424,-1.598,-4.852,-25.0,-6.500,-4.820,-44.719,-70.9,-7.480,-44.594,-98.375,19.7,-0.917,-98.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8561,2.127,-20.1,-4.551,2.162,1.666,-17.9,0.610,1.701,27.578,-38.4,6.660,27.641,93.375,45.3,0.075,93.312,-1.347,58.7,2.930,-1.459,-4.871,-15.0,-8.016,-4.852,-44.875,-75.8,-8.539,-44.719,-98.312,13.2,-1.201,-98.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.8581,2.105,-13.5,-4.012,2.127,1.666,-7.1,0.609,1.666,27.531,-31.1,6.113,27.578,93.500,44.6,0.001,93.375,-1.233,54.5,1.941,-1.347,-4.871,-5.7,-8.219,-4.871,-45.000,-66.6,-8.898,-44.875,-98.375,0.9,-0.745,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
