t,q0,dq0,tau0,cmd0,q1,dq1,tau1,cmd1,q2,dq2,tau2,cmd2,q3,dq3,tau3,cmd3,q4,dq4,tau4,cmd4,q5,dq5,tau5,cmd5,q6,dq6,tau6,cmd6,q7,dq7,tau7,cmd7,q8,dq8,tau8,cmd8,q9,dq9,tau9,cmd9
0.0000,2.219,0.7,-4.957,-0.630,2.328,0.5,1.486,4.012,28.734,-2.2,5.594,32.739,97.750,-2.7,-0.165,97.398,-1.497,-1.7,4.488,1.060,-4.617,1.6,-1.505,-6.332,-44.906,1.1,-4.945,-48.469,-100.688,-2.0,0.291,-100.068,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0043,2.215,-0.9,-4.902,2.219,2.322,-1.9,1.488,2.328,28.734,-2.1,5.520,28.734,97.750,-1.2,-0.245,97.750,-1.497,-1.8,4.355,-1.497,-4.609,3.5,-1.598,-4.617,-44.906,1.8,-4.988,-44.906,-100.688,-2.5,0.303,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0055,2.219,0.9,-4.895,2.215,2.326,-0.3,1.472,2.322,28.750,2.8,5.676,28.734,97.750,3.9,-0.161,97.750,-1.490,0.7,4.383,-1.497,-4.617,0.0,-1.549,-4.609,-44.906,2.6,-5.105,-44.906,-100.625,2.2,0.350,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0067,2.215,-0.4,-4.969,2.219,2.322,-2.7,1.259,2.326,28.750,-0.2,5.629,28.750,97.750,-2.0,-0.200,97.750,-1.490,1.7,4.629,-1.490,-4.617,0.8,-1.437,-4.617,-44.906,-0.2,-5.016,-44.906,-100.688,-1.1,0.287,-100.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0080,2.225,3.3,-4.980,2.215,2.332,2.4,1.500,2.322,28.750,-0.7,5.574,28.750,97.750,0.7,-0.184,97.750,-1.497,-1.3,4.445,-1.490,-4.621,-1.1,-1.432,-4.617,-44.906,-0.8,-4.883,-44.906,-100.688,-2.5,0.317,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0100,2.213,-2.2,-4.766,2.225,2.334,3.6,1.460,2.332,28.734,-1.8,5.457,28.750,97.750,3.4,-0.209,97.750,-1.494,0.2,3.865,-1.497,-4.621,0.5,-0.853,-4.621,-44.906,1.1,-2.066,-44.906,-100.625,3.5,0.282,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0120,2.234,7.7,-0.764,2.213,2.328,1.2,0.487,2.334,28.734,-3.5,0.770,28.734,97.750,-1.7,-0.085,97.750,-1.503,-2.4,0.704,-1.494,-4.605,5.6,-0.266,-4.621,-44.875,3.8,-0.738,-44.906,-100.688,-2.4,0.048,-100.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0140,2.240,8.8,-0.889,2.234,2.318,-2.3,0.361,2.328,28.703,-12.1,0.884,28.734,97.750,1.1,-0.021,97.750,-1.516,-6.1,0.875,-1.503,-4.613,0.9,-0.331,-4.605,-44.844,15.5,-0.829,-44.875,-100.688,-2.2,0.033,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0162,2.271,13.5,-1.507,2.240,2.312,-3.1,0.340,2.318,28.641,-24.1,1.560,28.703,97.750,1.9,0.032,97.750,-1.554,-13.1,1.571,-1.516,-4.590,6.5,-0.530,-4.613,-44.812,21.9,-1.540,-44.844,-100.625,2.3,0.038,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0183,2.342,21.2,-2.217,2.271,2.285,-7.8,0.550,2.312,28.531,-38.9,2.539,28.641,97.750,2.1,0.025,97.750,-1.642,-23.1,2.848,-1.554,-4.570,6.3,-0.666,-4.590,-44.688,37.6,-2.320,-44.812,-100.688,-2.7,0.048,-100.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0205,2.398,25.7,-2.820,2.342,2.254,-14.0,0.667,2.285,28.438,-43.7,3.186,28.531,97.750,-1.3,-0.011,97.750,-1.707,-30.1,3.076,-1.642,-4.547,7.6,-0.718,-4.570,-44.594,41.5,-2.854,-44.688,-100.688,-3.8,0.011,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0226,2.441,24.8,-2.723,2.398,2.244,-9.7,0.715,2.254,28.328,-46.9,3.477,28.438,97.750,0.8,0.062,97.750,-1.758,-27.5,3.299,-1.707,-4.523,9.2,-0.744,-4.547,-44.531,43.3,-3.133,-44.594,-100.688,-3.9,0.048,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0241,2.488,25.5,-2.744,2.441,2.238,-4.0,0.626,2.244,28.234,-46.8,3.436,28.328,97.750,-3.8,-0.026,97.750,-1.820,-30.7,3.508,-1.758,-4.512,7.3,-0.610,-4.523,-44.438,42.2,-3.396,-44.531,-100.688,1.0,0.009,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0260,2.523,21.5,-2.762,2.488,2.219,-6.1,0.588,2.238,28.141,-48.7,3.502,28.234,97.750,-2.6,0.031,97.750,-1.870,-26.5,3.523,-1.820,-4.492,8.5,-0.682,-4.512,-44.344,43.2,-3.428,-44.438,-100.688,-0.7,-0.077,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0280,2.566,21.7,-2.799,2.523,2.209,-4.6,0.507,2.219,28.062,-44.3,3.508,28.141,97.750,0.4,-0.050,97.750,-1.921,-25.0,3.441,-1.870,-4.477,10.6,-0.690,-4.492,-44.250,42.0,-3.336,-44.344,-100.688,2.4,-0.064,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0300,2.605,19.5,-2.869,2.566,2.199,-3.6,0.514,2.209,27.984,-42.3,3.498,28.062,97.750,2.4,0.012,97.750,-1.971,-24.6,3.324,-1.921,-4.461,10.9,-0.703,-4.477,-44.188,38.7,-3.314,-44.250,-100.688,-0.5,-0.058,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0320,2.648,21.0,-2.883,2.605,2.193,-2.0,0.410,2.199,27.906,-39.1,3.254,27.984,97.750,-0.0,0.038,97.750,-2.016,-21.8,3.373,-1.971,-4.445,10.5,-0.777,-4.461,-44.125,34.4,-3.262,-44.188,-100.688,-0.4,-0.070,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0340,2.686,20.5,-2.838,2.648,2.172,-7.8,0.568,2.193,27.844,-32.8,3.176,27.906,97.750,-6.6,-0.039,97.750,-2.049,-18.4,2.990,-2.016,-4.426,9.6,-0.968,-4.445,-44.062,34.6,-3.176,-44.125,-100.688,-1.1,-0.001,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0360,2.725,20.4,-2.850,2.686,2.166,-5.7,0.624,2.172,27.797,-29.2,3.111,27.844,97.750,3.9,-0.057,97.750,-2.086,-18.9,2.754,-2.049,-4.395,13.0,-1.055,-4.426,-43.969,32.7,-3.211,-44.062,-100.688,-1.6,-0.063,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0380,2.748,17.3,-2.506,2.725,2.143,-9.7,0.718,2.166,27.734,-29.2,2.996,27.797,97.750,-0.7,-0.017,97.750,-2.115,-16.4,2.688,-2.086,-4.367,11.2,-1.304,-4.395,-43.938,27.3,-3.188,-43.969,-100.688,-1.9,-0.006,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0400,2.758,8.3,-2.363,2.748,2.119,-12.5,0.900,2.143,27.688,-25.9,3.076,27.734,97.750,-0.0,-0.030,97.750,-2.135,-12.5,2.398,-2.115,-4.320,17.5,-1.471,-4.367,-43.875,28.8,-3.371,-43.938,-100.688,-0.6,0.048,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0421,2.797,14.0,-2.145,2.758,2.094,-13.3,1.089,2.119,27.641,-27.0,3.250,27.688,97.750,-4.8,0.016,97.750,-2.150,-10.3,2.131,-2.135,-4.281,19.5,-1.602,-4.320,-43.781,33.5,-3.475,-43.875,-100.688,-1.6,0.020,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0441,2.820,14.6,-2.090,2.797,2.062,-14.5,1.188,2.094,27.578,-28.2,3.203,27.641,97.750,2.6,0.019,97.750,-2.172,-11.0,2.172,-2.150,-4.238,20.5,-1.645,-4.281,-43.719,33.1,-3.625,-43.781,-100.688,-1.9,0.067,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0460,2.840,13.7,-1.982,2.820,2.031,-15.1,1.399,2.062,27.516,-28.7,3.480,27.578,97.750,-0.2,0.005,97.750,-2.188,-10.2,2.076,-2.172,-4.207,17.1,-1.681,-4.238,-43.656,34.7,-3.811,-43.719,-100.688,-5.7,0.101,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0480,2.859,12.2,-2.189,2.840,1.989,-18.4,1.465,2.031,27.469,-28.0,3.467,27.516,97.750,-1.2,0.007,97.750,-2.203,-9.7,2.127,-2.188,-4.160,20.9,-1.762,-4.207,-43.594,38.9,-4.055,-43.656,-100.688,-2.1,0.095,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0500,2.871,8.5,-2.268,2.859,1.955,-16.6,1.564,1.989,27.406,-31.4,3.688,27.469,97.750,1.4,-0.016,97.750,-2.209,-6.1,1.907,-2.203,-4.113,24.4,-1.800,-4.160,-43.531,35.9,-4.164,-43.594,-100.688,1.6,0.020,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0520,2.887,5.0,-2.457,2.871,1.927,-13.6,1.452,1.955,27.344,-28.6,4.008,27.406,97.750,-4.0,0.040,97.750,-2.215,-3.9,1.893,-2.209,-4.090,17.5,-1.796,-4.113,-43.438,40.9,-4.605,-43.531,-100.688,0.8,0.069,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0540,2.916,8.8,-2.221,2.887,1.890,-15.1,1.541,1.927,27.266,-34.5,4.047,27.344,97.750,-3.2,0.048,97.750,-2.229,-5.1,1.796,-2.215,-4.047,19.2,-1.810,-4.090,-43.344,44.3,-4.902,-43.438,-100.688,-0.1,0.031,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0560,2.938,9.1,-2.311,2.916,1.852,-18.1,1.455,1.890,27.188,-38.4,4.414,27.266,97.750,-1.7,-0.026,97.750,-2.234,-2.5,1.879,-2.229,-4.012,19.1,-1.792,-4.047,-43.250,48.9,-5.191,-43.344,-100.688,-0.6,0.043,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0580,2.959,10.0,-2.482,2.938,1.826,-14.8,1.542,1.852,27.109,-38.6,4.699,27.188,97.750,6.1,0.003,97.750,-2.260,-9.3,1.850,-2.234,-3.971,20.9,-1.813,-4.012,-43.156,49.6,-5.324,-43.250,-100.688,1.4,-0.031,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0600,2.980,11.7,-2.162,2.959,1.802,-11.7,1.607,1.826,27.031,-40.8,4.949,27.109,97.750,1.6,-0.108,97.750,-2.260,-6.1,1.568,-2.260,-3.938,18.1,-1.842,-3.971,-43.031,51.7,-5.492,-43.156,-100.688,-0.6,-0.034,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0620,2.988,4.8,-2.455,2.980,1.754,-20.0,1.628,1.802,26.938,-44.0,5.160,27.031,97.750,-1.3,-0.040,97.750,-2.256,-1.1,1.653,-2.260,-3.900,19.5,-1.737,-3.938,-42.938,49.7,-5.809,-43.031,-100.688,-2.6,-0.009,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0640,3.000,3.5,-2.213,2.988,1.729,-16.7,1.608,1.754,26.844,-46.0,5.461,26.938,97.750,-1.6,-0.021,97.750,-2.266,-3.8,1.539,-2.256,-3.873,15.2,-1.856,-3.900,-42.844,49.0,-5.969,-42.938,-100.688,-3.4,-0.037,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0660,3.025,9.2,-1.989,3.000,1.694,-17.8,1.682,1.729,26.734,-49.8,5.855,26.844,97.750,3.3,-0.089,97.750,-2.275,-5.4,1.644,-2.266,-3.834,17.3,-1.866,-3.873,-42.719,56.1,-6.172,-42.844,-100.688,1.9,-0.017,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0680,3.041,9.5,-2.088,3.025,1.670,-14.0,1.646,1.694,26.641,-50.1,5.734,26.734,97.750,-2.6,-0.017,97.750,-2.262,3.6,1.579,-2.275,-3.807,14.7,-1.828,-3.834,-42.625,51.9,-6.309,-42.719,-100.688,-1.3,-0.020,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0701,3.047,5.8,-2.174,3.041,1.632,-17.6,1.521,1.670,26.547,-49.0,5.992,26.641,97.750,0.1,-0.006,97.750,-2.285,-4.5,1.699,-2.262,-3.779,13.8,-1.717,-3.807,-42.531,54.7,-6.500,-42.625,-100.688,1.4,0.030,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0722,3.061,5.9,-2.145,3.047,1.613,-12.0,1.596,1.632,26.453,-45.0,6.156,26.547,97.750,-0.1,-0.003,97.750,-2.277,0.3,1.558,-2.285,-3.746,15.7,-1.677,-3.779,-42.438,51.0,-6.574,-42.531,-100.688,1.7,-0.003,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0743,3.078,8.2,-2.305,3.061,1.588,-12.3,1.430,1.613,26.359,-49.3,6.355,26.453,97.750,-1.0,-0.048,97.750,-2.287,-2.2,1.667,-2.277,-3.725,14.8,-1.528,-3.746,-42.312,49.7,-6.500,-42.438,-100.688,0.2,0.015,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0762,3.088,6.2,-2.221,3.078,1.566,-11.2,1.502,1.588,26.250,-49.2,6.605,26.359,97.750,0.5,-0.040,97.750,-2.287,-0.3,1.600,-2.287,-3.719,6.8,-1.606,-3.725,-42.219,46.8,-6.723,-42.312,-100.688,-2.8,0.025,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0780,3.098,4.0,-2.250,3.088,1.544,-14.1,1.341,1.566,26.172,-44.0,6.340,26.250,97.750,-2.5,-0.004,97.750,-2.295,-1.9,1.505,-2.287,-3.697,8.4,-1.488,-3.719,-42.125,49.6,-6.730,-42.219,-100.688,-2.4,0.015,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0800,3.123,9.7,-2.188,3.098,1.531,-9.0,1.386,1.544,26.078,-45.7,6.488,26.172,97.750,1.9,-0.026,97.750,-2.295,-1.2,1.483,-2.295,-3.672,11.6,-1.394,-3.697,-42.031,48.2,-6.801,-42.125,-100.688,-1.7,0.056,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0820,3.135,8.9,-2.174,3.123,1.516,-8.8,1.317,1.531,25.984,-45.0,6.578,26.078,97.750,3.9,-0.013,97.750,-2.303,-4.0,1.513,-2.295,-3.658,8.4,-1.447,-3.672,-41.938,48.4,-6.754,-42.031,-100.688,-2.9,-0.002,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0840,3.148,7.3,-2.189,3.135,1.497,-10.2,1.210,1.516,25.891,-43.5,6.562,25.984,97.750,-0.6,-0.027,97.750,-2.307,-3.6,1.610,-2.303,-3.641,8.4,-1.489,-3.658,-41.844,45.7,-6.836,-41.938,-100.688,0.2,0.022,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0860,3.160,6.4,-2.234,3.148,1.484,-9.1,1.292,1.497,25.812,-42.6,6.602,25.891,97.750,-4.0,-0.016,97.750,-2.303,-0.6,1.476,-2.307,-3.627,5.8,-1.532,-3.641,-41.781,40.2,-6.641,-41.844,-100.688,0.4,0.047,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0880,3.176,6.7,-2.467,3.160,1.479,-5.7,1.206,1.484,25.734,-38.4,6.570,25.812,97.750,-2.0,-0.072,97.750,-2.301,1.9,1.582,-2.303,-3.604,9.8,-1.463,-3.627,-41.719,38.8,-6.859,-41.781,-100.688,2.9,-0.010,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0900,3.180,2.0,-2.426,3.176,1.469,-5.0,1.172,1.479,25.656,-39.8,6.559,25.734,97.750,-2.2,-0.071,97.750,-2.316,-3.4,1.639,-2.301,-3.604,2.7,-1.398,-3.604,-41.625,36.9,-6.828,-41.719,-100.688,-0.9,0.014,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0920,3.203,7.2,-2.398,3.180,1.456,-5.2,1.188,1.469,25.578,-39.2,6.758,25.656,97.750,1.2,-0.036,97.750,-2.316,-1.8,1.615,-2.316,-3.594,1.4,-1.350,-3.604,-41.562,33.3,-6.855,-41.625,-100.688,5.5,0.001,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0942,3.217,7.3,-2.346,3.203,1.443,-5.3,1.188,1.456,25.500,-42.4,6.820,25.578,97.750,0.3,0.001,97.750,-2.312,0.3,1.441,-2.316,-3.568,7.1,-1.396,-3.594,-41.500,37.6,-6.777,-41.562,-100.688,4.3,0.045,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0964,3.223,5.2,-2.121,3.217,1.431,-6.2,1.146,1.443,25.438,-35.8,6.832,25.500,97.750,-2.1,-0.020,97.750,-2.322,-2.7,1.701,-2.312,-3.555,8.0,-1.275,-3.568,-41.438,33.8,-6.879,-41.500,-100.688,2.0,-0.028,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.0988,3.223,5.2,-2.121,3.223,1.431,-6.2,1.146,1.431,25.438,-35.8,6.832,25.438,97.750,-2.1,-0.020,97.750,-2.322,-2.7,1.701,-2.322,-3.555,8.0,-1.275,-3.555,-41.438,33.8,-6.879,-41.438,-100.688,2.0,-0.028,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1000,3.238,3.8,-2.061,3.223,1.412,-4.7,1.229,1.431,25.312,-32.8,6.703,25.438,97.750,-0.1,-0.045,97.750,-2.332,-4.3,1.616,-2.322,-3.537,5.0,-1.447,-3.555,-41.312,28.9,-6.949,-41.438,-100.688,-3.3,0.037,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1020,3.238,3.8,-2.061,3.238,1.412,-4.7,1.229,1.412,25.312,-32.8,6.703,25.312,97.750,-0.1,-0.045,97.750,-2.332,-4.3,1.616,-2.332,-3.537,5.0,-1.447,-3.537,-41.312,28.9,-6.949,-41.312,-100.688,-3.3,0.037,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1040,3.248,1.5,-2.064,3.238,1.394,-4.6,1.195,1.412,25.188,-30.7,6.840,25.312,97.750,-1.6,-0.030,97.750,-2.312,6.9,1.680,-2.332,-3.508,7.9,-1.410,-3.537,-41.188,27.3,-6.770,-41.312,-100.688,-0.7,0.003,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1060,3.244,-0.9,-1.828,3.248,1.387,-3.0,1.210,1.394,25.141,-27.6,6.715,25.188,97.750,1.4,-0.064,97.750,-2.332,-2.3,1.533,-2.312,-3.506,4.9,-1.270,-3.508,-41.125,24.9,-6.844,-41.188,-100.688,-0.3,0.001,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1080,3.254,1.8,-1.988,3.244,1.374,-3.1,1.331,1.387,25.078,-29.9,6.746,25.141,97.750,-0.5,-0.069,97.750,-2.334,-2.7,1.567,-2.332,-3.508,-1.5,-1.330,-3.506,-41.094,27.0,-6.758,-41.125,-100.688,-1.1,-0.012,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1100,3.252,-0.3,-1.773,3.254,1.358,-5.7,1.288,1.374,25.031,-25.3,6.770,25.078,97.750,0.0,-0.029,97.750,-2.334,-1.7,1.565,-2.334,-3.482,6.5,-1.303,-3.508,-41.062,23.3,-6.852,-41.094,-100.688,-0.9,0.043,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1120,3.264,4.6,-1.930,3.252,1.350,-5.6,1.214,1.358,24.984,-22.4,6.742,25.031,97.750,-1.7,-0.051,97.750,-2.328,2.2,1.544,-2.334,-3.480,3.8,-1.298,-3.482,-41.000,20.3,-7.066,-41.062,-100.688,-2.1,0.051,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1140,3.264,4.0,-1.932,3.264,1.334,-7.6,1.287,1.350,24.938,-21.8,6.707,24.984,97.750,2.5,0.016,97.750,-2.334,-0.7,1.600,-2.328,-3.475,2.6,-1.266,-3.480,-40.938,25.1,-6.996,-41.000,-100.688,-3.9,-0.004,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1160,3.252,-2.2,-1.780,3.264,1.327,-5.8,1.213,1.334,24.891,-23.9,6.781,24.938,97.750,-0.9,-0.032,97.750,-2.342,-3.1,1.530,-2.334,-3.475,-1.3,-1.290,-3.475,-40.906,22.4,-7.125,-40.938,-100.688,-3.1,0.051,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1180,3.254,-1.4,-1.889,3.252,1.324,-2.4,1.247,1.327,24.859,-21.6,6.637,24.891,97.750,1.9,-0.052,97.750,-2.332,1.3,1.341,-2.342,-3.451,6.2,-1.196,-3.475,-40.844,23.3,-7.129,-40.906,-100.688,1.3,0.019,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1200,3.270,4.8,-1.950,3.254,1.312,-4.1,1.257,1.324,24.828,-17.3,6.645,24.859,97.750,-1.1,-0.036,97.750,-2.338,0.2,1.601,-2.332,-3.445,6.5,-1.249,-3.451,-40.812,20.4,-6.809,-40.844,-100.688,-4.6,-0.026,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1220,3.260,-0.6,-1.944,3.270,1.303,-4.6,1.119,1.312,24.781,-19.1,6.758,24.828,97.750,-1.8,0.015,97.750,-2.344,-2.8,1.402,-2.338,-3.449,2.0,-1.197,-3.445,-40.781,19.3,-6.785,-40.812,-100.688,-1.5,-0.015,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1240,3.270,2.7,-1.982,3.260,1.296,-5.0,1.059,1.303,24.750,-16.2,6.559,24.781,97.750,0.6,-0.068,97.750,-2.348,-2.7,1.521,-2.344,-3.443,2.6,-1.213,-3.449,-40.750,16.1,-6.762,-40.781,-100.688,0.6,0.011,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1260,3.270,0.5,-2.059,3.270,1.296,-2.1,1.091,1.296,24.719,-18.2,6.566,24.750,97.750,-5.6,-0.137,97.750,-2.344,0.2,1.697,-2.348,-3.436,2.9,-1.277,-3.443,-40.719,15.2,-6.723,-40.750,-100.688,1.2,0.056,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1281,3.275,2.6,-1.881,3.270,1.290,-2.5,1.099,1.296,24.688,-14.8,6.555,24.719,97.750,-1.9,-0.058,97.750,-2.344,0.8,1.590,-2.344,-3.434,2.7,-1.160,-3.436,-40.688,15.2,-6.719,-40.719,-100.688,-3.0,0.057,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1301,3.273,-0.8,-2.098,3.275,1.290,0.1,1.171,1.290,24.672,-11.1,6.508,24.688,97.750,-2.6,-0.090,97.750,-2.344,0.3,1.371,-2.344,-3.430,2.5,-1.111,-3.434,-40.688,14.1,-6.684,-40.688,-100.688,-0.9,0.029,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1320,3.275,0.7,-1.794,3.273,1.283,-2.0,1.021,1.290,24.641,-10.6,6.625,24.672,97.750,-0.6,-0.015,97.750,-2.344,-0.1,1.446,-2.344,-3.428,2.3,-1.166,-3.430,-40.656,9.0,-6.641,-40.688,-100.688,1.4,0.006,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1340,3.273,-2.2,-2.006,3.275,1.280,-1.0,1.051,1.283,24.625,-11.4,6.477,24.641,97.750,0.0,-0.048,97.750,-2.342,2.5,1.553,-2.344,-3.428,1.9,-1.123,-3.428,-40.656,8.9,-6.652,-40.656,-100.688,-1.3,0.049,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1360,3.283,2.1,-1.839,3.273,1.277,-1.0,1.080,1.280,24.609,-7.7,6.398,24.625,97.750,-2.8,-0.036,97.750,-2.350,-1.1,1.554,-2.342,-3.434,-1.2,-1.054,-3.428,-40.625,7.8,-6.590,-40.656,-100.688,-1.4,0.008,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1380,3.279,0.3,-1.912,3.283,1.280,1.3,0.995,1.277,24.594,-5.0,6.375,24.609,97.750,-2.2,0.019,97.750,-2.344,2.6,1.599,-2.350,-3.428,1.9,-1.129,-3.434,-40.625,5.0,-6.406,-40.625,-100.688,2.9,0.030,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1400,3.273,-3.0,-1.898,3.279,1.280,2.0,0.938,1.280,24.578,-8.7,6.258,24.594,97.750,-0.6,-0.021,97.750,-2.354,-2.1,1.438,-2.344,-3.428,2.9,-1.019,-3.428,-40.594,8.0,-6.430,-40.625,-100.688,-0.1,0.044,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1420,3.279,0.1,-1.794,3.273,1.271,-1.8,1.003,1.280,24.562,-9.1,6.531,24.578,97.750,-0.6,-0.031,97.750,-2.359,-4.3,1.539,-2.354,-3.428,3.5,-0.966,-3.428,-40.594,7.2,-6.484,-40.594,-100.688,1.4,0.071,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1440,3.279,-0.8,-1.929,3.279,1.274,-0.2,0.940,1.271,24.547,-5.5,6.301,24.562,97.750,0.3,-0.056,97.750,-2.350,1.6,1.698,-2.359,-3.424,4.1,-1.117,-3.428,-40.594,3.3,-6.246,-40.594,-100.688,1.5,0.073,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1460,3.289,3.0,-1.894,3.279,1.274,0.2,0.910,1.274,24.516,-11.7,6.363,24.547,97.750,-2.0,-0.037,97.750,-2.344,3.9,1.443,-2.350,-3.430,0.6,-1.097,-3.424,-40.562,2.0,-6.359,-40.594,-100.688,-2.5,0.027,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1480,3.285,-0.0,-2.033,3.289,1.271,-0.9,0.930,1.274,24.516,-7.9,6.289,24.516,97.750,1.1,-0.016,97.750,-2.357,-2.1,1.557,-2.344,-3.430,1.3,-0.992,-3.430,-40.562,5.1,-6.285,-40.562,-100.688,-0.4,0.055,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.1501,3.289,0.3,-1.889,3.285,1.274,0.1,0.895,1.271,24.516,-5.9,6.184,24.516,97.750,0.5,-0.041,97.750,-2.357,-2.1,1.483,-2.357,-3.439,-2.8,-1.027,-3.430,-40.562,5.6,-6.184,-40.562,-100.688,2.7,0.041,-100.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
