t,pct,split,q0,q1,q2,q3,q4,q5,q6,q7,cmd0,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6,cmd7,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,ff0,ff1,ff2,ff3,ff4,ff5,ff6,ff7,aux0,aux1,aux2,aux3,aux4,aux5,aux6,aux7
4507.729,100.0,50.0,3.605,8.555,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.504,3.449,6.871,-4.066,4.477,-3.303,-5.293,4.410,-2.076,7.350,0.949,11.110,2.218,7.492,1.108,11.124,3.953,4.172,29.781,87.562,-1.999,-8.039,-47.281,-92.125
4507.831,100.0,50.0,3.605,8.555,32.594,86.875,-2.875,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.590,3.422,7.086,-4.070,4.723,-3.359,-5.355,4.473,-2.076,7.350,0.949,11.110,2.215,7.492,1.108,11.124,4.305,4.504,30.422,87.438,-1.230,-7.996,-47.062,-90.812
4507.931,100.0,50.0,3.604,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.336,3.316,6.918,-4.043,4.539,-3.221,-5.316,4.422,-2.077,7.350,0.949,11.110,2.221,7.492,1.108,11.124,4.480,4.395,30.906,88.062,-1.362,-7.797,-47.125,-90.812
4508.033,100.0,50.0,3.609,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.570,3.443,7.023,-4.094,4.598,-3.254,-5.223,4.324,-2.073,7.350,0.949,11.110,2.221,7.492,1.108,11.124,3.889,3.383,29.453,87.188,-1.735,-7.777,-47.062,-91.062
4508.133,100.0,50.0,3.604,8.539,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.480,3.346,6.957,-4.070,4.793,-3.363,-5.422,4.422,-2.077,7.359,0.955,11.111,2.223,7.492,1.108,11.124,4.020,4.898,30.734,88.062,-1.867,-7.906,-46.969,-91.062
4508.235,100.0,50.0,3.605,8.555,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.414,3.438,7.039,-4.051,4.664,-3.299,-5.344,4.332,-2.076,7.350,0.949,11.110,2.218,7.492,1.108,11.124,3.932,4.109,30.906,88.375,-1.867,-7.930,-47.188,-91.188
4508.337,100.0,50.0,3.611,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.340,3.361,6.965,-4.023,4.547,-3.338,-5.387,4.445,-2.072,7.350,0.949,11.110,2.223,7.492,1.108,11.124,3.691,3.998,30.906,87.625,-1.604,-7.906,-46.906,-90.625
4508.437,100.0,50.0,3.604,8.547,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.355,3.338,7.023,-4.043,4.750,-3.342,-5.441,4.445,-2.077,7.355,0.952,11.111,2.223,7.492,1.108,11.124,3.998,4.395,30.578,87.312,-1.538,-7.844,-47.438,-91.625
4508.539,100.0,50.0,3.609,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.359,3.465,6.902,-4.105,4.594,-3.180,-5.270,4.395,-2.073,7.350,0.949,11.110,2.218,7.488,1.105,11.123,4.043,4.395,31.859,87.125,-1.099,-8.016,-47.031,-91.188
4508.641,100.0,50.0,3.605,8.555,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.195,3.367,7.086,-4.039,4.625,-3.227,-5.414,4.422,-2.076,7.350,0.949,11.110,2.217,7.492,1.108,11.124,4.285,4.504,30.422,87.188,-1.296,-7.953,-47.188,-90.750
4508.743,100.0,50.0,3.596,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.246,3.340,6.934,-4.062,4.730,-3.223,-5.230,4.316,-2.082,7.351,0.949,11.111,2.218,7.488,1.105,11.123,3.910,4.395,30.734,87.438,-1.472,-7.797,-47.188,-90.125
4508.843,100.0,50.0,3.605,8.555,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.090,3.398,7.000,-4.051,4.590,-3.260,-5.344,4.438,-2.076,7.350,0.949,11.110,2.217,7.492,1.108,11.124,3.977,3.998,30.266,87.562,-1.670,-7.887,-47.062,-91.188
4508.943,100.0,50.0,3.605,8.539,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.402,3.385,6.930,-4.133,4.664,-3.248,-5.297,4.359,-2.076,7.359,0.955,11.111,2.221,7.492,1.108,11.124,4.305,5.008,30.422,87.312,-1.735,-7.996,-47.000,-91.062
4509.045,100.0,50.0,3.609,8.555,32.594,86.875,-2.875,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.133,3.393,7.074,-4.059,4.645,-3.242,-5.375,4.426,-2.073,7.350,0.949,11.110,2.215,7.492,1.108,11.124,4.020,3.910,30.094,87.625,-1.604,-7.887,-47.219,-91.188
4509.147,100.0,50.0,3.605,8.555,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.262,3.439,6.984,-4.047,4.539,-3.314,-5.309,4.309,-2.076,7.350,0.949,11.110,2.223,7.488,1.105,11.124,3.953,4.395,30.906,87.750,-1.933,-7.863,-47.219,-91.500
4509.249,100.0,50.0,3.604,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.172,3.459,7.023,-4.035,4.641,-3.273,-5.402,4.379,-2.077,7.350,0.949,11.110,2.221,7.488,1.105,11.124,4.348,4.504,29.641,87.438,-1.538,-7.930,-47.188,-90.938
4509.349,100.0,50.0,3.609,8.547,32.594,86.875,-2.865,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.398,3.383,7.016,-4.039,4.586,-3.230,-5.277,4.371,-2.073,7.355,0.952,11.111,2.221,7.483,1.103,11.123,3.953,4.172,32.125,87.438,-1.867,-7.863,-47.125,-91.062
4509.451,100.0,50.0,3.604,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.250,3.293,6.980,-4.012,4.656,-3.334,-5.230,4.379,-2.077,7.350,0.949,11.110,2.221,7.492,1.108,11.124,4.109,4.285,31.547,87.938,-1.538,-7.820,-47.188,-91.375
4509.553,100.0,50.0,3.615,8.555,32.594,86.875,-2.875,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.312,3.520,7.105,-4.082,4.715,-3.305,-5.246,4.324,-2.070,7.350,0.949,11.110,2.215,7.488,1.105,11.123,4.305,3.604,30.734,87.875,-1.999,-7.953,-47.062,-91.625
4509.653,100.0,50.0,3.609,8.562,32.594,86.875,-2.865,-11.148,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.301,3.398,7.059,-4.082,4.590,-3.340,-5.281,4.453,-2.073,7.346,0.946,11.110,2.221,7.497,1.111,11.124,3.977,4.172,30.906,88.062,-1.428,-7.844,-47.156,-91.500
4509.753,100.0,50.0,3.604,8.555,32.594,86.875,-2.859,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.484,3.422,6.930,-4.082,4.691,-3.357,-5.336,4.371,-2.077,7.350,0.949,11.110,2.224,7.492,1.108,11.124,3.801,4.172,31.219,87.625,-0.901,-7.797,-47.031,-91.062
4509.855,100.0,50.0,3.609,8.555,32.594,86.812,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.254,3.410,7.039,-4.031,4.625,-3.223,-5.320,4.465,-2.072,7.348,0.946,11.108,2.218,7.492,1.108,11.124,3.977,4.172,30.906,88.062,-1.472,-7.996,-47.156,-91.500
4509.957,100.0,50.0,3.605,8.547,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.238,3.303,7.043,-3.992,4.609,-3.258,-5.293,4.363,-2.076,7.355,0.952,11.111,2.218,7.488,1.105,11.123,4.746,5.008,29.000,87.938,-1.099,-7.668,-47.094,-91.312
4510.057,100.0,50.0,3.604,8.555,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.312,3.305,6.961,-3.992,4.586,-3.281,-5.398,4.422,-2.077,7.350,0.949,11.110,2.217,7.488,1.105,11.123,4.348,4.504,30.578,87.188,-1.230,-7.973,-46.938,-91.062
4510.159,100.0,50.0,3.609,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.758,3.377,7.043,-4.070,4.801,-3.299,-5.336,4.441,-2.073,7.350,0.949,11.110,2.223,7.492,1.108,11.124,3.889,4.109,31.703,87.625,-0.966,-7.863,-47.125,-90.500
4510.259,100.0,50.0,3.605,8.547,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.402,3.232,7.051,-4.094,4.512,-3.273,-5.285,4.328,-2.076,7.355,0.952,11.111,2.221,7.492,1.108,11.124,3.822,4.172,30.266,88.062,-1.428,-7.906,-46.906,-91.312
4510.361,100.0,50.0,3.605,8.547,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.609,3.330,7.031,-4.012,4.664,-3.375,-5.387,4.367,-2.076,7.355,0.952,11.111,2.218,7.488,1.105,11.123,3.998,3.998,30.094,87.938,-1.604,-8.016,-47.156,-90.812
4510.463,100.0,50.0,3.611,8.539,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.320,3.268,6.887,-4.113,4.586,-3.227,-5.234,4.305,-2.072,7.359,0.955,11.111,2.218,7.488,1.105,11.123,4.285,3.691,31.859,87.750,-1.164,-7.906,-47.281,-90.500
4510.565,100.0,50.0,3.605,8.555,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.457,3.412,7.074,-4.105,4.789,-3.332,-5.246,4.348,-2.076,7.350,0.949,11.110,2.223,7.488,1.105,11.124,3.889,4.812,29.938,87.750,-1.802,-7.844,-47.000,-91.312
4510.665,100.0,50.0,3.611,8.547,32.594,86.875,-2.877,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.168,3.428,6.961,-4.059,4.684,-3.246,-5.348,4.348,-2.072,7.355,0.952,11.111,2.213,7.483,1.103,11.123,4.371,4.812,29.938,87.875,-2.131,-7.887,-47.062,-91.188
4510.765,100.0,50.0,3.609,8.547,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.207,3.449,7.117,-4.027,4.590,-3.170,-5.297,4.434,-2.073,7.355,0.952,11.111,2.223,7.492,1.108,11.124,4.305,4.285,30.422,88.438,-1.802,-7.973,-47.250,-91.062
4510.867,100.0,50.0,3.604,8.547,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.359,3.410,6.988,-4.008,4.746,-3.291,-5.176,4.395,-2.077,7.355,0.952,11.111,2.221,7.492,1.108,11.124,4.348,4.285,29.641,88.125,-1.164,-7.973,-47.062,-91.875
4510.969,100.0,50.0,3.609,8.555,32.594,86.875,-2.877,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.422,3.490,7.062,-4.043,4.590,-3.295,-5.285,4.352,-2.073,7.350,0.949,11.110,2.214,7.492,1.108,11.124,3.932,5.008,30.094,87.562,-1.604,-7.906,-47.125,-90.812
4511.071,100.0,50.0,3.604,8.555,32.594,86.875,-2.855,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.301,3.408,7.027,-4.047,4.734,-3.229,-5.309,4.367,-2.077,7.350,0.949,11.110,2.227,7.492,1.108,11.124,3.977,4.504,31.859,87.875,-0.966,-7.863,-47.125,-91.062
4511.173,100.0,50.0,3.605,8.547,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.059,3.305,6.930,-4.047,4.742,-3.236,-5.355,4.387,-2.076,7.355,0.952,11.111,2.221,7.492,1.108,11.124,3.889,4.172,30.578,87.188,-1.296,-7.863,-47.125,-91.062
4511.273,100.0,50.0,3.605,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.582,3.463,7.000,-4.027,4.629,-3.283,-5.211,4.359,-2.076,7.350,0.949,11.110,2.218,7.488,1.105,11.123,3.889,4.109,30.906,87.750,-1.230,-7.863,-47.062,-90.812
4511.375,100.0,50.0,3.600,8.547,32.594,86.812,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.293,3.391,6.977,-3.992,4.566,-3.262,-5.301,4.391,-2.079,7.352,0.949,11.108,2.217,7.492,1.108,11.124,3.932,4.504,31.062,87.625,-1.999,-7.820,-47.125,-91.188
4511.477,100.0,50.0,3.604,8.555,32.594,86.812,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.336,3.434,6.980,-4.055,4.602,-3.254,-5.305,4.375,-2.076,7.348,0.946,11.108,2.223,7.488,1.105,11.124,3.910,4.172,29.938,88.062,-1.999,-7.973,-47.062,-91.375
4511.577,100.0,50.0,3.604,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.199,3.490,7.070,-3.994,4.684,-3.223,-5.266,4.383,-2.077,7.350,0.949,11.110,2.223,7.492,1.108,11.124,4.020,4.898,31.219,87.312,-1.164,-7.797,-47.125,-91.500
4511.677,100.0,50.0,3.609,8.547,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.258,3.447,7.059,-4.121,4.621,-3.266,-5.254,4.352,-2.073,7.355,0.952,11.111,2.217,7.492,1.108,11.124,3.953,4.395,31.859,87.625,-1.164,-8.016,-47.219,-90.750
4511.777,100.0,50.0,3.605,8.555,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.301,3.543,7.086,-4.039,4.559,-3.232,-5.219,4.441,-2.076,7.350,0.949,11.110,2.218,7.492,1.108,11.124,3.932,4.172,29.781,87.438,-1.670,-7.844,-47.000,-91.062
4511.877,100.0,50.0,3.605,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.168,3.385,7.000,-4.027,4.410,-3.264,-5.301,4.277,-2.076,7.350,0.949,11.110,2.218,7.488,1.105,11.123,3.910,4.285,31.062,87.625,-1.428,-7.973,-47.125,-90.625
4511.977,100.0,50.0,3.605,8.547,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.410,3.371,7.062,-4.078,4.719,-3.271,-5.324,4.391,-2.076,7.355,0.952,11.111,2.218,7.492,1.108,11.124,3.932,4.504,30.422,87.562,-1.802,-8.500,-47.219,-91.188
4512.079,100.0,50.0,3.609,8.562,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.332,3.275,6.977,-4.012,4.703,-3.307,-5.375,4.324,-2.073,7.346,0.946,11.110,2.218,7.492,1.108,11.124,4.020,3.691,31.062,87.750,-1.230,-7.863,-47.188,-91.312
4512.181,100.0,50.0,3.600,8.555,32.594,86.812,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.199,3.465,6.965,-4.055,4.594,-3.203,-5.258,4.441,-2.078,7.348,0.946,11.108,2.223,7.488,1.105,11.124,3.998,4.109,30.266,88.062,-1.472,-7.797,-47.156,-91.500
4512.281,100.0,50.0,3.609,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.344,3.436,7.062,-4.090,4.719,-3.256,-5.312,4.332,-2.073,7.350,0.949,11.110,2.218,7.488,1.105,11.123,4.348,4.109,31.547,87.312,-2.197,-7.844,-47.125,-91.062
4512.381,100.0,50.0,3.600,8.555,32.594,86.875,-2.859,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.355,3.404,6.941,-4.031,4.625,-3.289,-5.266,4.492,-2.079,7.350,0.949,11.110,2.224,7.492,1.108,11.124,3.998,3.910,30.906,87.312,-1.999,-7.906,-47.219,-90.938
4512.481,100.0,50.0,3.604,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.238,3.340,6.879,-4.031,4.520,-3.238,-5.242,4.465,-2.077,7.350,0.949,11.110,2.223,7.492,1.108,11.124,3.734,4.109,30.266,87.750,-1.472,-8.039,-47.000,-91.750
4512.581,100.0,50.0,3.600,8.555,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.262,3.330,6.949,-4.020,4.562,-3.215,-5.312,4.438,-2.079,7.350,0.949,11.110,2.217,7.488,1.105,11.123,4.285,4.590,30.578,87.562,-1.735,-7.711,-47.156,-90.750
4512.683,100.0,50.0,3.604,8.555,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.277,3.400,7.062,-4.055,4.754,-3.209,-5.422,4.414,-2.077,7.350,0.949,11.110,2.217,7.492,1.108,11.124,3.734,3.801,30.422,87.875,-1.538,-7.953,-47.250,-91.375
4512.783,100.0,50.0,3.605,8.555,32.594,86.875,-2.875,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.270,3.436,7.027,-4.027,4.555,-3.334,-5.258,4.344,-2.076,7.350,0.949,11.110,2.215,7.492,1.108,11.124,3.910,4.285,31.547,87.875,-1.604,-7.820,-46.906,-91.750
4512.885,100.0,50.0,3.609,8.547,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.363,3.396,7.086,-4.035,4.574,-3.350,-5.258,4.422,-2.073,7.355,0.952,11.111,2.217,7.488,1.105,11.123,3.998,4.395,31.219,87.312,-1.933,-7.844,-47.000,-91.312
4512.985,100.0,50.0,3.604,8.555,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.371,3.279,7.105,-4.020,4.641,-3.279,-5.309,4.457,-2.077,7.350,0.949,11.110,2.218,7.492,1.108,11.124,3.998,3.910,29.641,87.312,-1.604,-7.797,-46.906,-91.062
4513.087,100.0,50.0,3.604,8.562,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.188,3.234,7.055,-4.066,4.473,-3.180,-5.199,4.414,-2.077,7.346,0.946,11.110,2.218,7.492,1.108,11.124,4.305,4.285,30.734,87.750,-1.472,-7.668,-47.125,-91.375
4513.189,100.0,50.0,3.609,8.539,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.344,3.352,6.977,-4.062,4.590,-3.160,-5.297,4.402,-2.073,7.359,0.955,11.111,2.223,7.488,1.105,11.124,4.020,3.998,29.297,87.312,-1.362,-7.906,-47.375,-91.062
4513.289,100.0,50.0,3.604,8.555,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.152,3.361,7.055,-4.090,4.598,-3.229,-5.199,4.371,-2.077,7.350,0.949,11.110,2.218,7.492,1.108,11.124,3.822,4.285,31.703,87.312,-1.164,-7.996,-46.906,-91.375
4513.391,100.0,50.0,3.605,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.246,3.408,6.961,-4.055,4.758,-3.221,-5.219,4.367,-2.076,7.350,0.949,11.110,2.221,7.488,1.105,11.124,3.889,4.172,30.266,87.562,-1.802,-7.844,-47.219,-91.062
4513.493,100.0,50.0,3.609,8.555,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.414,3.322,7.004,-4.102,4.625,-3.225,-5.320,4.406,-2.073,7.350,0.949,11.110,2.218,7.492,1.108,11.124,3.932,4.285,29.938,88.125,-1.670,-7.844,-47.094,-90.938
4513.595,100.0,50.0,3.609,8.555,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.305,3.332,7.008,-4.133,4.688,-3.291,-5.281,4.309,-2.073,7.350,0.949,11.110,2.217,7.492,1.108,11.124,3.889,3.910,31.219,87.312,-0.966,-8.016,-47.156,-91.188
4513.695,100.0,50.0,3.605,8.555,32.594,86.875,-2.859,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.250,3.240,6.934,-3.998,4.582,-3.283,-5.332,4.387,-2.076,7.350,0.949,11.110,2.224,7.488,1.105,11.124,3.953,4.812,31.062,87.750,-2.262,-7.578,-46.969,-91.312
4513.795,100.0,50.0,3.604,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.211,3.354,7.078,-4.051,4.625,-3.342,-5.461,4.383,-2.077,7.350,0.949,11.110,2.221,7.492,1.108,11.124,4.438,4.285,30.578,87.625,-1.604,-7.930,-47.094,-91.312
4513.897,100.0,50.0,3.605,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.273,3.344,7.062,-4.059,4.605,-3.340,-5.281,4.270,-2.076,7.350,0.949,11.110,2.221,7.492,1.108,11.124,4.020,4.395,30.734,87.562,-1.604,-7.754,-47.031,-90.812
4513.999,100.0,50.0,3.600,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.246,3.395,7.055,-4.047,4.562,-3.273,-5.301,4.473,-2.079,7.350,0.949,11.110,2.218,7.488,1.105,11.123,3.953,4.504,31.703,87.188,-1.867,-8.109,-47.156,-91.188
4514.099,100.0,50.0,3.609,8.547,32.594,86.812,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.293,3.346,7.012,-4.027,4.590,-3.271,-5.148,4.352,-2.072,7.352,0.949,11.108,2.223,7.492,1.108,11.124,4.328,4.285,31.703,87.875,-1.670,-8.062,-47.156,-90.750
4514.201,100.0,50.0,3.605,8.547,32.594,86.875,-2.859,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.441,3.488,6.844,-4.023,4.426,-3.264,-5.277,4.512,-2.076,7.355,0.952,11.111,2.224,7.492,1.108,11.124,3.889,4.504,30.422,87.438,-1.428,-7.863,-47.125,-91.500
4514.303,100.0,50.0,3.605,8.547,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.250,3.289,7.000,-4.086,4.598,-3.193,-5.379,4.367,-2.076,7.355,0.952,11.111,2.223,7.492,1.108,11.124,4.414,5.207,31.219,87.750,-1.670,-7.820,-47.219,-91.375
4514.403,100.0,50.0,3.604,8.547,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.246,3.387,6.992,-4.094,4.551,-3.236,-5.305,4.410,-2.077,7.355,0.952,11.111,2.223,7.488,1.105,11.124,4.371,4.812,30.906,87.875,-1.802,-7.797,-47.125,-91.312
4514.503,100.0,50.0,3.605,8.547,32.594,86.875,-2.855,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.344,3.416,7.027,-4.039,4.547,-3.287,-5.332,4.363,-2.076,7.355,0.952,11.111,2.227,7.492,1.108,11.124,3.977,4.395,32.125,87.312,-1.999,-7.887,-46.969,-91.500
4514.603,100.0,50.0,3.604,8.547,32.594,86.875,-2.865,-11.148,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.309,3.449,7.043,-4.012,4.664,-3.334,-5.445,4.383,-2.077,7.355,0.952,11.111,2.221,7.497,1.111,11.124,3.734,4.898,30.266,87.938,-1.428,-7.844,-47.156,-90.625
4514.705,100.0,50.0,3.609,8.547,32.594,86.875,-2.875,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.328,3.410,7.074,-4.117,4.672,-3.230,-5.188,4.367,-2.073,7.355,0.952,11.111,2.215,7.483,1.103,11.123,3.953,4.285,29.297,87.750,-1.933,-7.887,-47.094,-91.375
4514.805,100.0,50.0,3.615,8.547,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.398,3.484,6.957,-4.055,4.828,-3.369,-5.238,4.363,-2.070,7.355,0.952,11.111,2.223,7.492,1.108,11.124,3.801,4.504,29.641,87.562,-1.032,-8.016,-47.281,-91.750
4514.905,100.0,50.0,3.605,8.562,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.223,3.365,7.094,-4.047,4.566,-3.223,-5.332,4.348,-2.076,7.346,0.946,11.110,2.217,7.488,1.105,11.123,4.547,3.691,31.062,87.750,-1.802,-7.953,-47.031,-91.375
