t,pct,split,q0,q1,q2,q3,q4,q5,q6,q7,cmd0,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6,cmd7,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,ff0,ff1,ff2,ff3,ff4,ff5,ff6,ff7,aux0,aux1,aux2,aux3,aux4,aux5,aux6,aux7
4468.093,100.0,50.0,3.605,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.414,3.465,6.992,-4.090,4.617,-3.305,-5.273,4.406,-2.076,7.350,0.949,11.110,2.221,7.488,1.105,11.124,3.953,4.898,31.219,87.625,-1.032,-7.711,-47.000,-90.812
4468.195,100.0,50.0,3.619,8.562,32.594,86.875,-2.871,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.285,3.398,6.945,-4.066,4.734,-3.381,-5.246,4.379,-2.067,7.346,0.946,11.110,2.217,7.492,1.108,11.124,4.570,3.998,30.734,88.250,-1.472,-7.887,-47.156,-90.750
4468.295,100.0,50.0,3.604,8.562,32.594,86.875,-2.875,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.570,3.408,6.926,-3.992,4.582,-3.352,-5.289,4.324,-2.077,7.346,0.946,11.110,2.215,7.492,1.108,11.124,3.953,4.285,30.094,87.750,-1.099,-7.887,-47.000,-91.062
4468.395,100.0,50.0,3.605,8.562,32.594,86.812,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.418,3.311,6.992,-4.004,4.586,-3.309,-5.164,4.305,-2.075,7.343,0.943,11.108,2.221,7.488,1.105,11.124,3.932,3.998,29.156,87.875,-1.933,-7.996,-47.094,-91.312
4468.497,100.0,50.0,3.605,8.562,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.465,3.447,6.801,-4.043,4.668,-3.371,-5.191,4.422,-2.076,7.346,0.946,11.110,2.221,7.488,1.105,11.124,3.889,4.285,30.094,87.625,-1.362,-7.844,-46.906,-90.750
4468.599,100.0,50.0,3.605,8.562,32.594,86.812,-2.865,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.320,3.490,7.055,-4.031,4.551,-3.301,-5.254,4.484,-2.075,7.343,0.943,11.108,2.221,7.483,1.103,11.123,3.953,4.172,29.453,87.562,-2.197,-7.797,-47.094,-90.500
4468.699,100.0,50.0,3.609,8.555,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.426,3.375,6.984,-4.051,4.910,-3.305,-5.375,4.324,-2.073,7.350,0.949,11.110,2.217,7.488,1.105,11.123,4.043,4.590,29.938,87.562,-1.802,-7.621,-47.156,-91.312
4468.801,100.0,50.0,3.605,8.555,32.594,86.875,-2.865,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.176,3.422,6.953,-4.074,4.621,-3.244,-5.340,4.383,-2.076,7.350,0.949,11.110,2.221,7.483,1.103,11.123,4.020,4.395,30.094,87.438,-1.604,-7.906,-47.281,-91.188
4468.903,100.0,50.0,3.611,8.562,32.594,86.875,-2.859,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.566,3.420,6.949,-4.109,4.648,-3.262,-5.254,4.371,-2.072,7.346,0.946,11.110,2.224,7.488,1.105,11.124,3.998,4.504,30.094,87.875,-1.362,-8.039,-47.062,-90.938
4469.003,100.0,50.0,3.611,8.570,32.594,86.812,-2.865,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.379,3.383,6.883,-3.984,4.648,-3.195,-5.242,4.422,-2.071,7.339,0.940,11.107,2.221,7.483,1.103,11.123,4.723,4.699,29.641,87.875,-1.802,-7.973,-47.094,-91.062
4469.105,100.0,50.0,3.611,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.402,3.242,7.012,-4.059,4.688,-3.232,-5.250,4.355,-2.072,7.350,0.949,11.110,2.218,7.488,1.105,11.123,3.801,5.008,31.547,87.562,-1.867,-7.953,-47.219,-90.750
4469.205,100.0,50.0,3.611,8.555,32.594,86.875,-2.865,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.453,3.502,7.062,-4.051,4.562,-3.148,-5.383,4.262,-2.072,7.350,0.949,11.110,2.221,7.483,1.103,11.123,4.395,4.590,30.266,87.188,-1.538,-7.844,-47.250,-91.625
4469.307,100.0,50.0,3.609,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.336,3.391,6.965,-3.979,4.746,-3.180,-5.422,4.449,-2.073,7.350,0.949,11.110,2.221,7.488,1.105,11.124,3.932,4.285,30.266,88.562,-1.670,-7.953,-46.969,-90.812
4469.409,100.0,50.0,3.605,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.426,3.389,6.953,-4.059,4.668,-3.283,-5.324,4.383,-2.076,7.350,0.949,11.110,2.221,7.492,1.108,11.124,3.953,4.898,30.578,87.938,-1.735,-7.820,-47.156,-91.188
4469.511,100.0,50.0,3.604,8.570,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.324,3.344,7.051,-4.074,4.562,-3.260,-5.195,4.344,-2.077,7.342,0.943,11.110,2.223,7.488,1.105,11.124,3.953,4.699,30.906,87.750,-1.472,-7.777,-47.125,-91.375
4469.613,100.0,50.0,3.605,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.320,3.418,6.988,-4.012,4.617,-3.197,-5.336,4.363,-2.076,7.350,0.949,11.110,2.218,7.488,1.105,11.123,3.910,3.998,30.266,87.875,-1.538,-7.996,-47.156,-90.812
4469.715,100.0,50.0,3.605,8.562,32.594,86.812,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.395,3.363,6.910,-4.043,4.539,-3.244,-5.395,4.414,-2.075,7.343,0.943,11.108,2.223,7.492,1.108,11.124,4.699,4.395,30.906,88.375,-2.064,-7.906,-47.031,-90.625
4469.817,100.0,50.0,3.604,8.555,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.410,3.395,6.953,-4.051,4.684,-3.213,-5.234,4.352,-2.077,7.350,0.949,11.110,2.223,7.488,1.105,11.124,3.910,4.172,31.703,87.250,-1.428,-7.996,-47.062,-90.812
4469.919,100.0,50.0,3.604,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.340,3.445,7.008,-4.012,4.609,-3.230,-5.305,4.484,-2.077,7.350,0.949,11.110,2.221,7.488,1.105,11.124,4.371,3.998,30.906,88.250,-1.362,-7.930,-47.219,-91.375
4470.019,100.0,50.0,3.605,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.473,3.309,6.824,-4.047,4.672,-3.273,-5.203,4.344,-2.076,7.350,0.949,11.110,2.221,7.488,1.105,11.124,4.020,4.504,29.297,87.562,-1.933,-7.906,-47.094,-91.500
4470.119,100.0,50.0,3.605,8.555,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.117,3.451,6.883,-4.070,4.773,-3.258,-5.344,4.387,-2.076,7.350,0.949,11.110,2.223,7.488,1.105,11.124,4.043,4.504,30.578,88.062,-1.604,-7.797,-47.188,-91.500
4470.221,100.0,50.0,3.604,8.570,32.594,86.875,-2.865,-11.148,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.316,3.338,6.988,-4.070,4.398,-3.359,-5.207,4.375,-2.077,7.342,0.943,11.110,2.221,7.497,1.111,11.124,3.977,4.504,31.703,87.938,-1.999,-7.863,-47.188,-91.375
4470.323,100.0,50.0,3.605,8.555,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.383,3.369,6.988,-4.020,4.582,-3.311,-5.199,4.375,-2.076,7.350,0.949,11.110,2.223,7.488,1.105,11.124,3.844,4.285,30.906,87.750,-1.933,-7.863,-47.062,-91.500
4470.425,100.0,50.0,3.604,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.363,3.256,7.090,-4.031,4.539,-3.258,-5.305,4.328,-2.077,7.350,0.949,11.110,2.221,7.492,1.108,11.124,4.547,4.109,30.422,88.438,-1.802,-7.863,-47.156,-91.312
4470.525,100.0,50.0,3.609,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.262,3.402,7.047,-4.023,4.590,-3.285,-5.305,4.305,-2.073,7.350,0.949,11.110,2.221,7.488,1.105,11.124,3.977,4.590,30.578,87.875,-1.933,-7.930,-47.125,-90.938
4470.625,100.0,50.0,3.609,8.555,32.594,86.875,-2.875,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.328,3.334,6.938,-4.066,4.414,-3.252,-5.324,4.352,-2.073,7.350,0.949,11.110,2.215,7.483,1.103,11.123,3.977,4.395,32.438,87.875,-1.099,-7.953,-47.219,-91.312
4470.727,100.0,50.0,3.611,8.555,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.332,3.381,7.086,-3.963,4.676,-3.223,-5.371,4.457,-2.072,7.350,0.949,11.110,2.223,7.488,1.105,11.124,3.953,4.812,30.578,87.625,-1.538,-7.930,-47.219,-90.500
4470.827,100.0,50.0,3.609,8.555,32.594,86.875,-2.865,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.352,3.471,6.930,-4.039,4.762,-3.166,-5.254,4.488,-2.073,7.350,0.949,11.110,2.221,7.483,1.103,11.123,3.953,4.504,31.062,87.438,-1.472,-7.711,-47.219,-91.750
4470.929,100.0,50.0,3.615,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.426,3.355,6.910,-4.027,4.695,-3.217,-5.254,4.461,-2.070,7.350,0.949,11.110,2.223,7.492,1.108,11.124,4.086,3.910,30.578,87.562,-1.735,-7.863,-47.125,-90.625
4471.029,100.0,50.0,3.611,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.406,3.391,6.957,-4.055,4.656,-3.201,-5.312,4.402,-2.072,7.350,0.949,11.110,2.223,7.492,1.108,11.124,3.977,3.492,30.906,87.312,-1.670,-7.844,-47.062,-91.188
4471.131,100.0,50.0,3.621,8.570,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.070,3.453,6.965,-4.043,4.793,-3.295,-5.312,4.352,-2.066,7.341,0.943,11.109,2.217,7.488,1.105,11.123,3.822,4.172,31.062,88.562,-1.735,-7.996,-47.250,-90.938
4471.231,100.0,50.0,3.605,8.555,32.594,86.875,-2.859,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.367,3.281,6.949,-4.086,4.699,-3.252,-5.391,4.289,-2.076,7.350,0.949,11.110,2.224,7.492,1.108,11.124,3.932,4.109,30.266,87.250,-1.999,-7.820,-47.000,-90.750
4471.333,100.0,50.0,3.611,8.555,32.594,86.875,-2.859,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.293,3.295,6.973,-4.051,4.562,-3.252,-5.328,4.367,-2.072,7.350,0.949,11.110,2.224,7.488,1.105,11.124,3.953,4.590,29.641,88.062,-1.670,-7.953,-46.906,-91.500
4471.435,100.0,50.0,3.605,8.547,32.594,86.875,-2.875,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.199,3.510,7.027,-3.973,4.754,-3.143,-5.352,4.324,-2.076,7.355,0.952,11.111,2.215,7.488,1.105,11.123,4.438,4.285,30.578,87.562,-1.867,-8.062,-47.156,-91.375
4471.535,100.0,50.0,3.605,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.453,3.408,6.988,-4.031,4.605,-3.387,-5.254,4.383,-2.076,7.350,0.949,11.110,2.218,7.488,1.105,11.123,4.438,4.109,30.734,87.312,-2.064,-8.016,-47.188,-91.312
4471.635,100.0,50.0,3.609,8.562,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.477,3.320,7.051,-3.986,4.668,-3.205,-5.285,4.434,-2.073,7.346,0.946,11.110,2.217,7.488,1.105,11.123,3.910,4.504,29.641,88.375,-1.538,-7.906,-47.219,-90.812
4471.735,100.0,50.0,3.605,8.555,32.594,86.812,-2.855,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.477,3.332,7.062,-4.031,4.547,-3.252,-5.371,4.500,-2.075,7.348,0.946,11.108,2.227,7.492,1.108,11.124,3.977,4.172,30.734,87.562,-1.802,-7.797,-47.062,-90.812
4471.837,100.0,50.0,3.611,8.555,32.594,86.875,-2.865,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.422,3.441,6.941,-4.039,4.703,-3.148,-5.371,4.422,-2.072,7.350,0.949,11.110,2.221,7.483,1.103,11.123,3.932,4.590,30.734,87.750,-1.099,-7.887,-47.125,-90.938
4471.937,100.0,50.0,3.605,8.555,32.594,86.812,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.168,3.434,6.973,-4.027,4.695,-3.219,-5.211,4.383,-2.075,7.348,0.946,11.108,2.217,7.488,1.105,11.123,3.910,3.998,30.578,88.125,-1.472,-7.953,-47.406,-92.125
4472.037,100.0,50.0,3.604,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.492,3.453,6.988,-4.102,4.699,-3.309,-5.281,4.398,-2.077,7.350,0.949,11.110,2.221,7.488,1.105,11.124,3.998,4.285,32.125,87.438,-1.164,-7.930,-47.219,-90.938
4472.139,100.0,50.0,3.611,8.555,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.234,3.494,6.906,-4.086,4.750,-3.201,-5.379,4.289,-2.072,7.350,0.949,11.110,2.223,7.488,1.105,11.124,3.932,4.395,32.125,87.938,-1.032,-7.844,-47.000,-91.312
4472.239,100.0,50.0,3.611,8.562,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.340,3.404,6.977,-4.035,4.500,-3.268,-5.371,4.398,-2.072,7.346,0.946,11.110,2.218,7.492,1.108,11.124,3.801,4.395,31.547,88.375,-1.735,-7.820,-47.125,-92.188
4472.339,100.0,50.0,3.600,8.555,32.594,86.875,-2.877,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.305,3.375,6.922,-4.020,4.637,-3.230,-5.277,4.402,-2.079,7.350,0.949,11.110,2.214,7.492,1.108,11.124,3.977,4.172,30.578,87.562,-1.032,-8.039,-47.188,-91.188
4472.439,100.0,50.0,3.611,8.547,32.594,86.875,-2.855,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.344,3.490,7.000,-4.023,4.637,-3.279,-5.375,4.441,-2.072,7.355,0.952,11.111,2.227,7.492,1.108,11.124,4.020,4.504,30.422,87.250,-1.670,-7.953,-47.156,-91.312
4472.541,100.0,50.0,3.596,8.562,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.191,3.338,7.082,-4.074,4.770,-3.248,-5.211,4.277,-2.082,7.346,0.946,11.110,2.223,7.492,1.108,11.124,3.734,4.699,29.938,88.062,-1.362,-7.844,-47.281,-91.375
4472.641,100.0,50.0,3.605,8.555,32.594,86.875,-2.875,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.508,3.400,7.105,-4.051,4.711,-3.311,-5.379,4.383,-2.076,7.350,0.949,11.110,2.215,7.492,1.108,11.124,4.613,3.910,30.422,87.938,-1.538,-7.887,-47.188,-91.500
4472.743,100.0,50.0,3.609,8.555,32.594,86.875,-2.861,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.316,3.496,6.863,-4.066,4.629,-3.242,-5.332,4.332,-2.073,7.350,0.949,11.110,2.223,7.488,1.105,11.124,3.889,4.172,30.266,87.562,-1.670,-7.844,-47.188,-90.625
4472.845,100.0,50.0,3.611,8.555,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.312,3.348,6.895,-3.998,4.777,-3.348,-5.312,4.344,-2.072,7.350,0.949,11.110,2.218,7.492,1.108,11.124,4.461,4.172,30.422,87.312,-1.296,-7.906,-47.312,-91.625
4472.947,100.0,50.0,3.611,8.570,32.594,86.875,-2.875,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.234,3.305,7.082,-4.062,4.758,-3.145,-5.410,4.355,-2.072,7.342,0.943,11.110,2.215,7.492,1.108,11.124,3.932,4.590,30.734,87.125,-1.802,-7.930,-47.062,-90.938
4473.047,100.0,50.0,3.604,8.555,32.594,86.875,-2.865,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.379,3.492,7.094,-4.105,4.660,-3.332,-5.297,4.438,-2.077,7.350,0.949,11.110,2.221,7.492,1.108,11.124,4.020,5.008,30.578,87.312,-1.802,-8.016,-47.281,-90.938
4473.149,100.0,50.0,3.604,8.555,32.594,86.812,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.207,3.361,6.953,-4.020,4.598,-3.270,-5.211,4.348,-2.076,7.348,0.946,11.108,2.218,7.488,1.105,11.123,4.020,3.998,30.422,87.750,-0.966,-7.887,-47.031,-91.375
4473.249,100.0,50.0,3.609,8.555,32.594,86.875,-2.859,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.113,3.510,7.039,-4.074,4.602,-3.289,-5.387,4.367,-2.073,7.350,0.949,11.110,2.224,7.492,1.108,11.124,4.680,4.898,29.453,87.750,-1.362,-8.016,-47.000,-90.812
4473.349,100.0,50.0,3.605,8.562,32.594,86.812,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.363,3.307,6.883,-4.020,4.812,-3.211,-5.316,4.371,-2.075,7.343,0.943,11.108,2.223,7.492,1.108,11.124,3.998,4.395,30.906,87.875,-1.802,-7.844,-47.156,-91.312
4473.451,100.0,50.0,3.615,8.555,32.594,86.875,-2.855,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.262,3.301,7.047,-4.047,4.445,-3.293,-5.266,4.422,-2.070,7.350,0.949,11.110,2.227,7.492,1.108,11.124,4.262,4.699,30.266,88.125,-1.538,-7.930,-47.000,-91.500
4473.551,100.0,50.0,3.604,8.547,32.594,86.875,-2.869,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.324,3.422,6.984,-4.039,4.691,-3.375,-5.316,4.383,-2.077,7.355,0.952,11.111,2.218,7.492,1.108,11.124,4.348,4.395,30.094,88.438,-1.538,-7.930,-47.250,-91.750
4473.653,100.0,50.0,3.621,8.555,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.398,3.359,7.066,-4.039,4.617,-3.258,-5.312,4.492,-2.066,7.350,0.949,11.110,2.223,7.492,1.108,11.124,3.910,4.109,29.453,87.312,-1.670,-8.039,-47.062,-91.750
4473.753,100.0,50.0,3.615,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.285,3.408,7.141,-4.012,4.715,-3.357,-5.402,4.359,-2.070,7.350,0.949,11.110,2.221,7.488,1.105,11.124,3.977,3.801,31.547,88.125,-1.670,-7.863,-47.000,-90.812
4473.855,100.0,50.0,3.611,8.555,32.594,86.875,-2.877,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.215,3.242,7.035,-4.074,4.555,-3.129,-5.207,4.324,-2.072,7.350,0.949,11.110,2.214,7.488,1.105,11.123,4.305,4.109,30.734,87.625,-1.428,-7.863,-47.344,-90.938
4473.957,100.0,50.0,3.609,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.211,3.424,6.941,-4.098,4.504,-3.268,-5.234,4.281,-2.073,7.350,0.949,11.110,2.218,7.488,1.105,11.123,4.328,3.691,30.734,87.625,-1.670,-7.863,-47.125,-91.500
4474.057,100.0,50.0,3.605,8.562,32.594,86.875,-2.859,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.289,3.328,6.945,-4.086,4.684,-3.242,-5.188,4.410,-2.076,7.346,0.946,11.110,2.224,7.488,1.105,11.124,3.756,4.395,30.906,87.562,-1.999,-7.844,-47.250,-90.500
4474.159,100.0,50.0,3.609,8.555,32.594,86.875,-2.865,-11.148,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.262,3.482,7.035,-4.023,4.801,-3.197,-5.246,4.355,-2.073,7.350,0.949,11.110,2.221,7.497,1.111,11.124,3.932,5.316,31.703,87.938,-1.604,-7.711,-47.219,-91.188
4474.261,100.0,50.0,3.609,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.129,3.406,6.977,-4.078,4.562,-3.268,-5.250,4.418,-2.073,7.350,0.949,11.110,2.221,7.488,1.105,11.124,3.910,4.395,30.578,87.562,-1.230,-8.086,-47.125,-90.938
4474.361,100.0,50.0,3.611,8.555,32.594,86.875,-2.871,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.230,3.432,7.094,-4.074,4.812,-3.240,-5.352,4.434,-2.072,7.350,0.949,11.110,2.217,7.488,1.105,11.123,3.977,4.395,30.734,87.750,-2.064,-7.953,-47.094,-90.500
4474.461,100.0,50.0,3.600,8.547,32.594,86.875,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.375,3.318,7.082,-4.055,4.559,-3.311,-5.352,4.395,-2.079,7.355,0.952,11.111,2.223,7.492,1.108,11.124,4.348,4.285,30.094,87.625,-1.428,-7.688,-46.969,-91.062
4474.561,100.0,50.0,3.605,8.547,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.258,3.379,6.918,-4.031,4.617,-3.242,-5.305,4.332,-2.076,7.355,0.952,11.111,2.218,7.488,1.105,11.123,3.756,4.172,31.062,88.250,-1.472,-7.930,-47.125,-91.500
4474.663,100.0,50.0,3.615,8.547,32.594,86.812,-2.861,-11.156,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.406,3.443,7.039,-4.012,4.797,-3.217,-5.293,4.363,-2.069,7.352,0.949,11.108,2.223,7.492,1.108,11.124,3.932,4.504,31.219,87.188,-2.064,-7.820,-47.344,-90.375
4474.763,100.0,50.0,3.604,8.555,32.594,86.875,-2.875,-11.148,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.320,3.252,6.871,-4.070,4.746,-3.389,-5.258,4.402,-2.077,7.350,0.949,11.110,2.215,7.497,1.111,11.124,3.889,4.172,29.641,88.125,-1.604,-8.039,-47.000,-91.938
4474.863,100.0,50.0,3.604,8.547,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.441,3.311,7.070,-4.039,4.652,-3.225,-5.449,4.359,-2.077,7.355,0.952,11.111,2.218,7.488,1.105,11.123,3.977,3.910,30.578,87.562,-1.802,-7.953,-47.062,-91.188
4474.963,100.0,50.0,3.609,8.555,32.594,86.875,-2.869,-11.172,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.367,3.395,7.039,-4.059,4.633,-3.277,-5.367,4.379,-2.073,7.350,0.949,11.110,2.218,7.483,1.103,11.123,4.020,3.801,29.781,88.062,-1.472,-7.688,-46.969,-91.188
4475.065,100.0,50.0,3.609,8.555,32.594,86.875,-2.869,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.379,3.408,7.012,-4.051,4.605,-3.320,-5.328,4.352,-2.073,7.350,0.949,11.110,2.218,7.488,1.105,11.123,3.910,4.285,32.125,87.062,-1.735,-8.062,-47.344,-90.500
4475.165,100.0,50.0,3.605,8.555,32.594,86.812,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.344,3.354,7.094,-4.016,4.555,-3.211,-5.270,4.469,-2.075,7.348,0.946,11.108,2.221,7.488,1.105,11.124,4.371,4.812,30.734,88.062,-1.670,-7.973,-47.156,-92.062
4475.267,100.0,50.0,3.611,8.555,32.594,86.875,-2.865,-11.164,-49.438,-90.125,-0.630,4.012,32.739,97.398,1.060,-6.332,-48.469,-100.068,-5.273,3.451,6.945,-4.062,4.750,-3.318,-5.301,4.426,-2.072,7.350,0.949,11.110,2.221,7.488,1.105,11.124,4.348,4.504,31.062,88.125,-2.064,-7.953,-47.156,-90.938
