t,q0,dq0,tau0,cmd0,q1,dq1,tau1,cmd1,q2,dq2,tau2,cmd2,q3,dq3,tau3,cmd3,q4,dq4,tau4,cmd4,q5,dq5,tau5,cmd5,q6,dq6,tau6,cmd6,q7,dq7,tau7,cmd7,q8,dq8,tau8,cmd8,q9,dq9,tau9,cmd9
1.5560,3.760,11.6,-7.371,3.744,4.023,-18.7,-0.469,4.062,25.906,-28.0,4.617,25.969,92.375,-0.3,0.806,92.375,-2.215,8.0,7.551,-2.250,-6.195,-41.6,-2.957,-6.105,-42.281,-60.6,-8.398,-42.156,-96.688,41.7,4.320,-96.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5581,3.756,5.8,-7.102,3.760,4.008,-17.6,-0.322,4.023,25.875,-30.8,4.820,25.906,92.375,-3.8,0.812,92.375,-2.197,12.8,6.961,-2.215,-6.250,-46.4,-3.125,-6.195,-42.344,-61.6,-8.227,-42.281,-96.625,48.4,3.789,-96.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5603,3.734,-4.9,-5.508,3.756,3.951,-19.0,0.128,4.008,25.750,-36.8,5.309,25.875,92.438,10.0,0.823,92.375,-2.080,33.7,4.703,-2.197,-6.316,-28.3,-4.422,-6.250,-42.562,-71.0,-8.219,-42.344,-96.438,57.4,2.520,-96.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5625,3.713,-7.9,-5.195,3.734,3.920,-17.7,0.144,3.951,25.672,-35.0,5.594,25.750,92.438,12.0,0.786,92.438,-1.996,39.0,4.184,-2.080,-6.328,-15.8,-5.445,-6.316,-42.688,-65.8,-8.688,-42.562,-96.312,63.3,1.486,-96.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5645,3.691,-9.3,-5.340,3.713,3.895,-15.6,0.007,3.920,25.594,-37.6,5.738,25.672,92.500,17.6,0.760,92.438,-1.905,41.5,3.727,-1.996,-6.312,-1.8,-6.320,-6.328,-42.812,-62.9,-8.852,-42.688,-96.188,70.3,1.410,-96.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5664,3.684,-4.2,-4.988,3.691,3.885,-9.4,0.123,3.895,25.531,-32.3,5.590,25.594,92.500,18.8,0.771,92.500,-1.805,46.8,3.605,-1.905,-6.309,1.7,-6.547,-6.312,-42.938,-60.3,-9.523,-42.812,-96.000,69.8,0.560,-96.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5680,3.682,-0.3,-5.160,3.684,3.863,-10.1,0.126,3.885,25.469,-32.7,5.641,25.531,92.562,25.2,0.748,92.500,-1.710,48.3,3.334,-1.805,-6.312,0.2,-7.246,-6.309,-43.031,-53.9,-9.406,-42.938,-95.938,59.9,0.333,-96.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5700,3.682,1.8,-5.383,3.682,3.850,-8.1,-0.156,3.863,25.438,-25.5,5.129,25.469,92.625,27.8,0.833,92.562,-1.642,40.1,3.164,-1.710,-6.332,-6.3,-7.086,-6.312,-43.094,-43.8,-9.797,-43.031,-95.812,57.0,-1.118,-95.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5720,3.688,4.4,-5.508,3.682,3.854,-0.9,-0.584,3.850,25.406,-19.4,4.984,25.438,92.688,26.9,0.656,92.625,-1.572,35.3,3.572,-1.642,-6.359,-9.4,-6.992,-6.332,-43.156,-37.5,-10.039,-43.094,-95.750,44.1,-0.997,-95.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5740,3.674,-1.8,-5.328,3.688,3.826,-8.9,-0.966,3.854,25.375,-15.1,4.508,25.406,92.750,31.6,0.484,92.688,-1.503,34.0,3.664,-1.572,-6.398,-17.1,-6.980,-6.359,-43.188,-27.1,-10.461,-43.156,-95.688,33.7,-1.069,-95.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5760,3.666,-5.0,-4.660,3.674,3.818,-6.3,-1.401,3.826,25.344,-15.3,3.898,25.375,92.875,34.0,0.240,92.750,-1.443,32.6,4.137,-1.503,-6.422,-14.9,-7.012,-6.398,-43.219,-14.2,-10.414,-43.188,-95.625,23.9,-0.269,-95.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5780,3.652,-7.0,-4.273,3.666,3.801,-7.4,-1.354,3.818,25.312,-13.6,3.656,25.344,92.938,35.4,0.013,92.875,-1.391,30.4,4.371,-1.443,-6.438,-10.8,-6.852,-6.422,-43.219,-6.0,-10.742,-43.219,-95.625,13.8,0.930,-95.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5800,3.643,-5.9,-4.090,3.652,3.779,-8.4,-1.207,3.801,25.281,-14.7,3.461,25.312,93.000,34.6,-0.088,92.938,-1.350,24.6,4.512,-1.391,-6.449,-9.3,-6.871,-6.438,-43.188,0.1,-11.219,-43.219,-95.625,14.3,2.650,-95.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5820,3.619,-10.7,-3.805,3.643,3.738,-15.9,-0.861,3.779,25.250,-17.3,3.123,25.281,93.062,33.3,-0.134,93.000,-1.306,23.0,4.395,-1.350,-6.449,-3.5,-6.434,-6.449,-43.188,1.0,-10.984,-43.188,-95.625,1.1,3.469,-95.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5840,3.611,-5.1,-3.734,3.619,3.709,-16.7,-0.828,3.738,25.219,-15.3,3.059,25.250,93.125,31.1,-0.399,93.062,-1.274,18.2,4.574,-1.306,-6.457,-3.9,-6.113,-6.449,-43.188,2.2,-10.680,-43.188,-95.625,5.8,4.293,-95.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5860,3.605,-4.4,-3.695,3.611,3.693,-16.3,-0.687,3.709,25.203,-16.2,3.803,25.219,93.125,27.9,-0.771,93.125,-1.255,18.5,1.759,-1.274,-6.461,-3.9,-5.141,-6.457,-43.188,1.3,-9.586,-43.188,-95.562,10.1,4.207,-95.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5884,3.596,0.3,0.095,3.605,3.646,-14.6,0.368,3.693,25.156,-14.8,4.117,25.203,93.188,23.9,-1.082,93.125,-1.262,1.2,0.891,-1.255,-6.473,-4.1,-5.016,-6.461,-43.188,0.4,-9.344,-43.188,-95.562,12.8,3.689,-95.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5905,3.615,6.3,-0.147,3.596,3.619,-13.8,0.832,3.646,25.156,-5.5,4.398,25.156,93.250,17.8,-1.149,93.188,-1.303,-13.5,1.020,-1.262,-6.449,5.6,-4.230,-6.473,-43.156,4.8,-8.117,-43.188,-95.500,12.8,2.668,-95.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5933,3.682,19.1,-0.982,3.615,3.590,-9.4,0.619,3.619,25.141,-3.6,3.924,25.156,93.312,15.6,-0.919,93.250,-1.387,-24.8,2.771,-1.303,-6.445,3.2,-4.559,-6.449,-43.125,10.4,-8.516,-43.156,-95.438,16.0,2.844,-95.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5950,3.729,21.3,-1.392,3.682,3.584,-4.8,0.215,3.590,25.156,3.1,3.381,25.141,93.312,3.4,-0.714,93.312,-1.479,-38.0,3.646,-1.387,-6.441,0.8,-4.980,-6.445,-43.125,7.4,-8.969,-43.125,-95.438,20.3,3.219,-95.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5962,3.760,24.9,-1.656,3.729,3.578,-4.6,0.045,3.584,25.156,1.0,3.438,25.156,93.312,3.1,-0.701,93.312,-1.500,-32.6,3.664,-1.479,-6.441,-0.2,-4.770,-6.441,-43.125,10.4,-9.070,-43.125,-95.438,13.7,3.252,-95.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.5980,3.807,24.0,-1.788,3.760,3.580,-1.2,-0.296,3.578,25.188,9.4,4.652,25.156,93.312,-0.7,-0.915,93.312,-1.562,-31.2,3.527,-1.500,-6.438,1.7,-4.672,-6.441,-43.125,4.7,-7.746,-43.125,-95.375,16.8,3.305,-95.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6000,3.854,23.8,-2.527,3.807,3.578,-1.4,0.454,3.580,25.219,14.8,4.566,25.188,93.250,-3.1,-1.074,93.312,-1.629,-31.7,3.420,-1.562,-6.441,-1.7,-3.467,-6.438,-43.094,3.5,-7.750,-43.125,-95.312,18.8,2.820,-95.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6020,3.895,21.7,-2.801,3.854,3.594,5.5,0.464,3.578,25.250,16.0,5.684,25.219,93.250,-10.0,-1.551,93.250,-1.688,-30.2,3.889,-1.629,-6.406,10.1,-3.426,-6.441,-43.094,1.9,-7.219,-43.094,-95.312,14.2,2.791,-95.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6040,3.930,18.4,-3.527,3.895,3.609,8.7,1.078,3.594,25.297,22.7,5.852,25.250,93.250,-9.5,-2.057,93.250,-1.738,-24.9,3.773,-1.688,-6.398,8.2,-2.730,-6.406,-43.094,5.4,-6.367,-43.094,-95.250,16.0,2.432,-95.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6060,3.951,12.5,-3.273,3.930,3.625,9.5,1.396,3.609,25.359,29.4,6.195,25.297,93.188,-13.7,-2.387,93.250,-1.798,-27.4,3.551,-1.738,-6.371,12.4,-2.668,-6.398,-43.094,5.6,-6.523,-43.094,-95.250,13.8,2.463,-95.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6080,3.977,10.7,-3.330,3.951,3.650,11.7,1.451,3.625,25.422,33.6,6.430,25.359,93.125,-22.5,-2.564,93.188,-1.842,-25.1,3.227,-1.798,-6.340,15.1,-2.600,-6.371,-43.062,8.1,-6.352,-43.094,-95.250,11.2,2.457,-95.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6100,3.992,8.6,-3.301,3.977,3.684,16.0,2.459,3.650,25.516,40.1,7.113,25.422,93.062,-27.6,-3.125,93.125,-1.886,-23.2,2.977,-1.842,-6.305,15.6,-1.632,-6.340,-43.031,10.7,-5.312,-43.062,-95.188,9.9,1.925,-95.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6123,3.994,2.3,-3.506,3.992,3.738,24.0,2.758,3.684,25.609,43.4,7.375,25.516,93.000,-38.8,-3.186,93.062,-1.924,-19.6,2.914,-1.886,-6.266,16.2,-1.252,-6.305,-43.000,15.5,-4.969,-43.031,-95.188,7.0,1.545,-95.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6145,4.012,5.1,-5.113,3.994,3.791,27.2,3.090,3.738,25.719,50.5,8.297,25.609,92.875,-45.1,-3.615,93.000,-1.961,-17.2,4.188,-1.924,-6.227,18.3,-0.559,-6.266,-42.969,23.4,-4.020,-43.000,-95.188,-1.5,0.952,-95.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6164,3.994,-3.7,-4.902,4.012,3.869,35.1,2.510,3.791,25.812,50.0,9.180,25.719,92.750,-56.9,-3.432,92.875,-1.999,-17.8,5.996,-1.961,-6.180,20.6,-0.529,-6.227,-42.906,30.7,-3.814,-42.969,-95.188,-3.3,0.711,-95.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6187,3.971,-9.9,-7.758,3.994,3.957,39.1,2.779,3.869,25.922,52.7,8.961,25.812,92.625,-63.2,-3.020,92.750,-2.016,-11.9,6.148,-1.999,-6.129,23.6,0.063,-6.180,-42.812,34.1,-4.082,-42.906,-95.250,-10.2,0.046,-95.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6206,3.904,-25.2,-6.707,3.971,4.078,52.0,2.664,3.957,26.047,59.7,8.977,25.922,92.500,-67.4,-2.104,92.625,-1.989,2.5,5.008,-2.016,-6.090,21.1,0.112,-6.129,-42.719,41.4,-4.684,-42.812,-95.250,-15.0,0.075,-95.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6223,3.838,-29.7,-5.906,3.904,4.188,54.1,2.557,4.078,26.156,54.0,8.977,26.047,92.312,-69.2,-0.834,92.500,-1.955,11.9,4.094,-1.989,-6.055,18.0,0.004,-6.090,-42.656,43.2,-5.105,-42.719,-95.312,-23.2,-0.059,-95.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6240,3.756,-37.1,-5.258,3.838,4.289,51.2,3.664,4.188,26.281,58.7,9.039,26.156,92.188,-72.9,-0.230,92.312,-1.921,16.9,3.812,-1.955,-6.020,17.6,-0.060,-6.055,-42.531,50.4,-5.309,-42.656,-95.438,-31.7,-0.124,-95.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6260,3.693,-34.6,-5.883,3.756,4.352,38.2,4.926,4.289,26.391,53.1,9.727,26.281,92.062,-70.8,1.090,92.188,-1.893,18.4,3.322,-1.921,-5.988,16.6,-0.090,-6.020,-42.438,48.8,-5.895,-42.531,-95.500,-35.8,-0.182,-95.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6280,3.621,-35.2,-5.965,3.693,4.379,21.9,6.320,4.352,26.500,53.9,10.016,26.391,91.938,-51.5,2.092,92.062,-1.864,14.3,3.490,-1.893,-5.965,13.3,-0.206,-5.988,-42.375,46.0,-5.918,-42.438,-95.562,-37.7,-0.309,-95.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6300,3.559,-33.0,-5.879,3.621,4.363,4.4,7.637,4.379,26.578,47.4,10.562,26.500,91.875,-45.9,2.500,91.938,-1.836,13.5,3.418,-1.864,-5.949,10.4,-0.217,-5.965,-42.281,40.3,-5.812,-42.375,-95.688,-50.6,-0.253,-95.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6320,3.518,-24.0,-5.809,3.559,4.363,1.6,8.039,4.363,26.656,40.2,11.188,26.578,91.812,-30.0,2.393,91.875,-1.817,10.9,3.602,-1.836,-5.938,8.2,-0.249,-5.949,-42.250,32.6,-5.781,-42.281,-95.812,-52.4,-0.135,-95.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6340,3.482,-19.5,-6.695,3.518,4.363,-0.0,8.523,4.363,26.734,40.1,11.039,26.656,91.812,-12.9,2.189,91.812,-1.802,7.6,3.615,-1.817,-5.941,2.6,0.111,-5.938,-42.188,30.9,-5.457,-42.250,-95.875,-55.8,0.057,-95.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6360,3.477,-8.8,-7.223,3.482,4.375,4.1,8.523,4.363,26.797,31.5,10.320,26.734,91.875,-2.0,1.401,91.812,-1.776,10.4,4.109,-1.802,-5.934,2.6,0.602,-5.941,-42.125,28.1,-4.828,-42.188,-96.000,-58.3,0.268,-95.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6380,3.449,-12.3,-7.375,3.477,4.379,2.2,8.602,4.375,26.844,28.7,9.977,26.797,91.875,13.0,1.117,91.875,-1.764,6.1,3.904,-1.776,-5.926,4.0,1.066,-5.934,-42.094,20.3,-4.336,-42.125,-96.125,-57.8,0.705,-96.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6400,3.430,-12.4,-7.547,3.449,4.391,1.9,8.484,4.379,26.875,19.0,9.938,26.844,91.938,25.8,-0.349,91.875,-1.738,8.8,4.055,-1.764,-5.910,6.9,1.460,-5.926,-42.031,20.6,-3.621,-42.094,-96.250,-64.9,1.044,-96.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6420,3.424,-7.1,-7.699,3.430,4.410,5.7,8.109,4.391,26.875,9.5,9.727,26.875,92.000,25.1,-1.105,91.938,-1.720,9.7,4.164,-1.738,-5.895,8.2,1.712,-5.910,-42.000,18.2,-3.232,-42.031,-96.375,-55.4,1.316,-96.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6453,3.398,-5.9,-7.598,3.424,4.402,-0.1,7.762,4.410,26.844,-9.7,10.039,26.875,92.125,29.7,-2.037,92.000,-1.707,5.8,4.293,-1.720,-5.859,12.1,1.280,-5.895,-41.938,21.0,-2.428,-42.000,-96.562,-55.6,1.551,-96.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6475,3.379,-7.4,-7.988,3.398,4.402,0.3,6.820,4.402,26.812,-14.8,10.312,26.844,92.125,27.9,-2.434,92.125,-1.707,1.6,4.508,-1.707,-5.832,11.8,1.024,-5.859,-41.875,23.5,-2.381,-41.938,-96.625,-49.2,1.624,-96.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6496,3.371,-6.0,-7.648,3.379,4.391,-3.3,6.844,4.402,26.797,-10.3,9.539,26.812,92.188,21.1,-2.467,92.125,-1.701,1.2,4.473,-1.707,-5.797,16.8,1.210,-5.832,-41.844,22.1,-1.986,-41.875,-96.688,-42.3,1.632,-96.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6510,3.361,-5.0,-7.648,3.371,4.387,-1.9,6.441,4.391,26.750,-16.5,10.062,26.797,92.250,20.1,-2.900,92.188,-1.691,1.9,3.129,-1.701,-5.785,11.0,1.376,-5.797,-41.812,20.3,-1.851,-41.844,-96.812,-41.0,1.441,-96.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6522,3.355,-6.0,-5.879,3.361,4.395,1.5,6.164,4.387,26.750,-16.0,9.938,26.750,92.250,16.8,-3.125,92.250,-1.688,2.4,2.887,-1.691,-5.785,7.9,0.779,-5.785,-41.781,20.9,-1.758,-41.812,-96.812,-37.9,1.372,-96.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6540,3.357,-1.7,-2.955,3.355,4.395,2.1,4.973,4.395,26.734,-10.1,7.809,26.750,92.250,10.3,-2.188,92.250,-1.704,-2.8,0.964,-1.688,-5.781,4.9,0.653,-5.785,-41.750,16.3,-2.840,-41.781,-96.875,-31.6,1.168,-96.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6560,3.387,9.3,-2.510,3.357,4.398,5.1,4.461,4.395,26.688,-14.2,7.660,26.734,92.250,0.4,-1.984,92.250,-1.741,-12.2,1.051,-1.704,-5.801,-4.9,0.498,-5.781,-41.750,10.1,-3.312,-41.750,-96.938,-23.1,1.114,-96.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6580,3.418,14.7,-2.760,3.387,4.371,-4.4,4.148,4.398,26.672,-12.5,7.574,26.688,92.250,0.8,-2.035,92.250,-1.798,-21.5,1.531,-1.741,-5.832,-11.4,0.354,-5.801,-41.750,0.7,-3.682,-41.750,-96.938,-21.8,1.127,-96.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6600,3.455,16.8,-2.656,3.418,4.352,-7.0,3.607,4.371,26.609,-21.0,7.969,26.672,92.250,-7.2,-1.999,92.250,-1.877,-33.4,2.104,-1.798,-5.855,-11.9,-0.038,-5.832,-41.781,-4.9,-3.447,-41.750,-97.000,-17.2,1.368,-96.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6620,3.508,22.7,-2.701,3.455,4.332,-11.3,3.830,4.352,26.578,-17.2,8.523,26.609,92.188,-6.4,-2.404,92.250,-1.939,-33.2,2.527,-1.877,-5.891,-13.8,0.005,-5.855,-41.812,-14.1,-3.387,-41.781,-97.000,-12.3,1.619,-97.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6640,3.539,17.4,-2.855,3.508,4.312,-9.5,3.963,4.332,26.562,-13.3,8.078,26.578,92.188,-7.9,-2.686,92.188,-2.018,-36.3,3.270,-1.939,-5.922,-14.5,-0.691,-5.891,-41.844,-21.0,-4.426,-41.812,-97.000,-10.9,2.232,-97.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6660,3.584,19.6,-2.756,3.539,4.305,-4.4,3.375,4.312,26.531,-12.7,7.523,26.562,92.125,-17.0,-2.303,92.188,-2.096,-39.8,3.854,-2.018,-5.953,-14.8,-1.425,-5.922,-41.906,-27.2,-4.969,-41.844,-97.000,3.2,2.785,-97.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6682,3.611,16.2,-2.715,3.584,4.289,-5.7,2.303,4.305,26.500,-17.0,6.430,26.531,92.125,-13.7,-1.972,92.125,-2.152,-34.0,4.309,-2.096,-6.000,-20.2,-2.166,-5.953,-42.000,-38.0,-5.844,-41.906,-97.000,10.6,3.371,-97.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6702,3.646,15.7,-2.723,3.611,4.273,-6.4,1.502,4.289,26.453,-20.3,5.703,26.500,92.062,-13.6,-1.336,92.125,-2.197,-28.2,4.371,-2.152,-6.055,-26.5,-2.934,-6.000,-42.094,-41.4,-6.727,-42.000,-96.938,16.1,3.791,-97.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6722,3.684,17.8,-2.619,3.646,4.250,-9.8,0.632,4.273,26.406,-24.3,5.395,26.453,92.062,-13.3,-1.188,92.062,-2.219,-18.3,4.008,-2.197,-6.109,-26.3,-2.754,-6.055,-42.219,-53.2,-6.625,-42.094,-96.875,25.3,3.789,-96.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6742,3.713,15.4,-2.646,3.684,4.203,-18.6,0.531,4.250,26.359,-25.3,5.836,26.406,92.062,-15.6,-0.803,92.062,-2.234,-11.7,5.738,-2.219,-6.199,-36.7,-2.496,-6.109,-42.344,-61.4,-7.750,-42.219,-96.750,41.0,3.947,-96.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6760,3.746,16.0,-4.762,3.713,4.172,-18.2,0.105,4.203,26.281,-32.2,5.203,26.359,92.062,-6.5,0.326,92.062,-2.219,2.5,8.461,-2.234,-6.293,-43.8,-2.975,-6.199,-42.469,-64.2,-8.609,-42.344,-96.688,51.4,4.664,-96.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6780,3.754,7.2,-7.371,3.746,4.117,-23.3,-0.056,4.172,26.203,-37.2,4.539,26.281,92.062,-2.0,0.754,92.062,-2.188,12.3,7.340,-2.219,-6.375,-42.9,-3.629,-6.293,-42.625,-72.2,-8.273,-42.469,-96.562,52.0,4.152,-96.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6800,3.740,-1.6,-6.250,3.754,4.078,-21.6,-0.035,4.117,26.109,-39.5,5.004,26.203,92.062,6.4,0.742,92.062,-2.125,23.9,5.965,-2.188,-6.430,-31.9,-4.648,-6.375,-42.781,-74.4,-8.406,-42.625,-96.375,68.1,3.393,-96.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6820,3.709,-10.2,-5.359,3.740,4.035,-21.1,0.077,4.078,26.016,-46.5,5.738,26.109,92.125,15.5,0.724,92.062,-2.033,34.2,4.469,-2.125,-6.457,-19.1,-5.738,-6.430,-42.938,-73.4,-9.008,-42.781,-96.250,73.9,1.633,-96.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6840,3.691,-9.4,-5.172,3.709,3.998,-21.6,0.295,4.035,25.938,-41.3,5.922,26.016,92.125,21.0,0.737,92.125,-1.933,42.1,4.500,-2.033,-6.461,-8.8,-6.754,-6.457,-43.094,-77.0,-9.078,-42.938,-96.062,77.5,0.280,-96.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6860,3.674,-5.6,-4.727,3.691,3.982,-13.5,0.332,3.998,25.844,-41.3,5.828,25.938,92.188,26.5,0.651,92.125,-1.817,50.7,3.561,-1.933,-6.445,2.8,-7.090,-6.461,-43.250,-78.0,-9.016,-43.094,-95.938,72.9,-0.704,-96.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6880,3.652,-6.9,-5.000,3.674,3.961,-11.6,0.333,3.982,25.781,-33.7,5.871,25.844,92.250,26.0,0.742,92.188,-1.717,50.7,3.271,-1.817,-6.457,-1.3,-8.016,-6.445,-43.344,-61.6,-9.594,-43.250,-95.812,65.1,-2.383,-95.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6900,3.641,-6.6,-5.188,3.652,3.945,-9.0,0.025,3.961,25.719,-34.3,5.605,25.781,92.375,36.9,0.676,92.250,-1.629,46.4,3.102,-1.717,-6.484,-8.2,-8.055,-6.457,-43.438,-50.7,-9.602,-43.344,-95.750,48.5,-3.475,-95.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6920,3.652,1.0,-5.668,3.641,3.926,-10.1,-0.477,3.945,25.672,-27.3,5.195,25.719,92.438,44.6,0.468,92.375,-1.541,45.1,3.553,-1.629,-6.516,-13.6,-8.102,-6.484,-43.469,-35.9,-10.062,-43.438,-95.688,34.1,-3.045,-95.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6941,3.650,0.8,-5.531,3.652,3.916,-7.2,-0.747,3.926,25.641,-19.7,4.668,25.672,92.500,40.1,0.176,92.438,-1.469,40.1,3.918,-1.541,-6.551,-15.5,-7.832,-6.516,-43.500,-19.7,-10.250,-43.469,-95.688,15.0,-2.039,-95.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6970,3.637,-1.6,-4.527,3.650,3.889,-9.8,-1.504,3.916,25.578,-20.0,3.947,25.641,92.625,42.2,-0.132,92.500,-1.381,29.7,3.777,-1.469,-6.598,-16.7,-7.750,-6.551,-43.500,-2.3,-10.828,-43.500,-95.750,-6.8,-0.526,-95.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.6992,3.621,-4.4,-4.203,3.637,3.869,-10.8,-1.559,3.889,25.547,-17.9,3.326,25.578,92.750,41.5,-0.372,92.625,-1.324,26.4,3.900,-1.381,-6.613,-12.1,-7.836,-6.598,-43.469,8.3,-10.695,-43.500,-95.750,-17.1,0.367,-95.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7011,3.596,-8.7,-3.705,3.621,3.838,-15.1,-1.587,3.869,25.516,-14.6,2.855,25.547,92.812,43.5,-0.754,92.750,-1.268,27.6,4.539,-1.324,-6.633,-10.4,-7.469,-6.613,-43.469,7.7,-10.836,-43.469,-95.812,-21.5,1.950,-95.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7025,3.584,-10.2,-3.510,3.596,3.822,-16.2,-1.438,3.838,25.500,-13.4,2.725,25.516,92.875,44.2,-1.014,92.812,-1.249,25.0,4.574,-1.268,-6.633,-8.2,-6.754,-6.633,-43.469,6.9,-10.930,-43.469,-95.875,-27.4,2.438,-95.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7040,3.568,-9.2,-3.373,3.584,3.787,-18.0,-0.948,3.822,25.453,-18.6,2.094,25.500,92.938,39.0,-1.050,92.875,-1.211,20.9,4.762,-1.249,-6.641,-6.0,-6.156,-6.633,-43.438,12.6,-10.938,-43.469,-95.875,-18.8,4.535,-95.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
1.7060,3.543,-12.5,0.491,3.568,3.756,-15.3,-0.423,3.787,25.422,-20.3,4.340,25.453,93.000,36.7,-1.618,92.938,-1.202,8.2,-0.837,-1.211,-6.637,-1.5,-4.262,-6.641,-43.438,9.0,-8.047,-43.438,-95.938,-15.5,2.988,-95.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
