t,q0,dq0,tau0,cmd0,q1,dq1,tau1,cmd1,q2,dq2,tau2,cmd2,q3,dq3,tau3,cmd3,q4,dq4,tau4,cmd4,q5,dq5,tau5,cmd5,q6,dq6,tau6,cmd6,q7,dq7,tau7,cmd7,q8,dq8,tau8,cmd8,q9,dq9,tau9,cmd9
0.6260,3.953,1.8,-2.416,3.947,3.787,2.7,1.032,3.795,24.578,-1.4,6.996,24.578,96.125,-7.7,-0.347,96.125,-2.768,1.3,1.684,-2.768,-5.547,0.4,-1.043,-5.555,-40.750,-2.5,-6.520,-40.750,-99.188,1.2,0.448,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6280,3.951,0.3,-2.438,3.953,3.791,3.2,1.046,3.787,24.594,1.7,7.008,24.578,96.062,-12.4,-0.351,96.125,-2.777,-2.4,1.654,-2.768,-5.547,0.1,-0.974,-5.547,-40.719,0.4,-6.523,-40.750,-99.188,1.8,0.496,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6300,3.947,-1.0,-2.518,3.951,3.781,-2.1,1.027,3.791,24.578,-1.6,6.898,24.594,96.062,-7.9,-0.216,96.062,-2.773,-1.7,1.512,-2.777,-5.551,-1.2,-1.007,-5.547,-40.750,-1.2,-6.574,-40.719,-99.188,0.5,0.557,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6320,3.945,-2.4,-2.516,3.947,3.785,-0.9,0.947,3.781,24.594,0.9,6.781,24.578,96.062,-11.3,-0.211,96.062,-2.771,-0.3,1.700,-2.773,-5.543,3.2,-1.054,-5.551,-40.719,-0.0,-6.777,-40.750,-99.188,3.1,0.502,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6340,3.947,-0.8,-2.584,3.945,3.785,-1.2,1.018,3.785,24.594,-1.8,6.859,24.594,96.000,-11.4,-0.155,96.062,-2.771,0.2,1.795,-2.771,-5.547,1.7,-0.977,-5.543,-40.750,-6.0,-6.695,-40.719,-99.188,-1.5,0.586,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6360,3.953,2.1,-2.518,3.947,3.785,-0.7,1.163,3.785,24.594,-0.6,7.184,24.594,96.000,-12.1,-0.244,96.000,-2.766,4.6,1.826,-2.771,-5.547,0.5,-0.910,-5.547,-40.750,-0.6,-6.422,-40.750,-99.188,3.0,0.500,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6380,3.947,-1.2,-2.639,3.953,3.791,2.5,1.101,3.785,24.594,0.0,6.883,24.594,96.000,-13.6,-0.132,96.000,-2.771,0.5,1.627,-2.766,-5.551,-1.3,-1.049,-5.547,-40.750,-2.1,-6.688,-40.750,-99.188,-2.7,0.551,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6401,3.947,-0.7,-2.529,3.947,3.785,-1.4,0.981,3.791,24.594,-0.2,6.965,24.594,95.938,-11.2,-0.213,96.000,-2.771,-0.3,1.615,-2.771,-5.547,2.0,-1.027,-5.551,-40.750,0.5,-6.586,-40.750,-99.125,4.6,0.547,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6423,3.947,-0.8,-2.529,3.947,3.785,-1.3,1.056,3.785,24.594,-1.1,6.949,24.594,95.938,-14.4,-0.157,95.938,-2.766,3.0,1.667,-2.771,-5.547,1.4,-1.075,-5.547,-40.750,0.6,-6.504,-40.750,-99.188,-0.3,0.515,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6444,3.951,0.5,-2.500,3.947,3.775,-6.1,0.965,3.785,24.594,-1.5,7.059,24.594,95.875,-13.8,-0.170,95.938,-2.771,0.9,1.881,-2.766,-5.547,0.0,-1.079,-5.547,-40.750,-1.5,-6.703,-40.750,-99.188,-2.8,0.536,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6465,3.947,-0.8,-2.582,3.951,3.785,-1.3,1.021,3.775,24.609,3.6,7.293,24.594,95.875,-14.4,-0.232,95.875,-2.771,0.3,1.684,-2.771,-5.555,-2.7,-0.946,-5.547,-40.750,-1.8,-6.539,-40.750,-99.188,1.2,0.429,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6480,3.947,-1.6,-2.703,3.947,3.785,-1.2,1.172,3.785,24.609,0.9,7.168,24.609,95.812,-16.5,-0.138,95.875,-2.781,-4.0,1.642,-2.771,-5.551,-0.4,-0.925,-5.555,-40.719,4.0,-6.645,-40.750,-99.125,3.7,0.448,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6500,3.951,0.1,-2.434,3.947,3.787,-0.7,1.041,3.785,24.609,1.5,7.203,24.609,95.812,-13.4,-0.203,95.812,-2.777,-2.2,1.580,-2.781,-5.551,-0.8,-0.941,-5.551,-40.750,-0.5,-6.445,-40.719,-99.188,0.2,0.462,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6520,3.945,-2.4,-2.477,3.951,3.785,-1.8,1.151,3.787,24.609,-0.2,7.129,24.609,95.812,-12.4,-0.204,95.812,-2.773,-0.8,1.583,-2.777,-5.547,0.9,-0.945,-5.551,-40.719,1.2,-6.488,-40.750,-99.125,1.4,0.447,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6540,3.951,0.0,-2.619,3.945,3.797,3.7,1.129,3.785,24.609,3.0,7.211,24.609,95.750,-11.0,-0.225,95.812,-2.766,3.1,1.523,-2.773,-5.547,0.4,-0.929,-5.547,-40.750,-1.7,-6.449,-40.719,-99.125,2.3,0.424,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6560,3.951,-0.6,-2.811,3.951,3.787,-1.3,1.230,3.797,24.609,1.1,7.191,24.609,95.750,-10.2,-0.339,95.750,-2.766,3.8,1.675,-2.766,-5.547,-0.1,-0.890,-5.547,-40.750,-1.9,-6.461,-40.750,-99.125,0.7,0.480,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6580,3.945,-3.0,-2.572,3.951,3.785,-2.2,1.324,3.787,24.609,-0.4,7.047,24.609,95.750,-12.4,-0.230,95.750,-2.771,1.1,1.690,-2.766,-5.547,0.3,-0.938,-5.547,-40.719,5.5,-6.430,-40.750,-99.125,1.7,0.531,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6600,3.941,-3.3,-2.480,3.945,3.795,1.0,0.984,3.785,24.609,-1.0,7.133,24.609,95.688,-12.1,-0.136,95.750,-2.777,-1.4,1.672,-2.771,-5.547,1.3,-0.906,-5.547,-40.750,-2.0,-6.621,-40.719,-99.188,-1.4,0.492,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6620,3.947,0.6,-2.291,3.941,3.791,0.3,1.142,3.795,24.625,2.7,7.086,24.609,95.688,-9.0,-0.219,95.688,-2.771,1.7,1.710,-2.777,-5.547,0.2,-1.096,-5.547,-40.750,-1.2,-6.547,-40.750,-99.188,0.5,0.565,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6640,3.941,-2.4,-2.424,3.947,3.787,-1.7,1.044,3.791,24.625,3.9,6.977,24.625,95.625,-14.4,-0.153,95.688,-2.768,2.3,1.637,-2.771,-5.547,2.0,-1.072,-5.547,-40.750,-2.2,-6.562,-40.750,-99.188,-4.2,0.529,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6660,3.945,-1.4,-2.469,3.941,3.791,-0.5,1.127,3.787,24.625,1.6,7.129,24.625,95.625,-10.6,-0.281,95.625,-2.777,-1.5,1.685,-2.768,-5.551,-1.2,-0.998,-5.547,-40.750,-0.2,-6.410,-40.750,-99.125,1.0,0.445,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6680,3.947,-0.2,-2.652,3.945,3.787,-1.9,1.131,3.791,24.641,2.5,7.109,24.625,95.625,-10.4,-0.195,95.625,-2.773,-0.8,1.630,-2.777,-5.551,-1.0,-0.985,-5.551,-40.750,0.6,-6.590,-40.750,-99.188,-2.0,0.532,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6702,3.945,-1.6,-2.541,3.947,3.785,-2.7,1.154,3.787,24.625,-0.1,7.105,24.641,95.625,-7.1,-0.217,95.625,-2.773,-1.3,1.590,-2.773,-5.547,2.1,-1.000,-5.551,-40.719,2.3,-6.602,-40.750,-99.125,0.4,0.548,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6722,3.941,-3.0,-2.295,3.945,3.791,-0.5,1.176,3.785,24.641,1.2,7.352,24.625,95.562,-9.8,-0.329,95.625,-2.777,-2.8,1.399,-2.773,-5.551,-0.6,-0.804,-5.547,-40.750,0.4,-6.398,-40.719,-99.125,1.5,0.430,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6743,3.953,3.7,-2.375,3.941,3.801,3.8,1.210,3.791,24.641,0.7,7.191,24.641,95.562,-11.7,-0.170,95.562,-2.756,7.3,1.556,-2.777,-5.547,0.8,-0.945,-5.551,-40.750,0.9,-6.574,-40.750,-99.125,1.3,0.521,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6762,3.947,-0.2,-2.664,3.953,3.801,3.4,1.203,3.801,24.641,-0.9,6.973,24.641,95.562,-9.1,-0.195,95.562,-2.773,-1.3,1.604,-2.756,-5.547,-0.3,-1.116,-5.547,-40.719,1.6,-6.496,-40.750,-99.125,2.9,0.518,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6780,3.947,-0.3,-2.746,3.947,3.795,0.8,1.211,3.801,24.641,2.6,7.250,24.641,95.500,-11.9,-0.081,95.562,-2.771,0.5,1.694,-2.773,-5.555,-2.8,-0.970,-5.547,-40.750,-1.8,-6.543,-40.719,-99.125,-0.9,0.476,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6800,3.953,2.5,-2.611,3.947,3.787,-1.9,1.095,3.795,24.656,4.1,6.887,24.641,95.500,-7.9,-0.104,95.500,-2.777,-1.4,1.844,-2.771,-5.547,1.6,-1.032,-5.555,-40.750,-2.9,-6.656,-40.750,-99.188,-2.4,0.596,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6820,3.953,2.2,-2.562,3.953,3.795,0.8,1.058,3.787,24.641,0.4,7.117,24.656,95.500,-10.7,-0.173,95.500,-2.771,1.4,1.662,-2.777,-5.547,-0.2,-1.021,-5.547,-40.719,2.3,-6.523,-40.750,-99.125,-0.9,0.592,-99.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6840,3.947,-1.2,-2.525,3.953,3.787,-1.8,1.083,3.795,24.656,4.8,7.098,24.641,95.438,-10.1,-0.093,95.500,-2.777,-2.2,1.471,-2.771,-5.559,-4.1,-1.098,-5.547,-40.750,-0.9,-6.535,-40.719,-99.125,0.1,0.580,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6860,3.953,2.5,-2.473,3.947,3.795,1.8,1.214,3.787,24.641,-2.5,6.992,24.656,95.438,-11.9,-0.148,95.438,-2.771,0.4,1.686,-2.777,-5.555,-1.6,-0.979,-5.559,-40.750,-0.8,-6.645,-40.750,-99.125,-0.0,0.560,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6880,3.945,-2.1,-2.469,3.953,3.795,1.2,1.147,3.795,24.656,1.9,7.203,24.641,95.438,-8.2,-0.154,95.438,-2.768,1.5,1.557,-2.771,-5.559,-4.2,-1.168,-5.555,-40.750,-0.3,-6.660,-40.750,-99.125,-0.9,0.489,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6900,3.947,-0.4,-2.531,3.945,3.785,-3.0,1.192,3.795,24.641,-0.4,7.180,24.656,95.375,-11.3,-0.129,95.438,-2.773,-1.2,1.669,-2.768,-5.555,-2.5,-0.969,-5.559,-40.750,3.5,-6.445,-40.750,-99.125,4.1,0.451,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6920,3.938,-4.8,-2.510,3.947,3.803,5.6,1.235,3.785,24.656,6.8,7.273,24.641,95.375,-9.4,-0.186,95.375,-2.773,-1.7,1.575,-2.773,-5.543,3.2,-1.022,-5.555,-40.750,1.9,-6.555,-40.750,-99.125,4.8,0.541,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6940,3.945,-1.3,-2.529,3.938,3.791,-0.7,1.150,3.803,24.656,3.0,7.086,24.656,95.312,-12.9,-0.071,95.375,-2.771,0.3,1.580,-2.773,-5.547,0.9,-1.093,-5.543,-40.750,0.1,-6.598,-40.750,-99.125,0.2,0.577,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6960,3.951,-0.3,-2.531,3.945,3.801,3.5,1.159,3.791,24.656,1.3,7.121,24.656,95.312,-15.2,-0.106,95.312,-2.768,2.2,1.698,-2.771,-5.547,-0.3,-1.057,-5.547,-40.750,4.0,-6.504,-40.750,-99.125,4.4,0.509,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.6981,3.951,0.7,-2.555,3.951,3.801,3.9,1.243,3.801,24.656,3.1,7.148,24.656,95.250,-14.4,-0.166,95.312,-2.768,1.6,1.544,-2.768,-5.559,-4.5,-1.044,-5.547,-40.750,-1.5,-6.734,-40.750,-99.125,8.2,0.617,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7002,3.947,0.4,-2.457,3.951,3.791,-0.4,1.304,3.801,24.656,0.5,7.207,24.656,95.250,-9.1,-0.192,95.250,-2.771,0.0,1.554,-2.768,-5.551,-1.5,-1.040,-5.559,-40.750,-1.1,-6.707,-40.750,-99.125,-1.7,0.665,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7023,3.938,-4.9,-2.592,3.947,3.791,-0.5,1.190,3.791,24.672,5.5,7.301,24.656,95.250,-11.5,-0.157,95.250,-2.773,-0.8,1.663,-2.771,-5.547,0.8,-1.010,-5.551,-40.750,1.1,-6.566,-40.750,-99.125,3.3,0.535,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7043,3.938,-4.5,-2.516,3.938,3.787,-0.7,1.351,3.791,24.672,4.8,7.168,24.672,95.188,-13.0,-0.253,95.250,-2.777,-2.1,1.533,-2.773,-5.547,-0.5,-1.084,-5.547,-40.750,-1.0,-6.734,-40.750,-99.125,2.2,0.495,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7060,3.951,1.1,-2.684,3.938,3.787,-1.3,1.209,3.787,24.672,-0.4,7.176,24.672,95.188,-11.2,-0.261,95.188,-2.777,-2.3,1.766,-2.777,-5.547,-1.4,-1.176,-5.547,-40.750,1.1,-6.914,-40.750,-99.125,5.2,0.585,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7080,3.938,-4.8,-2.477,3.951,3.797,2.2,1.080,3.787,24.688,4.3,7.109,24.672,95.188,-7.9,-0.213,95.188,-2.768,2.1,1.582,-2.777,-5.539,3.3,-1.125,-5.547,-40.750,-0.7,-6.605,-40.750,-99.125,4.5,0.684,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7100,3.947,1.1,-2.402,3.938,3.791,-1.3,1.053,3.797,24.672,-0.5,7.152,24.688,95.188,-8.8,-0.273,95.188,-2.777,-2.6,1.696,-2.768,-5.547,-1.5,-1.125,-5.539,-40.750,2.0,-6.656,-40.750,-99.125,4.2,0.545,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7120,3.951,1.7,-2.680,3.947,3.795,1.0,1.239,3.791,24.688,1.7,7.020,24.672,95.125,-10.0,-0.294,95.188,-2.777,-2.6,1.626,-2.777,-5.547,-0.8,-1.017,-5.547,-40.750,-2.1,-6.672,-40.750,-99.062,4.5,0.545,-99.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7140,3.947,-0.7,-2.607,3.951,3.797,2.5,1.207,3.795,24.688,3.0,6.914,24.688,95.125,-7.8,-0.137,95.125,-2.773,-1.6,1.696,-2.777,-5.547,1.6,-1.188,-5.547,-40.750,-1.9,-6.809,-40.750,-99.062,7.4,0.658,-99.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7160,3.951,1.4,-2.520,3.947,3.797,2.5,1.010,3.797,24.688,-1.7,6.992,24.688,95.125,-6.1,-0.176,95.125,-2.768,2.3,1.796,-2.773,-5.539,4.1,-1.259,-5.547,-40.750,0.4,-6.828,-40.750,-99.062,4.2,0.521,-99.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7180,3.945,-1.2,-2.512,3.951,3.795,1.4,1.060,3.797,24.688,2.3,6.980,24.688,95.125,-2.8,-0.156,95.125,-2.762,4.1,1.795,-2.768,-5.551,-3.1,-1.284,-5.539,-40.750,-1.0,-6.836,-40.750,-99.062,7.5,0.555,-99.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7206,3.945,-1.7,-2.693,3.945,3.791,-0.1,1.048,3.795,24.688,1.5,7.051,24.688,95.125,-7.6,-0.183,95.125,-2.771,1.3,1.945,-2.762,-5.547,0.8,-1.254,-5.551,-40.750,-2.6,-6.793,-40.750,-99.062,5.5,0.587,-99.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7228,3.947,-0.1,-2.430,3.945,3.791,-0.4,0.958,3.791,24.688,-2.3,6.949,24.688,95.125,-2.1,-0.127,95.125,-2.773,-0.8,1.647,-2.771,-5.547,1.7,-1.196,-5.547,-40.750,-0.1,-6.766,-40.750,-99.000,8.0,0.583,-99.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7248,3.957,3.6,-2.537,3.947,3.791,-0.0,0.968,3.791,24.688,0.3,7.004,24.688,95.062,-5.6,-0.176,95.125,-2.771,0.0,1.695,-2.773,-5.551,-1.3,-1.281,-5.547,-40.781,-6.9,-6.918,-40.750,-99.000,9.6,0.516,-99.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7269,3.953,1.9,-2.457,3.957,3.791,0.2,0.958,3.791,24.688,2.1,6.762,24.688,95.062,-5.5,-0.146,95.062,-2.771,-0.9,1.774,-2.771,-5.551,-1.3,-1.389,-5.551,-40.781,-4.1,-7.043,-40.781,-99.000,7.7,0.507,-99.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7287,3.947,-1.2,-2.445,3.953,3.797,2.5,0.857,3.791,24.688,0.6,6.805,24.688,95.062,-4.7,-0.220,95.062,-2.768,0.2,1.850,-2.771,-5.551,-1.5,-1.473,-5.551,-40.781,-4.0,-6.922,-40.781,-98.938,9.5,0.525,-99.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7300,3.947,-1.5,-2.648,3.947,3.791,1.0,1.055,3.797,24.688,1.3,7.012,24.688,95.062,-0.3,-0.320,95.062,-2.773,-3.0,1.870,-2.768,-5.547,0.6,-1.262,-5.551,-40.781,1.5,-6.848,-40.781,-98.938,8.0,0.410,-98.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7320,3.953,2.2,-2.467,3.947,3.795,1.8,0.917,3.791,24.688,0.3,6.656,24.688,95.062,-0.4,-0.138,95.062,-2.773,-2.6,1.880,-2.773,-5.547,1.6,-1.489,-5.547,-40.781,-5.7,-7.090,-40.781,-98.938,10.4,0.503,-98.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7340,3.947,-0.0,-2.324,3.953,3.791,0.2,0.723,3.795,24.688,1.2,6.574,24.688,95.062,1.4,-0.189,95.062,-2.768,0.7,1.763,-2.773,-5.551,-0.4,-1.478,-5.547,-40.781,-2.3,-7.324,-40.781,-98.875,13.0,0.462,-98.938,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7360,3.953,2.4,-2.418,3.947,3.791,0.8,0.804,3.791,24.688,-0.2,6.762,24.688,95.062,0.0,-0.292,95.062,-2.771,-1.4,1.805,-2.768,-5.555,-1.2,-1.410,-5.551,-40.781,-4.0,-7.184,-40.781,-98.875,14.8,0.409,-98.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7380,3.947,-1.2,-2.539,3.953,3.785,-1.4,0.872,3.791,24.688,-1.7,6.566,24.688,95.062,0.3,-0.233,95.062,-2.768,-0.1,1.767,-2.771,-5.551,0.1,-1.511,-5.555,-40.812,-2.7,-6.996,-40.781,-98.812,18.5,0.364,-98.875,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7400,3.941,-4.3,-2.422,3.947,3.791,1.2,0.744,3.785,24.688,-1.1,6.387,24.688,95.062,2.3,-0.155,95.062,-2.768,-1.1,1.863,-2.768,-5.559,-2.5,-1.566,-5.551,-40.812,0.2,-7.402,-40.812,-98.750,20.1,0.464,-98.812,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7420,3.947,-0.8,-2.371,3.941,3.787,0.5,0.593,3.791,24.688,0.0,6.512,24.688,95.062,-1.5,-0.073,95.062,-2.771,-1.6,2.012,-2.768,-5.551,0.1,-1.584,-5.559,-40.812,-2.2,-7.465,-40.812,-98.750,17.2,0.466,-98.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7440,3.951,0.4,-2.389,3.947,3.787,1.2,0.661,3.787,24.688,1.0,6.301,24.688,95.125,2.8,-0.092,95.062,-2.758,2.9,1.764,-2.771,-5.551,0.7,-1.675,-5.551,-40.812,-1.4,-7.406,-40.812,-98.688,16.0,0.478,-98.750,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7460,3.945,-2.3,-2.408,3.951,3.781,-1.3,0.624,3.787,24.672,-5.2,6.238,24.688,95.125,2.7,0.031,95.125,-2.768,-1.4,2.100,-2.758,-5.566,-4.8,-1.700,-5.551,-40.812,-2.1,-7.441,-40.812,-98.688,16.3,0.537,-98.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7483,3.941,-3.9,-2.482,3.945,3.781,-1.4,0.498,3.781,24.672,-2.1,6.215,24.672,95.125,2.9,0.066,95.125,-2.748,7.0,2.160,-2.768,-5.555,1.8,-1.829,-5.566,-40.844,-5.4,-7.480,-40.812,-98.625,17.2,0.562,-98.688,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7503,3.947,-1.5,-2.512,3.941,3.785,0.5,0.491,3.781,24.656,-4.6,6.477,24.672,95.125,1.7,-0.061,95.125,-2.762,-1.0,1.791,-2.748,-5.559,1.2,-1.696,-5.555,-40.844,-2.6,-7.410,-40.844,-98.625,17.8,0.520,-98.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7522,3.945,-2.1,-2.256,3.947,3.779,-1.1,0.637,3.785,24.656,-3.4,6.320,24.656,95.125,1.5,-0.077,95.125,-2.756,0.9,1.901,-2.762,-5.570,-5.3,-1.752,-5.559,-40.844,-2.8,-7.438,-40.844,-98.562,20.2,0.406,-98.625,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7543,3.941,-2.9,-2.318,3.945,3.781,0.6,0.581,3.779,24.656,-1.8,6.285,24.656,95.125,1.0,0.096,95.125,-2.742,5.7,1.915,-2.756,-5.566,-2.8,-1.809,-5.570,-40.875,-3.9,-7.664,-40.844,-98.500,19.0,0.357,-98.562,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7560,3.951,1.7,-2.514,3.941,3.787,2.5,0.426,3.781,24.656,-2.5,6.055,24.656,95.125,2.2,0.122,95.125,-2.756,-1.6,2.084,-2.742,-5.562,-0.2,-1.891,-5.566,-40.875,-5.0,-7.645,-40.875,-98.438,21.9,0.433,-98.500,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7580,3.951,1.5,-2.543,3.951,3.781,-0.9,0.453,3.787,24.656,-2.2,6.012,24.656,95.125,2.1,0.120,95.125,-2.742,3.2,2.191,-2.756,-5.566,-2.3,-1.736,-5.562,-40.875,-3.3,-7.641,-40.875,-98.438,21.6,0.509,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7600,3.951,1.1,-2.514,3.951,3.781,-1.0,0.464,3.781,24.656,-1.0,6.078,24.656,95.125,-5.3,0.062,95.125,-2.746,0.6,2.035,-2.742,-5.559,1.9,-1.907,-5.566,-40.875,-1.4,-7.809,-40.875,-98.375,20.0,0.426,-98.438,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7620,3.951,1.2,-2.418,3.951,3.787,2.3,0.535,3.781,24.672,1.8,6.133,24.656,95.125,-3.2,0.020,95.125,-2.740,2.3,2.070,-2.746,-5.574,-4.9,-1.799,-5.559,-40.875,-4.0,-7.664,-40.875,-98.312,24.0,0.372,-98.375,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7640,3.953,2.9,-2.430,3.951,3.781,-0.4,0.450,3.787,24.656,-1.4,5.953,24.672,95.125,-3.0,0.106,95.125,-2.736,2.2,2.217,-2.740,-5.562,-0.5,-1.931,-5.574,-40.906,-3.5,-7.910,-40.875,-98.250,28.0,0.501,-98.312,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7660,3.938,-3.6,-2.367,3.953,3.779,-2.2,0.463,3.781,24.672,1.9,6.148,24.656,95.125,3.5,0.074,95.125,-2.732,2.7,2.299,-2.736,-5.566,-1.9,-1.938,-5.562,-40.906,-2.3,-7.680,-40.906,-98.188,24.9,0.319,-98.250,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7680,3.945,-0.2,-2.467,3.938,3.787,0.5,0.450,3.779,24.656,0.8,6.500,24.672,95.125,2.0,-0.145,95.125,-2.730,2.0,1.688,-2.732,-5.570,-3.1,-1.729,-5.566,-40.906,-4.8,-7.234,-40.906,-98.188,26.6,0.177,-98.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7700,3.945,0.4,-2.326,3.945,3.791,3.0,0.700,3.787,24.656,-0.1,6.453,24.656,95.125,-2.2,-0.156,95.125,-2.721,5.0,2.016,-2.730,-5.570,-2.5,-1.834,-5.570,-40.906,-0.7,-7.660,-40.906,-98.125,25.0,0.268,-98.188,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7720,3.951,2.9,-2.553,3.945,3.785,-0.0,0.602,3.791,24.672,2.6,6.137,24.656,95.125,0.4,-0.030,95.125,-2.736,-2.7,2.205,-2.721,-5.562,2.2,-1.805,-5.570,-40.906,-1.6,-7.934,-40.906,-98.062,26.3,0.400,-98.125,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7740,3.947,1.5,-2.457,3.951,3.785,-0.4,0.434,3.785,24.656,-1.6,6.227,24.672,95.125,-1.7,0.009,95.125,-2.736,-1.9,2.365,-2.736,-5.566,-0.2,-1.865,-5.562,-40.938,-4.6,-7.938,-40.906,-98.000,22.4,0.397,-98.062,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
0.7760,3.951,1.8,-2.635,3.947,3.787,0.6,0.432,3.785,24.672,0.4,5.977,24.656,95.062,-2.5,0.083,95.125,-2.732,-0.7,2.424,-2.736,-5.566,-0.5,-1.927,-5.566,-40.938,-2.5,-8.062,-40.938,-97.938,27.2,0.448,-98.000,0.000,0.0,0.000,0.000,0.000,0.0,0.000,0.000
