when	uptime_s	mode	in_mode_s	n_frozen	class	channels	emb_dcpu_jif	emb_state	nic_carrier	d_rx_crc	d_rx_err	pre_tau_max_nm	pre_tau_ch	pre_cur_max_a	loop_hz	stt_hex	stt_or	soc_temp_c	soc_mhz	throttled	pre_csv
2026-08-28 16:11:26	22.2	home	7.3	8	EtherCAT	 ch0 ch1 ch2 ch3 ch4 ch5 ch6 ch7	15	R	0	0	0	6.44	HR_hip	6.44	500	00,00,00,00,00,00,00,00	0	84.8	2400	-1
2026-08-28 16:21:43	38.2	off	9.5	8	EtherCAT	 ch0 ch1 ch2 ch3 ch4 ch5 ch6 ch7	15	R	1	0	0	0.15	HR_hip	0.15	500	00,00,c0,c0,c0,00,00,00	192	84.8	2300	-1
2026-08-28 16:28:41	0.5	off	0.5	8	SPI/MCU	 ch0 ch1 ch2 ch3 ch4 ch5 ch6 ch7	15	R	1	0	0	0.12	HR_hip	0.12	721	00,00,c0,c0,c0,00,00,00	192	90.3	2400	-1	/tmp/freeze_pre_1.csv
2026-08-28 16:50:12	55.3	stand	17.5	8	SPI/MCU	 ch0 ch1 ch2 ch3 ch4 ch5 ch6 ch7	15	R	1	0	0	17.50	HR_calf	17.50	502	00,00,00,00,00,00,00,00	0	87.5	2400	-1	/tmp/freeze_pre_1.csv
2026-08-28 16:59:09	26.6	off	7.5	8	EtherCAT	 ch0 ch1 ch2 ch3 ch4 ch5 ch6 ch7	15	R	0	0	0	16.53	HR_calf	16.53	500	00,00,00,00,00,00,00,00	0	85.3	2400	-1	/tmp/freeze_pre_1.csv
